科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"113,251,687.51","292,002,552.44","476,257,643.45","245,755,528.64","344,731,506.68","447,683,053.67","109,399,120.89","259,461,012.49","374,015,509.65","658,604,964.06","136,611,869.29","353,553,793.06","522,597,998.01","713,779,619.47","199,399,916.15","406,197,218.41","612,872,698.28","837,507,238.61","228,447,479.65","474,466,276.75","735,474,446.48","1,018,664,680.76","312,304,297.57","597,764,020.36","947,402,753.31","1,259,573,564.52","261,509,518.36","603,180,910.23","896,541,109.53"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"68,204,165.30",,,,,,,,,,,,,,,,,,,
收到的税费返还,,"6,165,134.65","10,183,638.58","17,907,073.64","22,536,456.18","22,991,623.55",,"641,510.49","897,788.10","3,547,240.53","211,875.64","1,072,030.06","1,729,768.35","1,988,418.25","605,006.90","1,203,141.48","1,876,359.97","1,876,359.16","727,442.98","1,382,292.25","1,382,292.25","718,335.25","158,783.78","3,128,977.48","158,783.78","3,014,723.12","59,117.55","2,079,326.01","2,079,326.01"
支付其他与投资活动有关的现金,,,,,,,,"250,000.00","965,600.00","2,715,200.00","1,200,000.00","2,270,000.00","2,915,000.00","2,398,000.00",,"360,000.00","850,000.00","970,000.00","220,000.00","480,000.00","530,000.00","539,112.00","40,000.00","190,000.00","348,000.00","428,000.00","190,000.00","350,000.00","930,000.00"
收到其他与经营活动有关的现金,"787,150.00","1,637,301.36","16,064,243.16","2,675,456.25","5,764,069.33","12,613,917.43","2,078,423.66","5,095,219.31","47,674,691.60","41,609,945.85","38,708,542.64","7,873,930.99","18,474,469.98","19,708,721.93","15,748,431.10","18,866,577.55","14,799,403.01","17,556,524.69","4,723,913.49","23,770,031.42","24,340,657.29","31,167,861.51","1,714,752.79","3,919,491.06","10,662,579.64","18,777,180.74","4,181,447.02","9,485,863.90","14,396,745.53"
投资活动现金流出小计,"1,774,456.23","24,051,399.99","37,557,401.50","7,367,814.90","18,729,037.68","30,425,364.28","16,600,571.91","98,953,480.59","152,150,170.45","196,288,613.56","43,275,461.31","157,270,040.55","201,557,944.73","269,601,897.72","48,183,707.53","51,854,210.18","138,271,770.45","159,400,018.11","18,478,126.42","19,330,579.03","40,011,041.80","85,882,971.90","11,612,285.64","12,198,223.09","33,656,294.94","450,569,987.95","34,967,604.31","58,658,778.73","108,752,727.22"
经营活动现金流入小计,"114,038,837.51","299,804,988.45","502,505,525.19","266,338,058.53","373,032,032.19","483,288,594.65","111,477,544.55","265,197,742.29","422,587,989.35","703,762,150.44","175,532,287.57","362,499,754.11","542,802,236.34","735,476,759.65","215,753,354.15","426,266,937.44","629,548,461.26","856,940,122.46","233,898,836.12","499,618,600.42","761,197,396.02","1,050,550,877.52","314,177,834.14","604,812,488.90","958,224,116.73","1,281,365,468.38","265,750,082.93","614,746,100.14","913,017,181.07"
投资活动产生的现金流量净额,"-1,774,456.23","-23,901,399.99","-37,532,401.50","-7,367,814.90","-18,729,037.68","-28,925,364.28","-16,600,571.91","-98,953,480.59","-151,697,200.15","-192,838,413.56","-43,275,461.31","-155,890,040.55","-199,697,944.73","-267,647,097.72","-47,783,707.53","-50,704,210.18","-137,006,770.45","-157,985,018.11","-18,478,126.42","-19,130,579.03","-39,811,041.80","-85,637,971.90","-11,572,285.64","-11,858,223.09","-19,056,602.26","-429,065,285.40","-34,677,604.31","-58,188,778.73","-106,952,727.22"
购买商品、接受劳务支付的现金,"132,995,783.66","253,933,979.97","433,505,821.52","211,127,509.92","351,420,518.15","412,970,802.39","115,833,177.09","262,482,991.84","416,533,111.38","570,163,523.79","202,812,107.59","251,067,436.76","420,666,907.13","504,595,882.78","253,063,597.68","493,691,156.23","577,025,703.37","606,808,939.07","286,731,090.52","448,258,333.25","585,025,716.36","684,182,245.57","223,183,756.05","220,523,765.49","359,129,432.66","552,055,760.40","242,020,312.19","447,787,337.61","546,918,923.52"
吸收投资收到的现金,"30,000,000.00","29,400,000.00",,,"705,140,000.00","705,140,000.00",,,"30,188,515.00","30,188,515.00",,,,,,,,,,,,,"85,000,000.00","85,000,000.00","670,999,995.92","585,999,995.92",,,
支付给职工以及为职工支付的现金,"7,351,675.61","9,195,038.60","18,297,461.74","10,105,837.55","17,034,890.69","22,856,561.76","10,796,698.03","28,630,381.50","48,990,979.49","70,430,602.03","20,680,069.09","40,438,690.56","62,424,614.39","84,753,248.19","24,207,799.11","48,210,149.66","72,353,131.73","98,645,292.72","28,099,264.47","56,018,657.43","83,526,247.05","112,402,893.44","29,584,892.64","57,628,097.95","93,892,898.53","131,523,240.69","42,349,730.12","80,684,758.75","113,844,998.30"
取得借款收到的现金,"67,000,000.00","119,450,000.00","217,128,774.00","201,373,912.00","241,373,912.00","287,868,072.00","15,000,000.00","166,000,000.00","300,500,000.00","355,000,000.00","40,000,000.00","146,200,000.00","210,000,000.00","280,000,000.00","111,000,000.00","535,074,890.90","727,230,277.21","825,617,715.12","25,000,000.00","363,346,199.66","500,159,354.54","626,993,226.47","110,000,000.00","290,000,000.00","493,000,000.00","540,154,800.00","200,000,000.00","605,000,000.00","782,000,000.00"
支付的各项税费,"947,194.61","5,863,343.71","11,255,898.59","7,245,599.63","9,596,268.22","12,422,596.83","18,853,787.84","29,001,777.41","37,888,237.15","42,695,384.76","10,798,866.67","26,813,394.00","39,079,674.14","48,352,076.85","25,365,261.11","75,763,379.93","89,516,046.91","107,376,234.68","18,194,629.43","53,173,662.84","72,859,946.89","94,850,750.53","35,847,681.63","57,818,216.65","90,331,533.61","124,176,312.08","27,446,332.86","51,893,817.66","89,504,700.12"
收到其他与筹资活动有关的现金,"16,670,000.00","6,200,000.00","15,000,000.00","5,000,000.00","10,000,000.00","27,138,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,"20,000,000.00",,,,,,,,"231,307,594.97",,,
支付其他与经营活动有关的现金,"3,570,787.95","6,602,104.91","10,200,668.37","8,239,023.04","10,144,246.03","17,997,100.66","2,068,332.86","5,131,387.81","13,918,789.31","91,093,513.41","37,508,943.27","41,971,121.49","74,879,755.80","113,019,947.85","3,438,278.37","44,889,727.64","106,781,350.30","129,076,949.80","6,568,326.01","79,522,942.58","147,151,403.54","197,254,121.24","36,211,130.66","161,564,152.42","330,586,797.70","301,650,417.07","26,562,206.58","150,883,850.25","290,070,929.35"
