科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"141,356,505.48","171,799,932.29","245,754,815.06","206,966,680.64","1,200,491,839.70","740,546,332.79","710,910,603.09","571,762,590.14","607,112,832.14","535,930,997.07","555,488,137.53","572,201,732.60","659,828,445.18","549,444,029.65","624,953,444.58","643,425,791.32","601,440,058.67","471,877,902.26","278,653,345.85","482,894,959.43","692,472,007.80","486,234,077.85","342,302,704.59","694,111,990.01","782,253,138.56","788,210,107.53","330,501,684.73","598,650,044.67","968,596,106.28","750,639,651.47","572,482,247.21","302,012,833.07","465,050,103.25","179,440,291.46"
短期借款,"150,000,000.00","170,000,000.00","110,000,000.00","240,000,000.00","140,000,000.00",,"20,000,000.00","79,590,000.00","147,120,000.00","66,250,000.00",,,,,,,"10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","40,000,000.00",,,,,,,,,,,,
交易性金融资产,,,,,"61,558,940.39","60,155,526.49","58,446,764.76","52,847,771.16","52,178,925.58","47,683,158.09","52,438,956.89","62,141,780.62","44,080,008.31","47,460,979.12","33,573,358.52","49,844,942.75","32,195,084.35","37,561,157.73","36,303,703.66","46,202,461.90","23,900,145.50","38,269,393.43","23,750,883.62","28,091,653.86","30,147,823.00","32,821,408.12","30,239,036.42","33,185,880.24","22,824,713.50","34,890,698.40","36,320,322.00","36,829,137.49","31,375,958.51","36,871,834.33"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"23,088,150.32","28,630,942.71","1,840,725.01","20,168,633.38","38,747,243.82","44,550,023.96","103,477,372.36","134,383,292.16","238,755,535.66","143,828,915.90","79,595,203.15","104,734,641.46","156,960,349.14","95,352,942.48","97,517,841.91","83,024,249.00","169,157,571.45","148,413,843.69","180,250,961.03","110,158,581.61","236,890,042.13","215,626,829.95","144,369,269.03","156,140,725.56","203,056,619.01","111,049,769.65","109,184,119.46","120,930,232.89","131,967,882.13","119,609,391.59","175,202,684.65","208,605,232.86","313,145,671.54","252,905,430.94"
应付票据,"21,000,000.00",,"94,438,000.00","24,913,760.00","9,713,760.00",,,"14,000,000.00","14,000,000.00","3,300,000.00","30,950,000.00","49,980,000.00","51,530,000.00","20,800,000.00","184,700,000.00","158,000,000.00",,,,"1,000,000.00","23,139,766.80","22,139,766.80","208,000,000.00","207,360,265.77","52,817,975.21","50,290,000.00","75,483,850.00","188,922,174.15","228,991,882.49","113,655,612.35","117,836,699.92","157,238,150.65","226,946,645.96","249,780,623.03"
应收账款,"144,957,254.36","147,589,952.20","156,070,790.36","266,829,552.29","299,870,002.87","395,108,684.67","440,489,565.67","472,749,515.81","437,104,648.41","520,866,171.27","481,840,493.14","532,565,591.87","462,390,434.12","530,340,907.73","551,731,303.95","555,139,404.24","617,351,436.46","711,727,354.89","729,262,013.95","809,960,775.85","669,634,467.82","745,338,173.51","734,688,129.57","754,994,039.88","620,442,214.89","637,555,628.74","659,307,477.18","638,146,167.72","550,489,245.37","588,615,319.30","674,353,470.93","726,527,921.36","766,780,363.73","798,795,320.41"
应付账款,"35,292,899.30","68,528,563.58","82,909,448.22","115,246,745.98","236,807,414.77","69,188,538.92","157,168,100.08","196,639,777.55","102,252,866.01","45,593,303.14","89,799,798.41","155,921,188.38","194,686,781.34","182,222,155.70","159,386,701.24","186,612,415.00","225,317,069.01","181,118,249.58","196,934,123.88","199,737,842.81","260,794,421.18","193,036,929.23","205,639,460.03","197,471,627.28","121,482,192.60","256,924,029.59","298,460,092.82","198,444,177.56","127,947,019.85","210,234,327.26","266,677,376.40","154,626,871.86","325,523,566.00","162,708,613.60"
预付款项,"13,345,923.28","44,761,847.45","58,254,837.60","47,651,008.54","56,260,859.43","61,730,045.72","22,497,608.31","26,695,687.36","18,983,164.63","34,713,792.46","40,901,156.85","62,279,859.51","19,424,763.05","27,804,453.51","36,201,630.50","34,634,947.98","15,365,579.10","49,190,912.66","39,190,851.12","63,542,939.04","3,754,773.45","19,341,903.61","3,664,072.40","16,202,262.48","13,999,562.19","41,357,552.88","12,562,090.94","6,504,412.23","4,637,853.86","16,661,588.80","22,760,222.97","26,456,665.87","32,489,011.42","32,907,133.68"
预收款项,"58,446,515.15","93,633,140.00","102,937,869.07","123,214,838.61","94,642,817.57","99,945,275.66","101,259,060.07","104,295,687.19","123,868,024.20","210,357,800.58","137,491,811.16","162,316,984.95","124,422,883.96","148,967,421.76","200,075,616.11","229,149,659.84","269,120,137.91","299,109,970.90","391,809,719.16","356,539,905.04","251,023,668.52","260,492,921.60","264,298,620.08","260,973,520.50","236,133,990.72","235,682,566.00","227,314,500.82","206,811,654.86","180,372,190.41","210,338,411.95","269,622,839.46","214,866,519.11","241,917,296.65","234,093,999.05"
