科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"130,979,855.96","124,084,971.03","218,573,737.84","129,298,184.92","189,554,607.43","239,495,344.64","91,070,798.19","171,336,618.34","187,479,127.99","277,139,858.31","79,286,275.80","194,216,920.76","276,107,315.11","432,482,262.43","144,717,336.23","288,683,345.79","460,947,912.05","742,036,778.14","234,745,284.00","388,634,641.26","564,953,238.24","1,057,584,442.79","118,801,280.68","524,518,869.08","738,993,086.97","758,615,904.06","368,656,384.39","566,200,833.93","992,879,791.82","1,032,511,738.35","165,198,791.03","427,922,680.65"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"103,445,830.62",,,,,,"55,836,752.57","72,236,752.57","90,864,760.30",,,"29,358,711.42","70,794,524.64","38,079,667.02","36,579,667.02","244,540,157.79","246,611,206.19",,"8,713,527.00"
收到的税费返还,,,,,,,,,,,,"160,964.87","160,964.87",,,,,,"22,152.66","56,359.52","110,007.46",918.65,"17,362.40","820,127.39","820,127.39","955,160.12","159,231.79","532,840.31","1,380,138.07","1,824,580.69","1,020,544.41","3,054,374.19"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00",,,"146,000.00","30,000,000.00",,
收到其他与经营活动有关的现金,"12,814,092.08","8,401,640.98","10,457,676.88","3,776,663.40","5,265,020.00","21,455,632.83","3,787,670.81","10,115,758.72","10,843,607.05","17,599,737.76","4,203,970.78","8,993,906.56","13,794,318.33","53,184,540.21","11,439,645.81","42,217,703.19","93,667,862.25","122,281,092.86","11,609,385.41","28,684,637.83","135,105,766.83","123,830,595.63","120,675,388.12","63,418,321.05","83,451,727.21","424,719,694.47","20,282,041.55","161,053,384.28","161,521,960.98","501,721,105.97","96,493,216.29","166,095,677.34"
投资活动现金流出小计,"9,401,697.72","37,120,880.78","32,384,594.78","3,259,774.15","6,384,777.57","19,311,837.46","9,739,464.55","38,635,365.32","58,209,688.50","85,177,311.26","57,252,484.00","83,082,541.77","97,725,394.04","227,047,780.40","32,587,387.25","42,363,155.20","167,267,531.19","95,636,525.35","44,917,385.78","66,978,599.59","94,130,237.13","261,271,881.59","286,366,457.33","276,060,464.13","338,614,167.92","2,330,412,663.06","633,553,350.08","1,273,901,399.59","2,055,689,636.01","2,784,736,025.28","392,210,303.79","767,121,433.23"
经营活动现金流入小计,"143,793,948.04","132,486,612.01","229,031,414.72","133,074,848.32","194,819,627.43","260,950,977.47","94,858,469.00","181,452,377.06","198,322,735.04","294,739,596.07","83,490,246.58","203,371,792.19","290,062,598.31","485,666,802.64","156,156,982.04","330,901,048.98","554,615,774.30","864,317,871.00","246,376,822.07","417,375,638.61","700,169,012.53","1,181,415,957.07","239,494,031.20","588,757,317.52","823,264,941.57","1,184,290,758.65","389,097,657.73","727,787,058.52","1,155,781,890.87","1,536,057,425.01","262,712,551.73","597,072,732.18"
投资活动产生的现金流量净额,"482,240.18","-37,120,880.78","-32,384,594.78","-3,116,803.62","-6,241,777.57","-19,311,837.46","-9,739,464.55","-38,624,770.32","-58,199,093.50","-84,666,716.26","-57,252,484.00","-83,082,541.77","-97,725,394.04","-227,047,780.40","-32,587,387.25","-42,363,155.20","-167,267,531.19","-95,541,264.69","-44,794,385.78","-59,590,073.17","-78,691,710.71","-240,836,909.42","-76,526,868.29","-64,500,291.68","-127,460,154.22","-216,469,850.77","-246,159,144.82","-337,317,681.54","-418,452,301.38","-402,313,048.26","-137,224,463.64","-110,221,797.88"
购买商品、接受劳务支付的现金,"85,603,586.14","81,624,828.17","106,366,851.53","76,301,222.30","138,488,248.78","167,004,807.65","97,259,523.20","162,247,987.03","116,565,444.81","155,709,179.82","37,850,268.13","127,424,189.26","188,712,597.57","278,441,080.80","107,955,768.71","252,515,997.07","406,306,403.76","771,801,473.93","243,389,571.71","361,854,248.04","510,302,194.43","731,473,095.92","182,798,568.74","258,865,329.25","429,188,312.69","471,104,917.36","168,544,991.51","330,959,410.36","527,619,888.18","677,063,529.99","142,106,127.03","364,480,718.03"
吸收投资收到的现金,,"20,000,000.00","39,690,000.00",,"619,500,000.00","660,000,000.00",,,"22,013,600.00","21,513,600.00",,,,,,,"8,645,760.00","8,645,760.00",,"700,777,111.61","708,919,968.61","723,287,991.61",,"4,121,556.00","6,143,316.00","6,143,316.00",,,,,,"87,884,800.00"
支付给职工以及为职工支付的现金,"15,920,829.56","22,735,976.72","30,298,791.03","20,431,668.11","29,793,758.65","41,707,220.17","11,487,358.51","22,818,265.03","36,127,826.44","50,682,429.49","18,169,313.16","31,741,161.69","47,946,721.52","65,827,853.01","30,089,122.66","53,531,029.20","76,429,715.10","100,595,881.51","19,897,188.59","39,838,388.24","68,915,407.77","90,474,761.27","26,646,290.72","48,124,480.05","69,657,529.08","90,364,532.18","28,657,885.02","50,677,483.90","77,711,823.51","109,127,330.22","42,352,450.28","78,687,478.05"
取得借款收到的现金,"7,020,000.00","52,520,000.00","12,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,"5,544,723.70","60,000,000.00","83,979,828.20","126,423,035.30","249,423,035.30","140,000,000.00","226,000,000.00","235,000,000.00","485,000,000.00","70,000,000.00","80,000,000.00","130,000,000.00","140,000,000.00",,"10,000,000.00","9,000,000.00","15,000,000.00","9,000,000.00","29,000,000.00"
支付的各项税费,"8,090,859.00","13,858,804.12","22,973,440.24","13,925,633.58","27,354,432.10","38,725,823.64","5,479,966.01","16,574,247.26","22,949,600.38","32,069,354.38","7,644,528.03","13,679,048.08","22,648,706.90","42,721,007.81","18,374,751.33","40,141,496.37","50,747,940.89","68,863,076.53","13,593,059.15","43,454,995.28","80,058,328.62","111,131,872.63","36,714,969.59","71,940,714.88","88,240,040.24","99,776,401.28","6,631,703.12","22,437,363.35","51,581,002.17","65,824,467.81","17,563,262.12","35,417,814.58"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,816,820.37",,
支付其他与经营活动有关的现金,"32,035,890.38","32,861,157.30","26,838,366.42","16,444,047.77","19,905,247.48","40,541,100.22","4,651,271.78","14,730,570.04","24,850,954.42","42,975,920.83","12,045,814.85","18,098,990.18","24,582,558.60","89,285,019.59","30,158,346.38","59,550,837.53","67,011,523.77","123,162,429.76","31,211,123.77","69,693,430.09","167,219,079.26","169,276,299.79","313,741,210.87","321,002,653.31","375,752,014.80","405,558,523.93","42,020,832.02","226,720,636.83","188,482,739.93","221,718,709.22","144,301,359.27","190,811,605.18"
筹资活动现金流入小计,"7,020,000.00","72,520,000.00","51,690,000.00","30,000,000.00","649,500,000.00","690,000,000.00",,"20,000,000.00","42,013,600.00","41,513,600.00",,,,"5,544,723.70","60,000,000.00","83,979,828.20","135,068,795.30","258,068,795.30","140,000,000.00","926,777,111.61","943,919,968.61","1,208,287,991.61","70,000,000.00","84,121,556.00","136,143,316.00","146,143,316.00",,"10,000,000.00","9,000,000.00","39,816,820.37","9,000,000.00","116,884,800.00"
经营活动现金流出小计,"141,651,165.08","151,080,766.31","186,477,449.22","127,102,571.76","215,541,687.01","287,978,951.68","118,878,119.50","216,371,069.36","200,493,826.05","281,436,884.52","75,709,924.17","190,943,389.21","283,890,584.59","476,274,961.21","186,577,989.08","405,739,360.17","600,495,583.52","1,064,422,861.73","308,090,943.22","514,841,061.65","826,495,010.08","1,102,356,029.61","559,901,039.92","699,933,177.49","962,837,896.81","1,066,804,374.75","245,855,411.67","630,794,894.44","845,395,453.79","1,073,734,037.24","346,323,198.70","669,397,615.84"
偿还债务支付的现金,"3,020,000.00","20,020,000.00","39,520,000.00","12,000,000.00","12,000,000.00","42,000,000.00",,,"20,000,000.00","20,000,000.00",,,,,"17,094,426.54","17,094,426.54","19,094,426.54","22,074,254.74","110,000,000.00","131,443,207.10","484,443,207.10","520,443,207.10","60,000,000.00","160,000,000.00","257,299,063.32","299,000,000.00","500,000.00","10,500,000.00","9,000,000.00","21,000,000.00","1,000,000.00","11,000,000.00"
经营活动产生的现金流量净额,"2,142,782.96","-18,594,154.30","42,553,965.50","5,972,276.56","-20,722,059.58","-27,027,974.21","-24,019,650.50","-34,918,692.30","-2,171,091.01","13,302,711.55","7,780,322.41","12,428,402.98","6,172,013.72","9,391,841.43","-30,421,007.04","-74,838,311.19","-45,879,809.22","-200,104,990.73","-61,714,121.15","-97,465,423.04","-126,325,997.55","79,059,927.46","-320,407,008.72","-111,175,859.97","-139,572,955.24","117,486,383.90","143,242,246.06","96,992,164.08","310,386,437.08","462,323,387.77","-83,610,646.97","-72,324,883.66"
分配股利、利润或偿还利息支付的现金,"578,704.28","1,086,154.97","8,074,030.43","655,171.55","1,131,299.32","1,326,621.55",,"24,336,090.82","24,437,333.33","24,437,333.33",,"16,000,000.00","16,016,600.00","16,206,105.34","503,312.63","32,264,399.25","32,924,359.69","35,748,464.32","4,102,857.92","24,450,320.45","26,337,739.40","17,271,519.11","1,908,659.17","21,432,217.51","22,494,876.59","24,505,656.79","4,567,994.85","14,333,918.59","15,373,949.34","12,932,185.74","1,842,795.28","11,088,319.70"
