科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"175,836,945.76","294,469,650.83","364,440,885.99","540,131,930.29","199,511,540.89","320,618,569.00","390,396,372.56","609,625,536.43","227,891,482.65","369,744,911.16","441,431,289.99","738,356,072.33","252,873,617.21","403,073,437.27","510,076,864.54","790,139,374.35","271,929,921.12","493,758,371.21","605,223,864.58","949,475,505.59","314,458,121.79","501,081,060.47","614,136,865.47","974,670,611.24","380,428,948.69","589,678,817.90","693,297,604.14","1,126,808,933.61","427,980,287.93","646,193,536.72","762,104,106.77","1,191,345,205.57","424,625,977.65","658,334,876.54","753,224,749.78","1,166,505,133.70","414,302,952.40","615,268,359.82","713,252,808.30","1,126,511,668.52","435,906,070.91","671,093,370.75","768,585,479.39","1,199,707,804.71","456,272,226.66"
二、营业利润,"409,092,045.06","417,660,921.81","423,135,013.57","486,560,286.44","20,892,483.56","23,347,806.62","378,657,242.73","378,962,149.31","22,083,167.79","291,192,289.06","281,894,152.99","290,278,058.23","17,166,530.04","29,542,076.95","27,777,378.92","242,695,933.40","34,508,495.61","115,138,028.71","98,862,405.93","394,582,130.40","14,877,153.02","99,433,424.48","72,652,211.50","345,679,779.20","82,309,927.26","411,257,300.42","395,492,213.24","414,890,182.23","23,798,301.44","80,655,522.08","26,281,954.51","381,384,464.28","83,191,994.81","133,897,484.06","90,228,863.55","120,424,639.76","60,606,668.78","114,934,423.09","471,119,089.95","601,969,663.58","147,457,569.19","344,529,395.41","391,951,451.54","466,229,442.80","50,194,909.58"
减:营业成本,"128,220,552.76","224,747,852.16","293,283,931.51","411,194,642.14","150,298,684.32","239,154,561.97","315,093,388.82","481,654,065.50","182,067,357.01","284,895,984.40","362,353,797.46","583,015,176.43","208,382,709.16","315,347,655.84","402,142,276.71","610,937,268.82","222,670,151.70","369,154,068.03","462,855,420.97","723,069,126.67","256,050,681.53","375,948,062.16","495,580,774.21","753,824,488.53","320,674,108.71","462,254,687.47","561,380,593.62","879,230,862.59","352,187,851.97","489,632,260.23","611,384,668.79","911,337,296.24","316,505,333.75","451,710,602.56","552,914,276.74","864,594,176.07","319,193,708.14","428,173,166.66","510,053,344.49","830,856,963.03","343,708,065.32","463,440,521.31","568,983,289.37","950,720,191.29","411,951,337.13"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,063,636.45","1,490,250.60","1,613,679.22","2,676,334.89","1,842,486.58","1,749,596.35","1,902,713.71","2,981,712.88","990,814.82","1,546,104.42","2,547,623.13","8,225,742.22","318,423.03","1,051,908.08","1,862,059.81","6,671,113.81","2,946,984.58","5,062,613.33","6,963,194.29","14,662,929.12","2,716,866.24","5,692,164.17","7,024,675.74","9,365,192.28","1,284,218.33","6,008,572.22","6,462,530.60","11,447,289.52","1,061,148.92","2,315,711.51","4,057,786.96","6,946,699.03","1,320,407.09","2,547,666.52","4,074,800.13","9,312,136.69","1,816,469.21","3,417,332.79","30,637,798.66","85,548,980.76","5,337,560.45","11,025,111.45","16,367,949.26","24,490,531.80","5,504,898.22"
营业外收入,"3,935,969.03","3,641,975.39","3,663,622.99","9,057,635.04","5,446,808.68","8,990,433.42","7,809,325.68","17,894,186.20","3,734,501.91","4,613,374.66","7,641,782.75","14,753,531.44","1,294,722.22","65,440,554.87","73,042,210.96","139,592,883.20","541,831.92","4,096,572.96","6,343,325.66","18,738,561.51","2,469,594.86","18,736,955.17","20,935,962.57","42,749,769.79","3,943,974.86","9,861,039.49","10,455,044.68","44,703,131.16","1,070,181.60","2,347,656.86","10,023,387.73","28,221,160.71","1,430,744.48","2,493,574.66","3,422,274.39","9,099,698.21","1,096,829.66","2,852,896.07","10,713,963.29","16,770,358.89","2,353,702.44","2,028,017.70","7,996,700.73","5,033,740.97","606,555.34"
销售费用,"63,707.56","84,155.26","134,663.26","507,928.62","140,864.16","618,012.00","983,939.01","4,409,345.68","275,866.46","579,292.68","1,281,308.72","3,201,551.84","344,026.58","2,651,837.18","5,701,913.59","5,650,147.07","3,059,329.49","5,311,154.15","7,715,421.90","9,225,509.08","3,392,257.76","8,053,275.95","10,972,430.67","12,892,295.21","1,150,699.01","3,204,418.43","3,981,594.95","5,175,310.66","850,336.97","1,479,300.15","2,880,474.36","4,275,386.72","824,808.64","1,441,910.36","2,217,170.78","3,974,370.23","429,432.81","772,980.69","889,547.94","272,885.04","48,788.46","52,388.46","600,102.04","888,367.29","9,667.75"
减:营业外支出,"1,307,587.03","1,420,679.64","1,579,927.73","5,983,034.90","48,352.69","1,509,032.67","1,627,257.95","3,554,472.15","147,533.29","522,859.91","605,171.85","2,088,869.92","129,658.22","194,568.89","446,329.80","614,761.43","362,132.90","587,450.96","755,216.97","10,471,145.30","3,600.00","313,373.51","328,351.88","12,212,011.57",974.96,"12,815,809.69","17,950,475.66","8,063,316.71","40,635.00","113,635.00","2,401,182.36","1,598,981.31","785,112.87","1,121,788.61","1,648,779.84","5,818,522.54",,"2,590,112.61","6,283,043.80","24,799,193.55","123,924.39","477,193.59","1,658,769.72","3,112,788.63","2,976,398.39"
管理费用,"16,359,137.84","29,512,556.32","41,173,955.91","51,931,514.89","18,400,596.56","41,176,794.43","57,516,304.03","82,045,973.83","25,304,577.78","42,677,986.44","55,651,533.87","109,049,748.78","22,329,846.06","48,679,082.80","73,599,126.53","110,849,542.36","30,980,371.28","59,828,251.93","83,552,943.72","131,867,935.38","37,393,393.87","65,343,750.56","95,901,982.58","147,172,820.43","32,217,338.90","69,596,529.24","105,593,968.19","159,495,194.57","43,571,447.73","83,301,152.66","122,096,124.26","202,136,016.03","35,602,249.70","82,736,561.67","123,728,273.69","191,372,718.62","41,823,469.32","91,019,188.47","585,663,875.11","862,238,058.77","210,120,259.97","435,626,898.16","668,810,376.78","925,818,242.65","227,569,446.54"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,"201,380.31",,,,"44,609.94",,,,,,,,"193,138.43",,,,"138,574.57",,"336,675.74","823,666.97","4,623,484.36",,"1,175,604.61","1,452,903.74","7,909,429.44","31,355.39","163,257.94","1,328,902.80",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
