科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"61,438,179.17","122,278,042.44","157,655,548.52","70,837,581.15","134,154,023.10","187,794,715.36","26,964,912.68","81,080,152.62","142,932,199.40","199,986,084.66","70,229,128.95","136,953,650.69","234,440,048.64","356,764,502.38","97,460,834.18","195,152,128.67","313,459,705.62","450,225,277.59","125,885,350.09","218,317,676.22","399,038,176.03","644,888,251.39","185,519,686.43","320,485,506.93","531,025,971.35","690,536,802.18","149,409,856.50","449,653,481.08","669,209,728.66","992,341,615.96","297,985,500.77"
取得子公司及其他营业单位支付的现金净额,,,,,,"935,890.09","25,741,246.41",,"37,650,000.00","25,741,246.41","19,156,298.10","40,321,298.10","40,321,298.10","40,321,298.10",,,,,,,,,,"7,567,416.37","7,567,416.37","96,359,474.79","75,000,000.00","75,000,000.00","75,000,000.00","54,000,000.00",
收到的税费返还,,,,,,,,"1,682,903.69","1,875,452.02","2,379,655.57","580,070.86","702,139.54","1,035,571.18","1,035,571.18","557,532.06","618,780.03","1,683,062.15","3,058,307.06","246,391.81","414,960.24","762,919.15","990,517.37","555,110.67","982,764.52","1,164,294.50","1,164,294.50",,"130,484.35","580,069.93","1,229,777.90","1,429,376.94"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","216,000,000.00","216,000,000.00","15,000,000.00","57,000,000.00","57,000,000.00","57,000,000.00","77,523,137.34",
收到其他与经营活动有关的现金,"16,872.86","36,050.13","12,239,203.16","1,826,419.64","11,082,328.22","7,874,211.92","5,619,439.02","7,741,094.23","18,561,485.28","14,161,814.65","11,160,960.36","18,282,295.63","31,999,204.40","11,351,385.72","12,417,664.19","12,674,525.49","19,281,686.88","18,353,886.38","28,125,219.11","33,292,968.47","56,647,077.76","15,318,295.71","20,436,783.97","24,717,405.89","38,013,265.68","23,035,334.65","22,654,081.41","77,593,643.49","92,665,124.19","14,573,723.48","30,613,389.71"
投资活动现金流出小计,"610,076.03","2,060,685.04","1,890,558.97","240,984.60","449,067.31","2,442,399.65","28,555,895.16","45,010,007.04","55,274,615.87","54,441,458.88","20,717,392.35","46,988,344.64","53,816,385.66","58,885,295.21","3,579,687.40","6,558,252.37","8,016,942.60","10,402,907.75","59,769,105.48","68,929,222.46","70,419,606.86","71,483,888.29","31,514,270.75","228,822,901.30","232,015,015.75","135,887,298.41","137,718,917.00","157,811,630.29","204,468,562.60","224,806,996.38","32,737,236.33"
经营活动现金流入小计,"61,455,052.03","122,314,092.57","169,894,751.68","72,664,000.79","145,236,351.32","195,668,927.28","32,584,351.70","90,504,150.54","163,369,136.70","216,527,554.88","81,970,160.17","155,938,085.86","267,474,824.22","369,151,459.28","110,436,030.43","208,445,434.19","334,424,454.65","471,637,471.03","154,256,961.01","252,025,604.93","456,448,172.94","661,197,064.47","206,511,581.07","346,185,677.34","570,203,531.53","714,736,431.33","172,063,937.91","527,377,608.92","762,454,922.78","1,008,145,117.34","330,028,267.42"
投资活动产生的现金流量净额,"-610,076.03","-2,060,685.04","-1,890,558.97","-240,984.60","-449,067.31","-2,442,399.65","-28,555,895.16","-45,010,007.04","-55,274,615.87","-54,441,058.88","-20,717,392.35","-46,973,173.70","-53,801,214.72","-58,870,124.27","-3,579,687.40","-5,947,352.37","-6,059,642.60","-7,133,425.90","-59,766,855.48","-68,921,972.46","-70,376,356.86","-71,440,238.29","-23,781,687.12","-228,822,901.30","-232,014,635.75","-135,031,791.95","-137,718,917.00","-157,775,630.29","-204,432,562.60","-200,722,718.68","-24,569,834.67"
购买商品、接受劳务支付的现金,"45,382,315.80","67,158,419.41","106,495,611.74","62,099,231.11","99,901,214.19","139,986,286.51","33,699,871.95","59,982,842.84","101,663,143.32","166,788,789.04","41,936,186.37","95,797,297.57","162,144,713.66","232,966,296.76","74,743,091.17","157,736,410.71","228,764,658.45","297,877,428.93","111,065,555.49","184,287,409.11","308,105,141.91","453,614,712.43","107,615,873.76","177,379,808.74","328,388,580.28","369,264,258.92","162,277,926.37","394,227,210.28","599,869,232.76","789,239,845.31","295,347,219.27"
吸收投资收到的现金,"20,000,000.00","7,000,000.00","1,600,000.00",,"301,500,000.00","301,500,000.00",,,,,,,"4,207,900.00","4,207,900.00",,,,"44,065,298.80","12,625,000.00","12,625,000.00","12,625,000.00","22,606,800.00",,,"50,000,000.00","50,000,000.00",,,"6,000,000.00","79,533,780.00",
