科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"5,983,791.17","7,969,410.59","12,090,053.34","7,241,513.04","12,170,755.38","17,907,462.65","5,398,304.10","15,350,479.52","25,382,337.27","40,164,083.61","11,323,774.37","22,393,756.87","35,695,545.10","55,758,089.50","14,246,949.87","28,212,965.97","44,435,780.43","58,958,681.16","24,115,114.08","42,027,945.81","65,218,973.62","86,183,251.12","26,892,431.46","47,733,181.76","69,995,049.27","97,126,273.05","34,102,367.40","67,342,052.23","98,583,659.17","125,825,039.50","38,829,305.78"
取得借款收到的现金,"12,600,000.00","32,000,000.00","56,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","30,000.00","5,000,000.00","15,000,000.00","35,000,000.00",,"15,000,000.00","18,000,000.00","38,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00","35,000,000.00","48,000,000.00","104,000,000.00","165,700,000.00","150,700,000.00","3,000,000.00","58,371,368.00","157,146,269.00","165,146,269.00","30,000,000.00","168,000,000.00","268,000,000.00","365,000,000.00","33,000,000.00"
支付的各项税费,"13,934,720.17","18,800,537.40","20,379,527.56","13,030,366.95","21,576,842.84","27,367,249.73","6,527,532.18","14,571,300.37","23,563,358.84","25,430,517.20","6,704,261.59","17,883,675.37","23,532,243.37","29,726,440.34","11,367,621.21","16,064,033.47","23,679,011.63","29,025,404.04","13,809,267.07","28,370,581.93","40,987,729.61","57,396,252.29","13,270,391.90","27,785,983.67","43,977,074.55","66,432,454.28","12,096,513.32","32,115,719.21","46,675,330.40","65,436,923.13","17,297,650.62"
收到其他与筹资活动有关的现金,"105,120.00",,"9,208,785.68","1,674,881.20","3,485,472.60","683,762.76",,,,"750,000.00",,,,"3,235,243.33",,"503,434.76","503,434.76",,,,,"10,460,844.00",,"200,000,000.00","200,000,000.00","200,000,000.00","18,309,787.47","6,057,844.87","74,079,676.81","20,060,620.14","3,458,831.97"
支付其他与经营活动有关的现金,"9,559,601.45","18,240,932.21","36,553,248.51","19,003,616.00","35,772,759.68","30,922,232.11","10,266,649.14","28,857,490.29","45,283,192.40","28,002,512.29","20,127,644.96","38,367,922.50","60,574,907.74","51,565,824.02","44,413,710.16","45,541,206.75","73,451,993.36","69,845,778.84","56,857,073.55","80,192,720.71","109,258,624.85","78,200,393.24","41,412,112.01","62,537,095.18","94,309,261.53","75,960,983.66","51,595,715.46","103,605,729.50","111,695,000.16","111,302,705.92","53,464,918.28"
筹资活动现金流入小计,"32,705,120.00","39,000,000.00","66,808,785.68","16,674,881.20","319,985,472.60","317,183,762.76","30,000.00","5,000,000.00","15,000,000.00","35,750,000.00",,"15,000,000.00","22,207,900.00","45,443,143.33","5,000,000.00","10,503,434.76","10,503,434.76","79,065,298.80","60,625,000.00","116,625,000.00","178,325,000.00","183,767,644.00","3,000,000.00","258,371,368.00","407,146,269.00","415,146,269.00","48,309,787.47","174,057,844.87","348,079,676.81","464,594,400.14","36,458,831.97"
经营活动现金流出小计,"74,860,428.59","112,169,299.61","175,518,441.15","101,374,727.10","169,421,572.09","216,183,231.00","55,892,357.37","118,762,113.02","195,892,031.83","260,385,902.14","80,091,867.29","174,442,652.31","281,947,409.87","370,016,650.62","144,771,372.41","247,554,616.90","370,331,443.87","455,707,292.97","205,847,010.19","334,878,657.56","523,570,469.99","675,394,609.08","189,190,809.13","315,436,069.35","536,669,965.63","608,783,969.91","260,072,522.55","597,290,711.22","856,823,222.49","1,091,804,513.86","404,939,093.95"
偿还债务支付的现金,"8,000,000.00","10,600,000.00","31,694,756.41","15,000,000.00","36,000,000.00","36,000,000.00","4,290,000.00","19,320,000.00","19,320,000.00","35,000,000.00","2,600,000.00","19,750,052.50","19,750,052.50","37,000,000.00",,"15,000,000.00","16,000,000.00","41,000,000.00","40,000,000.00","70,500,000.00","125,500,000.00","145,500,000.00","17,700,000.00","65,700,000.00","135,700,000.00","135,700,000.00","25,146,269.00","73,146,269.00","189,146,269.00","189,146,269.00","63,800,000.00"
经营活动产生的现金流量净额,"-13,405,376.56","10,144,792.96","-5,623,689.47","-28,710,726.31","-24,185,220.77","-20,514,303.72","-23,308,005.67","-28,257,962.48","-32,522,895.13","-43,858,347.26","1,878,292.88","-18,504,566.45","-14,472,585.65","-865,191.34","-34,335,341.98","-39,109,182.71","-35,906,989.22","15,930,178.06","-51,590,049.18","-82,853,052.63","-67,122,297.05","-14,197,544.61","17,320,771.94","30,749,607.99","33,533,565.90","105,952,461.42","-88,008,584.64","-69,913,102.30","-94,368,299.71","-83,659,396.52","-74,910,826.53"
分配股利、利润或偿还利息支付的现金,"664,760.61","18,302,317.31","2,075,521.68","1,609,531.70","2,448,207.92","3,006,475.72","560,861.41","14,241,026.41","15,055,098.91","15,827,767.21","281,962.22","9,197,620.98","13,362,511.69","18,627,171.71","666,795.36","1,542,090.04","1,954,306.71","2,557,276.16","2,230,979.72","6,799,696.56","9,287,120.93","12,783,675.60","1,862,533.81","11,016,675.18","16,561,476.67","16,103,841.99","4,756,044.77","11,077,291.32","17,807,778.26","24,206,658.14","7,266,890.23"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,923,268.44","8,148,401.66"
支付其他与筹资活动有关的现金,,"1,088,949.65","9,463,103.61","2,523,302.82","4,629,667.63","4,251,200.00","839,723.48","2,369,566.66","2,873,566.66","1,161,736.26","48,125.00","48,125.00","48,125.00","342,873.31",,"600,000.00","1,250,000.00","7,176,749.96",,"5,800,363.38","515,727.79","21,765,289.39","1,748,712.16","11,160,142.15","28,457,036.63","53,305,707.91",,,,"11,031,151.33","12,000,000.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"8,664,760.61","29,991,266.96","43,233,381.70","19,132,834.52","43,077,875.55","43,257,675.72","5,690,584.89","35,930,593.07","37,248,665.57","51,989,503.47","2,930,087.22","28,995,798.48","33,160,689.19","55,970,045.02","666,795.36","17,142,090.04","19,204,306.71","50,734,026.12","42,230,979.72","83,100,059.94","135,302,848.72","180,048,964.99","21,311,245.97","87,876,817.33","180,718,513.30","205,109,549.90","29,902,313.77","84,223,560.32","206,954,047.26","224,384,078.47","83,066,890.23"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,400.00,,"15,170.94","15,170.94","15,170.94",,,,"1,000.00","2,250.00","7,250.00","43,250.00","43,650.00",,,380.00,"6,449.86",,"36,000.00","36,000.00","157,009.26","19,000.00"
筹资活动产生的现金流量净额,"24,040,359.39","9,008,733.04","23,575,403.98","-2,457,953.32","276,907,597.05","273,926,087.04","-5,660,584.89","-30,930,593.07","-22,248,665.57","-16,239,503.47","-2,930,087.22","-13,995,798.48","-10,952,789.19","-10,526,901.69","4,333,204.64","-6,638,655.28","-8,700,871.95","28,331,272.68","18,394,020.28","33,524,940.06","43,022,151.28","3,718,679.01","-18,311,245.97","170,494,550.67","226,427,755.70","210,036,719.10","18,407,473.70","89,834,284.55","141,125,629.55","240,210,321.67","-46,608,058.26"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,71.79,,,,"21,714.48",,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,"610,900.00","1,957,300.00","3,268,481.85",,,,,"7,732,583.63",,,"849,056.60",,,,"17,004,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,,,400.00,,"15,170.94","15,170.94","15,170.94",,"610,900.00","1,957,300.00","3,269,481.85","2,250.00","7,250.00","43,250.00","43,650.00","7,732,583.63",,380.00,"855,506.46",,"36,000.00","36,000.00","24,084,277.70","8,167,401.66"
五、现金及现金等价物净增加额,"10,024,906.80","17,092,840.96","16,061,155.54","-31,409,664.23","252,273,308.97","250,969,383.67","-57,524,485.72","-104,198,562.59","-110,046,176.57","-114,538,909.61","-21,769,186.69","-79,473,538.63","-79,226,589.56","-70,262,145.51","-33,581,824.74","-51,695,190.36","-50,667,503.77","37,149,739.32","-92,962,884.38","-118,250,085.03","-94,476,502.63","-81,919,103.89","-24,772,161.15","-27,578,742.64","27,946,685.85","180,957,388.57","-207,320,027.94","-137,854,448.04","-157,675,232.76","-44,171,793.53","-146,088,719.46"
购建固定资产、无形资产和其他长期资产支付的现金,"610,076.03","2,060,685.04","1,890,558.97","240,984.60","449,067.31","1,506,509.56","2,814,648.75","11,860,007.04","17,624,615.87","18,200,212.47","1,561,094.25","6,667,046.54","8,495,087.56","13,563,997.11","842,527.07","1,036,167.21","2,494,857.44","4,880,822.59","50,769,105.48","59,929,222.46","61,419,606.86","62,483,888.29","1,214,270.75","5,255,484.93","8,447,599.38","20,848,850.62","5,718,917.00","20,811,630.29","39,468,562.60","56,604,886.04","32,737,236.33"
期初现金及现金等价物余额,"4,116,775.20","14,141,682.00","31,234,522.96","47,295,678.50","47,295,678.50","47,295,678.50","298,265,062.17","305,673,815.76","305,673,815.76","298,265,062.17","183,726,152.56","183,726,152.56","183,726,152.56","183,726,152.56","113,464,007.05","113,464,007.05","113,464,007.05","113,464,007.05","150,613,746.37","150,613,746.37","150,613,746.37","150,613,746.37","68,694,642.48","68,694,642.48","68,694,642.48","68,694,642.48","249,652,031.05","249,652,031.05","249,652,031.05","249,652,031.05","205,480,237.52"
投资支付的现金,,,,,,,,"33,150,000.00",,"10,500,000.00",,,"5,000,000.00","5,000,000.00","2,737,160.33","5,522,085.16","5,522,085.16","5,522,085.16","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","15,300,000.00",,,"3,678,973.00",,"5,000,000.00","33,000,000.00","36,678,973.00",
期末现金及现金等价物余额,"14,141,682.00","31,234,522.96","47,295,678.50","15,886,014.27","299,568,987.47","298,265,062.17","240,740,576.45","201,475,253.17","195,627,639.19","183,726,152.56","161,956,965.87","104,252,613.93","104,499,563.00","113,464,007.05","79,882,182.31","61,768,816.69","62,796,503.28","150,613,746.37","57,650,861.99","32,363,661.34","56,137,243.74","68,694,642.48","43,922,481.33","41,115,899.84","96,641,328.33","249,652,031.05","42,332,003.11","111,797,583.01","91,976,798.29","205,480,237.52","59,391,518.06"
