科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"84,811,162.55","122,803,186.33","128,269,405.08","127,965,846.56","76,813,585.66","174,377,007.01","135,014,983.80","158,569,159.46","175,998,973.25","121,221,911.21","129,101,508.76","122,350,498.56","106,230,451.68","66,063,963.02","107,388,828.62","131,707,493.45","115,467,338.56","122,894,708.30","118,929,648.37","156,420,766.26","133,171,893.76","125,077,378.31","143,918,107.20","155,752,757.04","93,381,949.82","156,448,667.79","139,316,361.76","174,969,353.98","143,986,473.61","129,629,202.46","441,367,169.34","435,026,164.76","354,994,322.28","443,961,166.85","287,316,404.04","373,335,250.04","340,567,649.34","458,505,825.36","456,489,811.60","561,386,714.38","839,212,485.79","995,822,009.33","642,709,092.24","667,441,595.66","545,934,749.90"
短期借款,"422,700,000.00","424,700,000.00","453,000,000.00","439,776,307.00","441,800,000.00","463,390,750.00","433,996,000.00","422,085,000.00","461,290,000.00","417,249,580.00","416,018,992.30","394,868,532.80","384,520,000.00","356,278,516.50","388,754,300.00","378,401,020.00","409,870,000.00","355,271,000.00","342,943,600.00","346,523,600.00","370,800,000.00","327,800,000.00","360,460,000.00","365,610,000.00","325,280,000.00","362,080,000.00","341,980,000.00","338,080,000.00","333,480,000.00","303,480,000.00","334,200,000.00","197,000,000.00","114,000,000.00","124,500,000.00","125,787,907.20","127,000,000.00","127,000,000.00","117,287,907.20","50,000,000.00","50,000,000.00","20,000,000.00",,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"12,107,965.30","15,377,239.09","11,467,329.47","20,160,825.86","21,284,976.07","21,404,270.00","34,206,575.20","19,201,462.00","9,765,625.00","12,207,290.30","14,589,178.30","23,512,534.26","14,225,900.00","16,244,361.68","16,334,640.30","24,164,373.06","16,777,265.65","15,748,310.93","18,458,147.39","27,799,300.00","25,010,779.00","21,840,580.25","14,344,464.27","21,470,601.52","7,308,945.00","8,040,400.00","8,465,856.60","15,675,134.60","8,074,426.00","4,378,867.60","3,621,711.64","10,602,195.00","4,576,104.75","1,817,793.00","3,808,590.20","7,642,035.36","3,313,730.00","8,574,076.80","5,446,550.00","9,825,420.00","4,262,545.00","4,813,343.00","8,032,275.66","15,281,135.66","6,104,337.00"
应付票据,"5,034,138.40","198,151.57","13,907,768.74",,"213,084.47","161,575.20",,"89,330.00","69,517.42","625,924.62","535,514.64","528,466.14","988,640.92","1,050,843.06","1,018,779.05","820,829.33","945,229.35","774,597.22","1,122,562.33","915,409.95","660,148.14","576,973.73","690,917.01","573,825.72","827,066.80","590,553.09","222,274.90",,,,,,,,,,,,,,,,,,
应收账款,"42,956,475.71","51,372,792.96","46,411,528.42","49,161,945.17","49,231,659.38","61,320,398.79","64,429,360.72","47,870,011.38","49,807,716.67","59,346,468.34","56,422,198.80","58,356,368.45","46,074,882.15","80,840,988.87","70,734,450.39","57,812,297.68","67,808,343.89","78,481,007.36","75,654,093.37","54,742,364.12","66,349,050.77","66,748,272.49","75,305,224.93","50,999,964.41","60,761,971.50","75,876,987.30","68,927,938.35","49,275,670.63","54,672,007.96","62,291,647.20","70,026,536.36","52,492,199.09","47,024,608.03","58,887,572.16","92,315,313.14","46,537,942.83","42,792,839.96","63,595,398.67","64,168,976.83","55,644,813.67","76,823,123.37","81,089,435.10","52,731,368.92","49,566,097.36","61,748,362.09"
应付账款,"17,449,264.37","26,506,635.73","26,533,618.51","25,664,333.76","22,995,153.65","18,970,975.79","25,998,036.10","31,539,309.30","23,337,324.36","42,370,319.93","37,014,623.34","32,875,425.81","20,124,095.47","49,708,500.09","52,164,998.87","42,112,406.26","48,005,941.75","39,548,569.23","54,017,313.02","51,308,115.92","70,071,591.76","73,174,941.00","76,623,808.15","65,108,676.80","66,861,634.28","70,331,178.53","73,011,376.91","71,273,757.67","48,145,559.23","54,579,034.94","60,649,136.51","45,514,603.08","38,117,992.03","72,686,045.17","58,431,055.61","70,607,337.79","67,851,332.17","50,569,374.51","37,268,802.04","59,760,083.19","41,690,280.68","48,301,383.94","54,612,152.06","63,387,190.12","74,104,818.06"
预付款项,"81,971,495.47","76,929,904.76","103,883,806.82","92,991,637.68","109,211,632.86","96,291,107.61","56,873,242.98","18,888,952.77","27,901,857.55","19,428,284.35","8,340,890.64","11,095,692.57","5,261,236.69","7,610,604.41","13,182,168.77","10,356,335.49","21,022,339.67","23,126,635.43","23,667,483.15","16,632,353.12","19,210,837.25","23,376,878.91","20,494,847.72","11,684,481.32","11,213,715.14","10,857,613.64","8,940,571.61","10,068,611.42","12,984,847.36","22,114,199.43","48,343,095.93","25,751,365.22","29,659,668.26","27,746,361.83","22,258,538.46","44,876,814.81","45,043,220.20","46,516,288.40","29,751,964.20","47,142,896.80","6,032,746.40","18,763,319.28","39,055,532.89","87,790,659.68","95,080,151.35"
预收款项,"31,736,262.01","26,821,477.99","30,642,046.28","37,602,988.10","44,761,468.62","51,171,745.70","52,577,474.86","50,142,726.15","36,497,550.39","48,432,330.66","50,527,690.83","62,902,048.80","55,593,050.98","75,477,864.54","96,873,271.65","72,630,638.41","60,794,407.80","90,335,750.92","98,913,586.29","74,925,076.44","60,657,203.06","80,849,817.41","84,818,828.74","72,240,194.44","79,957,721.52","110,644,224.93","100,989,636.47","117,760,849.95","106,870,669.90","112,246,588.74","403,368,240.26","407,462,314.56","387,194,967.26","464,318,110.64","529,206,400.23","558,523,169.01","621,887,366.19","734,457,469.09","782,105,965.75","852,656,414.02","954,046,982.03","1,062,892,720.57","1,084,145,756.72","1,177,020,217.50","1,192,469,020.96"
