科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"158,406,873.00","197,120,483.65","612,141,315.81","882,171,391.08","180,138,307.77","741,121,880.66","1,071,401,509.08","1,392,059,863.64","164,255,215.29","616,611,937.54","1,121,846,746.87","1,369,948,855.53","291,973,041.90","555,927,085.16","834,094,209.61","1,449,944,925.29","314,369,897.31","526,931,315.58","742,641,840.02","963,654,879.18","39,013,006.50","109,867,914.65","225,271,531.03","1,202,738,375.36","184,859,294.59","433,624,474.41","997,594,445.09","1,827,592,861.05","239,941,717.68","479,286,917.13","784,669,909.25","1,825,900,473.23","468,237,782.84","979,493,234.72","1,364,702,009.30","2,437,645,223.67","442,681,791.82","893,165,224.35","1,667,480,791.74","3,188,399,433.98","394,557,664.81","1,847,388,531.11","1,918,737,052.41"
二、营业利润,"29,833,076.40","336,908,938.51","454,589,999.85","555,735,583.84","31,655,772.02","272,439,573.04","380,337,618.30","458,262,865.28","73,915,396.96","187,643,710.13","355,773,175.24","384,582,572.13","94,578,818.62","168,436,421.96","253,081,211.25","331,356,548.61","71,658,478.53","101,527,575.34","135,715,369.08","176,632,366.24","1,220,359.96","7,480,412.73","11,812,047.41","151,365,578.65","16,173,766.25","67,873,472.82","172,234,309.31","284,210,252.55","149,750,502.56","326,821,783.72","374,892,524.74","593,376,946.09","108,503,352.03","219,125,975.95","280,350,562.92","324,855,123.87","92,759,096.04","83,243,979.20","250,484,634.33","913,606,415.57","157,426,932.40","2,065,741,365.72","2,091,310,883.65"
减:营业成本,"107,951,560.13","132,785,595.32","387,908,735.16","524,587,872.75","125,637,324.00","521,678,620.43","709,863,057.83","896,346,248.95","98,563,181.84","393,969,653.90","746,364,098.42","912,175,283.18","145,342,548.26","264,982,622.86","405,032,921.92","783,123,391.78","179,017,865.12","300,278,338.93","425,297,028.71","555,455,714.11","19,731,093.50","62,326,435.23","136,432,578.88","799,934,334.57","135,718,003.80","293,753,455.54","599,550,808.02","1,232,731,915.57","168,638,386.81","344,331,528.99","552,607,891.92","1,229,247,434.41","299,140,396.28","621,785,486.66","893,356,302.92","1,776,921,276.84","301,477,918.31","720,903,915.31","1,410,156,568.52","2,179,687,420.15","207,717,414.40","704,411,593.53","765,994,008.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,656,222.74","10,829,771.36","40,898,567.18","60,803,499.57","10,911,341.00","48,659,459.30","70,437,833.66","91,729,430.20","15,887,011.38","47,367,691.85","76,324,481.38","87,841,402.80","18,414,574.29","42,177,152.67","59,638,771.41","116,355,304.84","39,419,675.35","58,098,447.42","75,174,232.64","102,450,347.96","3,546,873.31","8,999,559.48","19,040,778.55","153,437,146.32","12,474,846.80","30,911,980.84","127,761,743.94","202,224,668.63","23,728,896.42","47,561,969.72","77,629,318.59","170,095,632.59","35,857,102.13","74,712,629.04","104,965,605.66","165,257,096.32","27,218,040.46","47,297,081.81","83,008,167.27","153,026,961.86","25,597,030.08","105,552,011.79","105,926,021.92"
营业外收入,,"567,771.92","1,269,565.08","1,115,123.18","51,580.75","10,068,464.81","10,108,454.81","10,261,022.41","533,678.68","7,046,923.94","7,119,426.34","7,183,348.37","690,493.17","4,796,737.12","4,894,789.44","7,000,755.50","3,000.05","4,986,312.76","5,010,273.37","5,109,809.54",,"977,670.63","1,102,338.12","479,148.33","740,000.00","988,293.50","1,425,950.79","3,985,196.75","29,429.00","406,399.01","1,023,366.29","25,495,314.50","7,871,731.42","16,215,754.84","23,394,267.50","28,805,777.28","3,234,991.57","4,454,543.85","54,207,672.24","54,905,054.77","302,512.00","412,512.00","533,203.50"
销售费用,"1,583,472.73","11,282,246.18","18,694,401.77","25,135,931.22","3,616,006.00","14,744,608.81","21,809,332.28","18,160,264.80","7,943,455.04","17,380,192.72","25,078,397.34","31,266,016.15","6,363,683.51","14,658,140.37","22,026,056.58","33,131,121.84","8,854,794.77","18,747,379.45","33,068,671.09","42,238,207.63","4,423,059.65","8,759,960.41","15,799,800.81","23,129,309.15","4,198,843.61","8,553,479.71","16,384,497.67","28,392,884.01","5,718,569.49","31,646,372.62","41,336,842.90","65,762,555.81","7,501,355.23","27,704,604.68","37,954,972.05","49,328,006.39","6,346,197.99","16,661,321.45","28,386,084.35","66,651,650.40","4,001,892.13","19,297,712.09","25,426,043.82"
减:营业外支出,,"618,076.65","673,406.65","524,612.10","270,000.00","2,428,982.88","2,965,029.30","4,996,105.08","177,273.92","212,970.87","323,540.66","889,624.23","30,000.00","39,404.01","357,806.55","2,730,741.78","65,904.82","357,404.82","374,084.03","876,171.48",,"80,373.66","253,529.97","282,934.22","500,000.00","500,000.00","700,092.00","706,410.27","506,222.22","751,889.41","861,632.65","1,092,620.20","500,000.00","766,261.04","776,261.04","801,923.63","13,390.57","562,353.80","612,347.63","612,695.08","46,686.48","223,704.34","248,704.34"
管理费用,"7,606,817.84","15,138,465.87","24,403,612.78","37,021,500.36","10,372,988.00","23,845,467.45","34,174,049.75","62,459,580.31","16,706,341.03","32,069,081.17","51,325,594.47","76,202,587.76","14,122,121.07","34,382,810.95","53,195,784.06","75,399,073.60","16,106,910.13","39,098,908.67","60,329,822.65","78,867,832.21","7,795,642.11","20,693,858.55","34,681,650.47","56,854,829.39","11,333,890.29","25,066,481.04","39,749,734.50","55,163,467.68","13,864,520.80","26,852,939.85","37,530,242.45","62,187,267.82","11,233,554.43","23,481,665.11","34,919,932.92","66,518,729.46","16,783,673.25","30,879,686.46","42,712,225.18","70,803,227.01","13,928,701.66","46,560,132.42","58,635,204.32"
其中:非流动资产处置净损失,,,,"2,663.60",,"8,982.88","8,982.88","40,050.96",,"184,686.22","184,686.22","207,157.36",,"9,404.01","95,529.90","86,125.89",,,,"1,072.02",,,,"4,667.12",,,,"6,318.27",,,"9,743.24","12,005.46",,,,"18,600.67","13,390.54","13,390.54","25,008.37","25,008.40","3,279.25","15,297.11","15,297.11"
