科目,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"117,381,281.19","42,913,554.54","225,632,057.85","281,004,542.72","234,648,210.25","205,847,323.44","219,197,938.17","264,012,942.29","211,672,804.53","197,664,640.94","238,349,714.73","354,925,178.88","258,398,393.62","261,796,479.96","242,555,947.56","368,222,224.69","283,773,166.87","263,206,754.03","261,340,689.99","389,451,547.71","312,721,261.19","296,236,910.89","303,814,259.56","422,317,335.24","359,200,488.74","337,439,046.82","257,975,877.07","756,880,309.56","586,348,200.93","441,071,808.07","344,825,319.42","564,589,428.70","290,555,730.28","270,179,974.03","135,744,549.18","523,549,730.62","1,889,707,956.07","1,703,000,046.82","1,608,741,802.31","1,880,682,005.51","435,580,338.24","388,284,851.65"
短期借款,"20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","115,000,000.00","778,558,160.00","778,558,160.00","828,558,160.00",,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"1,209,440.00","76,447.40","3,389,147.40","2,350,000.00","500,000.00","260,000.00","120,000.00",,"400,000.00","293,000.00","10,188,950.00","800,000.00","1,588,000.00","3,493,672.00","570,000.00","1,857,485.00","2,411,485.00","700,000.00","12,050,000.00","2,958,174.00","3,824,749.70","20,675,210.00","23,921,600.00","20,840,300.00","7,240,400.00","8,092,200.00","4,077,433.34","1,105,000.00","5,490,771.00","17,006,368.16","193,277,596.04","88,590,967.88","32,497,187.00","20,345,547.00","199,067,637.97","153,792,073.00","89,580,496.40"
应付票据,,,,,,,,,,,,,,,,,,,"1,813,526.00",,,"3,147,010.00",,,,,,,"5,711,000.00","4,901,000.00","36,069,780.00","1,082,955.00","2,263,000.00","2,742,775.00","1,770,955.00","42,452,218.80","35,842,778.80","6,256,815.00","40,499,270.50","96,665,594.11","80,392,702.00","144,665,800.12"
应收账款,"82,594,002.71","119,618,895.43","116,940,288.64","102,874,238.04","96,523,572.80","106,729,817.37","142,418,303.80","109,912,113.30","108,614,264.71","143,111,165.99","176,198,187.69","128,944,171.62","154,767,776.12","191,257,101.20","244,618,642.87","186,153,514.15","194,082,078.33","229,756,026.72","249,381,235.59","209,237,427.53","197,009,172.61","240,520,138.35","261,419,105.53","250,912,467.50","249,875,097.68","332,954,312.99","341,100,530.85","599,943,797.02","538,402,079.03","675,202,806.54","739,418,489.05","854,791,683.04","907,120,296.06","990,329,810.06","1,200,700,897.58","1,087,874,279.13","1,041,057,055.57","1,342,202,244.59","1,498,960,251.06","1,616,093,944.20","1,586,830,607.37","1,862,585,128.67"
应付账款,"46,469,900.68","40,712,259.78","43,044,853.17","47,072,347.13","39,147,684.07","39,762,537.25","54,359,375.27","66,471,048.83","52,805,411.33","55,667,455.34","71,852,024.73","96,084,501.98","84,642,952.70","81,422,079.17","86,404,600.92","92,945,923.32","72,350,051.55","75,097,589.57","83,310,862.37","122,895,555.97","100,643,432.91","106,593,472.46","114,735,488.33","153,480,796.83","113,956,938.36","164,807,321.72","141,993,881.37","397,986,566.40","314,245,483.14","328,769,218.07","346,879,667.12","630,257,772.07","508,053,543.21","568,832,490.35","608,596,893.49","759,343,430.39","626,090,969.07","799,633,287.37","755,056,238.82","980,334,806.73","847,960,446.72","865,877,599.08"
预付款项,"3,427,945.04","4,243,870.81","5,586,864.66","5,143,157.43","1,718,698.93","4,475,473.11","7,774,679.13","38,037,143.11","43,993,275.51","42,316,388.85","47,295,022.65","73,137,549.56","99,042,192.64","96,662,383.53","68,658,596.37","11,700,623.93","12,391,632.83","11,617,746.52","11,652,527.84","9,070,533.55","14,865,477.89","10,311,438.70","6,466,522.31","14,002,185.90","3,660,472.93","11,167,172.99","9,816,627.19","24,511,666.50","39,675,513.39","42,924,217.71","108,424,622.54","59,523,596.39","64,264,143.25","50,868,188.33","63,111,329.78","55,411,757.42","72,524,732.32","70,643,288.99","79,556,728.12","68,485,635.21","162,601,641.67","71,003,264.63"
预收款项,"8,160,767.55","2,387,564.55","1,807,084.55","2,305,089.12","1,294,056.99","4,245,329.81","8,025,375.63","3,573,353.62","4,602,782.70","6,287,128.81","24,713,814.36","40,035,422.05","49,851,238.37","34,134,224.58","14,937,256.73","19,751,128.86","20,396,621.01","18,039,661.49","19,088,553.84","14,822,739.58","15,184,691.81","17,937,232.98","20,826,671.92","14,077,133.13","14,769,345.19","26,477,979.39","25,805,938.59","57,395,439.44","58,449,123.53","51,437,471.06","69,581,811.21","99,504,227.21","98,196,471.77","94,550,230.42","87,629,366.20","40,258,933.87","44,940,627.28","51,275,776.92","49,791,787.86","59,536,344.53","70,267,537.91","69,337,689.62"
