科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"62,075,525.80","96,042,314.47","140,799,007.80","167,176,984.17",,"634,413,361.62","103,184,240.22","101,342,230.12","37,799,201.39","47,522,884.43","44,452,266.19","69,808,655.17","87,047,993.59","58,983,348.07","67,420,478.41"
短期借款,"10,000,000.00",,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00",,
交易性金融资产,,,,,,,,,,,,,,"765,573.49","9,773,385.04"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"17,815,163.93","40,351,234.32","44,578,652.71","33,076,256.63",,"51,135,528.68","43,702,852.91","45,467,327.05","33,589,968.63","66,687,162.51","39,063,583.78","56,252,694.98","57,797,848.27","79,103,477.74","73,019,481.17"
应付票据,,,,,,,,,,,,,,,
应收账款,"38,954,902.02","44,750,939.28","53,850,777.36","64,190,899.44",,"53,902,620.49","72,389,822.29","78,317,352.71","75,609,439.55","49,205,786.04","72,595,749.99","75,668,840.93","67,577,818.22","43,712,943.19","55,209,434.20"
应付账款,"38,541,009.16","46,738,597.39","39,823,252.73","55,653,926.78",,"53,814,018.39","77,061,013.55","100,131,481.59","83,316,867.58","121,055,674.77","133,085,974.60","135,333,370.76",,"93,392,090.29",
预付款项,"1,985,344.32","1,465,208.17","1,111,607.95","1,869,623.01",,"2,465,896.86","8,067,752.50","8,609,471.67","7,496,724.52","4,892,688.13","20,029,682.85","13,475,802.22","12,290,525.99","7,511,621.26","8,950,546.11"
预收款项,"3,849,858.83","3,154,904.96","5,004,484.82","5,139,961.72",,"6,667,908.36","13,033,881.08","17,025,018.36","19,293,384.05","18,370,938.57","22,682,134.24","25,746,213.93","22,911,278.96","15,947,885.51","20,499,263.82"
其他应收款,"836,309.61","1,040,335.15","877,480.94","1,018,749.91",,"3,224,063.47","2,295,160.85","2,460,103.33","2,529,486.05","2,038,513.62","3,452,048.06","3,673,081.00","4,585,575.89","5,101,165.86","5,592,490.65"
应付职工薪酬,"7,173,939.41","8,203,563.34","9,526,007.20","6,840,955.46",,"10,899,653.80","6,093,202.63","8,871,043.92","11,530,199.89","18,022,878.78","10,423,094.72","11,624,360.10","15,813,794.11","14,906,196.38","9,702,858.04"
应收关联公司款,,,,,,,,,,,,,,,
