科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"392,358,209.11","469,435,748.50","496,143,955.41",,"281,404,835.74","463,530,507.50","607,426,055.89","189,474,345.75","349,955,183.56","532,767,199.12","692,596,831.79","151,214,190.79","901,302,479.06","1,719,416,195.45","2,549,766,776.92","883,161,886.83","1,855,043,136.26"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"-139,415,598.74",,
收到的税费返还,,"5,200,000.00",,,"232,658.23","232,658.23",,,,"64,067.57",,"221,462.96","292,573.85","3,593,239.90","6,439,345.16","6,116,880.13","6,116,880.13"
支付其他与投资活动有关的现金,"2,400,000.00",,"2,188,873.57",,,"80,600.00",,,,,,,,"7,000,000.00","8,581,379.90",,
收到其他与经营活动有关的现金,"4,441,257.28","3,313,598.44","4,071,962.35",,"3,063,650.43","3,298,108.98","8,503,570.60","2,732,138.78","3,928,798.93","4,852,101.16","10,830,207.37","2,362,448.30","5,191,023.70","6,422,817.12","7,634,336.57","422,714.77","424,657.87"
投资活动现金流出小计,"60,425,714.84","91,004,448.59","38,800,499.00",,"14,812,769.25","32,348,279.27","130,494,940.07","24,557,679.35","84,639,677.99","101,831,259.22","176,502,485.31","62,164,034.06","226,461,074.88","360,873,294.65","217,984,780.86","160,448,913.95","103,022,665.03"
经营活动现金流入小计,"396,799,466.39","477,949,346.94","500,215,917.76",,"284,701,144.40","467,061,274.71","615,929,626.49","192,206,484.53","353,883,982.49","537,683,367.85","703,427,039.16","153,798,102.05","906,786,076.61","1,729,432,252.47","2,563,840,458.65","889,701,481.73","1,861,584,674.26"
投资活动产生的现金流量净额,"-30,551,099.46","-86,111,448.59","-30,093,867.00","-8,722,600.00","-12,402,769.25","-25,605,479.27","-123,991,940.07","-24,545,179.35","-84,572,177.99","-98,881,575.22","-173,052,801.31","-61,744,414.06","-225,797,458.49","-359,982,298.35","-217,488,519.65","-159,697,666.91","-102,810,545.24"
购买商品、接受劳务支付的现金,"138,654,610.07","202,610,874.16","191,866,800.00",,"91,572,752.46","137,291,039.99","238,532,835.49","52,362,987.88","125,646,615.62","183,816,297.22","292,584,205.09","99,981,088.94","433,346,587.14","909,820,324.10","1,474,377,036.50","492,852,720.52","1,041,547,480.63"
吸收投资收到的现金,,,"10,000,000.00",,"684,050,000.00","672,850,000.00","672,850,000.00",,,,,"182,903,000.00","1,119,903,000.00","1,119,903,000.00","182,903,000.00",,
