科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"76,629,106.62","79,052,979.57","139,895,859.14","87,889,152.32","744,167,301.41","544,216,864.17","553,406,846.06","414,123,648.44","383,887,924.21","297,152,622.13","353,088,314.18","258,841,146.14","205,937,297.57","197,794,995.42","138,827,850.82","109,191,081.09","115,194,217.00","185,897,015.81","127,308,860.23","81,307,593.09","71,167,571.48","160,214,001.82","127,176,157.86","104,885,017.60","326,551,784.44","330,272,601.84","768,711,347.34","335,312,560.39","422,613,954.82","431,116,776.47","371,338,045.08","450,954,063.19","737,483,221.95","703,642,881.13","842,815,884.52","784,259,013.82"
短期借款,"106,630,000.00","100,130,636.60","147,015,000.00","140,203,480.50","154,090,037.51","119,128,691.46","138,908,713.45","138,400,000.00","212,500,000.00","232,950,000.00","317,950,000.00","344,565,452.30","355,017,376.62","403,539,696.22","437,196,414.72","415,328,986.66","421,205,411.96","611,823,450.00","464,987,597.00","472,945,458.40","510,505,278.00","599,713,453.00","622,857,280.00","592,402,750.00","270,957,070.00","277,623,514.00","1,119,142,449.65","647,700,000.00","726,803,000.00","806,879,940.00","973,470,768.33","1,004,000,000.00","1,193,272,600.00","1,325,999,400.00","1,446,869,400.00","1,476,129,400.00"
交易性金融资产,,,,,,,,,"611,236.53","611,236.53","1,411,341.79","1,874,525.19","593,602.77","127,867.07",,,,,"1,351,460.20","4,804,791.07","7,009,951.14","1,935,356.64","638,903.16","2,179,650.00","3,040,000.00","2,576,000.00","9,185,235.32",,,,,,,"6,000,000.00","1,000,000.00",
交易性金融负债,,,,,,,,,,,,,,,"455,904.16",,"716,901.85","266,820.04",,,,,,,,,,"1,085,900.00","4,797,900.00","3,472,700.00","3,166,900.00","455,400.00",,,,
应收票据,"289,000.00","6,233,785.00","3,737,072.00","4,102,384.15","10,825,407.70","7,610,954.64","4,094,000.00","14,800,514.80","20,478,441.71","15,479,091.10","6,209,968.91","7,237,742.80","9,227,874.24","2,193,906.00","9,910,000.00","2,064,933.96","5,369,510.00","6,134,799.04","5,428,787.50","7,181,881.00","19,038,972.36","17,543,540.19","1,565,566.00","14,161,172.00","21,980,958.00","12,285,056.80","12,163,777.27","17,459,508.24","15,312,772.00","27,856,393.81","33,698,206.55","25,210,400.57","18,404,330.16","30,719,312.25","22,167,840.25","27,763,689.46"
应付票据,"91,496,832.41","100,805,037.00","108,299,000.00","97,040,000.00","90,960,000.00","97,940,000.00","100,350,000.00","78,650,000.00","58,000,000.00","68,403,777.00","153,213,777.00","195,791,620.00","187,281,620.00","162,206,500.00","151,974,308.00","175,387,808.00","158,970,000.00","151,836,891.34","162,091,956.00","142,496,570.00","114,700,000.00","128,700,000.00","122,400,000.00","169,500,000.00","214,821,276.23","177,971,227.95","244,110,320.94","325,864,446.82","232,232,714.35","249,863,757.31","235,353,151.56","320,874,038.60","286,184,193.39","294,687,753.39","391,340,158.61","446,338,824.12"
应收账款,"59,815,845.47","51,015,901.86","73,013,487.85","74,754,508.91","81,084,008.87","98,034,726.43","96,627,124.99","119,296,621.68","93,777,221.59","148,533,662.15","123,970,306.10","157,910,781.39","139,151,951.52","141,506,556.43","165,049,401.62","149,837,130.60","188,113,401.13","179,250,184.52","189,317,080.00","177,734,717.66","198,470,162.98","141,276,846.93","204,129,550.01","219,094,478.45","315,390,777.24","241,475,932.02","402,126,850.61","374,907,470.74","435,503,881.16","392,562,840.26","535,882,723.99","492,013,033.65","443,820,361.57","530,409,501.29","648,686,129.15","558,995,604.97"
应付账款,"60,148,578.32","47,439,111.64","53,820,940.58","46,902,004.10","79,173,188.71","47,964,343.00","49,390,784.21","57,668,032.68","82,866,799.78","108,419,362.35","119,872,644.95","133,264,939.48","137,835,547.36","147,398,919.11","141,361,189.91","113,906,925.32","111,768,209.13","103,895,260.96","119,927,053.16","96,904,085.25","138,534,192.54","125,666,326.34","182,652,165.82","155,177,064.62","177,602,893.88","167,063,240.73","202,545,485.88","211,776,851.34","240,071,023.23","247,549,461.99","263,177,026.96","227,927,466.95","295,842,267.55","331,746,673.37","291,375,383.11","259,013,199.50"
预付款项,"4,376,751.18","19,109,640.69","18,248,116.27","39,992,280.97","26,188,321.65","63,158,650.86","44,342,469.47","31,346,372.90","24,522,411.57","54,145,850.57","58,561,278.87","58,403,866.47","52,721,507.69","91,200,820.96","72,233,857.00","83,817,469.22","25,092,495.29","83,203,663.00","49,368,824.87","85,814,733.59","16,095,344.81","33,506,233.95","17,377,589.55","24,493,707.08","22,747,773.08","72,709,567.44","55,799,415.35","66,372,269.97","45,193,737.77","79,192,071.39","61,020,408.20","91,069,460.36","78,381,860.03","181,357,930.35","201,896,534.50","258,453,952.89"
预收款项,"390,545.99","740,124.03","1,135,537.26",,"510,328.77",,"2,055,098.19","2,151,655.92","693,748.51","2,744,756.17","2,034,995.10","569,773.25","370,357.49","871,675.31","940,057.39","4,232,837.73","1,361,063.03","1,669,636.04","711,574.58","2,340,142.59","721,131.60","1,273,178.19","1,383,923.09","2,767,743.19","1,038,924.20","3,513,187.41","16,992,856.36","4,660,986.85","13,486,242.73","12,356,086.00","13,375,394.25","26,075,388.91","14,980,855.85","34,602,937.82","35,922,706.17","50,348,793.39"
