科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"194,643,476.45","151,451,453.69","135,157,812.74","422,704,619.97","352,085,230.95","177,941,754.90","290,701,324.61","363,013,798.72","262,526,035.50","288,931,126.11","349,019,988.12","620,808,891.67","297,202,019.11","399,321,270.60","561,134,385.39","403,252,555.03","482,047,511.43","481,502,158.96","521,272,344.68","529,906,834.10","1,126,661,998.40","1,390,682,131.80","1,439,062,828.72","1,209,982,413.84","1,550,903,717.44","1,498,305,729.56","1,714,077,238.34","1,412,799,925.26","1,457,344,270.38","1,871,165,292.11","1,918,643,392.65","1,412,728,968.20","1,590,123,659.99","1,352,739,845.86","1,937,592,405.28","1,044,254,836.12","1,438,279,527.66","1,407,063,110.48","1,635,752,751.65","1,488,381,378.82","1,375,914,724.03","1,485,796,297.89","1,204,656,744.77","1,158,192,660.76","1,634,291,324.01","1,964,895,993.34","1,682,613,131.97","2,475,753,659.95","1,800,787,250.42"
短期借款,"675,000,000.00","760,000,000.00","530,000,000.00","690,000,000.00","866,000,000.00","991,000,000.00","1,215,000,000.00","1,098,000,000.00","1,047,500,000.00","1,132,500,000.00","1,207,500,000.00","1,204,500,000.00","1,255,000,000.00","1,420,000,000.00","1,300,000,000.00","1,080,000,000.00","1,170,000,000.00","1,046,000,000.00","1,401,000,000.00","1,240,000,000.00","1,360,000,000.00","1,440,000,000.00","1,394,000,000.00","1,552,000,000.00","1,602,000,000.00","1,502,000,000.00","1,368,000,000.00","1,250,000,000.00","1,170,000,000.00","1,360,000,000.00","927,000,000.00","415,000,000.00","443,000,000.00","722,000,000.00","562,000,000.00","1,265,000,000.00","1,555,026,747.75","1,430,026,747.75","1,819,026,747.75","1,669,026,747.75","1,909,000,000.00","2,274,000,000.00","2,172,000,000.00","2,390,599,239.09","2,877,930,032.27","3,040,623,494.43","3,028,623,494.43","3,439,093,462.16","2,873,547,034.89"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"440,046.02","250,000.00",,,"200,000.00","50,000.00","1,608,000.00","1,744,000.00","330,000.00","575,500.00","1,790,000.00","750,000.00","1,041,254.40",,"1,496,522.80","400,000.00",,"2,238,523.95","6,409,443.30","5,562,005.56","3,184,042.53","4,966,684.35","3,191,211.33","3,873,944.59","4,728,580.37","3,297,848.04","3,560,321.96","2,624,005.93","1,139,967.68","5,097,800.01"
应付票据,"70,000,000.00","90,000,000.00",,"30,000,000.00","30,000,000.00","51,075,000.00","31,075,000.00","89,500,000.00",,,,,,,,"30,669,631.60","30,669,631.60","115,965,769.67","37,414,124.00","80,940,000.00","85,000,000.00","135,000,000.00","355,651,100.00","220,651,100.00",,"57,813,192.00","57,813,192.00",,,,,,,"548,000,000.00","548,000,000.00",,"87,500,000.00","137,500,000.00","100,000,000.00",,,,,,,,,,
应收账款,"284,340,209.25","446,977,216.94","451,683,787.33","344,097,118.41","458,588,460.32","573,709,102.86","604,278,348.84","488,905,518.20","404,345,096.54","553,061,281.84","464,844,882.99","246,918,326.47","486,748,438.49","444,297,186.31","507,732,785.66","380,796,909.71","369,671,467.93","455,835,009.78","362,872,273.77","333,780,559.94","372,802,323.27","354,243,014.74","288,462,589.34","319,812,070.59","280,954,112.68","306,807,953.86","277,617,673.60","304,281,693.54","235,815,456.13","292,386,334.10","227,159,216.55","191,580,714.85","230,881,814.36","220,371,715.98","186,493,853.52","168,871,920.17","240,432,965.17","271,716,114.49","370,028,271.36","349,603,851.92","330,902,782.00","356,910,298.53","324,976,358.83","313,956,977.78","311,260,853.49","357,397,782.60","308,927,051.57","305,884,676.70","304,342,602.24"
应付账款,"126,360,247.14","309,214,998.11","325,236,490.53","225,996,137.95","572,475,595.69","532,083,285.54","482,265,007.66","363,552,346.01","346,346,501.57","395,193,265.01","292,337,785.18","254,617,728.08","223,309,850.54","179,495,330.03","189,967,576.58","103,755,669.50","136,119,236.50","216,659,829.20","108,970,071.74","217,880,550.27","202,256,076.10","221,223,326.78","79,121,171.07","157,810,588.00","184,100,191.53","137,237,245.55","261,058,892.69","414,962,991.07","411,641,459.26","483,006,948.92","584,136,168.15","542,697,014.34","628,369,892.19","584,503,085.68","399,818,140.22","481,184,194.80","561,074,178.78","659,278,014.66","696,677,598.07","632,316,171.80","587,753,415.10","546,907,787.28","514,807,290.69","540,188,184.09","567,812,145.83","517,465,273.94",,"528,705,524.65",
预付款项,"5,800,495.68","8,656,022.76","17,206,607.24","28,961,489.64","138,540,370.58","265,164,849.23","150,950,926.12","18,544,916.33","37,868,793.54","41,537,172.76","17,679,887.30","15,590,642.41","45,176,264.44","6,972,342.04","13,654,173.80","69,863,553.89","35,747,204.22","95,952,731.16","95,894,315.29","12,405,383.16","32,263,025.32","29,435,822.44","51,905,740.68","122,093,316.11","122,585,867.08","63,549,421.67","61,921,018.35","44,575,779.31","45,569,242.24","22,378,583.92","54,726,979.44","44,574,131.42","53,196,345.39","81,975,560.13","89,747,034.17","73,416,384.13","69,695,178.90","25,960,536.56","23,763,582.76","11,001,766.65","15,150,097.53","18,532,198.17","21,083,753.66","23,573,605.11","26,865,135.40","23,689,095.63","78,258,656.03","7,432,750.50","29,505,280.99"
预收款项,"-72,019,236.27",,,,,,"103,764.50","50,000.00","35,396.00","35,396.00","35,396.00",,,,,,,,,"110,327,469.14","354,472,801.14","711,194,001.48","1,268,445,385.65","1,577,104,157.33","1,974,359,161.16","2,128,507,395.45","2,264,098,252.32","1,918,631,165.05","1,525,280,058.80","450,353,297.96","174,237,246.68","127,806,594.85","100,326,358.85","96,599,944.35","114,301,958.36","26,435,028.04","51,219,956.55","59,948,124.18","80,020,497.65","133,356,280.22","170,074,305.72","62,059,922.40","65,091,842.25","55,497,233.53","41,216,220.70","21,817,025.30","51,118,857.88","11,657,694.18","20,243,220.27"
