科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"61,014,205.47","151,297,162.95","81,607,462.85",,"772,180,703.33","172,882,389.81","158,664,099.34","213,334,979.26","180,867,802.34","224,688,505.64","220,059,170.31","208,552,547.85","190,130,128.46","222,002,727.81","312,813,466.76","365,377,037.19","347,122,939.21","382,697,549.00","711,444,813.87","468,369,846.07"
短期借款,,,,,"80,000,000.00","70,000,000.00","50,000,000.00",,"50,000,000.00",,,,,,,,,,"200,000,000.00","200,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"561,093.00","200,000.00","300,970.00",,"8,158,296.55","3,814,002.03","5,361,080.19","1,735,584.65","1,700,000.00",,"14,273,504.38","806,960.00","1,020,007.20",,"4,007,729.60","250,000.00","263,296.00","587,598.00","3,118,580.00","2,316,200.00"
应付票据,"33,681,528.99","86,204,955.79","76,193,502.29",,"68,810,388.35","52,284,513.42","55,336,451.05","75,923,084.24","58,071,271.13","49,884,522.35","52,844,768.27","37,981,961.67","49,241,324.79","93,253,646.68","70,380,838.60","29,427,133.37","37,110,147.91",,"64,500,482.03",
应收账款,"8,253,180.22","3,040,098.19","4,764,579.83",,"9,389,982.86","5,662,723.73","52,012,688.27","41,575,119.68","52,704,637.10","51,145,317.62","51,208,644.16","55,397,373.28","102,447,766.79","118,174,886.15","186,452,124.28","159,010,482.74","234,843,818.43","152,253,324.79","172,464,591.60","137,986,311.41"
应付账款,"42,352,112.67","62,837,004.88","50,515,233.80",,"39,939,837.22","48,948,951.18","46,436,659.86","41,024,293.01","42,533,288.32","46,329,584.75","53,472,100.52","54,844,152.78","83,725,903.91","45,135,644.86","63,931,675.68","52,726,506.96","65,698,025.11",,"77,194,749.08",
预付款项,"12,134,423.56","7,457,280.02","7,312,866.11",,"10,036,230.68","12,901,943.57","8,988,516.55","10,510,621.89","8,851,816.76","9,305,829.84","7,061,800.71","10,970,727.13","15,729,937.88","30,256,846.94","17,684,303.63","21,166,124.40","70,667,851.64","34,261,367.86","20,586,086.35","23,829,579.10"
预收款项,"18,794,917.63","33,984,589.82","6,791,832.53",,"11,401,141.07","8,446,906.97","6,831,288.97","8,072,599.73","8,341,798.17","4,537,025.31","13,239,791.66","8,738,146.31","6,417,382.75","10,970,812.88","9,428,927.33","11,555,757.58","9,666,953.25","27,785,706.97","21,894,604.33","10,455,312.75"
其他应收款,"4,386,376.02","3,988,948.04","4,741,769.29",,"3,576,316.26","5,069,044.02","1,688,671.25","3,948,898.94","1,698,134.79","2,141,305.00","5,219,234.87","6,516,694.81","4,925,914.60","6,959,886.83","4,246,667.30","5,578,250.29","7,076,314.26","5,970,111.20","4,637,552.47","5,174,505.45"
应付职工薪酬,"6,105,438.95","8,635,432.12","10,160,094.38",,"3,706,497.74","4,326,199.11","11,570,992.66","4,386,381.00","4,411,873.99","4,612,190.31","13,052,759.20","4,569,391.36","4,620,520.33","4,766,449.78","12,929,517.16","3,381,153.50","3,683,133.70","3,904,294.70","13,130,601.83","4,497,621.38"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"20,131,425.97","18,255,628.66","21,387,153.70",,"16,705,912.93","12,831,362.52","23,852,836.65","12,904,560.16","13,900,515.27","8,991,942.83","18,912,442.46","15,432,565.74","15,598,843.17","24,033,900.97","38,891,268.79","17,364,154.90","38,354,566.93","23,077,294.72","37,239,320.78","23,533,420.46"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,"69,000.00",,"59,812.50",,,,,,,,,,"198,576.39","303,263.87"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
