科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"7,972,499.76","10,858,326.31","9,462,067.34","10,820,425.40","21,394,595.46","19,312,305.99","3,465,641.99","8,263,677.37","18,595,674.69","8,140,644.04","13,234,294.50","72,486,348.40","73,231,415.15","57,725,734.70","43,785,565.61","50,729,612.84","79,863,425.43","54,722,793.20","39,291,548.74","55,429,793.83","31,720,764.18","45,866,707.71","100,843,519.07","46,649,282.66","26,221,845.54","245,157,336.48","182,016,281.72","243,758,388.75","136,713,917.88","140,586,589.68","95,829,820.03","865,304,674.29","756,620,295.68","597,025,831.19","571,194,881.09","633,820,425.53","466,206,079.28","460,389,364.86","374,024,069.17","354,261,188.60","317,375,528.32","533,064,722.32","326,469,988.71","479,091,054.05","332,467,771.35","466,393,811.43"
短期借款,"239,744,616.21","283,522,729.47","217,053,538.05","223,287,522.45","204,983,470.66","243,083,470.66","248,083,470.66","248,083,335.54","245,311,956.21","106,783,470.66","105,783,470.66","168,483,470.66","163,483,470.66","161,783,470.66","161,783,470.66","176,083,470.66","190,083,470.66","190,083,470.66","190,083,470.66","188,483,470.66","214,483,470.66","246,483,470.66","292,384,832.66","261,384,832.66","295,384,832.66","266,384,832.66","240,000,000.00","230,000,000.00","240,000,000.00","240,000,000.00","210,000,000.00","260,000,000.00","260,000,000.00","260,000,000.00","290,000,000.00","290,000,000.00","419,000,000.00","538,000,000.00","530,000,000.00","549,000,000.00","556,000,000.00","558,000,000.00","494,455,526.36","790,836,307.85","777,164,789.50","974,521,828.04"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"603,064.40",,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,520,000.00",,"3,724,371.00","864,371.00","50,550,000.00","49,250,000.00","500,000.00",,"10,700,000.00","1,700,000.00",,"800,000.00","5,000,000.00",,,"328,820.10","500,000.00","800,000.00",
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","77,000,000.00","85,000,000.00","45,000,000.00","50,000,000.00"
应收账款,"42,545,637.84","43,121,921.63","51,719,275.53","45,305,411.05","26,328,243.58","20,189,612.62","23,094,703.40","24,038,766.50","25,803,048.67","21,967,018.59","24,637,662.72","23,703,450.34","31,123,338.98","13,320,480.75","19,518,851.72","28,758,244.12","47,691,772.89","27,558,121.65","44,394,074.84","62,325,758.06","61,678,036.36","48,322,398.64","43,812,076.37","52,555,207.06","49,635,100.00","24,526,164.55","39,576,700.26","65,260,331.28","93,754,308.81","47,886,976.63","63,393,032.41","153,374,820.59","128,365,808.93","188,089,720.05","141,742,318.77","196,981,422.77","139,890,879.34","164,801,828.73","191,099,890.94","159,063,280.81","131,689,601.02","172,198,097.53","204,114,225.98","715,343,053.99","589,287,399.73","634,879,510.02"
应付账款,"50,526,697.08","46,041,483.77","63,372,975.11","54,323,954.15","44,490,443.25","43,215,680.79","45,022,514.26","33,486,600.36","34,867,960.27","42,486,118.20","49,909,287.74","63,996,958.61","59,157,783.09","42,347,691.57","55,964,442.09","66,199,737.66","67,202,377.58","36,949,323.59","45,637,015.89","190,470,692.10","60,351,747.07","75,111,098.04","70,433,440.07","84,984,449.44","66,507,247.71","74,824,468.05","99,229,575.72","151,476,130.79","121,179,622.29","74,196,177.14","116,233,127.65","148,408,839.79","123,006,005.64","103,555,765.03","133,458,948.68","198,244,023.58","202,167,975.93","167,467,930.85","143,470,761.65","164,671,730.85","133,096,710.99","121,294,788.97","153,089,894.89","243,544,480.23","242,830,035.97","232,120,586.79"
预付款项,"70,895,822.84","59,732,843.67","66,358,367.68","30,739,489.62","27,099,146.79","78,773,570.30","76,737,384.15","77,336,958.50","76,191,180.07","33,220,396.47","44,335,773.89","26,939,222.06","35,215,989.76","29,843,575.23","33,066,433.45","64,131,614.23","85,616,759.06","88,561,850.90","71,709,181.51","125,136,017.82","99,119,987.38","113,646,625.83","141,239,299.10","35,226,726.66","77,769,166.52","181,900,075.36","184,587,066.96","162,882,940.87","198,557,297.01","155,523,676.17","249,723,475.66","150,465,024.83","248,226,460.72","150,589,342.89","169,587,207.85","121,335,508.50","282,644,378.07","247,190,386.78","349,102,152.83","175,538,076.67","230,026,490.79","268,777,797.81","340,738,121.08","283,734,683.01","408,105,262.54","484,867,060.52"
预收款项,"7,738,779.26","9,335,925.29","10,325,610.12","7,085,715.99","12,884,062.12","5,509,453.15","5,026,615.59","7,937,543.69","6,969,241.97","6,944,048.94","6,577,318.86","9,084,741.36","11,278,270.49","11,068,686.25","7,084,585.43","19,177,202.91","10,126,118.01","18,358,316.35","8,781,200.16","22,319,650.80","15,765,351.55","13,774,067.11","4,207,626.68","8,314,814.09","19,691,852.22","20,851,718.66","9,860,945.16","43,766,238.99","36,374,338.71","15,000,277.55","61,901,876.29","16,522,275.23","8,821,608.33","158,860,502.17","181,310,796.75","157,764,712.60","148,243,677.03","189,570,731.98","270,638,393.91","106,223,707.55","91,958,021.67","115,133,362.64","54,873,864.07","43,659,225.64","84,448,617.97","73,182,920.18"
