科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
流动资产合计,"640,497,179.87","755,647,705.59","607,323,051.09","633,952,829.39","1,009,902,663.65","1,200,479,541.27","1,316,670,821.34","1,436,931,669.07","1,251,629,680.78","1,297,879,718.47","1,357,739,880.54","1,515,589,044.39","1,258,473,917.85","1,350,675,189.83","1,417,197,656.22","1,436,856,759.22","1,492,504,133.36","1,791,321,115.72","2,101,711,350.77","2,071,066,588.63","1,891,124,092.69","1,961,756,810.98","2,486,601,573.73","3,322,412,267.96","3,617,887,210.54","4,160,668,230.95","3,687,571,508.19"
流动负债合计,"776,773,017.12","905,940,194.32","707,404,975.72","726,637,953.38","732,347,437.22","876,154,848.35","1,096,682,908.76","1,199,664,485.90","1,202,684,486.86","1,157,444,715.43","1,284,718,999.85","1,458,197,786.86","1,208,368,280.01","1,305,816,387.36","1,423,177,624.76","1,515,988,185.61","1,787,108,327.80","1,776,934,256.12","2,080,762,136.73","2,130,744,633.56","1,785,446,141.78","1,779,442,187.61","2,353,907,269.31","2,879,700,393.07","2,943,520,203.23","3,434,553,033.93","2,952,165,948.02"
可供出售金融资产,,,,,,,,,,,,,,"25,738,252.91","25,738,252.91","25,738,252.91","25,738,252.91","25,738,252.91","25,738,252.91","25,738,252.91","22,208,252.91","22,208,252.91","22,208,252.91","22,208,252.91","22,208,252.91","27,758,252.91","19,517,000.00"
长期借款,"97,900,000.00","135,555,000.00","66,195,000.00","61,700,000.00","55,158,333.33","53,616,666.66","61,074,999.99","72,203,333.32","65,264,999.99","112,063,333.32","103,130,000.00","92,320,000.00","86,620,000.00","40,790,000.00","25,650,000.00","19,820,000.00","13,600,000.00","7,770,000.00","7,600,000.00","4,600,000.00","100,650,000.00","187,483,200.00","177,149,800.00","473,983,100.00","625,753,366.00","655,944,945.00","648,241,132.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"129,576,478.20","145,676,942.35","157,066,878.26","154,949,230.30","153,173,394.02","156,505,831.15","162,053,849.85","144,279,488.15","145,224,569.56","144,337,262.44","144,261,450.44","125,800,938.64","125,129,388.64","123,992,619.27","125,934,274.60","125,651,975.21","127,959,178.64","130,098,869.23","133,271,253.52","133,898,251.67","131,841,345.65","130,372,575.26","129,353,935.02","131,638,105.91","217,975,300.98","220,072,556.11","193,415,463.08"
长期股权投资,"13,781,991.52","32,450,980.61","23,927,775.62","21,791,043.51","17,584,536.36","34,356,714.90","28,437,219.52","31,712,862.34","31,853,212.42","31,895,114.50","40,830,481.54","41,105,577.15","46,236,113.50","18,552,255.20","31,040,080.76","74,958,528.94","110,446,472.86","113,168,805.66","114,122,547.93","119,543,683.48","114,160,355.98","106,945,962.52","125,960,426.56","132,696,154.71","125,298,493.32","106,536,518.45","117,614,499.64"
专项应付款,,,,,"147,330.08","12,317.32","2,511,270.50","2,506,050.50","1,298,676.50","2,495,806.50","2,645,806.50","882,296.50","92,296.50","89,496.50","89,496.50","87,496.50","87,496.50","221,231.50","238,919.50","233,447.50","125,684.50","107,784.50","107,784.50","1,894,337.09","1,894,337.09","1,478,022.11","1,098,458.50"
投资性房地产,"92,561,184.79","89,661,202.66","89,949,064.43","89,074,410.87","88,164,803.10","87,255,195.01","87,640,554.12","85,489,423.34","84,579,050.74","83,668,678.18","82,756,451.34","81,841,342.43","80,932,695.63","80,026,962.01","79,919,262.52","79,008,533.03","78,098,013.33","77,111,496.65","75,507,467.24","71,421,815.65","70,149,706.98","69,345,484.39","70,952,028.14","70,134,714.30","72,390,081.65","71,778,108.12","70,874,366.06"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"404,568,042.16","466,109,175.70","535,734,157.15","538,450,376.56","537,115,863.20","541,855,011.09","725,998,776.42","737,991,941.24","735,615,942.03","728,948,665.54","747,194,471.55","734,298,079.00","721,945,900.93","802,276,361.24","810,738,414.42","780,719,021.85","779,981,545.79","772,341,878.01","813,596,040.24","862,109,268.48","868,990,734.21","1,100,920,322.31","1,176,939,515.47","1,339,484,030.38","1,396,013,305.70","1,412,630,216.19","1,453,691,568.94"
递延所得税负债,,,,,,,,,,,,,,,,,,,"2,841,298.12","6,744,943.85","6,699,428.86","6,651,391.34","6,286,104.23","9,330,463.78","8,989,789.55","8,655,114.29","8,453,352.02"
在建工程,"39,463,177.44","33,173,034.60","65,511,965.10","75,212,753.11","97,978,865.31","134,065,397.24","29,665,102.71","43,058,357.47","68,150,462.69","77,278,516.98","118,193,861.54","128,671,771.03","137,241,408.10","46,739,875.16","51,567,839.55","86,382,399.56","296,575,929.98","330,327,866.86","295,269,945.96","332,359,003.34","343,013,963.26","130,129,351.13","102,833,009.84","106,206,635.30","103,447,149.77","112,382,371.95","83,225,096.31"
其他非流动负债,"13,458,485.08","90,606,561.87","105,227,872.68","104,450,862.15","106,730,808.77","141,496,225.89","148,726,437.15","166,262,568.46","170,782,521.88","170,604,766.15","172,488,412.55","171,249,745.65","172,656,079.28","176,802,927.54",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"240,934,963.28","371,838,504.22","328,489,750.94","321,100,092.45","315,209,866.20","351,631,041.02","374,366,557.49","385,251,440.43","382,570,767.93","429,501,168.41","422,525,669.49","390,252,980.79","384,497,764.42","341,675,043.31","328,557,570.70","322,799,181.55","326,943,361.88","320,579,007.72","326,310,395.02","348,068,824.52","458,270,898.89","542,878,611.82","547,863,634.48","850,651,028.86","1,084,248,747.01","1,114,531,604.51","1,089,533,774.64"
固定资产清理,,,,,"137,755.69","69,392.92",,"415,217.78","248,792.05","333,369.46",,"42,482.34",,"318,435.90",,"97,308.64","3,782.95","1,013.41",,"14,409.60","7,475.00","29,398.17",,"59,403.86","79,424.90","21,796.38",
负债合计,"1,017,707,980.40","1,277,778,698.54","1,035,894,726.66","1,047,738,045.83","1,047,557,303.42","1,227,785,889.37","1,471,049,466.25","1,584,915,926.33","1,585,255,254.79","1,586,945,883.84","1,707,244,669.34","1,848,450,767.65","1,592,866,044.43","1,647,491,430.67","1,751,735,195.46","1,838,787,367.16","2,114,051,689.68","2,097,513,263.84","2,407,072,531.75","2,478,813,458.08","2,243,717,040.67","2,322,320,799.43","2,901,770,903.79","3,730,351,421.93","4,027,768,950.24","4,549,084,638.44","4,041,699,722.66"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"63,461,539.00","90,000,000.00","120,000,000.00","120,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","208,000,000.00","268,593,228.00","268,593,228.00","268,593,228.00","268,593,228.00","268,593,228.00","268,593,228.00","374,912,396.00","374,912,396.00","374,912,396.00","374,912,396.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"19,506,102.49","35,936,787.12","37,669,062.16","37,669,062.16","368,611,566.45","368,611,566.45","358,735,839.15","358,735,839.15","310,735,839.15","307,999,530.77","308,276,059.92","308,276,059.92","308,276,059.92","308,276,059.92","293,369,291.74","293,369,291.74","293,369,291.74","558,813,930.96","508,041,220.48","508,041,220.48","508,041,220.48","508,041,220.48","506,301,393.96","1,580,639,358.10","1,580,639,396.92","1,580,639,396.92","1,580,639,396.92"
无形资产,"209,683,466.40","348,746,296.57","355,462,951.77","353,246,500.76","351,072,621.86","339,264,570.20","364,549,967.12","377,259,449.24","533,319,324.37","527,105,066.80","511,329,457.87","508,079,280.38","501,451,002.21","505,334,314.84","518,782,588.68","523,586,804.85","537,836,919.53","544,802,668.79","444,999,579.95","466,074,273.51","464,733,588.90","467,454,108.19","476,373,397.36","587,281,972.33","585,571,881.59","591,381,720.03","640,290,650.56"
盈余公积,"22,247,594.42","21,703,119.73","39,610,972.32","39,610,972.32","39,610,972.32","39,610,972.32","46,891,542.67","46,891,542.67","46,891,542.67","46,891,542.67","52,589,291.27","52,589,291.27","52,589,291.27","52,589,291.27","55,550,816.06","55,550,816.06","55,550,816.06","55,550,816.06","58,003,141.24","58,003,141.24","58,003,141.24","58,003,141.24","61,255,207.89","61,255,207.89","61,255,207.89","61,255,207.89","66,630,417.89"
开发支出,,"207,485.00","1,658,722.89",,"2,974,020.71","2,974,020.71","4,292,811.86","4,946,398.97","1,726,164.93","1,730,365.79","676,338.35","676,338.35",,"2,898.00",,,,"413,614.79","812,213.60","2,277,231.67","3,392,985.77","4,628,409.94","3,127,497.63","4,243,208.06","3,756,340.56","5,466,903.32","6,595,940.21"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"29,486,795.62","26,788,252.14","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","28,950,375.49","26,400,375.49","26,400,375.49","28,628,288.39","64,299,622.32","107,004,397.07","107,004,397.07","107,634,437.58","132,243,720.07","135,736,877.88","135,736,877.88","131,842,966.01","1,031,380,785.81","1,029,442,771.30","1,029,442,771.30","993,060,256.12"
未分配利润,"177,692,053.93","214,646,475.70","354,313,794.82","371,441,972.51","391,568,085.69","447,849,102.58","455,345,174.69","476,293,623.56","461,630,824.63","503,793,648.89","489,949,587.63","500,768,297.23","497,758,514.38","513,360,860.31","493,023,876.98","503,866,041.31","501,120,092.54","512,083,231.93","520,793,577.04","531,722,615.71","522,861,596.16","529,980,788.97","547,709,495.55","560,535,467.55","602,439,698.29","626,638,993.19","681,413,592.48"
长期待摊费用,"6,759,350.55","24,865,637.97","23,215,789.94","21,790,741.38","21,321,230.53","20,345,163.01","40,846,955.39","39,701,641.81","38,313,361.48","37,609,891.19","38,414,180.68","38,537,309.30","39,307,815.79","38,487,042.21","36,365,629.63","34,684,028.64","32,994,405.40","32,071,195.24","32,919,450.60","33,326,333.55","32,039,732.38","31,410,059.50","30,396,538.43","30,830,197.49","26,296,187.13","27,443,986.32","27,495,424.90"
少数股东权益,"140,812,415.91","152,728,659.86","158,670,443.58","161,403,886.02","160,389,675.25","163,269,855.65","149,403,090.60","175,809,441.57","176,111,962.27","176,637,359.62","175,829,635.89","178,165,267.44","171,062,615.61","180,396,561.54","212,938,801.35","221,454,522.12","302,910,683.89","316,801,321.38","274,468,128.68","293,771,178.08","368,198,284.57","369,563,262.51","372,394,399.41","377,458,774.30","375,647,002.54","393,783,935.47","407,762,837.68"
递延所得税资产,"4,621,340.94","15,932,073.83","16,037,394.55","16,051,956.11","16,715,344.62","19,113,105.52","18,563,511.90","20,021,979.31","19,281,377.10","19,856,612.58","21,090,657.10","20,963,556.38","20,759,317.62","19,608,778.11","20,598,169.82","21,234,013.62","21,425,736.88","22,655,025.87","33,914,286.14","32,979,381.51","34,274,895.99","35,670,188.23","41,405,264.32","48,882,092.24","50,197,065.84","50,040,320.87","64,343,418.40"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"127,715.30",,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"801,053,064.72","1,037,934,139.08","1,140,448,196.94","1,144,568,157.79","1,162,015,416.87","1,208,248,946.09","1,328,945,274.53","1,369,547,646.99","1,542,038,063.30","1,537,376,656.51","1,589,436,275.46","1,583,166,111.85","1,574,274,629.27","1,563,485,551.07","1,603,378,526.68","1,690,708,514.36","1,990,105,456.70","2,025,636,215.26","1,944,514,222.15","2,078,087,373.77","2,088,708,569.26","2,104,478,415.17","2,182,038,896.67","3,373,407,447.39","3,414,700,954.67","3,434,882,965.84","3,476,708,221.14"
所有者权益(或股东权益)合计,"423,842,264.19","515,803,146.13","711,876,521.37","730,782,941.35","1,124,360,777.10","1,185,203,638.05","1,174,566,629.62","1,221,563,389.73","1,208,412,489.29","1,248,310,491.14","1,239,931,486.66","1,250,304,388.59","1,239,882,502.69","1,266,669,310.23","1,268,840,987.44","1,288,777,906.42","1,368,557,900.38","1,719,444,067.14","1,639,153,041.17","1,670,340,504.32","1,736,115,621.28","1,743,914,426.72","1,766,869,566.61","2,965,468,293.42","3,004,819,214.97","3,046,466,558.35","3,122,580,006.67"
资产总计,"1,441,550,244.59","1,793,581,844.67","1,747,771,248.03","1,778,520,987.18","2,171,918,080.52","2,408,728,487.36","2,645,616,095.87","2,806,479,316.06","2,793,667,744.08","2,835,256,374.98","2,947,176,156.00","3,098,755,156.24","2,832,748,547.12","2,914,160,740.90","3,020,576,182.90","3,127,565,273.58","3,482,609,590.06","3,816,957,330.98","4,046,225,572.92","4,149,153,962.40","3,979,832,661.95","4,066,235,226.15","4,668,640,470.40","6,695,819,715.35","7,032,588,165.21","7,595,551,196.79","7,164,279,729.33"
负债和所有者(或股东权益)合计,"1,441,550,244.59","1,793,581,844.67","1,747,771,248.03","1,778,520,987.18","2,171,918,080.52","2,412,989,527.42","2,645,616,095.87","2,806,479,316.06","2,793,667,744.08","2,835,256,374.98","2,947,176,156.00","3,098,755,156.24","2,832,748,547.12","2,914,160,740.90","3,020,576,182.90","3,127,565,273.58","3,482,609,590.06","3,816,957,330.98","4,046,225,572.92","4,149,153,962.40","3,979,832,661.95","4,066,235,226.15","4,668,640,470.40","6,695,819,715.35","7,032,588,165.21","7,595,551,196.79","7,164,279,729.33"
