科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
油气资产,,,,,,,,,,,,
资本公积,"108,644,732.48","195,896,916.98","200,369,583.72","200,369,583.72","200,369,583.72","598,064,953.17","598,064,953.17","492,919,953.17","492,919,953.17","497,066,759.69","497,066,759.69","497,066,759.69"
无形资产,"69,358,197.38","66,431,922.12","64,576,875.47","64,021,255.23","63,527,568.60","63,350,018.60","62,805,981.62","67,833,883.43","67,775,149.27","67,407,584.15","66,838,925.84","66,349,523.64"
盈余公积,"16,702,370.67","18,971,589.64","30,477,228.32","30,477,228.32","30,477,228.32","34,747,622.64","34,747,622.64","34,747,622.64","34,747,622.64","43,927,096.70","43,927,096.70","43,927,096.70"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"208,747,046.00","250,482,202.37","333,526,086.14","245,414,373.67","275,938,206.66","295,927,446.12","319,837,834.27","318,319,365.17","354,791,340.03","374,162,126.15","398,602,925.75","389,972,015.48"
长期待摊费用,"9,836,547.05","9,396,377.15","9,873,032.00","11,374,612.66","10,932,253.73","10,549,609.22","10,781,839.50","11,510,138.53","12,676,705.74","12,572,509.65","11,955,439.14","11,697,660.22"
少数股东权益,"30,707,247.10","50,495,524.55","75,005,509.60","79,344,079.33","83,694,824.04","89,420,909.61","91,658,045.20","98,565,444.54","105,443,112.38","110,845,410.53","117,819,678.84","96,646,994.32"
递延所得税资产,"1,835,819.79","2,296,912.69","3,163,947.61","3,287,936.19","3,088,007.31","3,766,027.90","4,005,198.64","4,640,993.00","5,084,551.11","4,046,896.68","4,310,439.70","4,898,430.51"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"7,736,855.82","2,699,033.00","2,307,968.75","10,685,978.33","12,912,774.10","17,019,086.76","14,340,483.36","11,401,118.30","10,922,489.93","22,559,205.97","20,637,445.03","34,807,327.84"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"646,098,713.64","705,354,850.14","761,368,162.63","773,628,460.80","771,973,329.14","780,388,509.54","789,857,243.03","797,997,778.24","802,541,771.16","820,782,565.09","823,528,986.91","855,267,893.69"
所有者权益(或股东权益)合计,"524,299,040.89","672,404,922.07","797,078,297.93","713,295,265.04","748,169,842.74","1,228,450,931.54","1,254,598,455.28","1,259,987,385.52","1,303,337,028.22","1,341,436,393.07","1,372,851,460.98","1,343,047,866.19"
资产总计,"1,137,145,710.53","1,249,139,802.02","1,358,043,353.09","1,358,460,838.27","1,385,434,391.71","1,547,522,918.27","1,532,019,085.41","1,526,199,376.03","1,564,299,464.07","1,602,620,387.81","1,603,885,852.51","1,668,713,853.76"
负债和所有者(或股东权益)合计,"1,137,145,710.53","1,249,139,802.02","1,358,043,353.09","1,358,460,838.27","1,385,434,391.71","1,547,522,918.27","1,532,019,085.41","1,526,199,376.03","1,564,299,464.07","1,602,620,387.81","1,603,885,852.51","1,668,713,853.76"
