科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"26,326,432.24","36,238,855.29","24,034,323.25","6,924,128.95","14,428,579.58","24,031,854.02","29,963,347.06","3,706,445.37","7,836,258.65","13,775,360.24","15,869,720.89","-523,478.21","541,133.00","796,725.64","17,643,936.75","13,469,431.77","29,862,407.83","35,789,986.69","41,070,837.20","11,115,892.52","27,724,718.25","31,116,222.08","42,963,733.55","23,025,159.71","44,077,886.13","60,615,437.13","65,524,778.78","22,878,559.15","35,431,535.87","45,607,250.41","36,446,782.55","23,194,694.28","49,850,099.96","75,727,247.52","92,414,358.95","22,004,440.26","9,898,981.11","25,601,694.52","9,858,569.66","12,870,615.39"
三、利润总额,"133,078,631.78","124,696,773.37","229,228,150.82","50,194,894.91","114,704,533.76","184,336,798.48","294,818,670.46","60,048,526.31","153,501,642.39","262,089,362.45","408,832,095.64","48,612,278.61","122,295,661.23","201,017,100.55","321,610,521.92","61,949,296.08","150,235,181.56","256,031,898.12","404,256,532.63","65,197,091.98","162,771,959.59","257,052,674.52","436,457,937.38","67,559,968.89","171,161,330.16","256,314,082.24","412,692,551.22","78,770,442.39","195,745,999.51","310,891,821.93","516,531,880.31","78,779,087.20","186,798,163.69","289,429,338.90","468,913,854.01","58,861,733.10","180,061,144.17","331,001,718.47","505,637,810.57","95,147,757.96"
资产减值损失,"582,952.50","556,831.91","147,866.20","175,617.21","868,719.95","591,832.49","1,591,958.71","1,086,655.15","-392,930.84","1,428,179.27","862,459.75","-260,809.80","429,606.34","2,445,870.32","1,558,405.37","912,208.95","1,468,440.46","1,193,634.81","11,598,395.64","-3,294,616.65","-1,724,030.13","1,446,612.30","2,023,908.54","770,239.53","2,455,802.48","5,050,520.35","22,508,546.61","1,340,810.29","20,458,954.02","21,922,347.75","13,422,369.58","2,202,998.90","4,263,152.99","5,016,000.23","9,608,446.19","1,110,352.71","10,895,886.64","2,045,164.20","9,867,335.75","-1,714,221.83"
减:所得税,"14,157,258.68","26,638,845.78","49,104,835.58","12,331,120.13","28,235,900.49","44,732,298.89","70,848,422.95","14,266,963.74","37,103,990.15","64,738,064.02","102,282,238.38","13,262,383.25","34,327,129.29","56,265,454.51","81,964,547.18","16,666,591.55","41,146,060.99","76,330,866.30","113,433,881.99","19,568,803.31","45,703,881.93","77,013,028.41","121,368,903.43","21,465,456.00","51,968,619.46","76,551,760.22","118,739,277.39","23,292,033.78","53,375,890.63","82,475,886.87","132,958,489.58","21,261,660.00","49,119,709.36","74,031,160.34","112,925,765.22","15,594,050.06","44,753,170.57","81,120,565.68","115,073,371.07","22,405,139.11"
加:公允价值变动净收益,,,,,,,"-3,047,914.00","3,047,914.00","3,047,914.00","3,047,914.00","3,047,914.00",,,,,,,,,,,,,,,,"-699,948.95","-3,524,124.63","-388,924.03","-7,344,055.15","-14,744,651.75","-108,021.84","-436,171.75","4,769,643.74","10,531,879.13","2,969,868.01","-7,848,380.68","2,863,532.35","-7,172,111.57","28,281,312.18"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,"28,164.37","10,081,275.58","-6,931,473.55","-6,487,303.48","-4,724,787.09","-4,263,065.07",,,,"2,357,260.03","8,485,960.00","21,853,390.68","35,208,496.11","53,637,639.69","12,585,209.33","32,154,322.17","41,964,577.34","71,083,884.89","19,159,149.04","35,123,222.24","50,277,554.80","68,662,317.42","24,190,572.12","48,465,985.90","70,782,984.93","92,488,164.74","24,819,298.04","56,343,452.70","83,596,381.02","104,001,508.17","12,260,594.27","27,649,710.16","39,635,671.98","48,184,300.77","13,548,358.26"
四、净利润,"118,921,373.10","98,057,927.59","180,123,315.24","37,863,774.78","86,468,633.27","139,604,499.59","223,970,247.51","45,781,562.57","116,397,652.24","197,351,298.43","306,549,857.26","35,349,895.36","87,968,531.94","144,751,646.04","239,645,974.74","45,282,704.53","109,089,120.57","179,701,031.82","290,822,650.64","45,628,288.67","117,068,077.66","180,039,646.11","315,089,033.95","46,094,512.89","119,192,710.70","179,762,322.02","293,953,273.83","55,478,408.61","142,370,108.88","228,415,935.06","383,573,390.73","57,517,427.20","137,678,454.33","215,398,178.56","355,988,088.79","43,267,683.04","135,307,973.60","249,881,152.79","390,564,439.50","72,742,618.85"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"114,456,177.56","91,175,509.83","161,134,856.75","33,302,237.24","76,815,134.99","126,206,567.78","204,799,356.31","43,310,957.98","111,101,632.35","188,863,972.62","296,500,105.38","34,027,815.56","82,931,071.36","137,514,944.64","229,898,836.55","43,805,282.05","105,308,095.90","173,205,736.49","280,478,470.54","43,951,533.46","111,679,909.80","174,172,597.27","303,820,398.77","46,260,707.47","117,156,676.73","177,794,595.29","294,489,086.81","58,261,748.75","147,329,627.76","235,909,310.59","394,020,199.74","59,934,533.87","140,732,751.48","219,460,991.83","360,286,457.62","44,829,430.02","134,644,271.08","250,938,549.60","390,341,949.82","73,281,162.59"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"4,465,195.54","6,882,417.76","18,988,458.49","4,561,537.54","9,653,498.28","13,397,931.81","19,170,891.20","2,470,604.59","5,296,019.89","8,487,325.81","10,049,751.88","1,322,079.80","5,037,460.58","7,236,701.40","9,747,138.19","1,477,422.48","3,781,024.67","6,495,295.33","10,344,180.10","1,676,755.21","5,388,167.86","5,867,048.84","11,268,635.18","-166,194.58","2,036,033.97","1,967,726.73","-535,812.98","-2,783,340.14","-4,959,518.88","-7,493,375.53","-10,446,809.01","-2,417,106.67","-3,054,297.15","-4,062,813.27","-4,298,368.83","-1,561,746.98","663,702.52","-1,057,396.81","222,489.68","-538,543.74"
