科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"126,648,235.46","150,497,244.00","170,147,599.16","129,608,682.88","202,050,714.84","275,675,800.63","91,278,793.29","164,712,369.08","240,439,843.03","300,652,235.54","84,052,777.51","165,610,413.90","242,800,598.65","315,782,195.21","81,705,581.26","151,608,549.67","236,733,034.92","330,335,475.95","89,981,139.34","167,744,088.72","259,185,708.89","392,945,530.33","108,432,317.68","210,908,310.94","326,269,778.84","459,073,071.06","109,437,445.66","260,946,007.78","398,376,780.90","578,952,107.61","136,170,611.77","293,066,137.90","421,755,656.95"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"154,825,375.13",,,,"12,000,000.00","30,000,000.00",,,,,,
收到的税费返还,"496,537.94","761,327.01","2,465,780.19","2,679,073.06","6,827,580.75","7,494,347.17","1,679,206.12","4,362,332.53","4,968,027.16","7,074,714.28","728,392.86","2,853,424.32","4,733,107.87","5,987,008.03","771,452.76","2,880,582.11","4,251,427.06","5,840,688.16","1,986,843.23","3,867,372.62","5,047,825.22","9,004,829.48","6,312,120.72","11,148,750.07","13,944,696.47","19,967,702.31","3,303,566.33","3,842,390.40","5,553,997.30","17,768,177.15","549,265.27","6,572,904.56","13,524,913.03"
支付其他与投资活动有关的现金,,,"4,055,238.00","675,962.10",,,,,,"19,726,000.00",,,,"1,000,000.00",,,,,,,"17,500,000.00",,"14,423.16",,,,"2,300,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"5,000,000.00","5,000,000.00"
收到其他与经营活动有关的现金,"22,720,718.76","9,316,822.75","3,746,748.72","1,846,264.91","15,586,830.85","3,739,983.58","3,922,081.62","5,085,570.02","20,913,953.73","15,645,479.56","574,384.03","1,547,886.81","3,854,471.28","5,492,341.04","2,347,604.65","4,958,088.07","7,639,368.02","6,181,467.93","1,451,347.12","3,932,562.96","4,909,970.87","10,376,318.62","1,595,985.59","7,270,650.31","10,436,133.05","5,380,003.51","12,123,440.30","4,392,623.47","43,263,282.25","9,790,283.27","2,720,773.34","11,105,831.95","18,326,057.67"
投资活动现金流出小计,"21,615,027.44","16,625,259.92","13,822,857.94","19,826,550.21","23,471,396.90","27,113,159.78","30,512,787.56","68,656,720.87","176,181,412.13","188,759,944.09","8,751,100.58","22,897,510.63","74,424,974.49","109,557,663.77","60,250,230.27","80,738,584.82","99,855,190.23","152,623,441.28","47,027,180.91","110,576,217.11","208,051,468.93","298,493,795.15","58,022,178.50","129,135,217.09","199,279,154.39","292,591,020.46","54,119,612.82","86,560,162.11","113,218,860.00","184,999,331.76","53,409,478.85","98,516,563.75","193,256,101.07"
经营活动现金流入小计,"149,865,492.16","160,575,393.76","176,360,128.07","134,134,020.85","224,465,126.44","286,910,131.38","96,880,081.03","174,160,271.63","266,321,823.92","323,372,429.38","85,355,554.40","170,011,725.03","251,388,177.80","327,261,544.28","84,824,638.67","159,447,219.85","248,623,830.00","342,357,632.04","93,419,329.69","175,544,024.30","269,143,504.98","412,326,678.43","116,340,423.99","229,327,711.32","350,650,608.36","484,420,776.88","124,864,452.29","269,181,021.65","447,194,060.45","606,510,568.03","139,440,650.38","310,744,874.41","453,606,627.65"
投资活动产生的现金流量净额,"-21,614,677.44","-16,624,259.92","-10,937,486.68","-19,823,550.21","-23,468,396.90","-27,110,159.78","-30,507,987.56","-68,663,920.87","-110,087,724.45","-101,259,851.02","-3,070,100.58","-7,506,080.63","-42,145,991.06","-40,046,188.04","-31,066,469.08","-18,837,506.22","-24,719,413.92","-65,944,142.85","12,430,806.15","-20,958,378.85","-94,057,707.43","-176,673,321.37","-38,517,954.39","-63,929,873.84","-42,965,201.03","-135,206,552.94","-33,970,879.22","-37,062,321.10","-46,679,750.04","-70,581,287.25","-3,078,954.04","-9,685,853.93","-51,390,784.66"
购买商品、接受劳务支付的现金,"60,146,840.87","102,523,811.44","94,958,503.68","84,187,578.34","136,652,107.83","193,630,519.10","75,973,223.69","138,266,835.08","187,024,870.90","233,673,341.03","50,588,608.29","104,522,497.72","159,713,889.29","216,455,939.94",,"105,429,660.27","171,147,929.88","246,139,069.60","78,606,708.44","126,019,631.76","187,712,435.51","291,636,535.13","77,785,831.92","154,962,268.76","262,400,335.02","351,603,435.62","97,512,927.21","178,649,815.02","271,403,140.49","383,616,605.49","101,925,664.11","165,305,438.84","259,661,069.86"
吸收投资收到的现金,,,"2,000,000.00",,,"360,482,000.00",,,,,,,,,,,,,,,"135,799,999.80","135,799,999.80",,,,"9,600,000.00",,,,,,,
