科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"383,762,365.79","401,410,124.73","325,594,349.25","180,944,549.32","276,477,173.56","397,028,440.56","104,875,359.20","217,634,503.16","331,889,999.20","459,504,833.65","109,630,921.32","215,775,063.29","326,026,810.22","453,803,109.38","111,606,876.62","239,339,606.78","370,104,209.21","506,347,981.66","111,043,068.88","252,658,078.70","398,707,893.84","541,628,106.93","112,988,724.90","228,762,754.59","362,119,046.31","483,762,770.35","119,035,812.40","253,058,019.13","379,789,515.48","538,793,260.45","147,149,547.54","307,546,557.36","463,945,181.16","635,085,675.75","225,854,665.25","483,052,636.09","777,638,645.29","1,048,780,336.92","279,595,352.07"
二、营业利润,"36,355,399.26","36,960,503.62","66,395,794.82","37,259,238.42","62,585,836.67","88,628,931.41","28,788,656.46","62,824,180.90","90,935,349.50","116,850,553.59","29,913,938.20","57,662,792.42","87,126,737.60","119,693,969.92","21,904,733.35","43,897,215.11","62,043,827.70","84,057,370.49","10,431,850.70","26,820,031.45","45,027,901.42","66,591,774.20","5,450,914.78","26,278,297.02","43,958,591.34","74,394,739.08","22,819,045.05","54,241,036.38","81,646,881.49","112,691,235.33","18,073,283.14","40,675,818.26","63,318,167.62","42,293,459.01","10,058,042.53","15,291,952.51","13,345,659.00","-5,996,159.00","2,419,965.96"
减:营业成本,"315,740,619.11","319,438,840.53","221,054,532.46","120,199,656.61","183,479,028.91","261,923,864.20","70,454,189.59","142,381,622.78","219,093,919.26","309,068,480.97","72,415,486.12","141,984,429.08","213,398,115.63","295,002,028.20","72,761,482.79","161,395,861.82","252,956,216.06","348,856,523.81","82,931,188.22","187,195,279.49","293,623,817.94","401,430,726.02","82,471,620.03","162,444,769.72","248,219,433.07","324,105,010.51","73,536,986.62","153,098,654.88","229,584,866.18","327,933,317.24","97,885,272.63","201,026,020.25","303,086,583.09","434,891,822.93","178,029,538.30","387,856,689.37","641,368,046.72","864,018,488.47","217,811,737.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"237,889.06","1,893,422.15","1,986,044.80","1,008,901.15","1,398,452.34","1,870,859.40","415,594.23","961,321.41","1,757,861.60","2,413,539.71","460,273.65","837,662.53","1,512,887.85","1,911,240.03","596,018.38","827,542.88","2,297,442.18","2,732,662.61","706,595.46","1,488,503.13","2,181,772.54","2,855,901.11","797,080.23","1,505,490.97","2,453,641.86","3,263,299.74","597,165.95","1,462,218.72","2,217,361.38","5,867,984.88","2,608,313.64","5,276,712.68","6,067,504.40","8,824,794.63","1,958,478.27","4,110,038.71","8,721,572.64","11,369,052.53","3,303,209.09"
营业外收入,"380,000.00","2,559,200.00","2,276,858.50","154,603.01","446,103.01","760,934.47","47,838.90","260,082.05","4,966,067.12","5,662,479.59","107,422.04","107,422.04","1,097,130.71","1,318,600.99","197,500.00","199,500.00","665,492.59","2,268,941.38","201,816.00","1,226,079.20","1,519,897.49","3,853,124.48","737,514.33","1,212,207.02","1,844,027.63","3,314,214.64","647,770.56","1,326,763.99","2,430,554.55","3,280,472.98","759,992.91","367,242.91","1,021,460.24","1,329,299.08","441,691.20","676,435.13","1,016,720.96","3,449,178.39","395,000.00"
销售费用,"17,150,553.71","18,738,052.37","12,055,032.14","6,878,198.40","9,189,188.74","14,218,536.16","3,682,831.03","7,370,354.99","11,681,915.64","15,814,531.11","4,155,283.40","8,081,880.52","12,039,827.02","16,721,564.74","4,161,121.51","8,124,284.32","13,597,269.67","18,186,886.12","4,110,519.40","8,194,219.22","13,226,517.51","19,767,932.83","3,987,816.16","7,818,970.07","13,363,883.43","15,818,670.40","3,740,019.18","7,448,963.06","11,505,756.25","15,923,632.58","4,536,067.88","9,526,502.06","14,609,278.17","21,474,340.04","6,133,121.27","13,050,649.42","21,104,760.69","31,039,559.20","7,174,199.55"
减:营业外支出,"663,370.00","562,939.24","2,925,136.74","304,290.05","239,424.86","590,898.86","105,236.77","270,139.17","444,789.49","622,371.96","109,630.95","218,067.41","358,319.19","383,852.13","110,887.64","237,912.43","373,392.04","448,064.95","139,594.10","279,338.95","502,403.69","574,861.65","121,343.89","235,057.23","361,797.22","496,424.04","495,161.77","1,038,102.55","1,127,723.32","2,428,143.75",349.24,"260,895.18","307,591.89","357,591.89","200,000.00","462,628.58","512,628.89","562,628.89",
管理费用,"13,149,389.10","16,425,206.45","19,448,153.09","12,268,275.71","18,267,017.74","28,725,691.51","7,101,379.88","14,355,048.17","22,329,667.40","32,511,571.57","8,021,687.20","16,047,015.61","24,790,624.99","36,963,502.39","12,164,692.21","27,167,061.32","42,605,799.82","61,601,815.47","16,435,886.99","34,968,076.98","52,123,583.18","71,249,091.92","18,280,232.08","38,892,353.52","59,569,992.85","79,626,973.28","21,113,291.95","41,641,560.88","61,811,505.43","85,867,385.27","25,959,354.87","55,141,059.92","83,403,896.33","114,773,959.88","26,869,712.08","58,206,140.27","67,177,048.16","93,660,910.45","24,374,993.98"
其中:非流动资产处置净损失,"403,490.75","229,183.49","2,561,025.05","78,569.41","78,569.41","78,569.41",,"42,274.09","-10,517.20","-233,816.47",,"-107,422.04","-107,422.04",,,153.85,"-13,442.61",617.32,,"-34,085.21",,"7,247.05","5,839.42","5,839.42","5,839.42","9,236.27","166,402.74","367,316.77","367,316.77","1,778,596.96",,,,,,,,,
