科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"176,747,240.88","310,631,011.81","475,055,320.79","602,755,091.47","134,104,103.12","321,531,682.66","486,796,451.86","686,034,067.60","171,850,549.87","376,096,390.07","591,386,919.13","878,253,784.89","159,866,201.25","310,560,423.63","466,631,003.30","638,820,662.25","122,399,803.90","247,023,340.42","310,142,990.14","556,437,450.73","52,853,308.57","146,459,546.73","262,553,492.15","352,189,047.79","52,112,947.95","104,383,061.84","123,785,178.47","463,088,816.67","20,839,859.78","475,076,229.71","499,434,046.79","526,467,361.21","22,283,963.79","502,672,109.37","2,143,035,938.41","2,226,255,824.15","510,414,824.07","1,700,466,410.69","1,838,972,103.85","1,973,891,594.66","44,162,125.14","150,997,594.53","1,017,315,947.27","1,108,032,879.95","20,104,108.03"
取得子公司及其他营业单位支付的现金净额,,,,"78,929,329.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,149.84,"1,754,624.62","2,972,175.96","7,835,916.84","675,973.19","1,343,611.90","2,404,182.36","3,506,450.60","1,646,307.96","2,435,029.64","3,081,019.98","3,341,430.91","395,055.38","1,305,788.35","1,793,755.18","1,972,121.89","836,410.11","1,364,196.63","1,730,898.87","2,981,705.38","1,748,011.85","1,322,684.25","5,322,350.44","8,497,975.78","629,667.36","4,038,275.11","4,826,531.61","1,499,266.57","936,964.47","1,079,012.56","1,163,197.90","1,381,256.06","371,688.60","376,181.17","1,195,326.97","1,553,733.57","60,381.21","353,879.27","1,363,353.22","1,510,967.79","995,922.31","1,665,140.38","2,279,866.72","3,053,608.65","544,048.92"
支付其他与投资活动有关的现金,"142,332.00","92,000,000.00","92,000,000.00",,,,,,,,,,,,,"82,272,680.91",,,,,,,,"121,415,256.36",,"28,109,034.73","28,109,034.73",,,,,"340,000,000.00","799,000,000.00","799,000,000.00","799,000,000.00","340,000,000.00",,,,,,,,,
收到其他与经营活动有关的现金,"3,632,616.05","482,286,861.60","435,417,219.49","590,243,685.22","82,249,644.31","44,184,034.21","80,952,814.66","146,646,456.15","23,816,490.01","100,141,024.48","154,340,597.46","199,890,353.51","24,253,055.00","90,390,509.16","127,402,824.44","111,907,178.13","72,873,415.89","146,849,290.31","149,215,271.71","424,135,117.58","15,034,287.72","141,290,812.28","236,002,296.17","242,289,873.88","37,557,513.90","260,968,127.28","334,419,697.22","299,660,110.69","17,984,080.43","29,692,826.74","67,202,719.91","43,256,706.87","21,108,907.70","45,988,595.68","47,006,893.11","60,082,091.53","31,840,305.95","60,241,495.45","72,525,453.08","92,868,384.80","9,950,769.60","44,231,566.57","37,985,873.56","96,539,836.70","2,713,727.48"
投资活动现金流出小计,"10,294,477.70","234,147,160.72","241,234,881.34","305,180,413.56","52,883,079.70","194,516,370.43","208,317,322.69","208,210,498.79","2,007,076.11","9,985,000.64","15,024,154.27","123,985,896.84","5,668,404.99","44,162,840.69","52,172,742.50","172,379,087.81","7,302,912.39","10,408,284.55","20,299,774.86","105,673,630.67","394,218.22","629,176.38","900,939.66","122,560,772.55","205,820.43","32,609,034.73","33,144,979.25","40,215,444.59","133,840.00","24,384,407.50","25,411,850.50","366,699,256.05","799,318,665.80","799,358,885.80","804,365,885.80","340,966,380.80","246,107.00","294,457.00","1,395,207.00","7,135,624.74","67,458.95","890,857.95","895,357.95","1,834,922.73","94,050.00"
经营活动现金流入小计,"180,380,006.77","794,672,498.03","913,444,716.24","1,200,834,693.53","217,029,720.62","367,059,328.77","570,153,448.88","836,186,974.35","197,313,347.84","478,672,444.19","748,808,536.57","1,081,485,569.31","184,514,311.63","402,256,721.14","595,827,582.92","752,699,962.27","196,109,629.90","395,236,827.36","461,089,160.72","983,554,273.69","69,635,608.14","289,073,043.26","503,878,138.76","602,976,897.45","90,300,129.21","369,389,464.23","463,031,407.30","764,248,193.93","39,760,904.68","505,848,069.01","567,799,964.60","571,105,324.14","43,764,560.09","549,036,886.22","2,191,238,158.49","2,287,891,649.25","542,315,511.23","1,761,061,785.41","1,912,860,910.15","2,068,270,947.25","55,108,817.05","196,894,301.48","1,057,581,687.55","1,207,626,325.30","23,361,884.43"
投资活动产生的现金流量净额,"-8,565,477.70","-150,791,480.72","-156,044,201.34","-182,427,971.83","312,859,055.72","171,409,764.99","157,896,812.73","158,099,086.63","-1,681,676.11","-9,220,711.09","-14,259,609.72","-123,160,236.91","117,076,395.01","81,934,267.00","73,989,965.19","-46,216,330.12","-7,299,812.39","-10,405,184.55","-20,296,674.86","88,806,572.21","-394,218.22","74,894,523.62","75,357,530.62","-46,302,302.27","14,383,326.54","135,119,097.78","135,556,503.38","450,209,450.56","-133,840.00","-24,353,945.19","-24,405,961.11","-165,657,900.65","-459,308,395.80","-431,326,385.80","73,885,898.05","183,220,119.20","339,761,893.00","349,505,543.00","348,407,183.00","-2,489,253.07","-78,378.45","-885,857.95","-890,357.95","29,689,829.56","26,305,950.00"
购买商品、接受劳务支付的现金,"192,116,848.16","227,152,976.49","326,364,069.25","408,159,206.90","114,574,373.26","260,606,932.96","317,518,416.74","401,514,120.22","72,118,677.54","145,526,266.04","257,012,391.77","400,900,991.91","61,704,779.94","140,736,068.63","221,639,627.44","309,185,022.56","69,381,911.61","141,660,755.24","182,745,920.92","335,348,088.18","38,461,404.61","130,018,549.52","288,669,422.14","187,480,001.44","31,831,348.61","66,632,085.46","85,657,509.87","799,739,128.66","13,910,348.07","579,871,636.91","942,444,457.36","1,222,994,700.62","14,240,130.58","500,141,898.17","2,279,347,217.97","2,525,989,159.44","867,837,511.99","2,069,709,105.80","2,175,409,643.55","1,986,013,494.14","31,886,456.97","129,660,192.48","983,366,983.61","1,069,535,774.21","4,904,648.57"
吸收投资收到的现金,,"15,642,975.00","15,642,975.00","15,642,975.00",,,,,,,,,,,"50,000,000.00","50,000,000.00",,,,"1,500,000.00",,,,,,,,,,"1,366,000,000.00","1,366,000,000.00","1,366,000,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"42,585,390.24","66,181,656.81","94,755,693.43","135,611,335.28","43,815,925.91","74,880,262.54","105,895,236.72","143,202,167.01","32,837,707.87","63,000,806.77","93,890,168.50","154,373,246.19","40,586,685.41","82,397,838.47","125,855,272.55","166,847,084.07","37,102,977.54","78,562,783.76","115,367,050.59","157,900,826.50","35,602,979.14","57,379,167.37","85,922,714.54","97,741,271.76","23,268,226.51","68,649,297.08","81,335,822.93","93,971,037.20","14,385,553.86","27,369,192.06","45,033,683.64","57,122,777.63","14,827,637.38","23,332,860.90","34,242,087.30","50,160,965.81","11,353,441.55","53,435,673.42","69,786,659.91","89,153,223.86","8,013,232.81","14,832,512.01","18,342,183.20","28,115,165.97","6,036,922.71"
取得借款收到的现金,"190,040,000.00","502,100,000.00","789,100,000.00","1,084,350,000.00","90,210,000.00","278,000,000.00","588,000,000.00","1,177,750,000.00","50,000,000.00","328,000,000.00","638,170,000.00","1,053,876,750.00","70,819,204.00","292,794,297.10","711,844,297.10","1,167,844,297.10","5,000,000.00","474,000,000.00","700,650,000.00","864,330,000.00","12,500,000.00","242,500,000.00","287,190,000.00","639,000,000.00",,"160,000,000.00","211,000,000.00","471,000,000.00",,"82,300,000.00","272,300,000.00","272,300,000.00","180,000,000.00","196,000,000.00","256,000,000.00","392,300,000.00","180,000,000.00","216,000,000.00","256,000,000.00","444,430,980.00","40,000,000.00","56,000,000.00","96,000,000.00","206,000,000.00","40,000,000.00"
支付的各项税费,"18,977,826.61","46,149,181.36","57,039,339.04","68,815,462.17","11,983,918.24","23,165,792.33","54,821,445.94","78,507,245.15","16,892,230.51","48,039,834.83","72,345,895.41","95,196,862.19","25,023,875.07","64,947,594.24","88,615,792.62","94,518,037.10","8,863,693.57","18,878,610.78","30,331,533.49","36,881,992.76","2,622,945.51","10,659,178.74","14,317,885.38","13,767,678.99","2,224,367.67","4,296,749.22","4,455,069.16","7,499,528.43","2,347,785.25","2,634,632.23","4,369,226.82","5,210,930.14","967,962.65","2,284,418.52","2,976,924.33","3,618,886.26","1,550,866.49","2,534,922.13","3,116,708.51","3,593,706.89","1,607,714.59","2,184,968.04","3,427,792.98","6,185,188.74","2,467,354.06"
收到其他与筹资活动有关的现金,,,,,,,,,,"5,000,000.00","10,300,000.00",,,"40,000,000.00","40,000,000.00",,,"140,000,000.00","140,000,000.00","140,000,000.00","58,170,000.00","159,830,000.00","185,660,000.00","159,830,000.00","24,170,000.00","104,170,000.00","208,790,000.00","104,620,000.00",,,,,"30,000,000.00","30,000,000.00","60,000,000.00",,"30,000,000.00","30,000,000.00","50,000,000.00","10,000,000.00",,"20,000,000.00","40,000,000.00",,
支付其他与经营活动有关的现金,"40,561,555.17","20,938,876.34","37,795,617.10","145,446,185.55","291,865,121.80","253,882,176.00","293,430,406.55","421,632,099.60","71,145,645.38","155,119,553.97","230,217,978.97","147,878,695.06","188,683,382.22","218,106,607.49","275,202,586.07","307,119,377.15","14,754,657.84","47,089,425.00","60,166,514.31","204,562,865.19","49,438,942.26","156,718,832.81","190,351,291.23","289,673,167.15","16,785,461.76","86,649,674.96","93,243,143.99","98,537,916.80","15,605,344.36","38,508,048.55","54,012,505.99","82,358,923.41","5,899,871.79","27,520,241.92","69,921,506.28","47,780,866.21","7,932,544.92","67,364,091.40","68,599,058.19","125,642,846.18","5,557,864.80","37,754,619.31","15,121,399.45","98,914,256.03","55,291,002.53"
筹资活动现金流入小计,"190,040,000.00","517,742,975.00","804,742,975.00","1,099,992,975.00","90,210,000.00","278,000,000.00","588,000,000.00","1,177,750,000.00","50,000,000.00","333,000,000.00","648,470,000.00","1,053,876,750.00","70,819,204.00","332,794,297.10","801,844,297.10","1,217,844,297.10","5,000,000.00","614,000,000.00","840,650,000.00","1,005,830,000.00","70,670,000.00","402,330,000.00","472,850,000.00","798,830,000.00","24,170,000.00","264,170,000.00","419,790,000.00","575,620,000.00",,"1,448,300,000.00","1,638,300,000.00","1,638,300,000.00","210,000,000.00","226,000,000.00","316,000,000.00","392,300,000.00","210,000,000.00","246,000,000.00","306,000,000.00","454,430,980.00","40,000,000.00","76,000,000.00","136,000,000.00","206,000,000.00","40,000,000.00"
经营活动现金流出小计,"294,241,620.18","360,422,691.00","515,954,718.82","758,032,189.90","462,239,339.21","612,535,163.83","771,665,505.95","1,044,855,631.98","192,994,261.30","411,686,461.61","653,466,434.65","798,349,795.35","315,998,722.64","506,188,108.83","711,313,278.68","877,669,520.88","130,103,240.56","286,191,574.78","388,611,019.31","734,693,772.63","126,126,271.52","354,775,728.44","579,261,313.29","588,662,119.34","74,109,404.55","226,227,806.72","264,691,545.95","999,747,611.09","46,249,031.54","648,383,509.75","1,045,859,873.81","1,367,687,331.80","35,935,602.40","553,279,419.51","2,386,487,735.88","2,627,549,877.72","888,674,364.95","2,193,043,792.75","2,316,912,070.16","2,204,403,271.07","47,065,269.17","184,432,291.84","1,020,258,359.24","1,202,750,384.95","68,699,927.87"
偿还债务支付的现金,"135,065,000.00","689,100,000.00","1,021,700,000.00","1,327,500,000.00","90,450,000.00","293,400,000.00","624,400,000.00","1,157,282,553.00","54,067,447.00","376,320,611.00","716,090,611.00","1,127,660,671.00","101,767,130.00","330,996,046.00","600,863,960.40","954,314,081.31","48,851,352.20","534,122,571.57","711,264,994.41","1,117,517,142.65","3,242,143.09","258,847,657.32","311,539,533.61","723,818,803.95","434,551.86","160,879,270.17","214,000,000.00","644,000,000.00",,,"251,000,000.00","251,000,000.00","180,028,518.54","202,300,000.00","262,300,000.00","376,000,000.00","180,000,000.00","196,000,000.00","256,000,000.00","476,000,000.00","40,000,000.00","56,000,000.00","96,000,000.00","206,000,000.00","40,000,000.00"
经营活动产生的现金流量净额,"-113,861,613.41","434,249,807.03","397,489,997.42","442,802,503.63","-245,209,618.59","-245,475,835.06","-201,512,057.07","-208,668,657.63","4,319,086.54","66,985,982.58","95,342,101.92","283,135,773.96","-131,484,411.01","-103,931,387.69","-115,485,695.76","-124,969,558.61","66,006,389.34","109,045,252.58","72,478,141.41","248,860,501.06","-56,490,663.38","-65,702,685.18","-75,383,174.53","14,314,778.11","16,190,724.66","143,161,657.51","198,339,861.35","-235,499,417.16","-6,488,126.86","-142,535,440.74","-478,059,909.21","-796,582,007.66","7,828,957.69","-4,242,533.29","-195,249,577.39","-339,658,228.47","-346,358,853.72","-431,982,007.34","-404,051,160.01","-136,132,323.82","8,043,547.88","12,462,009.64","37,323,328.31","4,875,940.35","-45,338,043.44"
分配股利、利润或偿还利息支付的现金,"14,034,930.63","41,262,644.71","45,210,558.48","82,963,389.80","17,628,066.21","35,381,662.35","50,416,703.96","91,890,964.39","14,746,362.81","31,530,147.03","51,640,721.02","71,011,237.32","11,980,906.66","24,291,498.25","37,070,298.43","79,596,119.87","13,279,135.84","31,824,750.83","39,337,126.25","78,478,561.01","15,296,037.64","31,947,071.27","39,629,089.83","67,740,908.51","9,975,908.75","23,960,107.69","38,312,621.20","42,838,028.82","6,935,372.64","17,215,051.05","24,921,563.55","31,216,759.73","7,423,640.77","14,273,308.07","22,624,552.07","30,422,673.87","6,129,903.67","12,704,686.47","18,185,330.47","29,455,131.72","6,287,543.28","10,154,594.80","15,731,923.11","18,984,451.07","7,430,759.69"
收回投资收到的现金,,"80,641,230.00","80,641,230.00","90,829,655.00","363,938,145.69","363,938,145.69","363,938,145.69","363,938,145.69",,,,,"122,719,800.00","122,719,800.00","122,719,800.00","122,719,800.00",,,,,,,,,,,,"74,060,931.39",,,,"200,000,000.00",,,,"78,000,000.00",,,,,,,,"31,457,752.29",
支付其他与筹资活动有关的现金,,,,,"11,804,325.00",,,,,,,"40,000,000.00",,"40,000,000.00","40,083,700.00","100,000,000.00",,,"127,830,000.00","159,830,000.00",,"130,450,000.00","130,450,000.00","154,620,000.00","48,340,000.00","128,340,000.00","128,340,000.00",,,,,"30,000,000.00","30,000,000.00","30,000,000.00","60,000,000.00","32,000,000.00","40,000,000.00","60,000,000.00","80,000,000.00","1,000,000.00",,"20,000,000.00","60,000,000.00","2,000,000.00",
取得投资收益收到的现金,"1,729,000.00","2,710,000.00","4,360,000.00","9,643,645.21","1,802,739.73","1,802,739.73","1,802,739.73","1,802,739.73",,,,,,"3,300,000.00","3,300,000.00","3,300,000.00",,,,"1,950,854.08",,,"731,570.28","731,570.28","14,587,070.05","14,587,070.05","15,562,497.09","13,666,155.71",,,"975,427.08","975,427.08",,,"1,219,283.85",,,,,,,,,,
筹资活动现金流出小计,"149,099,930.63","730,362,644.71","1,066,910,558.48","1,410,463,389.80","119,882,391.21","328,781,662.35","674,816,703.96","1,249,173,517.39","68,813,809.81","407,850,758.03","767,731,332.02","1,238,671,908.32","113,748,036.66","395,287,544.25","678,017,958.83","1,133,910,201.18","62,130,488.04","565,947,322.40","878,432,120.66","1,355,825,703.66","18,538,180.73","421,244,728.59","481,618,623.44","946,179,712.46","58,750,460.61","313,179,377.86","380,652,621.20","686,838,028.82","6,935,372.64","17,215,051.05","275,921,563.55","312,216,759.73","217,452,159.31","246,573,308.07","344,924,552.07","438,422,673.87","226,129,903.67","268,704,686.47","354,185,330.47","506,455,131.72","46,287,543.28","86,154,594.80","171,731,923.11","226,984,451.07","47,430,759.69"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"4,450.00","189,450.00","232,950.00","1,250.00","185,250.00","473,250.00","568,700.00","325,400.00","764,289.55","764,544.55","825,659.93","25,000.00","77,307.69","142,907.69","142,957.69","3,100.00","3,100.00","3,100.00","31,100.00",,,"3,200.00","3,200.00","2,076.92","2,076.92",,"85,206,231.51",,"30,462.31","30,462.31","65,928.32","10,270.00","32,500.00","50,032,500.00","97,040,500.00","8,000.00",,"2,390.00","25,520.00","-10,919.50","5,000.00","5,000.00","67,000.00",
