科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"6,754,924.79","12,234,577.54","9,038,052.83","12,701,822.92","19,293,620.78","4,473,058.73","9,305,106.21","14,758,409.81","23,565,581.27","5,575,074.64","11,197,578.82","17,422,761.57","27,114,007.89","6,280,786.40","13,125,930.24","20,803,341.49","34,207,063.09","7,997,081.02","17,213,466.71","28,494,597.07","44,874,517.34","11,524,163.20","23,328,713.09","53,680,950.22","86,131,090.08","26,871,842.83","55,911,906.93","90,453,057.49","127,328,395.39","41,068,267.87","68,680,789.44","101,744,020.50","129,353,533.16","30,291,548.21","58,298,086.39","88,282,657.30","116,532,329.53","27,669,337.64"
取得借款收到的现金,"58,000,000.00","11,600,000.00","26,600,000.00","32,600,000.00","59,062,253.70","34,800,000.00","79,800,000.00","91,340,000.00","106,640,000.00","50,000,000.00","93,000,000.00","93,000,000.00","108,000,000.00","30,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00",,"5,000,000.00","15,000,000.00","35,000,000.00","60,000,000.00","60,000,000.00","153,000,000.00","238,000,000.00","105,000,000.00","150,000,000.00","369,900,000.00","379,900,000.00","50,000,000.00","80,000,000.00","95,890,000.00","158,300,000.00","9,000,000.00","80,000,000.00","147,000,000.00","238,200,000.00",
支付的各项税费,"8,546,432.99","23,857,667.72","5,559,903.15","11,360,825.02","18,216,309.17","5,299,922.35","12,734,034.38","20,593,498.47","24,681,591.19","8,680,267.64","15,421,379.68","21,636,834.31","36,737,976.38","16,908,138.16","25,220,565.17","35,506,429.49","44,545,039.44","16,751,914.02","33,018,813.66","43,678,626.86","54,118,017.01","11,227,442.18","24,258,913.71","54,094,006.30","79,395,500.38","51,405,763.28","64,212,779.81","101,342,120.16","129,568,242.25","26,304,613.59","60,657,155.06","69,107,554.23","90,182,384.67","42,690,108.28","51,431,683.26","61,588,217.02","85,183,124.68","29,103,892.98"
收到其他与筹资活动有关的现金,"9,785,110.12","4,882,486.77","23,487,888.06","23,487,888.06","21,934,228.86","1,359,618.41","2,860,081.55","4,377,174.64",,"2,204,047.30","4,975,492.28","5,434,952.56","9,437,420.11","929,470.22","2,315,709.02","2,465,709.02","2,616,831.32","5,463,296.68","9,993,642.38","10,264,481.68","10,414,481.68","819,246.94","4,797,759.16","6,128,959.18","8,091,048.17","2,141,652.44","2,959,202.66","55,310,601.96","25,455,162.65","4,536,342.37","9,374,294.84","11,059,325.47","18,878,867.47","1,248,594.04","4,598,772.76","10,863,468.15","21,520,268.53","2,757,932.96"
支付其他与经营活动有关的现金,"4,257,461.43","3,192,363.52","4,685,722.33","8,899,505.23","8,111,597.69","3,922,567.80","9,341,492.47","15,623,538.54","16,676,727.50","6,472,063.75","8,821,489.41","16,541,914.55","23,309,341.91","5,887,717.31","11,923,043.83","17,880,081.85","35,665,714.94","4,261,656.51","13,424,411.71","21,429,653.05","33,760,299.89","12,496,068.93","24,166,615.48","47,274,082.87","85,444,802.23","18,029,233.80","38,184,818.39","68,007,704.75","92,503,409.60","17,463,868.80","35,779,623.02","65,483,604.76","60,182,787.21","18,652,265.30","35,613,544.97","52,431,711.91","56,145,374.82","23,310,864.88"
筹资活动现金流入小计,"77,785,110.12","16,482,486.77","50,087,888.06","589,467,088.06","614,375,682.56","36,159,618.41","82,660,081.55","95,717,174.64","106,640,000.00","57,104,047.30","102,875,492.28","103,334,952.56","122,337,420.11","30,929,470.22","57,315,709.02","57,465,709.02","57,616,831.32","25,063,296.68","34,593,642.38","44,864,481.68","65,014,481.68","60,819,246.94","438,247,738.08","532,578,938.10","629,541,027.09","107,141,652.44","152,959,202.66","425,210,601.96","405,355,162.65","54,536,342.37","89,374,294.84","106,949,325.47","177,178,867.47","10,248,594.04","93,898,772.76","167,163,468.15","269,020,268.53","2,757,932.96"
经营活动现金流出小计,"117,662,332.36","186,754,931.53","102,400,513.14","200,370,411.43","261,068,011.90","73,393,960.36","158,214,633.25","260,499,213.82","371,902,053.67","96,009,478.56","172,458,107.22","238,074,588.84","393,070,160.72","65,911,730.03","151,038,606.52","227,676,664.33","303,479,719.37","69,191,526.89","203,801,385.87","292,110,733.67","395,632,663.51","91,842,568.83","175,829,503.56","358,617,025.55","623,274,370.05","229,349,164.54","354,413,251.61","533,330,142.86","823,112,196.65","139,267,487.54","280,635,926.97","434,779,342.53","580,419,060.98","175,785,756.57","363,854,849.45","564,947,943.10","759,712,512.50","144,092,304.31"
偿还债务支付的现金,"57,940,000.00","11,660,000.00","11,600,000.00","23,200,000.00","34,800,000.00","28,200,000.00","53,062,253.70","70,602,253.70","97,202,253.70","45,100,000.00","65,100,000.00","76,640,000.00","91,640,000.00","40,000,000.00","55,000,000.00","75,600,000.00","75,600,000.00","10,600,000.00","20,600,000.00","31,200,000.00","31,200,000.00","51,200,000.00","61,200,000.00","192,464,921.25","317,200,000.00","150,000,000.00","238,000,000.00","352,000,000.00","401,000,000.00","127,000,000.00","151,000,000.00","219,000,000.00","247,050,000.00","48,004,000.00","76,037,900.00","114,938,350.00","156,574,450.00","8,224,750.00"
经营活动产生的现金流量净额,"13,304,725.64","23,390,384.32","-9,651,695.32","-18,282,145.66","24,800,787.16","-42,654,778.60","-44,444,336.61","-34,235,331.62","-15,695,222.34","-57,141,563.79","-54,814,994.03","-58,356,223.08","-85,898,824.57","16,672,825.99","99,764,492.83","55,004,620.88","44,653,044.33","25,164,214.79","18,577,611.27","-15,609,490.03","55,695,790.78","-51,799,296.20","-71,702,469.34","17,643,907.24","184,925,713.83","-42,878,672.74","-13,881,828.06","65,793,575.83","140,205,876.84","49,493,711.63","79,349,267.58","52,766,814.09","92,233,699.59","-84,165,772.84","-133,631,892.22","-160,576,246.48","-178,316,685.28","-5,527,776.28"
分配股利、利润或偿还利息支付的现金,"4,059,968.28","3,657,426.00","1,911,833.40","2,973,260.90","4,243,416.75","1,186,644.73","2,536,370.22","12,641,081.61","13,828,728.06","1,082,587.90","12,265,757.32","14,074,200.68","15,899,872.89","1,701,359.71","3,440,057.62","23,935,346.53","25,427,228.36","1,449,164.71","13,312,458.42","14,496,617.56","23,983,226.11","1,142,437.45","2,720,212.41","9,739,737.67","30,590,091.60","6,490,419.43","12,297,821.22","28,920,124.01","37,435,049.06","4,372,910.18","7,783,301.80","26,158,751.10","29,805,955.26","3,118,955.80","6,056,259.70","19,697,618.11","23,509,003.22","4,137,240.44"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,"3,257,380.00","7,670,000.00","3,582,304.35","3,582,304.35","3,582,304.35","3,088,360.72",,,,"4,256,891.88","340,627.57","344,538.28","1,116,461.13","9,028,222.68","1,737,965.40","1,892,227.02","2,703,092.44","6,820,177.39","1,339,794.31","1,351,242.17","7,192,399.69","6,100,595.89","2,469,435.99","2,678,792.61","6,017,312.66","30,807,278.73","1,266,550.92","8,037,064.00","10,952,093.59","14,427,529.29","2,910,986.55","10,012,736.73","16,751,601.38","55,883,872.49","10,686,398.12"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,246.01","56,246.01","56,246.01",,,,"583,522.32",
筹资活动现金流出小计,"61,999,968.28","15,317,426.00","13,511,833.40","29,430,640.90","46,713,416.75","32,968,949.08","59,180,928.27","86,825,639.66","114,119,342.48","46,182,587.90","77,365,757.32","90,714,200.68","111,796,764.77","42,041,987.28","58,784,595.90","100,651,807.66","110,055,451.04","13,787,130.11","35,804,685.44","48,399,710.00","62,003,403.50","53,682,231.76","65,271,454.58","209,397,058.61","353,890,687.49","158,959,855.42","252,976,613.83","386,937,436.67","469,242,327.79","132,639,461.10","166,820,365.80","256,110,844.69","291,283,484.55","54,033,942.35","92,106,896.43","151,387,569.49","235,967,325.71","23,048,388.56"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"12,000.00","12,000.00","12,000.00",,,"20,000.00","20,000.00",,"43,737.16","94,027.99",,,"106,000.00","106,000.00","166,000.00",,,,"98,000.00",,"12,000.00","4,712,000.00","4,833,154.95",,,737.50,737.50,"1,468.00","1,468.00","1,468.00","315,869.74","4,273.50","47,493.59","80,499,438.08","79,952,221.01","40,137,695.56"
筹资活动产生的现金流量净额,"15,785,141.84","1,165,060.77","36,576,054.66","560,036,447.16","567,662,265.81","3,190,669.33","23,479,153.28","8,891,534.98","-7,479,342.48","10,921,459.40","25,509,734.96","12,620,751.88","10,540,655.34","-11,112,517.06","-1,468,886.88","-43,186,098.64","-52,438,619.72","11,276,166.57","-1,211,043.06","-3,535,228.32","3,011,078.18","7,137,015.18","372,976,283.50","323,181,879.49","275,650,339.60","-51,818,202.98","-100,017,411.17","38,273,165.29","-63,887,165.14","-78,103,118.73","-77,446,070.96","-149,161,519.22","-114,104,617.08","-43,785,348.31","1,791,876.33","15,775,898.66","33,052,942.82","-20,290,455.60"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,"1,218,769.21","1,515,733.28","32,013.70","32,045.89","32,045.89","-105,919.82",,"-137,689.19","84,710.45","175,158.67","-131,153.71","-123,267.64","-122,942.71","-122,820.52",112.14,-707.56,-708.15,-774.31,-41.08,-91.85,347.82,582.65,-402.43,165.34,175.46,"1,115.23",-128.76,-103.79,-678.93,-911.95,-558.98
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,"80,275,391.12",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"12,000.00","12,000.00","12,000.00",,,"20,000.00","20,000.00",,"43,737.16","94,027.99",,,"106,000.00","106,000.00","166,000.00",,,,"98,000.00","10,000,000.00","10,012,000.00","14,712,000.00","4,833,154.95",,,737.50,737.50,"1,468.00","57,714.01","57,714.01","80,647,506.87","4,273.50","47,493.59","80,499,438.08","80,535,743.33","40,137,695.56"
五、现金及现金等价物净增加额,"18,971,925.48","11,425,461.16","22,567,414.73","535,118,553.80","584,711,426.06","-62,464,441.32","-63,175,315.50","-128,436,020.79","-189,845,809.28","-49,141,327.69","-40,166,627.74","-62,156,814.43","-107,164,317.17","766,877.42","80,037,322.51","-15,982,415.26","-56,471,082.89","19,313,524.41","-12,682,653.11","-62,312,921.24","-23,383,797.80","-73,097,882.06","-16,625,241.84","-3,137,875.85","47,186,176.48","-124,792,282.47","-151,166,515.39","49,071,972.90","-76,227,151.97","-43,632,418.36","-20,220,124.13","-122,554,137.00","2,670,588.25","-134,494,895.74","-141,954,629.44","-85,705,145.77","-112,748,400.66","-17,296,258.91"
购建固定资产、无形资产和其他长期资产支付的现金,"10,117,942.00","12,622,620.03","4,368,944.61","6,647,747.70","7,763,626.91","23,000,332.05","42,210,132.17","104,330,993.36","168,206,977.74","2,953,237.00","10,937,151.72","16,547,417.11","31,700,228.12","4,793,431.51","18,226,594.25","27,991,647.95","49,026,666.17","16,995,703.24","29,925,953.68","43,045,260.18","72,065,846.24","35,183,162.16","58,086,368.85","100,989,938.62","155,237,241.78","30,095,365.67","37,267,184.31","54,995,853.54","72,547,183.82","15,024,076.83","22,181,200.10","26,217,321.34","55,023,533.39","6,248,663.75","9,813,597.77","18,518,161.52","46,019,489.58","31,534,777.61"
期初现金及现金等价物余额,"6,196,982.67","25,168,908.15","36,594,369.31","36,594,369.31","36,594,369.31","621,305,795.37","621,305,795.37","621,305,795.37","621,305,795.37","431,459,986.09","431,459,986.09","431,459,986.09","431,459,986.09","324,295,668.92","324,295,668.92","324,295,668.92","324,295,668.92","267,824,586.03","267,824,586.03","267,824,586.03","267,824,586.03","244,440,788.23","244,440,788.23","244,440,788.23","244,440,788.23","291,626,964.71","291,626,964.71","291,626,964.71","291,626,964.71","215,399,812.74","215,399,812.74","215,399,812.74","215,399,812.74","218,070,400.99","218,070,400.99","218,070,400.99","218,070,400.99","105,322,000.33"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,"10,000,000.00","3,252,551.02","269,823,979.59","7,952,551.02","13,252,551.02",,,,"80,000,000.00",,,,,,,,"2,000,000.00",
期末现金及现金等价物余额,"25,168,908.15","36,594,369.31","59,161,784.04","571,712,923.11","621,305,795.37","558,841,354.05","558,130,479.87","492,869,774.58","431,459,986.09","382,318,658.40","391,293,358.35","369,303,171.66","324,295,668.92","325,062,546.34","404,332,991.43","308,313,253.66","267,824,586.03","287,138,110.44","255,141,932.92","205,511,664.79","244,440,788.23","171,342,906.17","227,815,546.39","241,302,912.38","291,626,964.71","166,834,682.24","140,460,449.32","340,698,937.61","215,399,812.74","171,767,394.38","195,179,688.61","92,845,675.74","218,070,400.99","83,575,505.25","76,115,771.55","132,365,255.22","105,322,000.33","88,025,741.42"
