科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"172,868,964.36","717,310,726.13","1,004,261,365.39","5,094,730,596.11","4,829,677,388.06","4,906,486,806.56","4,989,828,496.54","4,824,539,807.56","3,890,376,999.97","4,309,888,110.69","4,832,760,534.89","5,110,470,823.62","4,239,658,902.65","4,171,939,615.53","5,021,251,581.99","4,224,481,013.39","3,468,113,828.16","3,915,369,156.00","4,046,710,822.08","4,369,873,603.59","3,093,374,256.03","3,107,919,587.74","2,544,137,206.37","2,475,265,863.51","1,873,211,079.14","2,065,016,274.75","2,441,220,720.33","2,610,019,666.99","2,068,665,421.81","1,841,254,259.90","1,286,576,882.72","1,244,833,032.99"
短期借款,"60,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00","22,000,000.00","30,000,000.00","30,000,000.00","26,500,000.00","16,000,000.00","20,500,000.00","24,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00",,,,,,,,,,,,,,
应付票据,"43,976,000.00","264,505,000.00","620,427,000.00","134,604,000.00","143,903,191.80","414,742,247.77","322,504,030.87","127,975,980.50","228,813,740.82","448,135,826.66","410,038,662.40","134,925,143.72","327,311,292.58","212,610,756.72","376,313,075.99","77,482,309.65","384,653,322.56","408,403,925.27","299,669,653.28","143,307,630.87","485,162,841.76","361,662,155.64","398,789,192.02","158,045,782.17","422,603,300.41","345,228,964.50","310,025,752.36","73,902,671.14","607,326,763.08","470,366,006.26","379,114,505.40","319,309,414.44"
应收账款,"48,656,636.84","69,068,436.17","181,917,255.93","186,668,525.60","259,135,971.79","570,744,896.81","735,875,221.43","424,401,002.20","397,117,635.90","610,183,960.91","656,071,892.14","423,551,882.52","337,567,522.51","606,552,339.76","615,957,360.61","463,949,811.65","406,663,503.01","837,368,226.32","1,076,522,936.68","576,085,769.76","592,109,728.67","1,263,107,139.84","1,530,587,884.06","1,258,106,944.34","1,236,485,343.15","1,679,049,753.24","1,944,271,673.44","1,336,813,988.85","1,165,213,376.86","1,644,760,603.41","1,422,148,625.93","1,102,659,350.40"
应付账款,"319,636,401.86","390,719,916.93","490,585,494.83","452,635,413.33","664,055,387.42","957,251,788.36","639,268,536.63","642,037,003.82","611,944,531.06","678,269,576.59","572,681,082.57","588,872,775.83","556,034,647.37","1,128,347,797.47","710,302,713.08","741,051,347.05","708,146,445.71","1,394,990,850.24","817,888,495.74","589,514,536.03","473,865,330.15","1,095,914,259.13","826,343,374.78","834,666,063.82","646,662,219.25","867,367,723.26","1,216,231,330.80","691,092,485.20","607,806,671.14","1,656,430,918.08","1,898,061,865.89","1,564,041,972.86"
预付款项,"48,154,671.02","34,977,860.32","318,077,895.39","242,145,382.88","550,937,219.33","891,629,493.02","651,377,233.27","693,831,974.22","574,322,907.28","408,883,535.07","167,640,406.70","133,346,004.39","173,367,289.31","132,584,609.22","123,558,350.50","86,560,702.40","120,576,762.65","115,239,777.00","112,477,741.41","156,876,660.91","202,832,038.45","137,827,788.65","105,846,697.32","130,405,918.91","197,481,550.27","155,823,929.73","141,899,210.66","135,303,283.69","287,839,958.91","161,151,993.90","133,904,320.57","185,217,487.09"
预收款项,"91,963,442.98","169,537,110.62","162,937,141.31","178,025,782.58","101,160,220.06","83,425,304.54","16,726,799.54","43,254,780.99","57,585,667.19","48,027,893.87","28,560,580.98","75,913,467.99","103,977,395.86","50,467,363.35","53,126,810.07","103,493,057.70","100,103,292.45","62,884,189.35","36,366,389.58","138,142,447.20","95,725,345.65","40,003,138.50","74,541,354.72","169,410,500.71","99,124,763.93","70,686,544.85","83,582,937.37","158,542,150.58","134,378,219.18","177,501,153.52","123,277,580.42","319,649,225.65"
其他应收款,"6,769,463.18","17,988,090.52","141,764,731.05","184,480,377.10","133,755,961.28","145,549,295.98","97,740,343.63","104,888,367.52","137,901,180.46","127,672,586.80","58,367,338.65","74,921,120.78","198,683,136.48","200,361,496.16","99,616,664.36","164,039,098.42","165,294,656.83","108,289,927.64","97,783,688.05","112,589,286.47","95,070,521.07","78,438,941.10","50,092,011.92","106,756,997.08","105,994,576.67","114,868,978.49","95,799,255.34","137,737,611.30","123,706,622.30","155,975,048.63","80,885,824.34","247,479,650.36"
应付职工薪酬,"18,082,212.65","44,843,331.88","47,431,184.95","17,707,145.43","22,446,828.40","24,795,490.35","63,329,883.70","31,503,568.19","36,390,557.14","33,806,510.04","72,020,112.36","34,248,775.73","44,981,450.64","53,559,701.87","78,434,684.76","56,578,515.60","56,663,927.34","68,858,451.91","89,964,948.14","48,861,337.88","66,017,457.22","78,523,371.55","104,302,991.84","62,430,782.69","63,305,199.71","95,217,539.32","133,730,879.53","90,140,073.30","82,426,073.60","112,888,676.34","161,153,780.67","103,655,522.81"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"61,018,859.34","116,524,559.87","173,056,699.56","159,800,432.82","63,949,556.41","173,069,756.00","168,300,187.75","101,001,814.60","-18,385,470.73","132,802,757.70","139,571,413.79","124,348,813.93","60,190,538.86","164,558,995.25","114,638,985.04","137,041,542.53","73,452,335.65","229,033,905.53","243,895,956.54","184,312,021.99","84,661,740.98","217,904,737.76","262,371,170.40","262,682,636.36","75,826,066.62","378,997,350.25","380,906,826.43","295,276,616.26","105,286,678.30","287,584,958.58","130,081,962.76","186,588,943.86"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"90,540.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"3,635,100.00","3,635,100.00","2,420,082.00","1,016,682.00","2,508,387.00","2,508,387.00",,
