科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
收到其他与筹资活动有关的现金,"14,885,255.00","16,120,000.00","16,837,600.00","3,954,000.00","5,587,263.01","13,677,811.86","26,287,537.47","12,381,774.67","49,116,709.81","28,389,634.82","7,145,954.86","17,612,047.86","30,688,029.86","65,043,940.10","18,164,665.63"
支付其他与经营活动有关的现金,"8,629,021.27","9,334,385.13","13,117,284.68","7,450,866.12","9,777,163.47","16,684,981.08","5,978,225.41","10,181,661.24","18,240,919.83","25,551,493.41","8,051,603.13","16,603,614.13","25,398,928.82","39,477,025.08","14,760,425.80"
筹资活动现金流入小计,"74,195,668.60","62,100,000.00","71,472,600.00","23,724,000.00","25,357,263.01","53,047,811.86","252,757,537.47","255,781,774.67","305,516,709.81","297,489,634.82","41,388,994.86","87,065,087.86","179,021,069.86","251,208,489.38","77,264,665.63"
经营活动现金流出小计,"198,360,347.46","228,695,870.13","236,918,360.87","112,791,250.58","172,706,087.23","272,000,148.07","85,025,516.66","165,145,194.31","273,924,560.67","415,959,742.07","120,943,075.94","251,418,243.83","419,569,731.42","636,875,752.66","211,364,758.67"
偿还债务支付的现金,"22,470,413.60","58,540,000.00","70,265,000.00","20,670,000.00","34,020,000.00","34,020,000.00",,"23,000,000.00","26,137,500.00","38,450,000.00","412,500.00","962,500.00","3,962,500.00","36,191,491.83","15,640,000.00"
经营活动产生的现金流量净额,"42,575,000.83","36,873,387.23","53,081,828.58","30,557,855.16","50,372,929.31","54,585,550.46","-7,726,828.80","24,287,829.73","27,135,803.16","24,989,838.04","20,277,458.41","41,957,057.17","45,229,492.58","88,409,123.62","34,553,614.23"
分配股利、利润或偿还利息支付的现金,"17,421,539.26","8,001,816.12","14,719,355.92","13,573,191.40","13,616,254.60","13,695,599.82","305,652.77","504,529.94","646,754.17","24,894,268.25","303,883.29","10,615,295.94","11,731,223.08","14,336,806.63","3,078,345.89"
收回投资收到的现金,,,,,,,,,"291,739,506.85","520,000,000.00","157,000,000.00","231,000,000.00","289,000,000.00","309,000,000.00",
支付其他与筹资活动有关的现金,"32,332,767.78","12,565,900.00","12,414,068.00","3,622,000.00","12,751,144.65","18,832,352.66","19,094,125.51","25,844,722.83","85,664,743.41","66,800,971.69","12,917,000.39","22,811,516.09","43,910,340.87","78,603,993.30","34,026,384.26"
取得投资收益收到的现金,,,,,,,,,,"2,499,610.35","548,767.12","821,945.21","1,026,164.39","1,097,671.23",
筹资活动现金流出小计,"72,224,720.64","79,107,716.12","97,398,423.92","37,865,191.40","60,387,399.25","66,547,952.48","19,399,778.28","49,349,252.77","112,448,997.58","130,145,239.94","13,633,383.68","34,389,312.03","59,604,063.95","129,132,291.76","52,744,730.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"11,000.00",,"16,800.00","253,000.00","484,800.00","484,800.00",,,,,,,,"46,967.84","36,100.00"
筹资活动产生的现金流量净额,"1,970,947.96","-17,007,716.12","-25,925,823.92","-14,141,191.40","-35,030,136.24","-13,500,140.62","233,357,759.19","206,432,521.90","193,067,712.23","167,344,394.88","27,755,611.18","52,675,775.83","119,417,005.91","122,076,197.62","24,519,935.48"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"52,300.00"
四、汇率变动对现金的影响,"-560,124.38","26,320.18","1,440,094.25","441,149.08","692,640.99","1,896,751.01","-193,666.49","-1,098,835.70","-2,056,115.99","-2,755,196.56","-914,246.57","551,108.96","1,850,734.77","1,563,551.95","-553,651.51"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,000.00",,"16,800.00","253,000.00","484,800.00","484,800.00",,,"291,739,506.85","522,499,610.35","157,548,767.12","231,821,945.21","290,026,164.39","310,144,639.07","88,400.00"
五、现金及现金等价物净增加额,"3,669,129.43","9,312,670.39","10,562,488.90","1,058,284.63","-9,359,358.72","3,367,848.84","216,141,530.40","41,158,218.30","35,993,581.46","-22,532,773.35","49,652,378.53","18,992,654.18","17,818,191.84","15,121,934.86","41,285,072.18"
购建固定资产、无形资产和其他长期资产支付的现金,"40,327,694.98","10,579,320.90","18,050,410.01","16,052,528.21","25,879,592.78","40,099,112.01","9,295,733.50","58,463,297.63","79,318,286.90","127,009,866.48","53,015,211.61","73,212,154.54","94,965,902.72","116,751,908.77","17,323,226.02"
期初现金及现金等价物余额,"7,454,175.60","11,123,305.03","20,435,975.42","30,998,464.32","30,998,464.32","30,998,464.32","34,366,313.16","34,366,313.16","34,366,313.16","34,366,313.16","11,833,539.81","11,833,539.81","11,833,539.81","11,833,539.81","26,955,474.67"
投资支付的现金,,,,,,,,"130,000,000.00","390,000,000.00","600,000,000.00","102,000,000.00","179,000,000.00","229,000,000.00","229,000,000.00",
期末现金及现金等价物余额,"11,123,305.03","20,435,975.42","30,998,464.32","32,056,748.95","21,639,105.60","34,366,313.16","250,507,843.56","75,524,531.46","70,359,894.62","11,833,539.81","61,485,918.34","30,826,193.99","29,651,731.65","26,955,474.67","68,240,546.85"
