科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"22,403,335.72","40,049,959.76","57,276,050.91","23,488,093.87","99,706,990.64","541,441,800.54","528,602,551.29","492,173,019.51","551,280,614.43","482,115,820.13","365,795,475.15","350,757,495.66","397,368,696.36","317,060,086.60","287,482,219.21","237,903,809.76","390,544,835.41","293,369,300.94","302,424,783.87","318,547,161.29","521,675,111.47","378,990,417.48","284,621,551.87","233,878,678.38","597,515,534.47","492,924,423.05","419,416,540.23","451,863,437.45","968,371,815.85","778,845,959.76","747,165,081.87","730,206,074.55","1,084,633,528.50"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"500,000.00",,,,"50,000.00","50,000.00",,,,"1,000,000.00","1,000,000.00",,,,,"1,816,000.00",,"332,100.00","332,100.00",,"800,000.00","335,945.60"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,617,320.00","7,072,980.00","27,927,610.00","10,733,258.00","5,805,800.00"
应收账款,"13,515,230.45","23,461,033.90","30,582,221.26","42,335,172.32","41,724,473.41","44,625,591.83","63,024,556.97","73,841,372.86","85,637,767.36","72,725,792.65","67,986,611.87","97,498,675.35","134,878,529.97","129,838,500.02","136,967,388.54","164,367,516.71","125,143,124.91","111,391,392.16","121,949,981.66","133,597,978.32","172,468,410.78","154,875,317.26","183,358,336.70","251,033,822.22","260,284,685.54","265,140,541.65","246,444,665.11","258,663,760.08","263,180,585.91","253,965,763.35","260,461,069.90","296,883,215.01","339,930,465.16"
应付账款,"4,914,310.75","8,150,655.81","15,180,225.64","8,838,775.06","21,484,464.31","11,622,867.14","13,164,358.24","12,311,810.75","32,024,625.08","25,060,058.00","22,913,047.35","26,722,085.46","38,481,758.35","29,528,703.90","26,919,628.65","28,262,315.59","39,361,222.22","25,770,034.99","39,898,352.17","27,867,540.50","67,241,518.83","37,974,020.09","31,504,428.23","39,464,594.83","87,667,107.52","58,813,556.27","51,658,952.05","58,367,396.43","95,986,803.32","78,482,900.49","77,101,463.17","91,123,634.76","144,970,165.62"
预付款项,"3,793,926.28","2,701,920.01","2,366,128.13","2,509,284.98","4,168,258.79","3,207,214.68","5,603,811.81","6,436,082.57","9,873,989.12","5,216,794.57","6,674,751.22","24,053,119.53","6,162,475.93","10,118,164.04","14,877,650.95","21,155,908.69","10,766,227.05","19,026,728.40","15,274,790.36","13,235,015.93","7,682,872.00","13,200,797.07","14,361,820.70","23,730,519.73","21,606,496.84","20,721,733.53","26,866,964.96","29,601,466.45","26,785,834.04","43,464,391.72","48,050,707.01","52,462,058.92","36,847,711.88"
预收款项,"4,033,380.99","11,040,016.62","9,750,637.10","14,539,932.57","28,876,326.73","28,472,764.16","41,138,695.01","29,880,401.00","51,067,806.23","55,364,271.69","55,635,471.18","44,340,203.49","43,183,408.58","46,756,202.70","41,330,399.27","42,048,768.56","67,935,758.25","66,467,814.89","77,826,983.12","118,383,031.03","131,387,990.19","131,663,528.82","121,975,659.29","164,409,033.49","240,178,293.76","286,684,278.27","280,056,595.99","328,581,504.89","350,474,048.13","341,195,646.57","339,618,966.35","383,050,274.50","318,267,807.88"
其他应收款,"7,742,244.22","4,133,858.24","2,207,038.88","5,143,906.69","5,076,056.39","14,543,431.80","10,067,061.08","24,189,630.14","23,031,463.73","44,752,178.62","21,281,457.86","22,157,316.71","18,912,204.68","31,620,019.52","31,268,910.23","30,593,845.69","28,482,252.71","41,520,399.02","33,382,228.61","36,445,260.21","38,856,979.55","39,805,471.30","35,933,428.38","43,860,626.80","39,309,169.16","41,118,851.36","49,678,537.52","48,921,159.60","42,829,838.68","48,342,179.98","59,115,076.32","55,708,692.88","46,741,026.17"
应付职工薪酬,"1,776,850.29","6,224,420.34","10,512,168.41","1,833,087.68","13,850,178.91","1,954,641.63","2,746,702.43","3,347,850.51","25,687,120.68","7,033,109.46","4,713,108.28","5,618,593.16","28,963,187.55","5,945,902.01","6,238,210.49","6,908,223.74","39,091,267.21","6,891,041.97","7,888,047.62","8,567,391.75","53,043,033.07","9,076,245.53","10,834,040.70","12,385,754.18","66,224,968.14","17,126,508.04","14,286,299.07","14,961,809.60","84,899,697.95","22,782,173.86","24,834,150.38","28,302,524.74","100,734,648.29"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,124,936.11","5,715,586.00","7,294,690.28","4,197,176.17","10,510,425.66","580,309.65","1,359,063.11","5,538,379.65","14,985,805.15","1,801,837.76","4,041,894.67","10,355,752.76","13,842,612.03","-680,394.97","5,608,772.46","6,975,730.01","14,070,168.56","3,196,531.16","2,769,115.66","5,384,598.18","45,011,195.19","3,803,635.16","7,853,314.27","7,817,947.74","55,396,425.83","7,926,928.79","7,620,608.19","11,375,659.53","52,168,339.07","10,393,424.11","14,703,459.12","16,204,122.69","65,178,834.98"
应收利息,,,,,,,,,"6,665,465.63","6,665,465.63","446,250.03","2,415,828.76","2,125,427.78","2,652,368.08","313,740.84","911,655.57","1,292,517.61","1,474,671.98","543,958.26","1,301,162.50","2,134,534.58","2,740,794.42","821,213.93","1,001,355.29","820,785.11","1,233,676.55","1,118,939.55","1,549,176.69","1,524,155.26","2,430,034.96","2,928,811.07","3,140,086.27","2,902,673.90"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,"10,200,295.58","8,586,795.58","8,586,795.58","8,586,795.58","8,586,795.58","8,586,795.58",,,,,
存货,"1,234,203.05","5,942,141.84","11,394,729.11","27,492,448.42","24,082,607.37","37,345,080.63","53,375,761.21","55,992,939.86","80,513,811.26","93,882,445.34","94,789,317.33","90,018,898.46","84,447,102.44","99,068,886.58","99,571,807.71","107,720,456.50","118,570,260.06","151,208,130.86","175,459,878.26","197,533,283.16","185,015,384.88","223,879,147.73","238,491,051.19","274,181,953.95","250,357,531.01","301,010,079.56","353,312,521.58","373,089,493.13","288,242,593.13","328,302,614.49","351,765,675.21","407,555,207.62","353,862,129.55"
其他应付款,"4,561,715.44","1,853,807.61","8,787,053.65","190,009.61","1,854,806.81","251,263.90","522,291.35","566,229.36","3,066,481.73","723,872.71","27,614,105.76","2,227,350.11","2,602,967.49","3,677,301.23","10,154,249.92","20,640,264.61","17,267,273.81","20,933,008.81","12,538,757.66","15,239,247.30","18,749,179.89","14,650,128.89","6,950,094.57","24,667,622.44","24,693,230.20","25,828,418.11","6,632,935.65","6,535,496.78","121,875,318.32","116,893,931.73","119,520,924.05","120,685,362.36","86,384,353.54"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"954,999.84","954,999.84","954,999.84","2,042,142.60","2,042,142.60","2,042,142.60","2,042,142.60",,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,"2,863,284.44","389,745.23","3,515,067.58","1,552,575.01","87,333.11","753,399.38","5,104,803.09","3,455,411.08","31,366,983.78","42,764,970.48","15,235,845.13","13,849,184.36","6,887,498.25","1,620,078.10","10,074,132.32","6,490,757.30","3,833,279.16","18,924,521.13"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"48,688,939.72","76,288,913.75","103,826,168.29","100,968,906.28","174,758,386.60","641,163,119.48","660,673,742.36","652,633,044.94","757,003,111.53","705,358,496.94","556,973,863.46","587,401,334.47","643,894,437.16","590,358,024.84","570,481,717.48","565,566,477.36","675,238,962.98","621,505,690.94","650,588,196.03","700,747,194.52","929,586,692.64","819,596,748.35","761,042,813.85","859,053,940.15","1,212,659,172.61","1,137,385,150.83","1,112,503,353.31","1,170,575,991.65","1,592,887,000.97","1,465,757,176.58","1,475,977,178.68","1,550,588,614.41","1,884,178,001.89"
流动负债合计,"21,366,193.42","33,939,486.22","52,479,774.92","31,641,123.69","78,618,345.02","44,923,989.08","60,973,252.74","51,644,671.27","126,831,838.87","89,983,149.62","114,917,627.24","89,263,984.98","127,073,934.00","85,227,714.87","90,251,260.79","104,835,302.51","177,725,690.05","123,258,431.82","140,921,256.23","175,441,808.76","315,432,917.17","197,167,558.49","189,317,832.64","257,331,748.26","482,746,821.03","404,966,485.06","368,842,186.53","428,408,662.81","710,021,526.79","576,821,056.76","603,706,573.07","650,099,177.05","721,341,610.31"
可供出售金融资产,,,,,,,,,,,,,,,,,"7,880,000.00",,"7,880,000.00","7,880,000.00","7,880,000.00","7,880,000.00","56,861,350.00","56,861,350.00","61,861,350.00","61,861,350.00","61,861,350.00","91,861,350.00","91,861,350.00","91,861,350.00","108,661,350.00","108,661,350.00","290,305,000.00"
长期借款,"8,197,083.55","7,242,083.69","6,287,083.85","11,368,929.37","10,858,393.72","10,347,858.07","9,837,322.42",,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811,671.78","436,671.78",,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","5,800,000.00","10,867,460.70","12,167,406.50","4,624,940.96","12,036,329.52","8,530,616.51","7,505,252.91","3,850,530.97","2,697,444.75","12,978,299.91","16,577,282.64","10,494,012.21","8,597,311.04","8,052,418.41","7,017,513.57","6,225,370.99","5,347,111.34","6,368,894.01","7,357,076.20","8,787,819.02"
专项应付款,,,,"800,000.00","1,100,000.00","1,100,000.00","1,100,000.00","900,000.00","300,000.00","300,000.00","300,000.00","1,750,000.00","550,000.00","894,700.00","2,464,700.00","2,464,700.00","250,000.00","1,440,000.00","1,250,000.00","5,647,100.00",,,,,,,,,,,,,
投资性房地产,,"3,202,984.97",,,,,,,,,,,,,,,"26,078,363.61","26,206,652.81","25,952,985.47","18,866,074.27","9,749,104.35","9,771,716.97","9,654,812.82","11,318,995.53","8,416,087.90","7,292,036.49","8,359,057.43","8,269,655.45","8,180,253.57","8,090,851.60","8,001,449.60","7,912,047.62",
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"1,435,209.02","14,441,967.99","18,966,346.03","32,154,115.73","37,549,848.22","38,616,879.48","39,779,106.48","43,948,036.50","44,579,561.84","49,449,760.23","51,438,781.10","53,061,069.63","89,368,012.06","87,275,465.48","85,854,673.64","84,505,898.64","231,628,903.65","230,071,565.61","225,982,754.63","230,374,664.69","244,151,252.04","240,793,282.07","238,157,507.02","235,604,963.82","252,465,899.57","249,430,091.68","247,676,549.51","250,350,050.71","263,108,815.28","261,969,562.79","258,989,548.58","259,973,247.70","273,135,664.77"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,"726,090.00","680,709.37","635,328.75","589,948.12","544,567.50","499,186.88","453,806.25","408,425.63","18,527,410.00"
在建工程,"14,048,123.33","1,656,639.14","13,513,016.00","3,448,187.88",,,,,"4,772,987.52","14,576,468.69","179,316,204.01","179,696,524.11","161,216,920.00","161,947,145.94","165,162,507.77","165,165,071.87",,"23,544.12","675,744.14","3,648,173.72","322,487.67","793,358.07","1,679,282.97","6,483,577.30","12,809,362.00","14,078,782.14","12,438,647.11","10,377,926.37","3,348,997.68","4,976,752.00","7,709,780.95","8,635,110.83",
其他非流动负债,"700,000.00","480,000.00","4,170,000.00","5,550,000.00","15,470,270.76","15,370,101.23","15,263,246.94","15,159,735.03","20,059,304.17","19,914,338.73","19,769,373.29","18,024,407.85","18,268,980.83","16,464,015.39","15,619,049.95","14,319,251.18","16,542,594.91","15,590,041.69","15,537,488.47","13,573,194.50",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
