科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"47,361,218.39","56,426,392.93","81,707,956.36","75,995,666.90","84,606,659.28","94,012,667.37","63,999,989.06","66,158,377.64","110,683,352.08","136,644,487.71","180,893,279.85","261,992,540.32","191,353,236.26","232,810,496.00","170,214,044.93","173,127,032.63","217,097,418.94","174,147,792.59"
短期借款,"32,500,000.00","12,000,000.00","22,000,000.00","22,000,000.00","21,900,000.00",,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,
应收票据,"30,762,279.06","44,038,079.04","86,695,261.23","111,700,163.90","138,549,341.16","177,678,202.86","226,493,307.61","252,359,529.34","244,137,786.25","258,755,529.55","273,270,747.90","291,329,701.82","364,471,675.06","350,066,118.25","398,455,036.40","460,580,020.18","470,551,384.00","489,259,584.31"
应付票据,"15,050,000.00","31,490,000.00","48,110,000.00","61,100,000.00","85,244,000.00","84,044,000.00","96,800,000.00","85,450,000.00","84,250,000.00","106,840,000.00","90,490,000.00","65,520,000.00","89,780,000.00","141,160,000.00","127,500,000.00","118,000,000.00","123,500,000.00","156,800,000.00"
应收账款,"63,188,541.75","69,374,948.66","79,728,199.77","83,985,669.89","108,506,246.04","133,457,799.25","125,803,304.05","112,525,184.96","118,497,346.00","153,379,576.19","156,011,996.72","146,870,903.91","184,406,911.41","276,255,949.62","261,324,692.54","259,455,916.06","269,185,686.46","352,838,585.31"
应付账款,"37,486,454.15","48,984,612.67","88,097,985.08","80,661,176.28","84,908,753.07","98,761,379.62","89,218,046.44","85,455,196.74","115,645,985.71","95,845,228.35","88,216,497.17","132,312,128.95","157,716,678.75","130,726,195.08","141,151,210.38","137,986,733.68","191,611,504.76","135,484,640.08"
预付款项,"3,465,011.26","3,644,791.31","3,617,798.12","1,913,720.69","5,588,448.87","1,747,994.18","1,776,479.00","2,126,942.49","4,063,584.50","1,695,497.87","3,448,440.18","55,191,702.87","13,835,538.76","5,346,279.15","5,071,593.87","10,209,644.02","12,084,636.45","7,360,383.42"
预收款项,"425,518.70","253,781.66","662,167.45","1,078,949.09","1,061,370.16","42,045.50","1,157,299.27","829,234.43","1,051,473.72","42,045.50","960,213.11","1,592,156.73","4,789,136.46","2,015,325.40","2,418,736.96","3,254,761.89","6,806,047.95","2,530,546.44"
其他应收款,"1,106,609.87","2,134,089.59","3,127,042.06","3,425,608.20","3,767,170.34","60,281.22","265,182.59","268,251.38","294,964.19","100,505.36","388,756.11","971,661.97","1,505,742.77","1,844,815.90","1,697,897.70","2,411,584.28","1,438,989.83","3,654,110.61"
应付职工薪酬,"3,309,592.24","5,984,039.95","10,910,452.18","9,416,772.35","20,574,279.60","9,808,540.22","14,256,875.55","19,524,655.12","24,140,776.03","12,290,984.73","17,754,437.42","21,912,062.30","34,174,261.69","19,361,456.32","29,617,894.57","38,848,665.75","45,159,474.85","23,474,107.70"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"3,453,273.90","6,136,238.15","8,944,331.07","13,066,672.94","3,541,098.01","8,031,439.77","10,402,333.33","7,903,906.09","8,035,852.22","10,809,211.32","11,912,729.85","12,057,797.66","13,992,175.95","16,659,611.91","19,486,510.41","16,196,892.05","20,527,723.46","25,219,255.74"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,"61,001.02","42,646.08","52,833.34","52,833.34","52,833.34",,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,"2,251,800.00","2,251,800.00","1,125,900.00","1,125,900.00","2,936,700.00","2,936,700.00","1,205,640.00","1,205,640.00"
存货,"37,746,287.51","43,308,350.91","64,217,354.09","64,554,619.59","74,551,933.32","83,040,591.66","78,709,776.31","70,028,624.78","95,068,346.80","83,038,857.96","83,113,764.41","89,356,612.64","120,162,533.73","126,669,934.95","116,999,435.06","128,096,575.51","158,386,241.30","144,849,087.68"
其他应付款,"14,815.80","14,107.40","31,196.13","65,457.89","63,726.34","1,546,925.61","24,016.50",,"138,030.00","59,820.92","307,268.60","287,107.41","350,215.30","267,946.50","264,962.60","262,180.90","313,348.30","336,538.55"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"24,582,150.00","24,582,150.00","23,331,150.00","23,331,150.00","18,857,690.00","18,857,690.00","18,857,690.00","18,857,690.00","13,352,260.00","13,352,260.00"
其他流动资产,,,,,"5,942,182.23","251,827,350.23","235,000,000.00","240,000,000.00","285,000,000.00","260,000,000.00","135,000,000.00","50,000,000.00","50,000,000.00",,,"826,000,000.00","858,000,000.00","856,000,000.00"
其他流动负债,,,,,,,,,,,,,,,,,,
流动资产合计,"183,629,947.84","218,926,652.44","319,093,611.63","341,575,449.17","421,511,981.24","741,824,886.77","732,048,038.62","743,466,910.59","857,745,379.82","893,614,454.64","832,126,985.17","895,713,123.53","925,735,637.99","992,993,593.87","953,762,700.50","1,859,880,772.68","1,986,744,356.98","2,028,109,543.92"
流动负债合计,"92,300,655.81","104,905,425.91","178,808,965.25","187,441,861.89","217,346,060.52","202,234,330.72","211,858,571.09","199,162,992.38","257,844,267.68","250,469,440.82","235,224,096.15","259,264,203.05","320,786,058.15","330,174,125.21","342,233,704.92","336,343,624.27","402,475,999.32","358,402,988.51"
可供出售金融资产,,,,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00"
长期借款,,"9,900,000.00",,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"10,000,000.00",,
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"59,678,051.16","60,044,912.13","106,878,607.53","106,959,092.65","110,034,497.38","110,545,648.25","110,623,624.17","110,157,002.64","109,292,907.92","108,319,424.20","111,825,144.62","113,080,707.41","144,932,041.31","147,737,723.49","148,082,512.95","148,295,292.51","153,569,900.65","153,448,746.33"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"219,102.40","28,908,426.78","408,878.15","366,674.13","148,709.42","159,979.49","1,428,206.22","3,514,829.92","6,208,099.66","6,478,887.66","6,159,656.03","6,487,583.96","382,191.82","1,823,807.82","697,732.36","2,529,325.06","3,853,935.28","3,380,780.38"
其他非流动负债,"927,333.29","823,333.25","719,333.21","667,333.19","615,333.17",,,,"24,582,150.00","24,582,150.00","23,331,150.00","23,331,150.00","14,191,460.00","14,191,460.00","14,191,460.00","14,191,460.00",,
工程物资,,,,,,,,,,,,,,,,,,
