科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
非流动负债合计,"927,333.29","10,723,333.25","719,333.21","667,333.19","615,333.17","589,333.16","563,333.15","537,333.14","25,093,483.13","25,067,483.12","23,790,483.11","23,764,483.10","14,598,793.09","14,572,793.08","14,546,793.07","14,520,793.06","303,333.05","277,333.04"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"93,227,989.10","115,628,759.16","179,528,298.46","188,109,195.08","217,961,393.69","202,823,663.88","212,421,904.24","199,700,325.52","282,937,750.81","275,536,923.94","259,014,579.26","283,028,686.15","335,384,851.24","344,746,918.29","356,780,497.99","350,864,417.33","402,779,332.37","358,680,321.55"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"54,000,000.00","54,000,000.00","102,600,000.00","102,600,000.00","102,600,000.00","136,800,000.00","136,800,000.00","136,800,000.00","140,970,000.00","140,970,000.00","140,970,000.00","140,970,000.00","141,400,000.00","141,400,000.00","141,400,000.00","164,352,999.00","164,352,999.00","164,352,999.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"72,615,669.83","72,615,669.83","24,015,669.83","24,015,669.83","24,015,669.83","298,776,247.19","298,776,247.19","298,776,247.19","363,015,982.08","366,993,982.08","370,971,982.08","374,949,982.08","372,305,535.30","373,958,535.30","375,611,535.30","1,224,530,628.73","1,226,183,628.73","1,226,769,042.73"
无形资产,"22,952,226.75","22,673,855.57","23,280,391.40","23,462,124.45","23,270,160.92","23,152,451.99","22,930,469.54","22,706,670.86","22,486,504.64","22,317,072.06","22,093,764.84","21,932,935.68","35,898,281.42","35,783,361.31","35,473,375.16","35,350,485.68","35,025,036.50","34,999,734.38"
盈余公积,"4,728,841.94","10,263,167.47","18,223,230.01","18,223,230.01","27,772,844.66","27,772,844.66","27,772,844.66","27,772,844.66","38,974,833.56","38,974,833.56","38,974,833.56","38,974,833.56","54,535,604.30","54,535,604.30","54,535,604.30","54,535,604.30","76,634,567.04","76,634,567.04"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"49,164,300.00","49,164,300.00","46,662,300.00","46,662,300.00","33,049,150.00","33,049,150.00","33,049,150.00","33,049,150.00","13,352,260.00","13,352,260.00"
商誉,,,,,,,,,,,,,"69,479,756.29","69,479,756.29","69,479,756.29","69,479,756.29","69,479,756.29","69,479,756.29"
未分配利润,"42,516,802.49","78,750,446.68","126,108,076.36","140,353,864.32","183,750,932.50","210,645,702.49","192,584,915.55","218,121,569.73","237,064,532.26","275,764,240.28","227,330,490.82","264,347,183.85","294,063,254.41","354,561,041.59","299,001,916.25","350,268,046.15","391,850,070.26","474,391,763.47"
长期待摊费用,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,"22,633,452.09","23,677,618.75","24,828,347.93","25,645,761.22","25,553,208.85","26,145,096.42"
递延所得税资产,"609,975.21","704,196.22","813,785.95","938,618.84","1,135,491.72","1,135,491.72","1,325,573.09","1,325,573.09","18,065,906.67","18,345,841.30","18,394,035.06","18,394,035.06","5,591,876.12","6,312,325.45","6,212,674.51","6,212,674.51","6,211,155.55","6,859,563.91"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"5,253,762.39","5,700,000.00","5,400,000.00","5,400,000.00","9,117,405.00","7,343,405.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"83,459,355.52","112,331,390.70","131,381,663.03","131,726,510.07","134,588,859.44","134,993,571.45","136,307,873.02","137,704,076.51","156,053,418.89","155,461,225.22","158,472,600.55","159,895,262.11","261,537,909.35","266,836,974.36","265,346,051.27","277,267,534.05","287,257,189.27","285,511,986.29"
所有者权益(或股东权益)合计,"173,861,314.26","215,629,283.98","270,946,976.20","285,192,764.16","338,139,446.99","673,994,794.34","655,934,007.40","681,470,661.58","730,861,047.90","773,538,755.92","731,585,006.46","772,579,699.49","851,888,696.10","915,083,649.94","862,328,253.78","1,786,283,889.40","1,871,222,213.88","1,954,941,208.66"
资产总计,"267,089,303.36","331,258,043.14","450,475,274.66","473,301,959.24","556,100,840.68","876,818,458.22","868,355,911.64","881,170,987.10","1,013,798,798.71","1,049,075,679.86","990,599,585.72","1,055,608,385.64","1,187,273,547.34","1,259,830,568.23","1,219,108,751.77","2,137,148,306.73","2,274,001,546.25","2,313,621,530.21"
负债和所有者(或股东权益)合计,"267,089,303.36","331,258,043.14","450,475,274.66","473,301,959.24","556,100,840.68","876,818,458.22","868,355,911.64","881,170,987.10","1,013,798,798.71","1,049,075,679.86","990,599,585.72","1,055,608,385.64","1,187,273,547.34","1,259,830,568.23","1,219,108,751.77","2,137,148,306.73","2,274,001,546.25","2,313,621,530.21"
