科目,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"11,254,092,951.96","13,208,921,658.57","19,604,951,947.88","30,984,834,241.30","32,912,446,192.71","32,505,247,291.20","30,151,288,069.02","29,178,047,575.00","27,080,497,762.27","30,008,584,166.20","29,329,659,912.34","28,776,634,715.19","29,812,188,101.43","36,605,394,235.68","39,764,418,124.32","39,638,397,718.32","37,590,594,166.90","44,592,538,997.53","49,118,700,286.97","57,347,316,046.94","60,257,917,822.29","62,545,513,072.17","62,715,440,508.53","68,380,326,267.59","83,328,513,122.34","72,767,621,383.56","83,679,116,145.70","85,722,238,171.69","62,811,120,491.62","69,393,915,418.35","78,451,156,457.45","85,148,007,577.94","89,114,565,240.64","94,820,940,933.31"
短期借款,"9,089,433,387.20","9,142,709,340.00","15,202,980,040.00","16,131,627,060.00","14,024,791,180.00","14,881,597,073.81","13,819,238,500.00","11,662,818,700.00","8,150,596,500.00","10,456,390,893.00","11,368,559,220.24","13,656,874,823.95","12,135,974,823.62","14,357,267,481.23","19,859,213,129.15","20,755,521,000.00","15,617,027,488.00","19,459,359,988.00","25,506,484,288.00","27,643,999,553.35","18,178,603,163.99","19,275,824,938.00","20,018,545,398.74","23,078,768,005.02","20,992,579,550.47","41,586,585,483.72","45,468,258,195.55","57,594,793,783.84","41,040,019,700.33","60,368,085,606.05","70,318,787,450.32","73,756,418,115.06","58,062,787,357.82","68,752,221,990.34"
交易性金融资产,,"13,748,203.08","7,018,321.28","12,345,644.16","13,869,333.12","7,302,122.16","5,811,171.36","5,860,142.36","6,597,065.92","7,027,110.12","8,822,516.40","13,383,142.40","10,422,917.76","5,288,564.24","5,595,817.12","5,997,455.88","7,680,378.84","10,024,152.60","8,899,487.88","5,921,587.08","8,158,173.72","6,337,095.96","5,755,593.40","6,799,733.88","6,704,510.44","6,692,194.96","7,006,415.20","6,913,919.23","6,997,040.05","7,077,557.21","6,242,250.09","5,509,468.88","4,145,437.75","5,659,996.33"
交易性金融负债,,,"73,018.88",,,,"1,106,191.48","2,061,224.00",,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"135,435,521.05","326,864,228.20","342,020,297.47","366,243,343.62","510,161,018.25","492,083,895.29","399,429,007.12","465,658,430.83","676,669,579.87","579,318,361.81","700,376,522.13","767,856,740.98","894,398,118.15","1,068,294,579.38","641,976,592.19","578,772,669.41","863,559,554.05","840,348,458.85","1,201,934,277.31","1,397,802,217.12","1,585,267,486.18","1,583,483,150.74","1,332,233,825.32","1,431,628,421.36","2,345,943,027.25","2,415,487,746.29","1,415,991,610.83","1,469,364,764.51","2,709,970,909.87","3,001,038,648.17","2,263,206,946.05","1,485,492,236.69","2,397,689,525.43","2,092,496,815.98"
应付票据,"749,155,113.03","1,451,141,823.87","823,688,160.66","645,763,591.12","732,936,114.87","985,402,283.78","1,107,782,123.69","1,011,749,335.47","881,378,619.22","1,377,528,602.20","1,417,801,611.39","1,492,164,618.07","1,824,290,333.41","1,577,693,232.96","1,752,969,509.21","1,692,403,775.86","1,570,140,073.91","1,427,093,799.90","1,541,859,447.87","2,446,297,452.94","4,297,661,058.34","3,953,860,888.58","2,767,251,588.98","2,789,118,086.42","3,140,122,700.34","2,845,242,180.91","3,043,932,476.04","3,685,878,213.43","3,745,202,472.99","3,491,711,263.23","3,714,362,689.21",,"6,486,352,475.14",
应收账款,"13,332,130,914.15","15,568,870,872.21","17,167,855,899.26","18,192,996,196.78","16,427,209,578.49","17,057,065,367.85","17,627,046,754.23","19,141,218,411.57","18,585,038,998.25","19,134,623,825.92","20,851,786,920.91","21,093,775,454.90","21,232,786,472.43","23,087,703,158.35","23,047,142,150.05","25,983,308,707.44","24,002,403,498.35","25,934,710,399.99","30,265,037,463.45","30,096,444,755.07","29,467,143,352.08","33,265,395,095.64","37,311,238,867.54","39,738,298,332.43","36,483,338,832.95","42,256,794,736.50","46,378,323,381.68","47,766,272,235.82","44,404,963,998.03","49,097,238,361.78","55,204,145,330.04","60,283,161,107.67","43,848,203,305.80","48,120,607,469.65"
应付账款,"14,924,555,242.21","19,413,806,474.11","20,846,360,675.68","20,220,112,086.21","25,124,091,533.22","22,334,887,155.06","25,848,894,913.00","24,700,789,311.21","28,263,312,710.61","26,212,819,648.94","28,657,204,251.60","28,937,877,568.40","35,004,617,443.97","34,083,173,332.75","37,029,247,802.23","39,390,968,209.50","44,448,843,564.24","37,748,369,916.14","48,337,148,428.70","49,154,428,643.25","62,908,606,403.01","58,725,772,315.00","64,938,700,273.24","66,470,282,387.25","78,534,661,723.98","69,488,672,653.57","78,463,358,943.50","77,260,153,824.98","86,965,398,436.03","82,206,445,780.22","87,300,414,355.86",,"102,310,414,445.92",
预付款项,"6,608,321,982.27","6,041,469,764.92","8,781,468,468.62","8,255,520,621.42","6,641,001,926.42","7,560,084,673.69","7,734,103,533.26","7,885,294,158.76","7,002,676,914.11","6,349,023,756.26","7,399,583,399.22","7,492,490,271.77","8,827,111,964.96","8,692,696,832.07","10,278,677,147.89","10,979,519,678.40","9,899,920,927.63","9,722,293,442.59","15,561,916,007.28","18,005,411,912.12","18,276,537,211.18","19,589,376,928.62","19,850,635,379.23","18,101,976,815.30","16,318,845,285.69","13,676,504,256.85","18,833,168,783.07","21,371,178,147.31","15,496,592,259.30","17,457,468,532.19","19,403,416,373.79","20,226,423,047.63","20,568,803,191.88","24,513,700,236.14"
预收款项,"22,557,656,354.03","25,330,576,957.97","29,108,806,536.43","30,378,156,631.10","25,139,241,074.94","29,057,996,343.09","26,347,333,589.85","30,584,673,586.30","23,141,520,037.87","23,490,992,557.77","26,137,095,057.48","27,242,694,161.44","29,047,965,966.79","32,026,726,027.40","32,234,624,048.55","41,263,314,760.99","38,326,872,891.39","45,559,312,463.10","54,024,910,113.35","57,382,485,034.00","57,617,164,476.11","60,724,482,278.41","63,231,291,408.56","70,644,885,881.01","72,999,932,351.92","73,312,689,957.78","73,625,381,133.84","79,398,851,002.78","77,750,026,750.87","81,023,140,969.36","84,812,635,633.68","89,097,053,480.09","100,420,355,974.58","109,137,896,779.11"
