科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"108,118,156.55","117,397,779.98","156,336,680.01","76,159,916.54","115,302,506.79","175,170,518.69","38,005,065.59","77,598,521.18","120,865,884.66","161,241,884.03","41,022,780.72","79,868,769.86","123,329,814.97","169,076,552.87","35,802,626.96","79,945,262.68","135,272,026.40","176,014,487.50","41,961,168.01","89,802,165.74","131,735,841.41","161,005,795.73","31,601,615.34","73,878,995.28","107,859,997.48","162,117,006.99","39,053,764.55","97,804,462.27","184,004,981.11","257,793,183.14","45,816,876.59","92,143,433.10","148,401,883.82","273,805,249.26","88,112,279.22","164,433,436.26","287,098,426.32","366,442,734.80","71,032,826.75"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"9,153,072.01",,,,,,,,,,,,,,,,,
收到的税费返还,,"2,182.40","107,086.25",,,,"33,265.75","33,265.75","33,265.75","33,265.75",,"27,860.09","27,860.09",,,,,,,,,,,,,,,,"1,373.31",,616.16,960.52,"35,841.76","34,649.71",313.04,,,,
支付其他与投资活动有关的现金,,,,,,"20,000,000.00",,,,,,,,,,,,,"60,000,000.00",,,,,,,"431,135.54",,"500,000.00","500,000.00","500,000.00",,,,,,"6,628.66","10,412.03","5,600,000.00","44,400,000.00"
收到其他与经营活动有关的现金,"68,587,760.43","40,957,360.74","46,414,107.39","21,174,062.38","27,505,949.68","34,394,020.47","7,514,913.70","18,362,759.16","32,186,863.62","40,814,135.18","6,031,059.32","10,970,666.07","16,386,873.03","22,527,497.80","4,773,159.99","11,500,866.32","19,045,350.09","29,260,482.29","7,219,201.02","11,843,851.40","16,576,961.15","22,595,681.31","14,502,292.47","21,164,573.67","29,910,703.12","75,683,350.30","19,078,287.53","72,930,816.47","285,213,373.86","206,013,695.27","53,093,245.55","114,943,996.04","181,239,508.32","157,175,009.10","103,186,101.51","176,503,854.26","313,681,556.98","402,716,130.03","67,902,393.60"
投资活动现金流出小计,"140,505,117.25","178,439,963.82","66,203,645.99","7,087,817.02","13,077,015.98","80,350,370.11","26,245,671.88","70,730,554.17","108,230,877.48","178,703,495.59","24,837,444.39","70,051,818.61","102,285,709.55","122,851,988.94","21,023,615.53","39,205,418.84","54,554,177.88","79,719,371.10","125,034,142.50","150,801,471.09","173,699,808.05","369,313,908.37","36,131,944.70","270,286,319.02","619,347,198.53","596,730,238.81","138,986,888.46","176,705,953.60","284,739,416.66","572,801,695.45","174,110,854.90","433,267,602.16","785,713,927.23","1,029,330,842.91","262,219,554.69","673,783,649.25","879,418,285.93","699,244,430.23","169,120,618.55"
经营活动现金流入小计,"176,705,916.98","158,357,323.12","202,857,873.65","97,333,978.92","142,808,456.47","209,564,539.16","45,553,245.04","95,994,546.09","153,086,014.03","202,089,284.96","47,053,840.04","90,867,296.02","139,743,548.09","191,604,050.67","40,575,786.95","91,446,129.00","154,317,376.49","205,274,969.79","49,180,369.03","101,646,017.14","148,312,802.56","183,601,477.04","46,103,907.81","95,043,568.95","137,770,700.60","237,800,357.29","58,132,052.08","170,735,278.74","469,219,728.28","463,806,878.41","98,910,738.30","207,088,389.66","329,677,233.90","431,014,908.07","191,298,693.77","340,937,290.52","600,779,983.30","769,158,864.83","138,935,220.35"
投资活动产生的现金流量净额,"-140,294,117.25","-178,439,963.82","-66,175,645.99","-7,087,817.02","-2,439,515.98","-60,165,370.11","-26,097,671.88","-70,582,554.17","-108,082,877.48","-178,554,344.94","-24,837,444.39","-69,859,818.61","-102,093,709.55","-122,660,842.34","-21,023,615.53","-39,194,638.84","-54,285,097.88","-79,409,371.10","-124,780,490.34","-148,910,367.95","-170,292,941.25","-171,298,958.50","15,937,254.14","-198,698,213.32","-383,882,614.91","-220,335,427.74","-69,178,928.12","29,141,570.79","-52,684,698.70","-223,894,157.19","74,107,006.01","-36,323,216.50","-63,357,873.70","-29,271,896.01","13,163,748.94","50,436,551.02","23,443,880.85","10,739,290.89","-49,102,308.20"
购买商品、接受劳务支付的现金,"17,302,942.91","14,273,788.22","16,774,654.00","9,213,631.35","13,500,398.06","16,402,404.58","6,264,043.38","11,002,090.90","16,259,488.50","20,312,649.04","6,178,078.93","10,969,072.07","16,333,591.14","20,669,131.00","6,703,634.70","10,092,007.86","18,104,423.83","35,466,898.40","7,590,101.87","13,185,567.83","18,169,685.16","24,374,057.20","8,676,146.38","13,995,410.12","20,332,603.04","27,759,856.54","8,653,796.67","21,221,226.44","54,108,968.90","29,850,598.48","13,878,235.36","18,416,667.58","28,515,180.70","91,252,835.27","40,513,487.30","127,388,162.90","140,914,019.22","152,638,474.99","15,342,863.06"
吸收投资收到的现金,"23,783,875.00",,,,,"465,251,688.46","10,528,291.60","10,528,356.35","10,528,356.35","10,528,291.60",,,,,,,,,,,,,"795,903.69","235,775,903.29","281,512,596.60","233,708,000.00",,,"26,160.00",,"1,592,000.00","2,012,000.00","17,162,000.00","2,212,000.00","10,000.00","10,000.00","10,000.00","10,000.00","300,000.00"
