科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"303,640,389.81","573,438,246.11","540,065,878.87","283,107,163.61","1,397,378,064.80","150,428,930.24","296,487,873.04","323,188,874.37","128,139,779.76","669,730,229.46","1,183,690,202.09","617,707,524.78","356,795,195.84","324,223,140.03","298,072,949.85","224,590,713.72","191,207,333.18","338,575,624.58","282,676,628.50","399,790,377.72"
短期借款,,"41,200,000.00","179,605,106.00",,,"9,117,310.00",,,,,,,,,,,,,"15,704,162.27","14,888,009.94"
交易性金融资产,,,,,,,,,,,,,,,,,,"1,048,300.00",,"2,523,600.00"
交易性金融负债,,,,,,,,,,,"780,362.68",,,,,,,,"5,486,200.00",
应收票据,"249,497,873.67","411,965,791.92","564,923,623.23","552,864,239.79","464,653,601.96","636,631,663.89","663,140,831.47","535,567,973.90","678,559,871.48","793,245,194.86","755,960,857.30","841,206,948.13","895,077,286.18","1,083,804,848.60","1,006,274,192.96","1,130,417,030.27","1,206,296,442.04","1,491,434,000.34","1,317,784,416.35","1,277,393,022.93"
应付票据,"4,100,000.00",,,,,"700,000.00","5,630,000.00","12,063,100.00","16,767,217.20","30,897,150.20","30,874,093.00","8,896,400.00","6,500,000.00","15,449,654.77","7,049,654.77","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00",
应收账款,"490,373,162.98","490,898,400.70","507,749,915.20","615,249,646.11","732,733,284.49","633,119,195.12","904,383,664.59","860,414,837.00","956,197,565.01","820,308,395.48","914,219,844.32","1,033,362,130.51","1,059,792,653.72","947,406,310.56","1,137,342,852.37","1,189,569,901.52","1,219,326,315.84","952,695,456.94","1,064,806,992.10","1,051,502,809.27"
应付账款,"102,591,236.95","171,668,717.42","154,154,644.27","237,215,185.64","170,388,786.72","347,756,674.81","207,383,361.31","318,598,759.75","472,980,004.56","398,624,630.42","337,714,978.38","518,255,353.88","446,153,940.61","452,669,348.07","548,105,882.11","585,987,114.95","535,313,192.42","553,616,894.36","660,841,008.03","664,979,437.58"
预付款项,"11,523,565.60","21,295,005.71","46,648,432.48","6,046,099.84","26,379,407.25","21,486,233.32","14,130,742.19","3,692,304.99","4,125,104.77","19,860,685.46","18,108,236.53","63,858,258.27","70,912,968.52","95,285,449.35","116,509,988.12","30,758,828.62","40,593,774.17","39,896,574.02","95,432,662.08","96,568,181.16"
预收款项,"22,885,449.45","21,112,894.01","10,613,634.82","8,579,146.85","18,375,917.42","27,180,338.20","24,187,491.15","28,803,154.41","16,577,136.03","22,653,368.79","13,678,590.31","27,310,947.44","23,127,557.80","26,343,489.96","24,514,681.13","15,230,031.23","30,341,030.81","19,232,752.49","14,100,323.79","24,680,257.82"
其他应收款,"9,838,738.67","1,520,183.44","2,177,887.34","644,694.80","1,778,543.35","2,014,731.08","4,553,761.13","6,589,314.38","3,090,596.17","917,487.23","2,599,368.10","4,870,410.31","10,994,830.93","9,194,606.94","11,428,853.06","11,116,716.46","9,424,466.64","26,558,894.78","32,236,812.75","5,953,970.24"
