科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"397,774,206.53","508,457,635.82","476,872,903.96","125,600,703.95","282,114,781.96","424,050,534.64","551,667,989.87","179,425,390.43","391,702,468.77","606,312,196.94","858,746,705.25","289,382,221.38","663,244,990.89","1,028,750,181.61","1,348,918,762.82","278,608,094.44","614,881,687.61","946,493,590.25","1,328,167,459.43","331,679,342.73","755,023,556.32","1,152,838,620.09","1,536,195,532.26","375,203,916.28","760,391,610.18","1,127,822,353.60","1,537,438,259.67","386,201,066.84","699,567,293.65","1,042,465,796.26","1,384,902,800.35","363,224,118.91","749,455,275.30","1,165,604,327.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"8,688,351.87",,,,,,"2,469,022.95","2,469,022.95","2,469,022.95",,,
收到的税费返还,"9,074,698.07","2,118,725.89","11,202,125.46","7,919,586.19","13,547,211.87","16,399,577.18","16,645,595.33","7,380,104.72","10,338,077.36","28,521,113.75","44,083,875.68","21,957,997.29","36,582,982.43","50,983,992.30","60,731,255.41","18,723,640.02","30,000,170.81","45,273,888.06","57,961,503.00","12,899,739.22","20,373,049.15","41,191,262.61","56,742,475.08","18,089,966.34","33,451,429.97","44,235,743.83","64,101,874.78","11,103,921.39","22,126,829.70","34,467,583.41","45,374,841.26","23,506,682.76","40,742,630.16","59,993,520.82"
支付其他与投资活动有关的现金,,,,"249,275.16",,,,"88,344.02",,"251,484.96",,"29,898.98",,,,,,,"1,280,000.00",,"3,811,742.00","1,136,292.00","37,100,000.00",,,,,,,,"3,900,000.00",,,
收到其他与经营活动有关的现金,"7,014,212.27","6,144,483.30","1,730,553.28","826,170.85","7,810,225.86","9,112,457.21","12,840,746.18","1,147,853.28","7,864,155.33","1,111,674.48","21,019,408.83","2,341,760.97","6,203,265.29","6,435,705.98","8,179,652.49","-3,894,757.92","9,287,752.32","12,548,941.03","25,531,316.82","2,154,025.09","9,640,472.38","103,715,849.91","11,001,129.44","3,839,268.00","6,592,271.91","7,729,486.23","7,452,178.17","223,650.95","2,796,331.59","10,208,244.08","7,446,295.31","6,178,759.34","1,658,663.61","3,469,376.61"
投资活动现金流出小计,"20,610,885.49","38,722,672.02","23,998,343.44","32,995,055.51","77,699,583.64","110,879,820.27","155,725,326.51","26,293,808.34","76,145,313.05","148,291,157.22","236,792,270.73","44,240,022.79","120,904,670.58","233,205,044.86","756,241,017.15","160,352,323.18","274,787,501.87","332,070,380.69","355,832,526.55","28,558,607.34","133,519,166.42","109,270,001.88","231,786,558.55","217,272,682.88","379,939,349.34","692,673,752.33","788,437,471.13","212,540,445.54","618,805,409.37","888,383,755.87","1,151,219,065.46","176,271,220.58","271,299,962.78","331,950,554.15"
经营活动现金流入小计,"413,863,116.87","516,720,845.01","489,805,582.70","134,346,460.99","303,472,219.69","449,562,569.03","581,154,331.38","187,953,348.43","409,904,701.46","635,944,985.17","923,849,989.76","313,681,979.64","706,031,238.61","1,086,169,879.89","1,417,829,670.72","293,436,976.54","654,169,610.74","1,004,316,419.34","1,411,660,279.25","346,733,107.04","785,037,077.85","1,297,745,732.61","1,603,939,136.78","397,133,150.62","800,435,312.06","1,179,787,583.66","1,608,992,312.62","397,528,639.18","724,490,454.94","1,087,141,623.75","1,437,723,936.92","392,909,561.01","791,856,569.07","1,229,067,225.02"
投资活动产生的现金流量净额,"-19,710,885.49","-38,722,672.02","-23,992,843.44","-32,984,963.43","-77,669,583.64","-110,849,820.27","-155,690,422.66","-26,293,808.34","-76,145,313.05","-148,291,157.22","-236,792,270.73","-44,240,022.79","-120,780,817.04","-233,199,892.86","-354,387,776.70","-104,122,412.88","-177,924,199.39","-234,249,758.21","-223,987,709.07","-28,202,715.34","-133,519,166.42","-70,069,136.83","-85,391,529.65","-12,112,819.87","67,636,732.85","-89,451,587.68","-15,466,807.84","-61,834,472.94","-172,341,918.31","-79,987,498.07","-58,896,266.20","-70,566,877.59","-116,586,242.22","-176,259,871.08"
购买商品、接受劳务支付的现金,"357,951,984.85","373,798,026.75","355,859,519.01","130,137,522.24","262,482,060.60","410,828,255.22","532,568,701.23","162,187,192.00","343,240,745.22","581,508,971.24","877,719,832.23","282,152,288.48","560,580,203.43","851,307,858.44","1,072,024,645.37","275,039,618.63","546,568,571.92","783,950,669.39","1,071,785,010.40","347,675,197.13","613,986,331.29","1,030,804,569.79","1,208,821,264.33","295,601,074.76","523,763,137.97","853,784,081.85","1,074,110,788.50","272,975,479.56","442,650,767.68","700,039,699.00","1,017,549,687.34","283,416,604.09","487,176,720.84","779,793,029.10"
吸收投资收到的现金,,,,"664,000,000.00","647,187,406.30","647,187,406.30","653,423,472.08",,,,,,,,,,,,,,,,,"83,880,000.00","83,880,000.00","83,880,000.00","83,880,000.00",,,,,,,
