科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
经营活动现金流出小计,"85,078,144.85","99,666,732.13","103,816,043.85","178,202,926.91","226,558,609.49","83,559,275.76","157,034,754.98","224,977,845.62","308,285,632.17","87,983,183.30","161,050,626.10","261,376,170.11","316,548,805.55","58,123,557.50","116,312,400.85","205,516,447.01","312,469,785.41","106,170,316.47","219,790,548.89","341,862,399.69","478,412,595.38","111,420,144.33","219,892,216.79","377,557,739.05","591,231,936.02","253,074,852.91","490,294,014.78","732,097,564.21","943,599,768.53","292,007,674.53","561,864,155.54","800,606,810.83","1,053,979,915.59","333,701,621.75","588,831,973.57","926,444,917.93"
偿还债务支付的现金,"6,968,000.00","11,968,000.00","11,964,000.00","11,964,000.00","26,964,000.00",,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","123,439,677.00","149,439,677.00",,"200,000,000.00","314,650,000.00","479,000,000.00","35,850,000.00","123,350,000.00","156,168,922.71","304,008,152.71","67,000,000.00","203,884,000.00","295,384,000.00"
经营活动产生的现金流量净额,"10,887,719.07","41,445,826.63","-3,106,186.06","-44,657,880.50","18,415,008.78","-44,374,319.58","-72,885,651.42","-94,703,680.18","1,278,886.83","-55,932,399.59","-64,655,762.27","-101,050,651.06","-67,173,516.21","-23,163,817.30","-14,573,623.31","-49,426,007.55","-42,308,010.06","-38,306,074.84","-26,973,065.23","-41,405,893.42","17,730,914.24","-56,077,806.35","-54,282,369.47","-25,501,296.83","147,380,073.36","40,926,353.15","145,506,082.14","136,067,675.91","94,720,852.27","-14,394,769.60","-68,546,789.90","-71,624,022.76","59,169,435.59","-104,642,392.98","7,827,322.94","-71,586,836.58"
分配股利、利润或偿还利息支付的现金,"9,692,312.00","877,237.42","5,847,422.72","5,270,222.72","5,888,141.47",,"16,440,319.98","16,440,319.98","16,440,319.98",,"18,495,359.99","18,495,359.99","18,495,359.99",,"28,770,559.99","28,770,559.99","28,770,559.99","2,976,833.14","3,082,559.98","3,168,115.54","4,191,364.67","891,584.06","15,795,360.78","56,511,111.02","43,186,828.48","28,347,946.34","68,046,721.17","71,906,368.44","102,864,671.90","10,511,642.70","41,378,071.39","53,613,490.89","58,458,581.00","4,979,072.24","26,659,747.42","32,752,253.44"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,058,111.40","4,112,976.56","4,304,328.11","1,327,802.23","1,483,320.38","1,620,201.20","3,134,139.31","2,336,731.29","2,974,443.79","18,143,312.58"
支付其他与筹资活动有关的现金,"237,633.42","235,800.00","244,708.32","605,254.09","5,513,107.32","20,000.00","82,647.51","82,647.51","82,647.51",,"15,014.29","15,014.29","15,014.29","55,212,912.00","55,287,645.32","55,287,645.32","55,287,645.32","80,032.47","121,803.26","227,673.38",,"1,125,289.80","7,789,378.94","15,058,646.15","15,905,346.31","346,564.10","10,490,962.26","21,649,103.21","149,022,552.43","14,135,203.52","22,231,879.33","31,250,843.86","33,353,791.57","9,510,712.23","9,558,126.21","28,818,903.69"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,739.72"
筹资活动现金流出小计,"16,897,945.42","13,081,037.42","18,056,131.04","17,839,476.81","38,365,248.79","20,000.00","16,522,967.49","16,522,967.49","16,522,967.49",,"18,510,374.28","18,510,374.28","18,510,374.28","55,212,912.00","84,058,205.31","84,058,205.31","84,058,205.31","3,056,865.61","3,204,363.24","3,395,788.92","4,191,364.67","22,016,873.86","43,584,739.72","195,009,434.17","208,531,851.79","28,694,510.44","278,537,683.43","408,205,471.65","730,887,224.33","60,496,846.22","186,959,950.72","241,033,257.46","395,820,525.28","81,489,784.47","240,101,873.63","356,955,157.13"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"54,359.26",,625.00,"282,248.23",340.00,"131,740.00","132,895.00","134,215.00","4,190.00","34,340.00","78,540.00","80,320.00","2,800.00","4,250.00","7,100.00","7,100.00","5,260.00","6,060.00","7,460.00","10,410.00","2,610.00","5,110.00","6,910.00","135,910.00",200.00,"8,203.00","78,836.00","372,336.00",,"4,400.00","12,327,281.00","12,431,567.31","2,300.00","4,670.00","4,670.00"
筹资活动产生的现金流量净额,"8,452,054.58","-3,081,037.42","-18,056,131.04","-2,839,476.81","449,634,751.21","-20,000.00","-16,522,967.49","-16,522,967.49","-16,522,967.49",,"36,680,500.11","40,180,500.11","40,180,500.11","-55,212,912.00","-84,058,202.56","-84,058,202.56","-84,058,202.56","-3,056,854.79","-3,158,209.92","16,662,828.79","63,788,312.33","-15,016,636.34","7,318,679.22","-12,650,830.11","-22,927,078.10","159,306,047.95","180,864,300.80","280,763,512.97","2,752,981.40","-7,998,081.96","65,453,758.97","134,424,232.61","104,750,063.30","186,912,975.32","202,924,600.08","524,734,777.27"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"617,323.62","617,323.62",,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,-9.95,"-3,322.50","1,876.83","1,997,597.47",0.03,-37.54,-37.54,"201,345.03","-2,865,012.24","2,356,051.20","3,452,239.95"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"24,047,015.57",,,,,,,,"8,767,440.00",,"18,075,340.47",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"54,359.26",,625.00,"282,248.23",340.00,"131,740.00","132,895.00","134,215.00","4,190.00","34,340.00","78,540.00","80,320.00","2,800.00","4,250.00","7,100.00","7,100.00","5,260.00","6,060.00","7,460.00","10,410.00","2,610.00","5,110.00","6,910.00","24,182,925.57",200.00,"3,066,314.40","4,809,136.18","5,293,987.73","1,327,802.23","1,487,720.38","13,947,482.20","24,333,146.62","2,339,031.29","21,054,454.26","18,172,722.30"
五、现金及现金等价物净增加额,"15,863,474.77","33,638,609.63","-22,774,366.48","-49,302,410.18","462,499,678.11","-79,958,004.97","-164,563,562.05","-194,817,025.81","-100,076,018.71","-63,003,946.62","-38,767,734.85","-75,317,267.35","-42,744,849.89","-80,282,943.65","-126,390,627.80","-166,947,951.35","-178,979,144.48","-44,747,584.64","-42,459,363.92","-53,787,760.01","48,617,907.19","-74,391,634.80","-73,927,949.62","-69,160,264.17","98,605,683.69","-104,187,831.57","-136,692,109.84","-76,144,727.80","-216,678,083.65","-47,318,229.21","-41,220,304.78","18,262,234.28","63,562,737.52","-76,813,304.77","-70,914,506.68","173,140,265.07"
购建固定资产、无形资产和其他长期资产支付的现金,"3,476,298.88","4,780,538.84","1,612,049.38","1,805,677.87","5,832,330.11","35,564,025.39","75,286,683.14","83,723,273.14","84,966,153.05","7,075,737.03","10,826,812.69","14,525,656.40","15,832,153.79","1,909,014.35","14,263,051.93","19,970,841.24","30,120,031.86","3,389,915.01","12,334,148.77","23,052,155.38","25,161,729.38","3,299,802.11","13,469,369.37","15,765,047.23","36,530,237.14","55,070,422.72","77,437,006.99","108,648,452.00","142,650,624.83","17,485,739.91","30,847,516.69","49,717,980.23","69,163,085.02","13,437,868.34","16,818,720.87","28,124,091.41"
期初现金及现金等价物余额,"11,785,854.49","27,649,329.26","61,287,938.89","61,287,938.89","61,287,938.89","533,062,712.95","523,787,617.00","523,787,617.00","523,787,617.00","423,711,598.29","423,711,598.29","423,711,598.29","423,711,598.29","380,966,748.40","380,966,748.40","380,966,748.40","380,966,748.40","201,987,603.92","201,987,603.92","201,987,603.92","201,987,603.92","250,605,511.11","250,605,511.11","274,652,526.68","250,605,511.11","368,652,717.76","349,211,194.80","349,211,194.80","349,211,194.80","132,533,111.15","132,533,111.15","132,533,111.15","132,533,111.15","214,171,189.14","196,095,848.67","196,652,363.07"
投资支付的现金,,,,,,,,,,,,,,,"13,500,000.00","13,500,000.00","22,500,000.00",,,"6,000,000.00","7,750,000.00",,"13,500,000.00","15,250,000.00","13,500,000.00","249,000,000.00","47,600,000.00","47,600,000.00","77,254,400.00","8,767,440.00",,,"28,950,000.00","145,117,331.92","90,782,100.00","91,758,700.00"
期末现金及现金等价物余额,"27,649,329.26","61,287,938.89","38,513,572.41","11,985,528.71","523,787,617.00","453,104,707.98","359,224,054.95","328,970,591.19","423,711,598.29","360,707,651.67","384,943,863.44","348,394,330.94","380,966,748.40","300,683,804.75","254,576,120.60","214,018,797.05","201,987,603.92","157,240,019.28","159,528,240.00","148,199,843.91","250,605,511.11","176,213,876.31","176,677,561.49","205,492,262.51","349,211,194.80","264,464,886.19","212,519,084.96","273,066,467.00","132,533,111.15","85,214,881.94","91,312,806.37","150,795,345.43","196,095,848.67","137,357,884.37","125,181,341.99","369,792,628.14"
