科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"827,742,623.65","1,542,687,518.35","2,532,243,612.74","3,563,374,141.70","968,002,013.28","2,005,373,349.79","3,419,834,797.16","4,816,500,271.76","1,042,305,673.95","2,456,159,061.32","4,006,012,823.02","5,991,358,229.59","1,315,966,209.46","2,611,772,615.44","3,972,446,230.72","6,044,965,478.54","1,248,528,991.92","2,633,282,349.42","4,018,463,034.16","6,112,097,412.84","1,429,708,606.47","2,717,001,608.62","4,167,463,137.10","6,824,800,755.94","1,687,192,333.49","3,198,864,737.97","5,121,869,341.87","7,857,795,493.22","1,826,086,720.02","3,383,355,576.98","5,511,697,538.50","7,973,617,216.37","1,904,954,494.37","3,541,255,019.13","5,940,330,343.42","8,507,984,273.38","1,966,445,932.20","3,576,928,509.82","5,595,861,424.97","8,797,774,966.37","1,928,194,620.31","3,740,158,389.71","5,710,094,418.91","8,127,247,316.47"
二、营业利润,"33,724,820.83","60,650,752.50","110,935,010.90","137,001,529.91","38,585,760.64","85,677,489.00","216,033,937.52","334,860,326.14","64,780,119.36","164,472,493.40","282,855,975.75","414,123,098.08","71,759,403.61","163,938,365.74","279,360,789.27","425,672,155.92","61,873,510.98","112,969,412.95","145,539,478.12","187,789,003.12","50,732,192.73","70,193,387.00","95,381,425.23","129,289,914.92","60,735,303.42","99,138,329.57","116,458,038.39","190,308,142.52","63,210,803.02","102,152,639.96","150,375,124.82","244,181,660.42","74,221,483.93","114,000,092.23","183,031,659.98","266,586,959.98","87,063,154.05","127,188,776.52","188,682,968.53","303,614,631.33","85,465,880.97","165,853,642.08","265,962,889.54","376,620,014.20"
减:营业成本,"758,721,127.68","1,415,617,830.33","2,313,475,615.68","3,274,821,309.38","869,340,400.16","1,799,260,547.95","2,991,430,773.23","4,132,192,610.70","906,330,476.67","2,137,584,167.60","3,466,488,910.65","5,186,983,610.66","1,153,880,399.07","2,258,468,959.47","3,377,443,623.11","5,128,092,617.59","1,103,185,230.20","2,339,205,716.10","3,593,375,347.89","5,470,447,129.01","1,255,970,662.44","2,413,596,703.59","3,721,829,277.00","6,139,784,127.05","1,477,568,900.12","2,807,106,532.19","4,556,675,860.02","6,967,058,115.89","1,632,290,917.21","3,006,750,667.32","4,950,437,950.13","7,008,579,738.63","1,669,528,230.06","3,147,227,299.05","5,294,719,020.80","7,467,236,732.28","1,692,223,904.22","3,120,813,316.14","4,984,738,410.77","7,793,960,684.06","1,766,016,387.43","3,380,399,637.63","5,175,605,583.98","7,284,116,869.56"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"26,189,334.83","47,195,461.51","79,300,919.01","113,651,400.14","31,278,824.43","67,295,996.65","131,026,517.01","198,650,081.50","39,598,622.54","93,800,115.26","168,278,200.53","240,619,220.09","49,679,557.26","103,732,376.30","177,957,536.33","286,733,370.42","45,259,293.65","94,428,722.33","137,382,757.73","215,722,036.03","50,764,503.56","99,131,441.73","145,253,437.81","252,365,700.99","63,997,621.96","120,768,292.30","195,866,577.73","322,297,637.31","65,173,386.78","128,592,181.94","218,953,269.65","339,538,988.14","78,238,408.49","142,236,421.47","251,662,498.73","403,577,596.67","87,894,742.43","125,060,090.33","151,312,086.64","209,776,940.13","16,385,320.10","47,483,505.01","67,200,819.83","83,031,900.60"
营业外收入,"553,286.40","1,335,772.28","3,428,520.23","5,871,235.73","846,757.45","16,923,930.79","21,634,214.15","21,851,138.98","1,285,210.00","1,374,881.92","1,494,682.69","2,701,101.66","2,094,765.98","4,288,106.58","7,441,449.74","8,134,732.34","1,127,960.00","2,140,387.91","5,933,121.58","8,187,354.60","2,332,110.55","6,167,431.15","7,073,285.20","9,124,460.06","193,746.64","813,523.79","22,677,424.93","23,162,519.20","5,000.00","1,067,975.66","2,039,713.07","2,654,695.07","74,797.49","1,664,079.69","2,282,780.50","4,127,102.88","1,350,000.00","1,495,454.48","2,018,998.22","5,281,478.71","1,148,827.38","1,252,905.27","2,267,841.04","773,865.39"
销售费用,"763,960.44","1,451,921.95","1,904,621.24","2,987,028.87","701,283.50","4,534,991.46","6,528,454.90","12,045,146.93","1,893,504.98","7,652,119.67","9,907,979.52","9,658,750.40","2,154,572.97","3,062,112.26","4,253,129.63","5,568,890.95","1,634,776.33","7,151,882.74","10,963,979.48","23,403,670.06","4,981,071.50","11,136,981.79","15,947,718.87","21,197,106.66","5,311,960.87","13,454,744.34","20,669,952.00","26,716,442.23","3,998,127.43","10,858,742.22","17,868,746.34","32,165,076.92","5,875,699.92","14,097,170.09","22,719,048.55","30,669,438.99","7,292,813.81","18,173,490.42","28,037,938.20","33,665,175.92","9,417,525.59","21,216,838.55","26,398,209.24","24,088,572.21"
减:营业外支出,"8,772.00","623,837.78","1,324,874.53","1,759,399.95","378,820.32","1,618,497.12","1,836,518.25","10,152,743.85","103,804.05","127,499.69","1,416,435.35","1,499,380.87","67,649.76","127,010.43","1,228,435.49","1,317,681.55","110,518.23","365,503.01","1,320,717.60","1,475,308.47","164,701.71","373,476.46","1,633,200.77","2,140,005.19","1,416,572.77","1,753,665.11","2,321,593.11","5,151,160.76","1,195,060.96","1,331,570.04","1,353,838.11","1,457,685.23","1,035,695.00","2,979,460.41","4,984,239.05","5,506,971.48","2,235,748.44","3,055,535.18","3,076,570.65","5,506,905.12","923,949.71","944,063.91","1,441,648.11","5,031,744.36"
管理费用,"8,296,638.33","18,852,903.20","27,501,225.49","35,276,118.55","13,738,062.60","34,278,279.86","48,948,881.37","81,032,610.81","24,924,438.09","49,898,159.34","64,964,561.38","103,367,552.19","24,578,720.67","49,338,811.74","67,583,620.38","106,770,599.07","28,629,347.57","62,064,331.05","93,757,747.50","130,914,493.92","32,126,239.34","68,780,585.43","96,987,468.35","144,528,476.36","36,279,643.12","70,136,254.57","105,552,845.20","150,132,188.47","41,185,783.98","73,902,761.30","107,253,628.59","160,754,145.62","41,045,547.90","75,996,608.14","104,747,017.67","139,978,847.86","40,081,437.15","86,789,619.73","119,489,569.17","144,119,663.66","44,514,202.78","95,314,724.81","126,882,203.26","162,795,596.41"
其中:非流动资产处置净损失,,,,"156,678.60","78,718.05","177,344.85","241,465.98","257,832.28","6,885.00","6,885.00","275,742.91","317,347.75",,"48,294.83","92,491.19","54,771.14",292.32,"96,389.19","110,080.21","134,551.04",,"17,061.15","764,049.55","6,109.67","-398,931.28","398,931.28","398,931.28","1,641,408.23",,"14,265.33","14,265.33","82,533.86",,,"-1,728,330.14","2,192,406.15","273,656.28","273,656.28","273,656.28","2,567,365.95",761.00,761.00,"-361,441.82",
