科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"14,236,752.05","44,705,900.67","52,874,855.55","28,210,768.96","41,841,155.34","62,409,178.86","17,442,690.74","34,501,707.31","55,820,485.02","96,303,973.70","32,602,625.09","69,909,358.23","99,313,219.17","153,212,238.91","36,465,337.90","84,965,911.56","117,162,621.35","185,991,545.56","46,241,213.89","106,736,598.91","160,365,436.55","257,630,235.79","75,202,825.12","128,763,353.92","217,495,526.29","306,274,365.72","85,524,422.43","157,928,376.88","234,783,138.45","331,131,588.21","85,920,506.31","162,338,555.12","247,349,357.98","345,247,616.26","108,953,408.51","180,410,456.92"
取得借款收到的现金,"266,948,105.50","227,549,302.50","278,180,000.00","148,006,510.60",,"269,744,058.89","50,134,724.00","116,370,138.40","272,020,138.40","442,443,735.62","224,500,000.00","432,478,967.39","815,476,199.21","1,114,817,518.33","252,532,883.95","557,693,347.34","891,930,776.70","1,378,684,650.23","434,056,252.00","986,458,146.15","1,744,445,230.10","2,293,507,800.68","578,387,199.80","909,449,527.46","1,572,461,108.30","2,212,494,944.30","455,223,700.00","1,113,578,330.00","1,659,638,330.00","2,350,109,330.00","854,975,187.28","1,365,700,841.46","1,791,577,846.47","2,104,229,041.86","694,756,390.47","959,112,134.12"
支付的各项税费,"10,159,202.33","21,846,862.65","32,542,000.63","19,762,759.98","25,228,115.24","32,149,644.62","11,224,665.93","23,341,302.90","14,613,572.35","30,160,378.53","13,652,163.74","19,661,175.11","32,185,790.26","57,233,763.39","12,006,752.97","29,167,529.48","46,084,292.50","56,152,445.38","20,008,251.98","42,799,184.11","59,690,770.11","91,229,396.87","19,322,804.96","36,539,108.64","61,334,772.73","83,818,391.19","22,549,906.23","61,134,458.61","76,667,403.26","85,918,522.26","24,673,919.36","66,239,019.44","89,910,315.91","144,466,837.73","55,813,415.12","95,119,998.64"
收到其他与筹资活动有关的现金,,,,,"241,821,733.53",,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","172,725.00",,326.88,"55,700,000.00",,"49,891,000.00","2,220,000.00","65,807,390.00",,,"2,664.71","160,000,000.00","72,768,002.53","50,100,513.93","228,070,052.53","197,594,760.00","43,971,774.95","48,262,134.51","95,912,381.37","78,799,903.26","11,180,000.00",,"150,000,000.00","151,600,000.00",,
支付其他与经营活动有关的现金,"88,563,445.70","74,437,868.08","88,640,752.77","30,777,114.51","55,274,618.10","81,256,483.80","37,498,708.64","63,327,493.19","130,269,979.88","99,082,303.95","77,363,794.16","126,430,258.91","142,841,301.09","248,283,915.43","52,316,129.57","250,264,909.40","243,627,948.33","311,766,236.40","66,965,478.26","286,304,050.36","200,337,386.42","360,701,167.64","81,293,987.81","326,391,069.61","263,823,231.28","505,016,480.66","172,028,482.59","271,232,808.73","270,646,385.94","436,214,055.13","157,347,708.70","280,707,915.00","348,041,790.18","9,567,568,977.63","2,009,323,719.23","3,348,913,886.24"
筹资活动现金流入小计,"276,286,105.50","334,839,302.50","278,180,000.00","148,006,510.60","241,821,733.53","1,411,637,625.29","51,134,724.00","117,370,138.40","401,070,138.40","454,418,735.62","224,672,725.00","459,074,467.39","872,385,849.77","1,237,226,842.01","252,532,883.95","607,584,347.34","894,770,776.70","1,445,242,040.23","434,622,015.26","986,458,146.15","1,769,447,894.81","2,468,770,300.68","1,643,908,507.74","1,947,343,346.80","2,793,284,739.40","3,397,883,009.71","499,195,474.95","1,992,010,964.51","2,585,721,211.37","3,282,507,954.14","866,155,187.28","1,365,700,841.46","1,941,577,846.47","2,255,829,041.86","694,756,390.47","959,112,134.12"
经营活动现金流出小计,"481,889,987.87","807,951,513.31","670,698,223.56","251,312,395.14","441,466,610.61","608,506,460.08","194,484,447.98","411,075,153.90","868,512,469.71","980,628,165.08","347,271,463.08","730,590,982.77","1,119,196,997.77","1,486,786,366.45","409,848,922.87","1,020,915,106.63","1,353,652,233.44","1,670,748,039.99","496,536,635.87","1,123,172,070.54","1,820,137,190.31","2,541,985,145.64","589,539,474.79","1,579,258,857.71","2,485,933,215.42","3,341,972,487.13","953,423,647.68","2,193,370,608.27","3,915,492,643.57","6,802,926,569.06","3,211,346,639.13","6,305,215,896.65","9,171,492,282.66","12,199,622,736.78","2,822,651,637.57","4,763,737,265.99"
偿还债务支付的现金,"249,278,156.80","250,654,303.60","284,780,000.00","147,806,510.60","205,604,751.60","376,904,890.30",,"90,187,306.99","211,441,993.12","219,645,166.59","182,650,000.00","329,150,000.00","569,825,502.27","909,153,772.15","223,861,977.14","461,223,858.63","791,584,476.20","1,135,979,356.07","335,090,680.00","610,108,040.00","1,331,171,026.00","2,028,357,816.60","436,807,885.00","858,008,450.82","1,808,474,863.02","2,398,331,363.58","435,102,800.00","1,011,842,800.00","1,425,270,840.42","1,866,643,947.58","646,011,300.00","1,047,044,444.00","1,502,835,737.43","1,967,857,424.84","415,664,242.88","1,167,075,437.29"
经营活动产生的现金流量净额,"917,042.68","106,659,415.33","56,367,701.31","88,260,672.68","71,067,748.20","118,432,504.84","-64,867,522.39","-66,259,382.10","-78,331,321.42","-103,488,496.03","38,380,773.09","92,519,767.25","16,807,125.47","-77,937,766.05","43,954,270.86","44,645,581.78","115,178,066.42","280,890,121.24","33,002,211.03","-91,358,151.59","155,186,918.87","148,382,950.64","33,336,101.66","84,843,210.01","-101,303,280.11","-225,302,398.18","-2,865,514.50","-228,113,650.37","-476,941,012.98","-435,033,373.12","34,875,291.27","7,874,259.17","207,828,584.23","538,901,702.28","63,035,050.30","462,807,708.92"
分配股利、利润或偿还利息支付的现金,"9,617,532.17","14,749,115.52","23,282,749.03","3,373,525.07","4,992,274.12","6,209,816.23","342,403.18","61,534,634.32","63,211,963.95","66,027,814.53","4,984,495.87","10,020,916.63","30,507,884.85","41,584,512.15","7,274,502.11","60,309,574.39","68,457,277.39","84,701,146.41","8,309,785.75","55,747,827.78","83,550,107.53","95,366,580.81","17,624,356.90","89,042,106.32","104,595,922.81","111,596,318.90","24,365,478.76","66,109,946.26","81,286,203.30","94,239,242.35","14,135,551.71","104,394,365.86","127,491,762.74","142,451,800.89","20,659,269.21","83,422,372.75"
收回投资收到的现金,"15,120.00","3,750,000.00",,,,,,,,,,,"420,000.00","475,070.78","59,500,000.00","190,300,000.00","228,500,000.00","353,373,300.00","10,000,000.00","10,600,000.00","205,600,000.00","406,720,000.00","212,745,332.40","31,940,000.00","252,140,000.00","249,940,000.00","8,452,958.22","1,427,200.00","1,427,200.00","1,200,000.00","3,902,400.00","3,902,400.00","3,902,400.00","5,652,400.00",,
支付其他与筹资活动有关的现金,,"260,000.00",,,,"1,000,000.00",,,,"57,159,243.71","5,186,590.00",,"33,109.80","39,891,000.00","8,609,000.00","33,189,000.00","1,379.96","173,007,819.35","43,830.00","43,830.00","45,605.31","137,521,288.25","71,718,201.68","51,315,981.99","151,485,272.29","75,876,882.77","6,395,435.73","28,153,153.34","28,153,153.34","109,622,961.89","12,676,099.18","3,840,000.00","1,000,000.00","5,615,000.00","1,600,000.00","101,600,000.00"
取得投资收益收到的现金,"289,800.00","229,908.00","240,525.11",,,,,"594,536.04","594,536.04","594,536.04",,"637,002.90","692,073.68","637,002.90","85,438.29","177,728.64","199,090.29","221,423.80","10,760.40","101,130.70","7,577,879.86","255,399.01","114,688.67","844,881.34","841,529.14","5,648,712.70",,"1,127,747.87","1,127,747.87","1,127,739.10",,,,"4,731,180.80","1,137,930.00","1,924,044.04"
筹资活动现金流出小计,"258,895,688.97","265,663,419.12","308,062,749.03","151,180,035.67","210,597,025.72","384,114,706.53","342,403.18","151,721,941.31","274,653,957.07","342,832,224.83","192,821,085.87","339,170,916.63","600,366,496.92","990,629,284.30","239,745,479.25","554,722,433.02","860,043,133.55","1,393,688,321.83","343,444,295.75","665,899,697.78","1,414,766,738.84","2,261,245,685.66","526,150,443.58","998,366,539.13","2,064,556,058.12","2,585,804,565.25","465,863,714.49","1,106,105,899.60","1,534,710,197.06","2,070,506,151.82","672,822,950.89","1,155,278,809.86","1,631,327,500.17","2,115,924,225.73","437,923,512.09","1,352,097,810.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"206,050.00",,,"140,000.00",,,951.81,951.81,"67,659.14","212,659.14","217,909.14","1,583,763.64",,"8,000.00","58,000.00","5,446,121.85","103,763.96","589,662.42","537,659.01","4,165,403.92","618,245.79","13,123,699.19","1,037,153.40","2,425,526.18","16,000.00","2,197,143.79","236,000.00","1,471,240.64","57,000.00","145,996.64","225,208.69","375,999.00","108,076.00","920,276.71"
筹资活动产生的现金流量净额,"17,390,416.53","69,175,883.38","-29,882,749.03","-3,173,525.07","31,224,707.81","1,027,522,918.76","50,792,320.82","-34,351,802.91","126,416,181.33","111,586,510.79","31,851,639.13","119,903,550.76","272,019,352.85","246,597,557.71","12,787,404.70","52,861,914.32","34,727,643.15","51,553,718.40","91,177,719.51","320,558,448.37","354,681,155.97","207,524,615.02","1,117,758,064.16","948,976,807.67","728,728,681.28","812,078,444.46","33,331,760.46","885,905,064.91","1,051,011,014.31","1,212,001,802.32","193,332,236.39","210,422,031.60","310,250,346.30","139,904,816.13","256,832,878.38","-392,985,675.92"
处置子公司及其他营业单位收到的现金净额,,"4,595,099.09",,,,,,,,,,,,,,,"11,573,300.00","3,569,801.85",,,,,,,,"7,838,420.61",,"93,492,848.74","127,432,848.74","123,789,223.92","16,374,701.96","16,374,701.96","19,684,434.88","19,386,016.56",,"7,837,428.10"
四、汇率变动对现金的影响,"-427,779.15","-24,466.92","-283,762.41","-136,747.23","-386,460.51","-559,996.93","-152,268.29","-449,271.25","-793,918.53","-1,029,438.95","-175,703.41","-62,666.47","1,018,159.57","-1,057,938.21","-1,568,412.68","-4,867,077.77","-6,613,339.06","-7,205,063.31","-1,080,706.69","-4,527,096.30","-6,124,645.83","-7,356,958.38","3,257,924.62","3,131,547.80","3,250,564.96","3,264,021.55","-38,565.13","1,347,902.17","6,831,614.87","5,191,465.80","926,386.05","7,405.49","-2,406,940.85","-6,749,668.92","-6,523,451.42","-4,065,683.51"
收到其他与投资活动有关的现金,,,,,,,,"29,609,713.46",,"11,930,654.59",,"30,000,000.00","30,000,000.00","13,048,476.73","88,098,010.50","355,126,240.26","56,396,988.05","357,205,920.20","111,301,016.74","281,663,160.27","305,253,578.25","282,446,495.27","72,832,607.66","104,923,762.97","123,387,435.59","126,083,792.25","164,778,951.31","269,666,744.45","269,838,634.45","272,926,744.45","648,538,535.98","655,066,477.95","665,875,011.09","686,914,358.75","521,603,599.30","524,680,880.74"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"304,920.00","8,575,007.09","446,575.11",,,"140,000.00",,"30,204,249.50","595,487.85","12,526,142.44","67,659.14","30,849,662.04","31,329,982.82","15,744,314.05","147,683,448.79","545,611,968.90","296,727,378.34","719,816,567.70","121,415,541.10","292,953,953.39","518,969,117.12","693,587,298.20","286,310,874.52","150,832,343.50","377,406,118.13","391,936,451.74","173,247,909.53","367,911,684.85","400,062,431.06","400,514,948.11","668,872,637.94","675,489,576.55","689,687,054.66","717,059,955.11","522,849,605.30","535,362,629.59"
五、现金及现金等价物净增加额,"-3,557,214.85","48,473,825.04","-21,380,635.64","34,549,293.91","10,965,451.54","1,019,664,130.59","-62,521,951.17","-132,744,744.02","-219,590,338.57","-163,029,338.58","-83,294,470.95","8,926,593.09","-36,385,509.48","-569,461,591.26","18,979,967.43","59,784,168.85","-97,163,205.96","-111,894,145.89","-89,116,170.58","47,306,896.66","-62,585,629.76","-47,538,320.79","1,035,190,993.62","423,656,308.71","-16,756,230.73","115,598,303.66","-122,463,450.19","-9,389,282.40","-125,765,768.62","-106,256,684.37","69,913,900.56","215,111.19","140,174,808.47","48,105,934.04","28,722,333.97","-23,095,027.42"
购建固定资产、无形资产和其他长期资产支付的现金,"21,741,814.91","83,898,282.60","45,487,468.01","50,401,106.47","90,940,543.96","109,871,296.08","36,169,481.31","61,788,537.26","132,039,412.80","167,224,056.83","153,413,869.61","222,218,740.49","346,755,160.90","380,300,380.34","115,902,827.05","220,620,460.25","297,651,312.01","513,589,139.65","123,473,985.77","268,490,688.69","465,127,205.08","546,728,192.27","137,296,652.28","271,256,397.82","335,180,161.32","336,401,471.46","124,564,115.64","204,811,166.68","342,037,611.78","511,126,676.65","152,505,820.35","276,222,847.76","384,576,895.05","454,668,566.03","154,422,887.80","191,636,472.16"
期初现金及现金等价物余额,"25,260,485.21","21,703,270.36","70,177,095.40","48,796,459.76","48,796,459.76","48,796,459.76","1,068,460,590.35","1,068,460,590.35","1,101,095,303.81","1,068,460,590.35","963,536,254.43","905,431,251.77","905,431,251.77","905,431,251.77","335,969,660.51","335,969,660.51","418,469,660.51","335,969,660.51","224,075,514.62","224,075,514.62","224,075,514.62","224,075,514.62","176,537,193.83","176,537,193.83","176,537,193.83","176,537,193.83","292,135,497.49","292,135,497.49","292,135,497.49","292,135,497.49","185,878,813.12","185,878,813.12","185,878,813.12","185,878,813.12","233,984,747.16","233,984,747.16"
投资支付的现金,,"250,000.00",,,,,"12,125,000.00","100,000.00","131,175,000.00","15,400,000.00",,"12,064,980.00","10,800,000.00","25,800,000.00","44,500,000.00","173,918,950.00","222,918,950.00","345,097,190.00","10,000,000.00","16,011,609.38","240,691,609.38","427,499,050.38","209,160,000.00","51,570,000.00","262,301,400.00","265,270,000.00",,"3,699,310.00","52,336,442.00","129,324,870.85","3,883,581.53","25,146,456.83","38,283,565.15","201,333,230.24","24,285,760.00","25,725,500.50"
期末现金及现金等价物余额,"21,703,270.36","70,177,095.40","48,796,459.76","83,345,753.67","59,761,911.30","1,068,460,590.35","1,005,938,639.18","935,715,846.33","881,504,965.24","905,431,251.77","880,241,783.48","914,357,844.86","869,045,742.29","335,969,660.51","354,949,627.94","395,753,829.36","321,306,454.55","224,075,514.62","134,959,344.04","271,382,411.28","161,489,884.86","176,537,193.83","1,211,728,187.45","600,193,502.54","159,780,963.10","292,135,497.49","169,672,047.30","282,746,215.09","166,369,728.87","185,878,813.12","255,792,713.68","186,093,924.31","326,053,621.59","233,984,747.16","262,707,081.13","210,889,719.74"
