科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"347,407,189.70","166,337,264.93","634,434,481.88","527,158,459.73","457,544,484.22","586,004,815.85","356,625,018.07","492,324,715.29","608,372,604.98","699,327,748.42","1,616,885,542.39","1,577,499,468.01","1,299,150,638.60","1,147,446,865.89","1,232,000,438.85","956,855,385.98","1,161,524,615.02","792,216,635.84","818,986,627.24","1,090,366,419.13","1,110,848,493.98","807,608,675.87","912,383,349.73","603,866,236.73","704,721,989.26","663,903,193.05","716,219,160.33","983,483,541.01","660,018,918.64","599,424,353.68","383,098,973.09","183,518,004.74","190,158,401.40","167,407,430.94","155,901,062.39","137,095,885.15","37,866,866.52","24,433,432.46","52,271,855.89","17,764,560.17","130,172,502.39","397,779,762.67","192,197,172.77","190,174,748.35","180,798,954.99"
短期借款,"507,000,000.00","643,000,000.00","597,000,000.00","631,000,000.00","691,000,000.00","715,000,000.00","705,000,000.00","1,026,040,000.00","964,040,000.00","1,250,000,000.00","1,360,000,000.00","1,707,350,238.19","1,739,911,275.82","2,121,000,000.00","2,223,548,358.00","2,005,774,621.44","1,827,000,000.00","1,771,900,000.00","1,521,900,000.00","1,411,900,000.00","1,410,900,000.00","1,440,900,000.00","1,704,900,000.00","1,604,800,000.00","1,508,800,000.00","1,329,000,000.00","1,569,000,000.00","1,569,000,000.00","1,379,000,000.00","1,887,000,000.00","1,859,990,000.00","1,119,331,894.42","1,468,281,894.42","1,622,931,894.42","1,256,651,157.32","1,381,654,181.78","1,382,762,665.11","1,382,762,665.11","1,382,262,665.11","1,381,409,513.08","1,383,409,513.08","1,120,409,513.08","1,111,409,513.08","1,066,799,980.00","1,108,143,380.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,538,231.57","300,000.00","1,944,475.14","46,472,144.60","39,953,982.00","34,400,000.00","16,250,000.00","211,040,000.00","113,012,806.50","1,051,886.60","1,274,608.00","113,987,024.23","38,004,275.82","101,876,960.00","101,561,905.43","152,322,550.69","49,997,194.40","68,145,562.00","73,399,760.00","182,065,442.80","129,816,540.00","301,000,000.00","306,000,000.00","492,610,000.00","359,850,000.00","179,995,782.26","100,638,554.65","296,834,959.00","245,575,000.00","331,704,282.20","298,790,807.57","77,723,000.00","180,000.00","25,200,000.00","13,094,000.00","60,000.00","193,200,000.00","62,400,000.00","6,630,000.00","1,270,097.66","12,395,434.61","59,591,835.00","69,748,302.88","64,712,270.40","35,830,000.00"
应付票据,"218,300,000.00","198,300,000.00","240,000,000.00","200,000,000.00","440,000,000.00","500,720,000.00","540,720,000.00","485,000,000.00","619,000,000.00","534,000,000.00","785,940,000.10","572,000,000.00","572,000,000.00","572,000,000.00","672,000,000.00","672,000,000.00","885,999,840.00","885,999,840.00","875,263,000.00","995,263,000.00","1,066,713,560.00","1,166,713,560.00","866,714,195.50","1,005,728,541.00","994,299,981.00","1,137,213,980.00","1,222,213,980.00","1,265,870,320.00","1,093,020,320.00","947,790,000.00","796,328,279.67","401,250,000.00","341,250,000.00","178,000,000.00","178,000,000.00",,,,,,,,,,
应收账款,"117,857,248.26","278,603,146.87","408,048,917.19","365,927,939.50","532,869,082.37","572,377,660.02","676,290,274.31","846,505,890.17","526,931,076.14","668,193,042.50","816,866,874.07","851,027,096.80","844,051,876.53","802,996,413.64","803,859,064.40","977,705,274.20","706,003,567.65","720,923,733.75","886,283,262.56","853,664,055.49","777,147,792.26","937,087,669.21","926,497,870.76","978,565,719.27","722,005,335.71","679,580,155.35","948,733,428.33","1,218,017,477.94","1,223,352,371.77","1,219,232,320.32","1,544,757,262.47","2,002,342,477.91","2,012,345,600.19","2,394,326,052.31","2,127,963,104.56","1,851,337,212.61","1,677,294,091.95","1,774,043,743.89","1,776,929,188.09","1,921,172,907.46","1,666,981,240.14","1,313,864,603.54","1,387,672,957.17","1,289,480,976.92","1,107,134,480.09"
应付账款,"335,401,972.79","385,519,119.97","240,574,679.44","301,477,933.35","404,567,536.29","272,696,132.72","534,796,680.66","383,262,977.14","293,252,808.91","347,748,443.49","252,300,184.45","543,319,327.66","467,575,912.38","351,591,654.08","180,020,617.01","388,178,320.77","373,085,696.61","449,806,319.03","326,597,440.56","645,864,372.01","397,204,452.23","413,696,062.12","387,090,695.16","344,602,734.79","326,579,030.89","328,534,911.55","301,921,919.63","377,061,496.50","369,968,506.42","337,088,410.93","329,548,286.62","505,458,100.21","409,828,795.37","592,431,785.81","551,343,261.06","380,447,165.07","380,290,950.73","346,313,890.46","305,482,582.97","358,344,237.10","313,370,256.04","287,307,240.27","277,796,634.57","388,316,571.56","232,601,461.05"
预付款项,"210,866,924.57","310,666,704.75","311,241,085.68","446,103,089.80","387,190,354.80","197,561,563.71","253,506,092.01","615,666,113.08","680,304,009.48","665,125,287.77","820,762,294.02","598,546,776.22","587,926,994.95","885,049,886.26","930,301,636.77","714,405,856.76","823,691,423.91","762,155,270.56","788,468,504.09","806,212,408.15","804,043,484.82","993,721,838.69","908,530,734.60","948,551,233.86","913,368,321.75","908,598,239.54","969,442,929.16","651,039,081.40","643,917,509.90","836,359,665.00","832,698,966.48","97,116,800.89","102,985,910.25","142,173,474.87","87,159,862.18","50,767,705.64","89,130,745.71","56,087,736.64","118,430,242.12","30,137,574.73","63,712,714.30","53,610,002.95","55,646,746.04","42,416,808.26","68,334,436.47"
预收款项,"85,395,552.59","38,878,657.22","48,927,295.64","24,120,012.47","32,721.29","15,248,807.49","24,373,094.11","5,982,834.48","7,202,644.16","32,816.29","5,734,839.39","5,286,404.53","5,843,379.63","23,114,648.12","19,327,895.05","1,439,614.89","47,409,377.89","18,792,605.85","2,498,969.43","5,753,596.50","23,742,850.02","29,685,670.56","46,108,565.77","45,399,147.11","75,267,755.60","81,082,827.18","90,394,622.10","24,098,706.64","40,646,423.91","58,224,132.88","94,888,042.36","84,580,961.58","82,341,143.41","146,511,706.72","151,220,522.80","141,346,014.17","182,133,665.93","274,530,163.65","382,496,776.30","226,536,632.65","369,691,529.53","402,390,120.51","336,746,711.54","44,252,350.26","187,375,731.84"
