科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"52,457,655.43","74,814,601.97","162,564,146.85","115,406,142.76","373,704,916.23","245,416,205.86","159,486,853.41","148,088,611.01","104,260,834.01","98,674,661.13","199,718,021.11","164,611,466.76","138,353,942.60","115,443,380.91","290,672,328.94","281,180,771.09"
短期借款,"50,000,000.00","90,000,000.00","75,000,000.00","125,000,000.00","75,000,000.00",,"140,350,163.56","324,350,163.56","203,651,255.28","121,613,188.80","90,000,000.00","216,000,000.00","256,000,000.00","326,000,000.00","366,000,000.00","486,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"17,523,043.70","29,723,144.61","9,117,723.37","16,073,839.74","47,257,910.89","103,863,858.13","146,849,648.98","136,366,544.16","124,507,213.90","101,911,106.44","90,770,715.08","80,423,663.35","79,786,479.53","177,868,735.23","211,655,318.50","242,952,424.26"
应付票据,,"28,525,696.00","52,060,000.00","32,760,000.00",,,"41,040,000.00","42,987,129.00","101,943,548.60","187,092,833.00","195,361,138.00","241,428,310.00","222,570,132.00",,"484,345,545.00",
应收账款,"68,991,568.47","110,836,473.29","165,201,209.35","133,778,986.82","215,567,643.11","213,934,172.61","271,255,914.17","273,433,235.03","338,825,400.40","441,559,426.33","486,459,799.34","440,607,873.94","777,333,721.89","891,369,159.70","772,133,458.18","968,999,969.58"
应付账款,"94,600,014.37","140,875,996.10","180,377,767.27","170,359,969.14","280,328,234.90","347,910,275.52","361,432,378.06","281,064,354.51","395,823,428.95","414,340,003.00","416,978,182.79","315,744,564.58","569,929,922.12",,"633,453,056.25",
预付款项,"22,982,567.69","29,926,836.10","25,650,217.37","37,790,061.36","23,688,803.68","30,644,268.11","38,703,044.49","53,599,868.29","45,593,875.89","42,673,370.74","25,349,733.03","59,561,217.39","44,223,184.28","19,503,412.70","31,341,047.86","92,927,056.11"
预收款项,"6,656,654.00","13,220,016.80","19,825,180.58","31,951,994.23","30,193,814.22","71,910,844.84","25,508,295.80","48,071,053.62","38,642,811.36","88,661,038.10","30,016,777.65","58,133,111.85","56,423,726.02","58,314,633.31","35,508,168.50","131,633,339.80"
其他应收款,"5,378,827.76","13,960,106.90","6,353,834.56","10,217,839.77","11,637,699.43","4,645,456.59","14,781,825.04","4,192,269.71","10,617,414.61","8,713,414.93","34,483,338.95","4,794,899.14","11,007,549.07","13,832,328.66","16,079,787.33","118,066,349.10"
应付职工薪酬,"19,078,530.45","31,476,600.67","47,551,359.70","25,445,372.73","27,075,663.62","29,172,403.85","67,293,510.57","29,565,010.50","31,218,261.50","32,260,746.21","88,464,297.43","27,863,572.40","32,119,195.80","32,333,074.89","106,114,568.58","39,593,702.79"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"-20,148,861.29","2,235,935.53","13,866,688.22","15,559,295.72","35,140,406.28","31,979,945.04","36,060,377.28","13,456,269.39","18,221,706.17","48,546,835.72","27,333,627.72","25,102,320.72","33,913,503.62","58,444,380.87","37,201,400.24","64,164,061.02"
应收利息,,,,,,,,,,,,,,,"1,013,698.63","2,805,479.46"
应付利息,,,,,"101,041.67",,"65,547.95","306,764.38","165,657.53","131,095.89","117,986.31","292,999.33","289,364.37","390,665.73","438,873.30","798,936.85"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"1,199,660.00","1,199,660.00",,
存货,"65,188,860.21","80,763,306.69","77,061,698.25","100,089,576.02","121,828,403.97","150,740,969.74","127,170,518.02","166,031,390.33","200,813,310.74","237,059,972.12","187,812,375.24","227,561,102.29","265,380,752.53","277,051,077.57","264,896,323.56","365,812,444.53"
其他应付款,"37,348,359.34","33,283,128.51","40,533,798.72","39,447,547.19","45,854,303.68","36,137,383.62","43,432,636.64","37,981,093.14","46,284,841.06","38,744,892.68","107,326,337.66","110,118,695.90","130,841,915.69","134,780,277.43","129,781,275.85","288,004,079.32"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,"783,133.71","7,697,184.58","58,501,770.86","54,143,819.92","64,268,016.97","81,980,448.22","69,124,447.24","112,100,104.52","78,349,766.79","104,844,476.41","283,060,649.72","119,903,656.85"
其他流动负债,,,,,,,,"8,554.00","654,288.75","3,088,482.19","3,225,134.65","2,290,380.94","4,425,690.02","5,245,556.19",,
流动资产合计,"232,522,523.26","340,024,469.56","445,948,829.75","413,356,446.47","794,468,511.02","756,942,115.62","816,749,574.97","835,855,738.45","888,886,066.52","1,012,572,399.91","1,093,718,429.99","1,089,660,327.39","1,394,435,396.69","1,599,912,571.18","1,869,838,914.09","2,189,842,671.52"
