科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付的各项税费,"42,038,966.98","98,059,657.01","158,681,195.25","55,826,147.68","95,013,413.20","141,340,933.70","174,358,249.99","22,377,268.65","62,776,872.90","80,749,419.86","135,420,281.13","33,648,507.96","100,112,035.44","154,548,041.45","243,282,438.07","94,786,059.32","203,888,256.15","279,588,696.43","347,582,378.94","83,886,424.50","104,945,574.90","118,879,975.33","135,321,185.99","19,478,212.87","26,022,232.33","42,548,514.22","41,016,280.76","16,969,017.96","46,505,367.78","85,058,780.86","102,466,224.69"
收到其他与筹资活动有关的现金,"875,665,006.90","234,000,000.00",,,,,,,,,,,,,,,,,"451,045,835.91",,,,,"231,000,000.00","231,000,000.00","105,000,000.00","238,875,000.00",,,,
支付其他与经营活动有关的现金,"160,699,867.68","49,489,291.71","103,211,254.27","28,110,243.97","71,295,906.01","98,138,110.17","112,183,693.83","25,753,843.90","68,003,835.41","125,543,034.34","149,516,622.77","58,300,909.92","303,497,574.65","317,961,995.50","308,049,383.02","199,059,226.90","970,213,601.06","1,042,205,699.28","1,520,789,366.20","152,232,366.77","52,932,095.79","83,102,694.17","116,348,116.49","84,585,105.97","73,550,551.18","117,019,486.61","102,575,432.13","24,553,527.38","71,992,364.92","65,313,268.48","100,364,743.83"
筹资活动现金流入小计,"2,541,240,006.90","2,034,000,000.00","2,547,500,000.00","721,000,000.00","3,025,000,000.00","3,300,950,000.00","3,457,880,000.00","1,308,500,000.00","1,509,520,000.00","1,508,500,000.00","1,509,520,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","987,131,644.84","542,345,910.47","542,345,910.47","993,391,746.38",,,,,"331,000,000.00","331,000,000.00","205,200,000.00","339,075,000.00","50,000,000.00","50,000,000.00","50,500,000.00","57,000,000.00"
经营活动现金流出小计,"3,333,186,085.96","3,739,180,955.08","4,707,833,293.71","1,940,235,501.06","3,560,746,273.58","5,801,203,359.67","7,698,748,956.27","1,839,519,211.22","3,516,190,653.81","5,582,723,987.51","7,342,764,127.42","2,810,565,216.98","5,805,882,888.76","8,686,129,555.33","9,879,179,315.15","3,012,491,330.21","4,970,869,233.21","6,893,297,659.10","8,611,968,539.72","2,525,670,747.23","3,582,384,522.74","5,065,920,308.63","5,792,437,285.70","1,324,756,983.73","2,030,391,741.78","3,005,978,542.88","3,930,701,339.81","1,152,511,496.76","1,936,204,537.45","3,302,434,657.46","4,146,720,005.16"
偿还债务支付的现金,"1,425,700,000.00","1,736,000,000.00","2,358,000,000.00","524,000,000.00","1,710,000,000.00","1,870,000,000.00","2,070,000,000.00","283,000,000.00","1,023,950,000.00","1,023,950,000.00","1,023,950,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","397,390,543.31","349,860,000.00","349,860,000.00","444,955,367.16",,,,,"203,397,266.39","203,397,266.39",,"203,397,266.39","1,000,000,000.00","1,050,000,000.00","1,050,000,000.00","1,050,000,000.00"
经营活动产生的现金流量净额,"-7,828,172.48","88,753,318.58","-87,961,567.39","-218,505,094.58","-72,453,604.32","-660,262,158.29","-826,226,540.74","368,883,927.35","644,462,773.83","253,801,828.56","91,447,880.55","-19,730,530.06","129,501,680.09","101,811,875.47","853,052,568.20","255,645,214.51","608,933,908.72","596,252,257.06","371,296,051.72","-227,753,509.97","141,203,824.34","63,059,879.14","345,828,729.21","220,825,825.58","455,595,897.68","265,038,742.69","258,789,614.98","58,532,474.22","248,193,179.69","-47,885,694.32","188,244,319.38"
分配股利、利润或偿还利息支付的现金,"85,262,472.56","102,332,919.29","60,820,983.82","18,681,944.40","32,225,282.32","43,072,233.45","55,712,226.84","12,237,002.37","74,572,823.36","74,572,823.36","81,568,176.19","75,456,016.04","100,546,339.67","101,405,997.14","116,487,394.08","76,534,873.44","104,578,247.70","104,578,247.70","130,346,406.18","82,087,694.29","134,210,299.17","144,231,675.40","156,522,929.96","78,303,735.13","104,461,256.86","203,397,266.39","127,887,185.34","78,922,688.37","112,317,276.50","118,510,662.98","124,179,492.97"
收回投资收到的现金,,"1,926,207.51",,"2,150,000.00","2,150,000.00","2,150,000.00","181,600,000.00",,,,"50,000,000.00",,,,"450,000,000.00","299,000,000.00","659,000,000.00","1,129,000,000.00","1,629,000,000.00","400,000,000.00","1,400,000,000.00","1,590,000,000.00","2,590,000,000.00","630,000,000.00","1,580,000,000.00","2,080,000,000.00","2,954,500,000.00","1,200,000,000.00","1,410,000,000.00","1,660,000,000.00","1,910,000,000.00"
支付其他与筹资活动有关的现金,"1,044,590,463.90","234,000,000.00",,,,,,,,"1,390,000.00",,,,,"451,045,835.91","597,725,908.35",,,"105,000,000.00",,,,,"126,000,000.00","126,000,000.00","116,372,776.38","126,219,070.83",,,,
取得投资收益收到的现金,"300,000.00","300,000.00","300,000.00","9,450,000.00","9,450,000.00","9,592,044.44","142,044.44",,,"50,735,000.00","735,000.00",,,,"3,724,221.66","2,817,083.33","8,663,760.34","21,485,978.49","32,261,826.50","4,636,785.37","17,611,133.14","24,159,927.66","51,216,658.66","8,462,842.73","21,242,247.25","28,408,274.65","46,253,923.96","12,120,739.72","64,132,234.36","67,112,165.87","23,897,817.06"
筹资活动现金流出小计,"2,555,552,936.46","2,072,332,919.29","2,418,820,983.82","542,681,944.40","1,742,225,282.32","1,913,072,233.45","2,125,712,226.84","295,237,002.37","1,098,522,823.36","1,099,912,823.36","1,105,518,176.19","475,456,016.04","500,546,339.67","501,405,997.14","967,533,229.99","1,071,651,325.10","454,438,247.70","454,438,247.70","680,301,773.34","82,087,694.29","134,210,299.17","144,231,675.40","156,522,929.96","407,701,001.52","433,858,523.25","319,770,042.77","457,503,522.56","1,078,922,688.37","1,162,317,276.50","1,168,510,662.98","1,174,179,492.97"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"70,691,574.00",,,"10,918.22","74,358.15",,,,,,"28,800.00","32,050.00","32,050.00",,,,"1,291,594.37",,"13,726.14",,"13,726.14",,,,,,"27,146.00","27,146.00","306,646.00"
筹资活动产生的现金流量净额,"-14,312,929.56","-38,332,919.29","128,679,016.18","178,318,055.60","1,282,774,717.68","1,387,877,766.55","1,332,167,773.16","1,013,262,997.63","410,997,176.64","408,587,176.64","404,001,823.81","-75,456,016.04","-100,546,339.67","-101,405,997.14","-567,533,229.99","-84,519,680.26","87,907,662.77","87,907,662.77","313,089,973.04","-82,087,694.29","-134,210,299.17","-144,231,675.40","-156,522,929.96","-76,701,001.52","-102,858,523.25","-114,570,042.77","-118,428,522.56","-1,028,922,688.37","-1,112,317,276.50","-1,118,010,662.98","-1,117,179,492.97"
处置子公司及其他营业单位收到的现金净额,,"309,585.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,"-95,682.53",,470.27,"6,296.04","427,700.63","-5,328.78","264,907.12","369,311.18","-4,780,256.88","-1,421,937.68","-6,036,099.20",54.27,"-549,510.86","3,335.85","-619,889.00","25,192.05","-127,404.26","613,462.13","-605,553.69","14,339.09","32,424.13","-1,135,246.94","1,738,519.64"
收到其他与投资活动有关的现金,"5,410,440.00","800,180.00","775,790.00",,"2,091,760.00","6,074,704.28","262,710.00",,"367,620.00",,,"1,618,420.00","8,450,890.00","7,645,380.00","8,664,130.00","100,679,150.00","370,100,396.63","370,100,396.63","1,267,863,392.32","460,000,000.00","719,219,059.55","754,000,543.05","901,206,286.46","15,000.00","321,480,901.82","321,480,901.82","321,480,901.82",,,,"46,924,476.06"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,710,440.00","3,335,973.16","71,767,364.00","11,600,000.00","13,691,760.00","17,827,666.94","182,079,112.59",,"367,620.00","50,735,000.00","50,735,000.00","1,618,420.00","8,479,690.00","7,677,430.00","462,420,401.66","402,496,233.33","1,037,764,156.97","1,520,586,375.12","2,930,416,813.19","864,636,785.37","2,136,843,918.83","2,368,160,470.71","3,542,436,671.26","638,477,842.73","1,922,723,149.07","2,429,889,176.47","3,322,234,825.78","1,212,120,739.72","1,474,159,380.36","1,727,139,311.87","1,981,128,939.12"
五、现金及现金等价物净增加额,"-35,032,143.33","48,918,632.05","91,701,940.44","-29,179,003.98","1,222,832,277.52","740,742,752.36","491,761,521.81","1,364,591,025.68","1,042,074,317.80","561,747,953.25","408,573,558.18","-107,999,123.72","21,443,856.99","-20,621,275.36","-397,582,386.29","-281,532,058.04","-112,675,574.03","-43,619,348.35","-174,374,359.83","-152,378,116.72","133,948,627.42","18,203,001.46","-138,678,160.92","33,816,855.37","-161,981,231.65","-199,331,150.48","-184,949,344.60","16,752,225.53","133,231,507.01","-72,597,037.04","97,930,305.55"
购建固定资产、无形资产和其他长期资产支付的现金,"18,601,481.29","2,437,740.40","20,582,872.35","591,965.00","1,180,595.84","1,400,522.84","22,958,823.20","17,395,319.30","12,657,570.14","97,955,261.95","81,290,316.45","14,437,293.66","16,418,874.06","28,699,254.91","33,787,033.28","10,523,136.80","19,695,555.61","24,138,215.62","28,335,608.58","7,173,752.10","14,312,882.72","23,811,411.44","30,456,565.47","14,241,391.47","26,894,738.89","31,232,877.00","36,520,097.11","7,492,639.13","9,336,200.67","9,854,744.67","26,651,979.62"
期初现金及现金等价物余额,"101,051,614.59","66,019,471.26","114,938,103.31","206,640,043.75","206,640,043.75","206,640,043.75","206,640,043.75","696,432,524.65","698,401,565.55","698,401,565.55","698,401,565.55","1,106,975,123.73","1,106,975,123.73","1,106,975,123.73","1,106,975,123.73","709,392,737.44","709,392,737.44","709,392,737.44","709,392,737.44","535,018,377.61","535,018,377.61","535,018,377.61","535,018,377.61","396,340,216.69","396,340,216.69","396,340,216.69","396,340,216.69","211,390,872.09","211,390,872.09","211,390,872.09","211,390,872.09"
投资支付的现金,,"2,400,000.00","200,000.00",,,"3,300,000.00","173,300,000.00",,"1,000,000.00","50,000,000.00","50,000,000.00",,,,"749,000,000.00","560,000,000.00","930,000,000.00","1,330,000,000.00","2,130,000,000.00","700,000,000.00","1,800,026,423.00","2,084,977,597.40","3,679,344,176.96","414,569,612.00","2,090,419,612.00","2,429,069,612.00","3,290,419,612.00","217,500,000.00","467,500,000.00","622,850,000.00","929,350,000.00"
期末现金及现金等价物余额,"66,019,471.26","114,938,103.31","206,640,043.75","177,461,039.77","1,429,472,321.27","947,382,796.11","698,401,565.56","2,061,023,550.33","1,740,475,883.35","1,260,149,518.80","1,106,975,123.73","998,976,000.01","1,128,418,980.72","1,086,353,848.37","709,392,737.44","427,860,679.40","596,717,163.41","665,773,389.09","535,018,377.61","382,640,260.89","668,967,005.03","553,221,379.07","396,340,216.69","430,157,072.06","234,358,985.04","197,009,066.21","211,390,872.09","228,143,097.62","344,622,379.10","138,793,835.05","309,321,177.64"
