科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"102,276,504.50","124,944,119.91","201,549,295.23","122,066,178.42","192,590,696.52","262,967,302.53","33,289,955.49","112,699,301.91","175,828,655.30","263,082,815.68","36,127,590.85","113,400,868.52","176,992,633.01","276,084,362.34","49,992,040.15","138,263,242.26","187,435,579.07","361,468,282.31","59,064,334.92","172,824,905.29","230,521,435.94","313,804,368.53","60,997,867.88","174,213,045.07","247,436,608.62","355,240,365.99","95,439,085.26","212,600,018.46","285,970,505.24","414,480,543.70","115,595,175.31"
二、营业利润,"12,587,366.63","19,441,876.75","39,676,781.85","25,962,770.60","40,237,569.00","55,165,348.91","2,915,596.29","18,566,988.32","33,981,211.69","51,593,114.93","3,528,933.39","22,820,799.64","34,899,351.41","50,887,396.99","4,031,926.44","25,883,810.86","37,748,661.45","63,738,747.10","4,402,263.36","28,077,279.52","31,327,595.30","31,615,208.63","5,089,745.44","26,226,405.65","29,849,624.19","28,544,380.01","6,377,513.39","33,925,287.33","39,038,808.70","40,193,296.81","10,769,999.48"
减:营业成本,"72,217,795.21","83,528,210.65","130,997,752.14","78,252,445.29","123,916,511.52","168,686,031.52","20,986,783.86","71,413,822.43","111,206,548.19","170,716,058.75","22,656,722.73","70,435,563.17","112,308,507.00","174,743,769.61","32,442,692.31","86,309,073.22","114,037,348.89","227,058,860.23","38,387,773.84","110,075,131.49","148,475,426.28","204,532,156.70","40,015,351.68","110,874,207.85","160,628,532.03","235,708,395.18","65,596,856.35","138,934,003.97","189,573,347.68","282,637,564.16","84,873,709.81"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"491,125.06","542,207.93","701,051.54","647,718.44","1,015,201.41","1,401,782.94","500,640.23","1,078,232.25","1,525,073.38","2,658,441.85","251,178.67","566,279.67","844,666.09","2,148,737.66","434,631.32","925,134.37","1,155,632.26","2,031,428.13","762,795.62","1,478,997.15","1,795,866.92","2,248,183.19","593,185.38","785,052.08","1,184,401.73","5,081,544.99","440,662.85","1,086,369.83","1,615,787.17","5,482,817.46","1,462,672.16"
营业外收入,"2,872,807.53","2,236,480.00","8,214,078.38","1,366,460.30","6,436,460.30","4,576,460.30","893,724.50","6,893,724.50","12,563,724.50","10,186,500.89","1,318,740.00","2,030,620.00","9,830,620.00","15,224,032.60","950,000.00","2,071,000.00","2,955,000.00","6,892,654.17","917,152.14","1,166,008.02","2,546,661.16","5,107,316.30","1,147,845.14","3,413,609.92","4,345,975.50","8,250,919.22","125,982.08","48,635.41","113,652.68","159,402.46",
销售费用,"5,142,051.72","5,430,157.67","10,553,652.98","5,629,787.61","7,934,365.81","9,262,961.26","3,745,679.33","7,286,128.91","9,625,495.93","13,514,337.94","4,414,096.11","6,496,317.82","9,821,604.34","14,103,143.06","4,006,099.40","6,869,498.72","9,203,775.32","15,077,812.57","5,713,291.23","9,492,159.80","13,420,623.70","20,581,851.17","4,060,389.92","8,316,166.94","14,007,365.98","22,102,222.64","5,475,705.58","9,410,755.33","14,738,094.74","22,666,152.67","5,455,408.32"
减:营业外支出,"24,654.68","54,683.65","44,984.00","69,882.00","69,882.00","69,882.00","3,259.55","43,259.55","63,259.55","63,259.55","89,624.85","89,624.85","226,624.85","226,624.85","5,000.00","26,345.15","26,345.15","231,345.15","5,000.00","12,713.41","314,552.19","814,552.19","7,436.00","7,639.49","22,639.49","329,199.49","66,056.67","96,056.90","1,271,949.08","1,050,294.44","124,747.97"
管理费用,"9,441,811.83","11,972,900.08","17,262,410.18","7,715,252.33","12,895,136.04","20,326,112.62","5,578,978.62","14,485,538.28","20,261,669.53","22,099,285.16","5,500,125.26","12,387,659.34","19,430,969.74","29,368,655.22","7,555,135.32","15,019,227.83","21,987,283.17","43,764,986.36","7,939,187.32","18,859,811.80","28,259,370.53","41,834,564.93","9,363,854.70","21,098,030.94","33,829,695.42","49,875,066.33","14,054,476.06","23,497,924.72","35,390,853.01","54,490,823.26","13,725,265.80"
其中:非流动资产处置净损失,,,,,,,,,,"3,259.55",,"1,624.85",,"1,624.85",,"21,345.15",,"21,345.15",,,,,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,507,143.96","3,722,929.49","1,339,377.94","2,920,321.35","5,654,029.94","7,728,888.06","-437,722.84","-1,232,428.63","-1,872,363.77","-442,653.69","-223,465.31","7,909.67","-998,804.78","1,506,040.57","1,521,555.36","2,622,633.00","2,669,013.72","8,976,011.63","1,859,023.55","4,354,770.98","6,755,798.66","9,340,927.65","1,821,447.02","4,751,011.05","6,697,627.85","8,750,886.31","2,431,538.72","5,749,961.06","7,913,878.02","9,182,372.82","775,429.18"
