科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"67,098,079.18","118,464,008.78","158,608,934.33","140,385,937.83","664,270,678.85","677,758,843.35","636,297,114.23","605,664,938.30","560,357,662.32","605,976,312.54","557,789,421.61","505,089,162.91","422,126,209.32","429,515,261.88","425,484,215.33","376,460,738.98","386,935,273.33","282,212,736.19","163,238,721.89","348,836,207.23","322,490,110.10","444,343,676.60","440,098,446.93","259,797,238.81","203,907,097.94","363,930,741.41","337,825,520.16","338,768,251.34","352,068,581.07","599,444,181.83","631,269,495.23","530,356,779.03","457,777,175.62","398,567,149.37","348,536,941.81","315,648,535.11","309,318,305.16","306,819,532.88","422,478,554.10"
短期借款,"45,000,000.00","60,000,000.00","55,000,000.00","50,000,000.00",,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","7,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,"60,000,000.00","60,000,000.00","88,544,000.00","245,513,355.80","258,544,000.00","225,000,000.00","210,000,000.00","77,000,000.00","98,000,000.00","88,000,000.00","155,000,000.00","180,000,000.00","170,900,000.00","270,900,000.00"
交易性金融资产,,,,,,,,,,,,,,"453,495.00","455,005.00","817,685.00","1,228,743.00","914,850.00","1,501,140.00",,"236,817.00","1,279,212.00","888,030.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"3,005,600.00","2,536,000.00","11,328,593.45","10,196,210.00","8,969,010.00","8,070,030.00","8,743,507.20","16,731,841.75","15,520,968.91","7,634,026.00","11,492,743.07","4,410,560.62","2,971,985.00","11,175,534.00","10,773,100.00","7,899,775.00","12,625,286.00","15,859,969.87","12,977,184.97","10,593,775.00","16,959,372.80","12,488,795.14","7,755,310.00","4,465,580.00","8,266,514.08","11,425,613.35","18,556,985.72","26,258,115.43","33,421,656.97","24,128,105.08","21,588,497.78","23,131,799.80","24,459,500.00","15,196,089.38","19,790,132.16","22,115,969.80","14,924,305.99","45,682,823.19",
应付票据,"6,750,000.00","22,200,000.00","6,991,220.00","8,547,510.00","7,228,970.00","6,162,500.00","6,162,500.00","2,381,696.65","4,381,696.65","2,000,000.00",,,"2,000,000.00","2,000,000.00",,,"2,000,000.00","2,000,000.00",,,,,,,"1,000,000.00",,"55,908,091.00","106,610,460.20","46,900,731.30","48,556,795.23","128,690,634.83","124,026,352.17","119,787,768.96","202,187,292.55","154,324,365.66","100,073,349.20",,"74,378,228.00",
应收账款,"132,857,362.48","179,407,291.11","185,986,131.63","212,833,991.91","208,004,051.42","204,445,611.51","199,051,356.43","221,088,666.60","218,675,668.80","206,221,610.31","204,701,273.79","215,093,960.92","219,468,364.31","241,360,010.85","234,014,184.46","292,828,461.21","246,371,815.83","284,067,962.56","285,538,204.28","319,752,146.61","276,093,226.65","288,189,719.74","286,200,990.84","300,827,097.76","318,760,533.78","322,728,058.82","342,663,340.75","381,126,174.23","484,720,418.93","547,437,552.82","499,571,892.03","525,655,238.99","556,840,033.52","587,264,137.58","558,834,475.79","580,575,670.08","589,899,632.57","602,405,726.02",
应付账款,"94,157,272.19","123,887,088.27","130,017,855.49","128,644,668.94","115,394,117.13","120,423,019.75","122,533,355.58","111,790,992.33","114,666,748.74","133,569,731.04","144,483,691.59","127,660,114.53","119,482,219.40","122,775,670.56","126,663,427.16","123,011,462.57","118,565,787.80","130,117,485.85","135,441,603.99","127,747,868.02","131,169,698.97","144,386,281.14","143,720,861.62","149,848,448.00","167,288,722.94","318,612,898.38","329,626,940.91","462,635,204.64","665,427,217.92","648,259,350.11","527,482,739.78","530,801,522.73","545,319,314.19","562,856,236.04","521,658,595.64","459,722,597.80",,"486,015,681.49",
预付款项,"3,584,165.87","8,816,345.11","8,671,398.26","15,693,174.23","24,950,511.84","34,022,113.25","12,797,241.20","40,614,496.89","61,411,918.73","42,636,869.30","43,613,456.51","50,136,106.31","36,780,526.04","40,578,118.74","29,909,732.42","28,832,466.57","31,726,494.98","29,772,967.59","32,442,794.43","38,053,066.84","38,618,662.05","35,845,415.76","45,218,378.63","146,887,846.79","105,401,877.59","57,440,526.80","54,341,718.24","54,529,791.70","87,729,286.01","101,154,301.64","84,194,625.61","138,520,512.67","111,880,019.40","100,397,147.39","88,674,372.90","80,227,957.57","65,748,155.10","76,213,026.70","97,765,728.87"
预收款项,"2,887,398.45","3,311,485.04","3,907,035.67","308,183.67","486,723.67","3,535,983.98","2,706,979.67","7,496,914.63","3,757,136.52","7,659,879.04","4,147,101.57","2,924,063.66","2,932,112.49","23,899,072.76","19,594,479.24","18,171,731.42","18,868,222.70","16,959,160.77","10,211,465.73","11,368,261.29","13,545,992.28","12,648,116.03","14,717,070.45","8,536,637.55","8,419,477.68","13,234,179.70","16,492,844.43","32,809,257.12","88,105,564.69","66,324,361.83","29,140,895.47","194,506,115.35","286,735,099.65","76,088,019.35","75,012,963.54","68,885,469.29","61,168,556.38","56,039,292.82","51,466,736.62"
