科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"20,851,051.75","39,743,705.70","43,727,686.44","55,102,096.73","16,027,168.30","27,194,269.52","46,108,748.23","58,732,656.16","27,136,996.91","46,536,059.83","78,925,198.87","107,167,478.57","36,068,345.31","65,673,162.32","120,325,223.56","169,603,304.48","51,774,515.65","90,559,614.27","157,051,035.67","215,030,624.54","59,255,480.71","108,817,585.63","197,484,748.38","281,267,613.83","78,915,946.03","142,679,648.61","237,374,617.06","361,500,947.45","104,600,149.08","224,627,032.33","348,326,097.76","477,033,464.17","136,394,993.61","267,456,208.58","415,205,368.87","592,485,519.24","197,017,542.35","376,573,502.72"
取得借款收到的现金,"25,000,000.00","20,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,"38,800,000.00","59,500,000.00","121,368,000.00","64,437,022.00","170,602,650.00","298,754,650.00","457,554,650.00","88,000,000.00","336,582,361.00","466,582,361.00","494,400,000.00","60,000,000.00","320,000,000.00","551,500,000.00","513,500,000.00","104,100,000.00","464,130,000.00","567,130,000.00","606,630,000.00","76,000,000.00","364,000,000.00","624,000,000.00","1,138,200,000.00","85,000,000.00","345,000,000.00"
支付的各项税费,"8,067,586.57","7,856,999.55","4,389,981.08","7,487,552.59","670,100.95","3,248,674.10","5,836,513.32","10,625,601.14","1,515,977.90","6,434,643.64","9,228,553.87","20,302,464.97","2,837,727.64","13,115,715.68","17,433,457.80","24,492,537.44","1,190,336.56","6,977,225.95","10,061,595.16","14,391,069.60","6,006,575.91","17,066,012.96","26,520,595.86","42,539,638.59","18,982,992.55","24,696,811.88","34,207,395.41","52,081,885.60","13,950,298.17","27,224,983.04","43,493,933.99","57,927,452.56","20,032,621.89","33,460,109.33","49,062,433.29","73,720,515.17","19,561,550.59","34,928,731.19"
收到其他与筹资活动有关的现金,,"12,166,744.00","356,740.00",,,"681,196.00","529,834.40",,"2,816,353.00","2,923,353.00","2,725,250.80","2,744,560.80","329,400.00",,,,"2,863,684.00","2,405,250.04","2,978,758.44","26,909.27",,"274,861.80","15,733,842.19","425,357,950.71","14,147,149.00",,"8,155,705.55","252,487,430.43","63,321,556.67","139,306,875.73","91,462,916.66","376,694,058.50","5,908,485.60","13,522,659.31","27,384,393.89","130,896,012.12","17,000,000.00","300,000.00"
支付其他与经营活动有关的现金,"7,454,485.39","15,890,019.26","12,724,755.64","17,834,329.33","10,237,140.10","17,513,363.95","25,701,261.87","34,576,634.41","12,426,372.70","21,312,989.16","35,847,606.78","53,247,250.93","8,910,323.90","24,692,307.08","40,384,925.85","57,859,768.65","16,163,363.60","39,014,173.87","46,485,198.53","69,913,131.94","17,367,416.33","48,631,029.00","69,469,671.86","99,946,357.20","16,049,191.51","47,746,053.99","66,646,497.11","130,379,472.53","38,313,075.90","48,043,475.28","145,446,030.18","164,291,953.95","20,476,951.28","69,637,500.42","97,648,804.44","110,392,021.16","26,464,117.11","80,266,810.55"
筹资活动现金流入小计,"51,000,000.00","32,166,744.00","61,556,740.00","61,200,000.00","810,000,000.00","810,681,196.00","810,529,834.40","763,008,400.00","2,816,353.00","2,923,353.00","2,725,250.80","2,744,560.80","329,400.00","38,800,000.00","59,500,000.00","121,368,000.00","70,000,706.00","190,622,332.04","320,758,245.27","476,181,542.27","88,000,000.00","354,342,528.94","504,751,509.33","950,317,346.36","98,602,730.00","350,305,581.00","594,237,579.55","809,810,391.49","365,721,556.67","910,455,728.95","1,409,761,766.86","1,734,492,908.70","81,908,485.60","377,522,659.31","652,984,393.89","1,270,696,012.12","102,000,000.00","345,300,000.00"
经营活动现金流出小计,"119,354,898.94","218,629,346.98","133,111,399.37","174,273,825.53","43,748,930.19","81,954,463.24","127,103,397.20","175,605,585.48","70,231,521.74","138,428,143.96","210,674,103.29","349,930,208.77","83,068,785.35","236,221,531.67","392,659,971.34","624,117,274.56","213,972,932.98","383,339,925.18","687,499,891.55","1,007,182,669.67","210,076,997.44","556,681,879.67","847,962,427.10","1,371,613,154.44","273,146,965.21","628,653,754.24","1,032,446,882.69","1,907,719,840.90","520,092,555.52","1,237,139,075.71","1,868,310,776.77","2,811,734,669.60","499,253,233.88","1,160,685,649.11","1,758,982,620.06","2,995,773,265.39","683,988,433.37","1,554,668,895.18"
偿还债务支付的现金,"17,950,000.00","33,200,000.00","40,000,000.00","50,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,"34,000,000.00","50,000,000.00","73,800,000.00","30,700,000.00","71,500,000.00","145,365,632.00","259,185,632.00","84,737,018.00","212,897,018.00","300,997,018.00","437,857,018.00","150,000,000.00","359,830,000.00","449,830,000.00","418,900,005.09","272,884,500.00","569,200,000.00","785,830,000.00","1,147,205,000.00","124,100,000.00","407,000,000.00","708,575,000.00","1,098,368,708.33","236,000,000.00","349,000,000.00"
经营活动产生的现金流量净额,"69,051,722.84","1,774,634.75","39,984,030.47","64,709,402.47","-15,560,855.54","-23,364,359.94","-25,786,228.35","35,502,455.85","-44,200,068.89","-49,978,115.60","-29,863,923.87","-30,071,508.47","12,856,321.39","3,523,871.00","-9,125,839.16","24,220,064.50","-56,583,424.52","-44,875,146.46","-166,789,057.93","-19,132,501.87","-13,478,923.83","-70,891,500.52","-124,880,921.28","-126,725,860.90","20,748,836.28","-4,246,427.48","-33,510,780.61","-67,059,306.39","-67,227,516.28","-288,097,757.14","-254,404,714.36","-212,574,270.33","-4,999,465.22","-70,405,231.76","27,594,123.89","77,094,475.47","7,148,759.26","-62,260,730.78"
分配股利、利润或偿还利息支付的现金,"935,792.61","1,282,320.75","12,430,577.50","12,629,702.50","162,709.91","31,542,709.91","31,542,709.91","31,589,459.91","148,750.00","31,528,750.00","31,528,750.00","31,380,000.00",,"47,477,286.07","48,476,688.40","49,466,514.34","4,410,228.65","36,290,600.10","39,765,553.38","44,374,143.63","2,740,691.50","16,999,168.89","30,408,254.59","31,682,501.68","3,251,878.24","19,536,097.29","22,327,826.89","26,030,546.61","5,221,828.72","29,196,210.49","28,418,411.12","32,269,645.33","16,617,126.95","34,315,505.09","37,996,851.63","45,770,950.64","20,471,909.22","41,803,160.16"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,000,000.00","36,000,000.00",,"680,000.00","680,000.00","680,000.00",,
支付其他与筹资活动有关的现金,"12,980,984.00","1,953,000.00","1,021,653.10","3,210,218.00","54,110,153.10","56,348,953.10","54,244,298.69","9,499,255.69",,,,,,"1,684,551.82","444,551.82","2,992,907.12",,"800,000.00","835,000.00","2,013,540.00","7,985,558.51","9,260,000.00","42,126,454.00","212,056,012.79","300,000.00","36,344,851.00","69,836,981.82","95,931,035.47","10,268,700.00","72,260,985.99","8,054,500.26","1,700,000.00","3,122,520.00","4,398,138.00","4,937,285.40","22,261,176.79","1,908,314.00","5,330,245.17"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,275,371.02","5,332,722.64","6,247,195.24","6,574,588.39",,
筹资活动现金流出小计,"31,866,776.61","36,435,320.75","53,452,230.60","65,839,920.50","74,272,863.01","107,891,663.01","105,787,008.60","61,088,715.60","148,750.00","31,528,750.00","31,528,750.00","31,380,000.00",,"83,161,837.89","98,921,240.22","126,259,421.46","35,110,228.65","108,590,600.10","185,966,185.38","305,573,315.63","95,463,268.01","239,156,186.89","373,531,726.59","681,595,532.47","153,551,878.24","415,710,948.29","541,994,808.71","540,861,587.17","288,375,028.72","670,657,196.48","822,302,911.38","1,181,174,645.33","143,839,646.95","445,713,643.09","751,509,137.03","1,166,400,835.76","258,380,223.22","396,133,405.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"119,970.00","41,558.88","51,127.52",,"44,338.69","91,960.97","251,184.22","101,332.46","267,663.90","376,250.05","38,110.74","46,948.26","176,589.36","176,589.36","117,743.10","23,213.72","106,910.94","164,029.71","48,753.95","1,993.75","221,169.85","316,150.04","10,781.91","1,864.65","96,215.27","130,119.95","9,100.00","190,000.00","190,000.00","190,400.00","210,400.00","16,000.00","16,000.00","16,000.00","24,192.02",,"6,617.14"
筹资活动产生的现金流量净额,"19,133,223.39","-4,268,576.75","8,104,509.40","-4,639,920.50","735,727,136.99","702,789,532.99","704,742,825.80","701,919,684.40","2,667,603.00","-28,605,397.00","-28,803,499.20","-28,635,439.20","329,400.00","-44,361,837.89","-39,421,240.22","-4,891,421.46","34,890,477.35","82,031,731.94","134,792,059.89","170,608,226.64","-7,463,268.01","115,186,342.05","131,219,782.74","268,721,813.89","-54,949,148.24","-65,405,367.29","52,242,770.84","268,948,804.32","77,346,527.95","239,798,532.47","587,458,855.48","553,318,263.37","-61,931,161.35","-68,190,983.78","-98,524,743.14","104,295,176.36","-156,380,223.22","-50,833,405.33"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"688,043.10",,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,"260,000,000.00","442,000,000.00","549,500,000.00","583,500,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"119,970.00","41,558.88","51,127.52",,"44,338.69","91,960.97","251,184.22","101,332.46","267,663.90","376,250.05","38,110.74","46,948.26","176,589.36","176,589.36","117,743.10","23,213.72","106,910.94","164,029.71","48,753.95","1,993.75","221,169.85","316,150.04","10,786.91","1,864.65","96,215.27","130,119.95","9,100.00","190,000.00","190,000.00","36,190,400.00","36,210,400.00","263,291,371.02","448,028,722.64","556,443,195.24","590,778,780.41",,"6,617.14"
五、现金及现金等价物净增加额,"70,193,621.49","-17,853,782.14","23,962,527.76","25,598,082.49","697,402,918.56","583,716,257.47","527,188,789.33","583,709,919.15","-89,480,835.24","-158,314,689.58","-221,953,153.08","-225,450,502.77","-26,090,460.13","-125,931,000.36","-242,072,868.27","-210,333,669.73","-62,439,501.81","-40,686,029.71","-154,996,063.00","-9,366,527.72","-71,680,154.22","-57,092,469.37","-120,604,568.60","-11,485,679.34","-91,597,531.07","-136,683,392.61","-90,173,054.66","54,904,559.01","-23,206,426.47","-108,977,225.71","17,899,749.95","-132,120,794.92","-11,665,845.73","-25,807,731.01","-5,521,892.74","184,439,265.50","-196,606,073.23","-208,901,505.34"
购建固定资产、无形资产和其他长期资产支付的现金,"17,991,324.74","15,479,810.14","24,167,570.99","34,522,527.00","22,763,362.89","88,036,761.27","113,959,769.09","127,997,041.56","19,819,701.81","58,469,140.88","105,643,239.09","100,210,924.87","36,483,129.78","82,369,622.83","117,588,001.49","140,555,212.14","37,969,768.36","75,149,526.13","114,489,071.47","152,216,983.24","50,739,956.13","81,608,480.75","107,259,580.10","128,661,255.24","57,399,083.76","64,588,793.54","89,411,687.02","109,408,995.72","33,515,438.14","60,868,001.04","91,344,791.17","244,241,547.96","26,026,590.18","59,389,832.46","99,526,526.23","155,957,949.12","47,374,609.27","75,538,270.37"
期初现金及现金等价物余额,"14,953,639.09","85,147,260.58","67,293,478.44","67,293,478.44","92,891,560.93","92,891,560.93","107,401,690.17","92,891,560.93","676,601,480.08","680,640,165.11","680,640,165.11","676,601,480.08","451,150,977.31","453,616,096.41","453,616,096.41","451,150,977.31","240,817,307.58","240,817,307.58","240,817,307.58","240,817,307.58","231,450,779.86","231,450,779.86","231,450,779.86","231,450,779.86","219,965,100.52","219,965,100.52","219,965,100.52","219,965,100.52","274,869,659.53","274,869,659.53","274,869,659.53","274,869,659.53","142,748,864.61","142,748,864.61","142,748,864.61","142,748,864.61","327,188,130.11","327,188,130.11"
投资支付的现金,,,,,,"7,716,493.00","37,900,000.00","4,200,000.00","28,000,000.00","21,191,700.00","32,891,700.00","63,609,426.00","2,840,000.00","2,900,000.00","75,539,495.86","88,101,266.80","2,800,000.00",,"8,674,023.20","8,674,023.20",,"20,000,000.00","20,000,000.00","24,831,164.00",,"1,267,300.00","18,351,758.25","35,710,858.25",,,,"4,833,640.00",,"14,190,500.00","62,932,942.51","4,800,425.63",,"20,275,716.00"
期末现金及现金等价物余额,"85,147,260.58","67,293,478.44","91,256,006.20","92,891,560.93","790,294,479.49","676,607,818.40","634,590,479.50","676,601,480.08","587,120,644.84","522,325,475.53","458,687,012.03","451,150,977.31","425,060,517.18","327,685,096.05","211,543,228.14","240,817,307.58","178,377,805.77","200,131,277.87","85,821,244.58","231,450,779.86","159,770,625.64","174,358,310.49","110,846,211.26","219,965,100.52","128,367,569.45","83,281,707.91","129,792,045.86","274,869,659.53","251,663,233.06","165,892,433.82","292,769,409.48","142,748,864.61","131,083,018.88","116,941,133.60","137,226,971.87","327,188,130.11","130,582,056.88","118,286,624.77"
