科目,2007年度,2008年度,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"185,519,297.02","216,813,062.54","167,767,778.56","231,651,444.89","27,228,624.90","56,095,002.06","97,728,807.54","203,821,838.95","16,979,764.64","74,515,054.06","165,036,227.52","292,210,741.98","90,560,405.47","230,166,244.83","370,332,946.76","621,363,474.69","147,534,693.51","311,321,431.17","506,474,627.08","957,065,101.55","195,819,791.73","482,347,698.46","709,593,039.45","1,227,850,134.33","292,047,901.20","607,875,335.42","981,903,031.31","1,803,252,001.10","451,971,571.65","936,513,083.15","1,587,149,956.57","2,517,679,662.55","481,045,759.49","1,053,418,696.19","1,751,235,126.96","2,927,769,283.15","678,436,949.98","1,452,376,418.83"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"21,189,870.76",,,"24,679,040.97","2,961,314.97",,,"434,880.90","1,123,576.93",,"2,800,000.00",,,,,,,,"1,271,719.57","1,271,719.57","1,874,184.95",,,,,,,,"93,131,835.09",,
收到的税费返还,"61,722.05","49,149.57","23,670.77","23,670.77",,,"143,589.74","143,589.74",,"143,948.71","368,117.76","6,926,908.79",,,,,,,,"4,276,411.26",,,"443,317.70","1,201,735.44",,"1,539,245.14","1,539,245.14","2,097,220.16",,"4,233,862.49","7,490,441.95","12,553,395.62",,"7,842,675.73","12,467,547.70","22,360,598.70","6,699,781.62","12,150,652.25"
支付其他与投资活动有关的现金,,,,,,,,"576,493.00","230,000.00","338,000.00","448,000.00",,,,"140,000.00",,,,,,,,,,,,,,,,"260,000,000.00","260,000,000.00","182,000,000.00","261,659,905.65","328,574,999.99","334,527,000.00",,
收到其他与经营活动有关的现金,"2,825,602.71","3,541,769.62","5,303,980.51","7,308,112.34","959,449.75","2,495,101.24","3,444,771.57","7,142,612.64","9,051,688.21","13,791,025.59","15,405,834.14","20,721,049.53","5,364,701.27","9,579,157.84","13,201,185.42","26,973,864.37","9,854,814.95","27,143,347.55","14,236,206.54","26,708,654.99","778,281.88","3,442,680.69","13,045,148.67","15,835,423.77","1,847,900.29","14,992,746.20","15,493,825.63","35,311,313.25","893,467.59","8,294,372.93","19,265,663.89","68,927,341.10","13,208,009.17","29,019,045.43","22,874,069.29","122,737,859.01","6,000,461.03","27,881,093.32"
投资活动现金流出小计,"17,991,324.74","15,479,810.14","24,167,570.99","34,522,527.00","22,763,362.89","95,753,254.27","151,859,769.09","153,963,405.32","48,049,701.81","79,998,840.88","163,661,980.06","166,781,665.84","39,323,129.78","85,269,622.83","193,702,378.25","229,780,055.87","40,769,768.36","77,949,526.13","123,163,094.67","160,891,006.44","50,739,956.13","101,608,480.75","127,259,580.10","153,492,419.24","57,399,083.76","67,127,813.11","109,035,164.84","146,994,038.92","33,515,438.14","60,868,001.04","351,344,791.17","509,075,187.96","208,026,590.18","335,240,238.11","491,034,468.73","588,417,209.84","47,374,609.27","95,813,986.37"
经营活动现金流入小计,"188,406,621.78","220,403,981.73","173,095,429.84","238,983,228.00","28,188,074.65","58,590,103.30","101,317,168.85","211,108,041.33","26,031,452.85","88,450,028.36","180,810,179.42","319,858,700.30","95,925,106.74","239,745,402.67","383,534,132.18","648,337,339.06","157,389,508.46","338,464,778.72","520,710,833.62","988,050,167.80","196,598,073.61","485,790,379.15","723,081,505.82","1,244,887,293.54","293,895,801.49","624,407,326.76","998,936,102.08","1,840,660,534.51","452,865,039.24","949,041,318.57","1,613,906,062.41","2,599,160,399.27","494,253,768.66","1,090,280,417.35","1,786,576,743.95","3,072,867,740.86","691,137,192.63","1,492,408,164.40"
投资活动产生的现金流量净额,"-17,991,324.74","-15,359,840.14","-24,126,012.11","-34,471,399.48","-22,763,362.89","-95,708,915.58","-151,767,808.12","-153,712,221.10","-47,948,369.35","-79,731,176.98","-163,285,730.01","-166,743,555.10","-39,276,181.52","-85,093,033.47","-193,525,788.89","-229,662,312.77","-40,746,554.64","-77,842,615.19","-122,999,064.96","-160,842,252.49","-50,737,962.38","-101,387,310.90","-126,943,430.06","-153,481,632.33","-57,397,219.11","-67,031,597.84","-108,905,044.89","-146,984,938.92","-33,325,438.14","-60,678,001.04","-315,154,391.17","-472,864,787.96","55,264,780.84","112,788,484.53","65,408,726.51","2,361,570.57","-47,374,609.27","-95,807,369.23"
购买商品、接受劳务支付的现金,"82,981,775.23","155,138,622.47","72,268,976.21","93,849,846.88","16,814,520.84","33,998,155.67","49,456,873.78","71,670,693.77","29,152,174.23","64,144,451.33","86,672,743.77","169,213,014.30","35,252,388.50","132,740,346.59","214,516,364.13","372,161,663.99","144,844,717.17","246,788,911.09","473,902,062.19","707,847,843.59","127,447,524.49","382,167,252.08","554,487,411.00","947,859,544.82","159,198,835.12","413,531,239.76","694,218,373.11","1,363,757,535.32","363,229,032.37","937,243,585.06","1,331,044,714.84","2,112,481,798.92","322,348,667.10","790,131,830.78","1,197,066,013.46","2,219,175,209.82","440,945,223.32","1,062,899,850.72"
吸收投资收到的现金,"26,000,000.00",,"1,200,000.00","1,200,000.00","810,000,000.00","810,000,000.00","810,000,000.00","763,008,400.00",,,,,,,,,"2,700,000.00","17,614,432.00","19,024,836.83","18,599,983.00",,"17,485,306.14","22,435,306.14","30,559,395.65","24,455,581.00","30,305,581.00","34,581,874.00","43,822,961.06",,"108,718,853.22","552,868,850.20","552,868,850.20",,,"1,600,000.00","1,600,000.00",,
