科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"140,826,335.30","208,190,794.52","300,386,614.12","83,257,712.61","172,704,479.77","260,638,194.25","358,820,951.41","91,533,038.15","164,669,374.56","255,230,546.43","347,578,069.48","94,671,958.22","173,409,213.49","250,927,296.51","334,386,051.29","92,616,007.40","181,750,584.01","320,324,827.47","460,631,620.94","123,459,314.07"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"15,000,000.00","4,500,000.00","4,500,000.00",,,"200,000.00","65,785,550.81","89,819,925.81","89,819,925.81",
收到的税费返还,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,"240,300,000.00","360,550,000.00","625,300,000.00","175,000,000.00","175,000,000.00","175,000,000.00","50,000,000.00","180,000,000.00","360,000,000.00","540,000,000.00",,,,,,
收到其他与经营活动有关的现金,"6,546,261.44","8,066,416.14","6,053,247.25","2,573,415.22","7,545,617.66","9,605,207.66","16,040,961.58","3,054,366.27","9,072,745.51","11,677,550.24","14,602,225.14","3,188,712.12","35,512,951.92","47,333,519.30","56,925,212.70","2,901,051.56","6,992,768.15","6,039,680.89","23,096,957.36","2,908,686.43"
投资活动现金流出小计,"26,236,672.90","24,610,181.29","31,040,094.56","6,545,786.58","255,609,742.11","383,124,050.19","682,265,457.58","198,374,598.18","249,803,688.05","254,128,987.39","147,502,618.43","187,911,631.00","369,921,787.59","558,072,103.93","40,274,778.12","90,693,951.25","173,203,815.95","271,224,627.94","319,432,467.91","14,911,451.42"
经营活动现金流入小计,"147,372,596.74","216,257,210.66","306,439,861.37","85,831,127.83","180,250,097.43","270,243,401.91","374,861,912.99","94,587,404.42","173,742,120.07","266,908,096.67","362,180,294.62","97,860,670.34","208,922,165.41","298,260,815.81","391,311,263.99","95,517,058.96","188,743,352.16","326,364,508.36","483,728,578.30","126,368,000.50"
投资活动产生的现金流量净额,"-26,236,142.90","-24,609,592.61","-31,040,094.56","-6,545,786.58","-255,570,651.59","-292,359,165.15","-336,926,367.05","161,771,155.24","225,342,065.37","221,016,766.03","152,669,134.99","-137,911,631.00","-139,921,787.59","-148,072,103.93","9,725,903.88","-90,693,951.25","-173,203,815.95","-271,189,627.94","-319,397,467.91","-14,911,451.42"
购买商品、接受劳务支付的现金,"20,087,537.49","24,006,702.18","26,632,358.67","5,899,678.86","16,917,939.42","25,798,653.55","37,193,503.06","7,081,107.56","14,385,057.30","22,675,898.27","27,828,661.90","9,522,277.31","18,156,673.19","29,474,870.88","35,739,866.91","9,258,799.80","18,049,946.54","31,068,192.27","60,282,688.32","12,419,849.82"
吸收投资收到的现金,,,,,"271,780,000.00","271,780,000.00","271,780,000.00",,,,"59,947,372.00",,,,,,,,,
支付给职工以及为职工支付的现金,"29,555,055.73","39,941,640.33","49,848,337.11","19,128,576.05","34,002,483.43","45,764,900.56","62,013,945.52","21,866,089.37","35,913,821.93","49,961,872.73","65,985,471.22","23,348,511.92","38,482,966.91","54,042,074.32","80,663,947.54","25,939,093.81","43,326,023.12","66,316,956.83","88,847,027.51","31,739,398.07"
取得借款收到的现金,,"200,000.00",,,,,,,,,,,,,,,,"39,569,000.00","58,000,000.00","58,000,000.00"
支付的各项税费,"28,539,923.77","36,453,747.65","57,045,123.22","15,347,704.51","30,910,675.83","49,625,423.21","68,399,961.36","15,966,927.41","33,013,838.14","47,227,369.76","64,335,385.41","14,628,693.02","27,892,803.15","39,385,522.79","53,410,014.45","11,006,297.21","22,886,288.61","41,269,702.73","58,540,503.40","15,879,003.57"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"27,217,766.92","49,653,286.88","65,877,733.99","18,090,614.62","42,787,341.26","69,455,082.03","95,628,697.59","30,806,575.20","59,758,430.68","90,245,166.79","130,188,454.78","32,791,081.16","74,298,484.67","116,283,455.01","150,029,429.29","53,943,054.16","107,996,056.42","198,734,172.16","265,114,400.02","59,960,882.09"
筹资活动现金流入小计,,"200,000.00",,,"271,780,000.00","271,780,000.00","271,780,000.00",,,,"59,947,372.00",,,,,,,"39,569,000.00","58,000,000.00","58,000,000.00"
经营活动现金流出小计,"105,400,283.91","150,055,377.04","199,403,552.99","58,466,574.04","124,618,439.94","190,644,059.35","263,236,107.53","75,720,699.54","143,071,148.05","210,110,307.55","288,337,973.31","80,290,563.41","158,830,927.92","239,185,923.00","319,843,258.19","100,147,244.98","192,258,314.69","337,389,023.99","472,784,619.25","119,999,133.55"
偿还债务支付的现金,,,"200,000.00",,,,,,,,,,,,,,,"44,000,000.00","38,000,000.00",
经营活动产生的现金流量净额,"41,972,312.83","66,201,833.62","107,036,308.38","27,364,553.79","55,631,657.49","79,599,342.56","111,625,805.46","18,866,704.88","30,670,972.02","56,797,789.12","73,842,321.31","17,570,106.93","50,091,237.49","59,074,892.81","71,468,005.80","-4,630,186.02","-3,514,962.53","-11,024,515.63","10,943,959.05","6,368,866.95"
分配股利、利润或偿还利息支付的现金,,"22,750,000.00","70,014,600.00",,,,,,"35,000,000.00","35,000,000.00","35,000,000.00",,"35,468,925.00","35,468,925.00","35,448,925.00",,"14,179,570.00","14,697,800.63","15,233,155.94","1,550,259.45"
收回投资收到的现金,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,
支付其他与筹资活动有关的现金,"1,035,849.06","1,132,075.47","1,415,094.32",,"6,525,353.22","8,925,353.22","9,039,504.17",,,,,,,"2,556,800.00","2,556,800.00",,"17,951,090.80","17,951,090.80","18,469,090.80",
取得投资收益收到的现金,,,,,,,,"145,753.42","145,753.42","145,753.42","145,753.42",,,,,,,,,
筹资活动现金流出小计,"1,035,849.06","23,882,075.47","71,629,694.32",,"6,525,353.22","8,925,353.22","9,039,504.17",,"35,000,000.00","35,000,000.00","35,000,000.00",,"35,468,925.00","38,025,725.00","38,005,725.00",,"32,130,660.80","76,648,891.43","71,702,246.74","1,550,259.45"
处置固定资产、无形资产和其他长期资产收回的现金净额,530.00,588.68,,,"39,090.52","39,090.52","39,090.53",,,,"26,000.00",,,,682.00,,,"35,000.00","35,000.00",
筹资活动产生的现金流量净额,"-1,035,849.06","-23,682,075.47","-71,629,694.32",,"265,254,646.78","262,854,646.78","262,740,495.83",,"-35,000,000.00","-35,000,000.00","24,947,372.00",,"-35,468,925.00","-38,025,725.00","-38,005,725.00",,"-32,130,660.80","-37,079,891.43","-13,702,246.74","56,449,740.55"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,"90,725,794.52","345,300,000.00","340,000,000.00","455,000,000.00","455,000,000.00","280,000,000.00","50,000,000.00","230,000,000.00","410,000,000.00","50,000,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,530.00,588.68,,,"39,090.52","90,764,885.04","345,339,090.53","360,145,753.42","475,145,753.42","475,145,753.42","300,171,753.42","50,000,000.00","230,000,000.00","410,000,000.00","50,000,682.00",,,"35,000.00","35,000.00",
五、现金及现金等价物净增加额,"14,700,320.87","17,910,165.54","4,366,519.50","20,818,767.21","65,315,652.68","50,094,824.19","37,439,934.24","180,637,860.12","221,013,037.39","242,814,555.15","251,458,828.30","-120,341,524.07","-125,299,475.10","-127,022,936.12","43,188,184.68","-95,324,137.27","-208,849,439.28","-319,294,035.00","-322,155,755.60","47,907,156.08"
购建固定资产、无形资产和其他长期资产支付的现金,"26,236,672.90","24,610,181.29","31,040,094.56","6,545,786.58","15,309,742.11","22,574,050.19","31,965,457.58","18,374,598.18","64,803,688.05","69,128,987.39","82,502,618.43","3,411,631.00","5,421,787.59","13,372,103.93","35,574,778.12","90,493,951.25","107,418,265.14","181,204,702.13","229,262,542.10","14,911,451.42"
期初现金及现金等价物余额,"38,747,397.01","53,447,717.88","71,357,883.42","75,724,402.92","75,724,402.92","75,724,402.92","75,724,402.92","113,164,337.16","113,164,337.16","113,164,337.16","113,164,337.16","364,623,165.46","364,623,165.46","364,623,165.46","364,623,165.46","407,811,350.14","407,811,350.14","407,811,350.14","407,811,350.14","85,655,594.54"
投资支付的现金,,,,,,,"25,000,000.00","5,000,000.00","10,000,000.00","10,000,000.00",,,,"4,700,000.00","4,700,000.00",,,"200,000.00","350,000.00",
期末现金及现金等价物余额,"53,447,717.88","71,357,883.42","75,724,402.92","96,543,170.13","141,040,055.60","125,819,227.11","113,164,337.16","293,802,197.28","334,177,374.55","355,978,892.31","364,623,165.46","244,281,641.39","239,323,690.36","237,600,229.34","407,811,350.14","312,487,212.87","198,961,910.86","88,517,315.14","85,655,594.54","133,562,750.62"
