科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"456,927,304.15","471,590,291.72","539,259,587.71","111,969,606.51","242,436,664.66","367,028,538.36","881,152,464.06","201,289,499.50","389,637,501.19","578,246,006.98","842,705,490.59","272,580,365.94","532,320,634.25","885,683,815.87","1,358,849,121.61","388,347,456.10","1,014,911,709.44","1,692,970,833.78","2,152,799,813.03","696,830,976.01","1,375,598,140.73","1,818,367,725.91","2,393,252,273.48","595,686,610.94","1,191,915,919.91","1,832,515,074.95","2,638,546,216.40","647,009,354.29","1,570,157,600.38","2,538,487,519.10","4,191,259,314.49","1,097,541,177.87","2,472,177,374.47"
取得子公司及其他营业单位支付的现金净额,"13,750,000.00","24,673,155.55",,"22,451,336.45","22,451,336.45","22,451,336.45",,,,"-1,253,823.22","1,938,577.01",,,,,,,,"4,147,938.57",,,,,,,,"38,067,354.44","37,791,026.22","217,010,934.16","349,139,766.64","415,702,316.84",,
收到的税费返还,,,"20,133,558.70","8,994,757.74","17,187,304.86","20,841,244.41","36,463,224.39","13,256,472.64","22,457,227.18","38,797,035.58","55,010,974.61","21,924,461.74","35,420,627.84","46,764,079.62","69,180,523.47","22,272,134.65","30,875,155.93","36,577,792.40","45,392,244.12","13,879,094.95","29,534,053.70","39,211,586.53","43,213,955.06","18,026,958.65","31,232,052.64","34,464,515.97","34,791,360.94","34,330,137.05","57,780,352.25","81,107,651.21","106,738,493.07","20,245,126.30","50,980,513.76"
支付其他与投资活动有关的现金,,"2,071,775.00",,,,,,,,,,"40,400,000.00","40,000,000.00",,,,,,,,,,"579,655,673.09",,"435,310,165.91",,"755,960,891.00",,"474,644,968.00","698,628,092.56","1,471,623,771.39","16,408,121.34","379,522,565.43"
收到其他与经营活动有关的现金,"661,816.35","846,765.00","300,836.00","50,000.00","90,000.00","258,536.00","7,445,772.62","322,340.00","1,368,916.60","1,993,462.51","2,837,483.83","43,468,149.41","90,848.41","1,830,523.07","13,320,011.45","694,748.42","1,095,461.15","2,401,483.42","10,288,072.42","171,581.94","6,498,607.26","3,447,567.91","20,076,509.63","2,443,220.92","2,701,800.00","10,742,176.89","21,895,144.25","6,109,707.14","6,684,255.64","12,555,364.15","29,732,976.58","11,248,692.56","17,867,928.98"
投资活动现金流出小计,"48,768,998.60","97,044,666.56","191,592,364.84","139,690,332.86","182,130,352.52","291,683,121.55","323,523,638.58","22,637,237.78","64,930,575.17","102,745,579.68","148,931,563.64","98,171,592.96","77,721,425.43","83,098,679.91","184,337,972.82","66,936,024.65","105,042,562.08","127,036,894.80","305,396,206.10","475,484,122.08","388,002,028.25","283,875,092.76","872,717,870.13","122,543,450.78","891,463,639.60","789,527,873.26","1,773,181,340.69","1,288,908,801.42","2,661,396,233.25","3,323,694,703.15","3,544,131,568.72","65,334,743.70","557,874,347.76"
经营活动现金流入小计,"457,589,120.50","472,437,056.72","559,693,982.41","121,014,364.25","259,713,969.52","388,128,318.77","925,061,461.07","214,868,312.14","413,463,644.97","619,036,505.07","900,553,949.03","337,972,977.09","567,832,110.50","934,278,418.56","1,441,349,656.53","411,314,339.17","1,046,882,326.52","1,731,950,109.60","2,208,480,129.57","710,881,652.90","1,411,630,801.69","1,861,026,880.35","2,456,542,738.17","616,156,790.51","1,225,849,772.55","1,877,721,767.81","2,695,232,721.59","687,449,198.48","1,634,622,208.27","2,632,150,534.46","4,327,730,784.14","1,129,034,996.73","2,541,025,817.21"
投资活动产生的现金流量净额,"-36,857,456.79","-92,081,986.44","-188,381,006.42","-139,503,100.86","-180,600,552.84","-289,482,400.58","-319,660,951.31","-22,350,672.12","-64,180,502.10","-101,828,892.64","-145,493,803.72","-97,766,496.12","-76,916,531.68","-81,824,812.29","-177,424,436.72","-66,399,891.95","-102,384,118.10","-123,341,148.15","-295,345,540.77","-467,532,293.05","-371,166,341.08","-259,149,398.28","-739,975,961.48","35,336,973.26","-332,686,069.55","-643,109,019.74","-1,022,694,155.80","-967,934,142.31","-1,256,376,360.14","-1,605,158,664.23","-2,711,597,859.56","71,631,394.70","71,323,956.53"
购买商品、接受劳务支付的现金,"339,608,867.87","319,386,025.93","422,578,241.79","177,082,859.22","338,053,317.23","486,021,213.75","949,977,248.59","189,304,747.48","289,553,956.77","342,597,822.60","491,354,715.49","271,278,000.38","415,798,902.84","715,788,246.79","1,193,342,182.13","313,064,877.01","797,207,615.33","1,278,811,002.16","1,464,089,974.33","517,866,998.63","1,195,143,864.49","1,469,993,070.37","1,717,954,602.37","411,232,497.74","779,102,731.66","1,172,460,630.41","1,684,303,960.07","531,584,532.72","1,264,449,276.90","2,090,355,511.50","3,367,232,571.81","834,624,712.66","1,879,725,092.43"
吸收投资收到的现金,"68,250,000.00","25,140,000.00",,"525,760,000.00","525,760,000.00","525,760,000.00","526,360,000.00",,,,"-594,039.86",,,,,,,,"817,507,165.70",,"2,450,000.00","2,450,000.00","2,450,000.00",,,,"98,000,000.00","1,083,955,122.29","1,083,955,122.29","1,083,955,122.29","1,633,955,122.29",,"17,000,000.00"
