科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"33,528,886.81","39,994,623.93","62,614,587.42","15,788,351.31","50,282,334.59","80,236,685.54","124,389,846.26","34,827,428.90","70,692,832.54","106,039,248.81","151,372,585.63","33,285,261.20","80,056,115.72","132,102,666.20","173,151,694.94","53,899,450.97","91,787,904.14","158,840,152.42","296,691,367.10","69,284,610.76","164,171,668.03","238,669,964.52","355,975,519.02","91,588,099.02","205,888,016.24","283,488,098.43","449,353,013.75","123,982,853.44","301,825,536.35","467,524,913.25","643,940,840.05","152,219,783.36","336,046,610.94"
取得借款收到的现金,"159,650,420.70","35,000,000.00","292,000,000.00","106,900,000.00","161,900,000.00","316,820,000.00","444,320,000.00","85,000,000.00","208,000,000.00","208,000,000.00","388,131,121.89","353,252,117.20","403,585,731.26","578,156,505.60","697,406,314.88","170,356,719.28","351,120,126.08","565,032,821.00","683,102,888.54","41,147,107.41","68,754,286.44","221,200,368.11","624,237,141.01","40,619,683.88","538,131,694.47","1,083,690,423.21","1,872,274,357.53","295,553,455.09","1,180,259,801.08","2,229,149,950.72","3,042,306,862.04","756,370,189.73","1,303,677,998.68"
支付的各项税费,"22,188,694.19","21,615,416.94","13,945,820.04","987,493.06","10,840,718.58","17,246,086.52","25,941,857.34","2,240,844.75","4,581,434.93","7,868,521.49","10,721,105.47","5,317,722.06","7,297,948.72","18,364,817.71","30,241,787.82","3,194,654.83","31,482,038.54","38,282,159.68","58,060,302.76","7,631,759.45","47,336,849.17","73,880,499.49","127,345,602.92","29,376,594.13","49,170,485.45","88,183,034.03","111,512,184.29","40,577,417.98","63,030,531.03","111,758,473.37","177,775,156.26","54,304,949.77","67,363,878.93"
收到其他与筹资活动有关的现金,"25,909,188.42","5,946,122.80","6,189,711.43",,"74,000,000.00","74,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"240,660,000.00","228,500,000.00","495,640,290.30"
支付其他与经营活动有关的现金,"27,301,891.45","12,868,568.42","15,234,180.92","4,873,398.77","14,307,992.21","18,603,867.07","17,763,531.30","8,715,733.93","20,638,273.76","29,830,578.64","76,346,139.62","59,151,228.01","35,522,249.31","46,003,143.83","65,908,362.52","35,063,547.55","62,441,986.26","125,558,901.01","75,645,862.85","60,507,260.04","50,793,969.24","131,082,727.85","99,053,560.72","66,832,686.31","76,467,681.25","138,277,256.13","118,257,845.21","63,412,872.19","137,160,537.92","208,196,289.78","175,514,636.83","74,827,736.94","151,295,920.62"
筹资活动现金流入小计,"253,809,609.12","66,086,122.80","298,189,711.43","632,660,000.00","761,660,000.00","916,580,000.00","970,680,000.00","85,000,000.00","208,000,000.00","208,000,000.00","387,537,082.03","353,252,117.20","403,585,731.26","578,156,505.60","697,406,314.88","170,356,719.28","351,120,126.08","565,032,821.00","1,500,610,054.24","41,147,107.41","71,204,286.44","223,650,368.11","626,687,141.01","40,619,683.88","538,131,694.47","1,083,690,423.21","1,970,274,357.53","1,379,508,577.38","2,264,214,923.37","3,313,105,073.01","4,916,921,984.33","984,870,189.73","1,816,318,288.98"
经营活动现金流出小计,"422,628,340.32","393,864,635.22","514,372,830.17","198,732,102.36","413,484,362.61","602,107,852.88","1,118,072,483.49","235,088,755.06","385,466,498.00","486,336,171.54","729,794,546.21","369,032,211.65","538,675,216.59","912,258,874.53","1,462,644,027.41","405,222,530.36","982,919,544.27","1,601,492,215.27","1,894,487,507.04","655,290,628.88","1,457,446,350.93","1,913,626,262.23","2,300,329,285.03","599,029,877.20","1,110,628,914.60","1,682,409,019.00","2,363,427,003.32","759,557,676.33","1,766,465,882.20","2,877,835,187.90","4,364,463,204.95","1,115,977,182.73","2,434,431,502.92"
偿还债务支付的现金,"136,185,633.30","38,864,787.40","105,000,000.00","147,000,000.00","168,900,000.00","278,900,000.00","340,820,000.00","67,500,000.00","214,500,000.00","292,500,000.00","453,500,000.00","147,653,994.55","309,926,407.88","461,977,533.06","418,287,075.36","152,985,332.60","268,304,492.75","512,986,793.52","771,823,661.46","204,035,125.94","178,801,982.77","445,174,534.53","500,872,484.34","212,929,040.13","359,443,718.83","624,818,703.22","1,018,806,562.71","140,637,944.08","628,362,855.65","1,057,943,781.41","1,986,901,500.67","851,030,609.07","1,284,068,513.85"
经营活动产生的现金流量净额,"34,960,780.18","78,572,421.50","45,321,152.24","-77,717,738.11","-153,770,393.09","-213,979,534.11","-193,011,022.42","-20,220,442.92","27,997,146.97","132,700,333.53","170,759,402.82","-31,059,234.56","29,156,893.91","22,019,544.03","-21,294,370.88","6,091,808.81","63,962,782.25","130,457,894.33","313,992,622.53","55,591,024.02","-45,815,549.24","-52,599,381.88","156,213,453.14","17,126,913.31","115,220,857.95","195,312,748.81","331,805,718.27","-72,108,477.85","-131,843,673.93","-245,684,653.44","-36,732,420.81","13,057,814.00","106,594,314.29"
分配股利、利润或偿还利息支付的现金,"14,709,022.54","2,301,880.56","7,819,701.65","4,413,586.09","10,361,717.41","13,646,348.47","19,389,516.61","5,812,740.77","12,638,784.47","17,077,612.46","49,545,821.79","5,105,521.43","7,784,606.15","12,535,203.80","17,349,248.79","7,686,980.57","24,474,275.10","32,639,284.35","36,210,528.61","11,681,688.75","29,527,855.99","45,284,411.00","42,096,453.10","14,975,030.78","39,508,107.44","52,990,097.75","73,533,921.43","17,421,904.69","101,591,760.65","128,502,343.46","189,382,816.30","40,555,693.92","95,644,091.79"
收回投资收到的现金,"10,500,000.00",,,,,,,,,,,,,,,,,,,,,,,"150,571,595.37","317,000,000.00","134,429,634.97",,"313,755,180.56","1,009,230,000.00","1,141,060,357.78",,"40,600,000.00","142,500,000.00"
支付其他与筹资活动有关的现金,"29,583,226.69","32,893,025.84","17,565,685.91","686,251.46","1,376,174.85","1,377,298.83","1,422,381.84",,,,,,,"7,539,300.00","10,129,569.54",,,,,,,,,,,,,,,,"283,457,541.48",,"306,638,517.57"
取得投资收益收到的现金,,"4,071,775.00","778,595.00",,,,,,,,,,,,,,,,,,"8,994,747.83","12,453,573.89","12,404,719.66","5,781,751.10","6,511,952.44","10,153,190.80","18,825,485.18","5,602,292.33","6,511,952.44","15,432,315.27","19,741,527.25","372,929.18","4,021,607.68"
筹资活动现金流出小计,"180,477,882.53","74,059,693.80","130,385,387.56","152,099,837.55","180,637,892.26","293,923,647.30","361,631,898.45","73,312,740.77","227,138,784.47","309,577,612.46","503,045,821.79","152,759,515.98","317,711,014.03","482,052,036.86","445,765,893.69","160,672,313.17","292,778,767.85","545,626,077.87","808,034,190.07","215,716,814.69","208,329,838.76","490,458,945.53","542,968,937.44","227,904,070.91","398,951,826.27","677,808,800.97","1,092,340,484.14","158,059,848.77","729,954,616.30","1,186,446,124.87","2,459,741,858.45","891,586,302.99","1,686,351,123.21"
处置固定资产、无形资产和其他长期资产收回的现金净额,"148,277.81","615,821.00",,,"485,000.00","485,000.00","739,090.92",,,,"2,411,690.73",,,"5,975.00","4,721,904.26",,"775,000.00","775,000.00","3,564,190.38","2,314.00","2,047,645.07","2,047,645.07","3,278,471.87",,,,"7,177,484.89",,,,"3,359,655.33","245,630.00","458,976.19"
筹资活动产生的现金流量净额,"73,331,726.59","-7,973,571.00","167,804,323.87","480,560,162.45","581,022,107.74","622,656,352.70","609,048,101.55","11,687,259.23","-19,138,784.47","-101,577,612.46","-115,508,739.76","200,492,601.22","85,874,717.23","96,104,468.74","251,640,421.19","9,684,406.11","58,341,358.23","19,406,743.13","692,575,864.17","-174,569,707.28","-137,125,552.32","-266,808,577.42","83,718,203.57","-187,284,387.03","139,179,868.20","405,881,622.24","877,933,873.39","1,221,448,728.61","1,534,260,307.07","2,126,658,948.14","2,457,180,125.88","93,283,886.74","129,967,165.77"
处置子公司及其他营业单位收到的现金净额,"1,019,772.37",,,,,,,,,,,,,,,,,,,,"2,564,524.33","2,564,524.33","3,707,424.33",,,,,,,,,"95,744,800.00",
四、汇率变动对现金的影响,"-530,691.35","103,176.21","-493,999.85","-164,859.00","1,246,364.31","-1,866,516.20","-3,986,949.80","1,634,956.08","-4,915,765.96","-272,544.51","-1,813,198.96","-2,007,287.53","-6,145,234.02","-6,330,751.19","-7,117,724.41","172,486.02","-1,102,195.68","-420,953.82","-797,592.21","-553,427.30","-2,114,323.56","-2,222,078.03","895,248.76","1,183,214.01","3,469,125.93","3,616,361.77","12,824,542.77","-287,983.20","-1,424,187.01","-3,599,532.04","-21,077,603.37","-3,415,184.19","-1,078,955.48"
收到其他与投资活动有关的现金,"243,491.63","275,084.12","2,432,763.42","187,232.00","1,044,799.68","1,715,720.97","3,123,596.35","286,565.66","750,073.07","916,687.04","1,026,069.19","405,096.84","804,893.75","1,267,892.62","2,191,631.84","536,132.70","1,883,443.98","2,920,746.65","6,486,474.95","7,949,515.03","3,228,769.94","7,659,951.19","113,351,292.79","1,527,077.57","235,265,617.61","1,836,027.75","724,484,214.82","1,617,186.22","389,277,920.67","562,043,365.87","809,432,526.58","2,779.22","482,217,720.42"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,911,541.81","4,962,680.12","3,211,358.42","187,232.00","1,529,799.68","2,200,720.97","3,862,687.27","286,565.66","750,073.07","916,687.04","3,437,759.92","405,096.84","804,893.75","1,273,867.62","6,913,536.10","536,132.70","2,658,443.98","3,695,746.65","10,050,665.33","7,951,829.03","16,835,687.17","24,725,694.48","132,741,908.65","157,880,424.04","558,777,570.05","146,418,853.52","750,487,184.89","320,974,659.11","1,405,019,873.11","1,718,536,038.92","832,533,709.16","136,966,138.40","629,198,304.29"
五、现金及现金等价物净增加额,"70,904,358.63","-21,379,959.73","24,250,469.84","263,174,464.48","247,897,526.12","117,327,901.81","92,389,178.02","-29,248,899.73","-60,237,905.56","-70,978,716.08","-92,056,339.62","69,659,583.01","31,969,845.44","29,968,449.29","45,803,889.18","-50,451,191.01","18,817,826.70","26,102,535.49","710,425,353.72","-587,064,403.61","-556,221,766.20","-580,779,435.61","-499,149,056.01","-133,637,286.45","-74,816,217.47","-38,298,286.92","199,869,978.63","181,118,125.25","144,616,085.99","272,216,098.43","-312,227,757.86","174,557,911.25","306,806,481.11"
购建固定资产、无形资产和其他长期资产支付的现金,"24,518,998.60","58,845,436.01","191,592,364.84","117,238,996.41","159,679,016.07","269,231,785.10","302,122,798.47","22,637,237.78","64,930,575.17","103,999,402.90","146,992,986.63","57,771,592.96","37,721,425.43","83,098,679.91","183,937,972.82","66,936,024.65","105,042,562.08","127,036,894.80","301,248,267.53","144,210,166.49","154,439,183.66","215,601,143.26","293,062,197.04","75,074,182.58","352,123,631.59","738,617,873.26","979,153,095.25","359,643,832.56","923,810,331.09","1,064,006,668.02","892,048,056.04","48,926,622.36","72,199,719.66"
期初现金及现金等价物余额,"8,961,043.77","79,865,402.40","58,485,442.67","82,735,912.51","87,277,108.69","87,205,526.08","82,735,912.51","175,125,090.53","175,125,090.53","175,125,090.53","175,125,090.53","83,055,988.36","83,068,750.91","83,068,750.91","83,068,750.91","128,872,640.09","128,872,640.09","128,872,640.09","128,872,640.09","839,297,993.81","839,297,993.81","839,297,993.81","839,297,993.81","340,148,937.80","340,148,937.80","340,148,937.80","340,148,937.80","540,018,916.43","540,018,916.43","540,018,916.43","540,018,916.43","505,099,561.55","227,791,158.57"
投资支付的现金,"10,500,000.00","11,454,300.00",,,,,"21,400,840.11",,,,,,,,"400,000.00",,,,,"331,273,955.59","233,562,844.59","68,273,949.50",,"47,469,268.20","104,029,842.10","50,910,000.00",,"891,473,942.64","1,045,930,000.00","1,211,920,175.93","764,757,424.45",,"106,152,062.67"
期末现金及现金等价物余额,"79,865,402.40","58,485,442.67","82,735,912.51","345,910,376.99","335,174,634.81","204,533,427.89","175,125,090.53","145,876,190.80","114,887,184.97","104,146,374.45","83,068,750.91","152,715,571.37","115,038,596.35","113,037,200.20","128,872,640.09","78,421,449.08","147,690,466.79","154,975,175.58","839,297,993.81","252,233,590.20","283,076,227.61","258,518,558.20","340,148,937.80","206,511,651.35","265,332,720.33","301,850,650.88","540,018,916.43","721,137,041.68","684,635,002.42","812,235,014.86","227,791,158.57","679,657,472.80","534,597,639.68"
