科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"10,393,607.37","24,938,258.13","23,343,610.74","12,946,850.05","24,454,731.14","25,721,563.03","19,358,683.56","11,001,635.73","22,207,057.04","35,441,893.80","28,607,628.93","22,469,563.52","22,094,242.79","30,565,847.59","31,921,542.00","23,098,783.39","22,553,474.34"
应付职工薪酬,"27,821,532.88","33,168,651.22","40,018,013.67","24,788,580.54","29,526,734.44","36,035,226.51","55,217,399.06","34,356,631.31","42,385,713.67","51,437,223.89","78,506,317.40","47,409,820.87","55,488,097.47","67,501,284.48","116,305,520.70","63,831,485.89","77,857,686.21"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"12,665,184.99","38,790,247.95","31,075,670.55","27,895,392.69","33,402,046.74","35,178,495.71","47,815,303.81","37,017,864.90","42,333,032.95","46,794,850.93","85,936,970.35","72,125,528.06","42,363,740.03","44,462,679.17","82,382,277.67","96,402,897.34","53,615,765.92"
应收利息,,,,,,,"2,629,534.25","3,904,166.67",,,,,"2,476,333.33","15,799,583.33",,,
应付利息,"261,787.50",,"422,100.00",,,,,,,,"108,702.44","108,702.44",,"491,250.00","9,867,050.77","818,708.33","895,307.25"
应收股利,,,,,,,,,,,,,,,"14,500,000.00",,
应付股利,"38,982,424.43","14,830,607.28",,,,,,,,,,,,,"15,466.92",,
存货,"392,702,075.83","452,277,524.72","530,313,156.54","587,565,466.62","605,184,043.43","617,517,424.99","672,409,076.18","744,429,838.35","698,426,465.82","753,843,541.33","882,683,026.78","976,113,220.70","964,094,823.60","949,678,473.04","1,239,355,447.08","1,249,251,183.23","1,164,019,217.10"
其他应付款,"3,237,303.96","3,695,098.24","2,701,660.30","14,409,612.98","18,522,303.21","8,075,172.55","3,619,325.19","6,711,985.30","4,528,587.56","4,965,940.59","6,296,077.95","9,590,124.02","12,327,410.22","13,708,008.24","402,828,362.14","42,866,039.69","40,941,320.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,"590,383,730.73",,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"22,998,770.03","21,104,804.82","36,892,561.87","37,392,561.87","843,294,845.51",,"584,875,815.92","305,181,913.74","437,216,563.90","36,087,964.30","47,706,264.44","69,064,541.51","692,272,694.12","1,695,895,035.06","1,415,416,807.39","1,234,813,175.02","1,144,666,364.93"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"942,799,816.81","1,178,556,691.57","1,292,133,593.90","2,431,559,708.59","2,454,044,790.95","2,328,533,055.86","2,572,621,883.27","2,479,332,684.72","2,622,343,364.70","2,325,555,256.89","2,764,023,345.23","2,907,963,239.48","5,638,859,797.25","6,343,392,167.83","6,702,905,095.65","6,222,942,062.26","6,386,950,362.95"
流动负债合计,"650,724,053.62","657,757,239.94","1,036,707,024.44","719,503,356.93","745,697,767.99","718,802,608.89","949,180,528.86","889,824,689.90","1,087,660,508.66","1,139,554,730.27","1,520,974,843.73","1,784,718,431.33","2,193,551,024.86","2,868,399,337.87","4,127,056,542.57","3,698,599,484.41","3,603,244,170.80"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,"267,900,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,"33,104,975.77","48,938,983.11","59,629,569.11","64,023,800.68","69,607,584.54","58,863,007.77","58,606,093.28","63,299,725.74","67,860,097.52","76,698,540.83","72,106,335.59","79,549,173.29","86,051,571.61","96,173,729.42","79,736,894.07","88,871,937.30","89,234,500.15"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"640,862,300.11","642,723,232.13","814,584,171.05","830,972,331.56","903,592,142.71","998,365,533.79","1,092,556,474.10","1,161,615,476.85","1,215,014,360.79","1,230,548,052.87","1,332,517,173.33","1,364,860,821.80","1,428,103,706.83","1,502,646,142.57","1,949,363,270.88","2,009,620,009.09","2,052,708,686.11"
递延所得税负债,,,,,,,,,,,,,,,"14,273,559.71","14,273,559.71","20,324,623.63"
在建工程,"27,183,149.18","98,742,077.10","157,829,785.64","172,075,138.49","182,504,623.46","181,922,933.95","147,406,137.28","118,191,997.93","80,460,536.58","91,482,334.51","216,040,936.76","314,621,356.34","477,423,789.82","531,342,478.12","924,259,000.82","1,069,322,553.01","1,169,998,796.76"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,"29,206,666.67","29,063,666.67","28,920,666.67","88,777,666.67","115,745,097.23","115,062,913.35","388,690,998.89"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"650,724,053.62","657,757,239.94","1,036,707,024.44","719,503,356.93","745,697,767.99","718,802,608.89","949,180,528.86","889,824,689.90","1,087,660,508.66","1,139,554,730.27","1,550,181,510.40","1,813,782,098.00","2,222,471,691.53","2,957,177,004.54","4,242,801,639.80","3,813,662,397.76","3,991,935,169.69"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"520,000,000.00","520,000,000.00","520,000,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","649,100,000.00","727,577,758.00","727,577,758.00","727,577,758.00","727,577,758.00","727,577,758.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"192,010,589.76","192,010,589.76","192,010,768.54","1,454,888,272.98","1,454,888,272.98","1,454,888,272.98","1,454,898,442.98","1,454,898,442.98","1,454,898,442.98","1,454,898,442.98","1,454,898,442.98","1,454,898,442.98","3,736,923,892.30","3,736,923,892.30","3,736,849,854.07","3,736,849,854.07","3,736,849,854.07"
无形资产,"106,014,606.92","104,418,450.28","121,407,532.63","121,016,957.37","149,411,715.19","160,558,595.16","173,061,363.92","206,305,929.98","373,485,669.36","375,902,917.28","380,633,451.08","484,698,997.11","482,896,517.64","479,786,932.78","550,823,073.82","568,593,198.62","565,306,707.59"
盈余公积,"39,995,564.27","74,254,751.43","115,055,971.85","114,761,446.71","115,055,971.85","115,055,971.85","155,522,782.76","155,522,782.76","155,522,782.76","155,522,782.76","215,242,733.83","215,242,733.83","215,242,733.83","215,242,733.83","297,500,718.34","297,500,718.34","297,500,718.34"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,"7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","7,138,909.06","286,784,889.95","286,784,889.95","286,784,889.95"
未分配利润,"344,890,389.44","650,096,078.79","648,324,176.98","738,448,013.71","861,056,185.81","821,444,347.59","896,318,747.86","1,022,019,314.68","1,164,911,744.07","920,169,331.22","1,052,442,846.70","1,225,080,193.59","1,439,471,740.49","1,603,526,340.59","1,708,185,121.16","1,907,616,809.12","2,144,979,891.37"
长期待摊费用,"5,613,577.14","6,043,066.36","8,974,470.82","10,302,722.93","11,351,419.81","14,260,249.16","17,837,463.58","20,666,705.40","26,161,264.60","32,234,611.40","29,806,209.53","35,951,904.10","42,000,796.51","51,847,758.33","42,558,138.46","42,066,682.77","42,648,536.84"
少数股东权益,"23,665,477.17","25,608,642.86","24,932,190.67","25,246,171.23","25,558,297.69","25,208,374.82","24,663,985.42","24,033,539.50","25,496,104.00","25,830,674.73","24,651,718.42","24,780,031.80","25,008,176.60","24,834,170.50","23,274,220.38","23,240,972.61","23,550,552.64"
递延所得税资产,"5,428,038.30","9,904,363.59","9,699,257.55","10,044,254.77","10,445,878.77","10,137,218.72","10,552,698.42","10,403,270.23","11,001,595.92","12,570,575.18","22,361,540.01","22,949,889.92","19,093,487.79","18,616,917.09","62,671,754.32","59,727,094.36","60,040,363.53"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"3,141,561.73","23,219,967.06","65,581,566.91","54,854,676.91","63,278,276.65","24,792,289.81","50,010,743.22","128,422,350.11","134,042,052.60","192,883,572.87","121,749,619.81","165,004,657.49","184,984,320.79","233,940,816.31","135,611,648.59","156,886,677.76","265,650,894.06"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"828,487,118.21","941,129,048.69","1,244,845,262.77","1,270,428,791.77","1,397,330,550.19","1,456,038,737.42","1,557,169,882.86","1,716,044,365.30","1,915,164,486.43","2,019,459,514.00","2,182,354,175.17","2,474,775,709.11","2,727,693,100.05","2,921,493,683.68","4,031,808,670.91","4,281,873,042.86","4,532,373,374.99"
所有者权益(或股东权益)合计,"1,120,562,881.40","1,461,928,500.32","1,500,271,832.23","2,982,485,143.43","3,105,677,573.15","3,065,769,184.39","3,180,611,237.27","3,305,552,360.12","3,449,847,342.47","3,205,460,040.62","3,396,196,010.00","3,568,956,850.59","6,144,081,205.77","6,307,708,846.97","6,491,912,126.76","6,691,152,707.36","6,927,388,568.25"
资产总计,"1,771,286,935.02","2,119,685,740.26","2,536,978,856.67","3,701,988,500.36","3,851,375,341.14","3,784,571,793.28","4,129,791,766.13","4,195,377,050.02","4,537,507,851.13","4,345,014,770.89","4,946,377,520.40","5,382,738,948.59","8,366,552,897.30","9,264,885,851.51","10,734,713,766.56","10,504,815,105.12","10,919,323,737.94"
负债和所有者(或股东权益)合计,"1,771,286,935.02","2,119,685,740.26","2,536,978,856.67","3,701,988,500.36","3,851,375,341.14","3,784,571,793.28","4,129,791,766.13","4,195,377,050.02","4,537,507,851.13","4,345,014,770.89","4,946,377,520.40","5,382,738,948.59","8,366,552,897.30","9,264,885,851.51","10,734,713,766.56","10,504,815,105.12","10,919,323,737.94"
