科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"111,802,969.65","124,363,955.05","94,724,767.11","1,139,878,773.61","218,686,546.34","355,740,703.97","422,009,292.15","582,739,330.36","562,077,768.48","454,725,496.43","329,875,749.59","88,412,281.74","1,679,253,302.17","1,593,351,735.53","1,473,621,709.55","1,050,466,676.16","1,173,304,155.57"
短期借款,"110,000,000.00",,"255,000,000.00",,,,,,"200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00",,"500,000,000.00","809,000,000.00","750,000,000.00","600,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"37,149,649.78","48,879,257.13","63,791,459.57","79,963,916.35","154,708,720.56","158,826,417.84","158,382,791.18","136,301,544.43","175,817,733.61","184,256,966.68","286,306,296.77","508,743,897.24","1,348,031,428.28","1,168,677,106.90","1,124,262,255.60","1,222,148,376.44","1,389,110,864.46"
应付票据,,,"30,970,000.00","42,843,236.80","52,827,546.77","60,320,651.91","64,063,749.73","64,992,550.79","70,460,189.78","63,035,840.28","68,892,082.01","326,729,196.36","1,045,946,816.96","1,330,233,205.03","1,099,025,491.55","1,348,946,756.43","1,512,816,476.72"
应收账款,"344,360,538.18","481,865,856.09","516,967,285.84","551,158,073.86","590,357,095.78","564,990,914.62","678,446,787.48","671,966,977.19","703,040,495.85","826,170,013.86","1,145,508,466.14","1,199,802,547.82","889,919,816.76","847,838,926.74","1,317,174,480.54","1,354,043,215.19","1,400,364,755.10"
应付账款,"443,216,389.30","554,397,217.03","667,567,107.09","597,980,342.19","598,114,541.50","564,773,773.50","765,526,707.05","736,946,098.24","717,450,408.16","764,324,936.63","1,063,194,503.46","1,102,598,471.00","1,011,597,196.95","889,836,486.44","1,588,845,802.42","1,367,795,864.10","1,289,591,728.56"
预付款项,"23,392,205.97","25,127,035.63","26,100,752.23","22,654,066.23","17,358,808.19","15,352,300.68","34,509,902.55","23,807,278.25","23,557,280.00","35,029,380.49","43,335,912.58","43,357,186.95","40,717,156.20","41,585,459.64","86,652,853.49","89,120,652.83","92,931,531.45"
预收款项,"14,539,430.56","12,875,418.22","8,952,472.83","11,586,191.73","13,304,595.33","14,419,288.71","12,938,044.02","9,799,559.36","10,502,576.54","8,995,937.95","18,040,190.12","26,156,588.58","25,827,763.23","22,166,424.51","18,786,570.40","27,937,732.63","27,525,885.81"
