科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"54,340,978.50","148,650,024.71","205,301,976.09","246,169,302.87","1,423,676,354.27","1,428,681,490.69","1,399,280,903.72","1,323,271,542.54","1,090,994,158.13","915,527,437.44","828,931,240.72","649,570,271.18","615,290,488.87","623,912,645.42","567,646,155.27","593,284,028.00","668,014,871.50","682,634,403.63","699,565,504.93","784,224,871.20","730,197,241.95","799,890,129.47","789,785,855.97","886,813,914.11","953,702,887.72","908,191,561.62","813,206,458.06","796,415,409.71","823,790,669.41","768,396,408.15","690,504,343.53","754,265,550.80","2,076,527,592.23","2,072,011,815.39","1,969,081,718.78","2,096,578,655.02","2,153,297,209.95","2,157,860,537.27","1,155,128,272.16","1,571,629,970.93","989,511,500.82","1,177,333,278.74"
短期借款,,"100,000.00",,,,,,,,,,,,,,,,,,,"14,620,000.00","4,500,000.00","4,000,000.00","3,500,000.00",,"4,500,000.00","3,500,000.00",,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","52,165,190.00","111,649,516.50","275,159,883.50","353,833,483.99","417,668,293.99","408,183,967.49","397,826,327.01","399,000,000.00","437,600,753.48"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"909,918.56",,"1,119,062.87","281,649.95",,,"515,307.78","2,153,427.44","2,678,726.12","2,610,185.35","8,752,864.26","12,781,918.49","9,019,929.98","6,875,062.39","11,213,466.76","8,660,938.05","12,875,860.42","43,944,694.23","31,762,469.91","25,809,936.17","17,741,935.41","43,470,917.05","52,991,052.49","47,738,875.06","23,416,667.55","26,197,180.79","42,806,428.17","44,265,712.72","39,827,710.56","23,273,037.85","35,097,905.26","30,884,043.29","50,612,945.61","49,895,560.78","51,992,041.80","39,510,643.05","57,081,034.39","82,564,300.79","61,793,228.96"
应付票据,"24,782,775.70","41,400,605.09","37,205,058.97","45,370,289.00","63,580,733.76","70,304,054.37","75,435,455.69","78,734,839.69","85,733,951.43","93,389,431.71","96,289,100.53","139,630,355.21","114,286,069.58","104,195,943.43","100,606,847.45","91,704,041.26","141,792,989.90","86,816,700.04","129,004,469.17","161,755,290.62","186,502,918.34","193,013,565.75","120,117,283.03","207,545,120.17","217,935,866.81","183,534,462.54","180,671,298.39","208,784,846.82","216,660,186.98","227,678,200.69","189,498,599.31","263,519,415.94","321,890,402.38","366,154,682.21","258,806,270.71","485,154,357.08","440,195,708.94","427,517,266.02","461,699,433.09",,"517,588,314.52",
应收账款,"113,513,541.37","142,993,227.09","146,547,569.93","165,080,329.52","178,754,410.81","175,615,554.74","213,878,878.74","213,962,557.84","193,352,405.69","192,273,712.42","218,355,502.18","247,787,567.74","239,741,543.13","215,767,526.00","234,165,105.84","255,997,722.95","295,690,370.01","270,527,379.69","318,141,611.08","322,340,909.39","365,374,846.10","332,354,382.68","379,882,866.22","395,601,643.13","401,780,455.05","413,307,138.58","447,067,901.87","456,224,413.78","487,415,607.18","429,132,403.46","464,575,545.61","644,943,057.44","680,775,119.20","623,477,345.47","717,688,387.73","802,128,103.75","862,931,335.28","760,805,445.45","793,045,088.14","929,667,148.01","998,117,661.52","822,107,989.98"
应付账款,"112,069,123.28","115,633,336.91","129,154,855.53","144,899,848.50","184,943,091.17","181,136,842.03","203,153,845.84","249,113,406.64","237,317,529.50","207,033,400.29","262,898,568.20","215,456,653.23","214,685,067.87","206,892,351.55","207,163,912.17","206,683,299.65","220,008,168.37","243,069,197.75","200,261,146.86","192,946,177.27","254,787,658.41","230,562,610.88","319,275,121.84","256,900,854.09","277,788,465.05","328,839,552.84","355,943,554.34","352,109,566.63","403,046,887.37","313,719,843.12","274,326,032.38","315,312,788.87","314,830,028.41","238,107,450.04","313,456,521.24","392,954,949.26","484,840,134.89","411,220,981.72","501,126,011.73",,"629,341,765.09",
预付款项,"1,946,227.23","3,420,126.66","2,356,141.68","3,026,141.68","264,966.11","12,366,662.00","23,455,662.00","23,455,662.00","48,186,820.72","75,909,627.87","56,176,748.33","113,435,681.20","56,735,287.25","48,501,849.42","101,676,321.06","95,800,196.90","15,777,169.90","11,229,519.34","13,082,230.94","7,445,575.00","15,301,313.35","17,177,805.30","16,536,598.87","17,759,568.48","6,181,223.58","65,454,914.69","12,126,556.43","8,273,181.00","9,494,219.87","33,312,972.77","27,637,209.51","9,330,790.05","10,541,962.41","12,387,285.11","16,113,520.29","13,218,131.57","8,409,621.27","25,085,494.12","14,709,612.57","18,207,739.73","10,432,849.35","6,512,222.17"
预收款项,"3,243,427.81","16,085,924.43","10,689,677.84","7,352,656.22","216,214.35","626,494.21",,,"2,450,912.12",,,,"1,691,519.56",,"281,302.52",,"1,275,514.28",,"1,232,420.29",,"7,074,679.46","11,055,491.20","4,005,040.40","9,960,594.31","8,190,077.19","7,423,998.05","12,614,001.71","9,700,257.76","7,831,163.50","10,377,761.48","10,120,210.97","10,982,396.92","9,378,059.69","12,590,214.26","8,887,298.42","17,659,736.87","14,418,270.55","15,307,951.12","18,420,881.37","23,183,437.15","17,838,529.73","18,232,033.27"
其他应收款,"20,993,434.44","1,224,793.64","2,170,242.27","53,557,410.14","2,497,424.80","2,829,556.71","4,334,435.73","9,556,592.69","5,364,957.35","6,518,094.37","6,845,332.07","6,704,825.21","6,780,469.86","5,818,291.70","7,438,907.30","5,431,846.41","6,469,999.29","9,376,153.48","7,924,764.60","8,524,115.97","17,055,621.04","18,008,791.88","22,078,753.11","17,500,413.17","22,081,165.54","29,290,005.45","26,016,578.00","31,465,289.61","35,740,772.05","48,409,151.07","46,162,341.84","48,979,384.76","62,484,680.34","78,482,200.28","61,260,409.01","59,322,802.57","64,425,496.32","83,390,177.26","55,386,717.37","65,312,780.29","62,064,165.55","75,925,090.79"
应付职工薪酬,"2,584,486.80","4,632,502.19","4,457,700.59","4,475,404.68","3,903,219.00","3,990,757.50","4,029,195.32","4,105,477.89","4,600,916.19","4,654,756.57","4,709,237.70","4,780,679.60","6,338,902.10","5,061,285.96","4,946,318.63","4,694,943.82","4,691,435.48","4,823,642.98","4,727,671.64","4,647,149.48","7,009,751.07","7,646,405.27","6,748,061.09","7,443,420.52","7,673,383.31","11,135,229.01","9,203,076.98","9,355,887.18","18,858,934.05","9,795,725.93","7,780,340.18","10,945,188.18","21,476,620.02","14,220,969.81","16,231,768.85","16,944,838.73","33,791,110.57","13,910,073.67","24,615,507.16","28,826,329.37","36,901,696.03","25,942,126.61"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,290,288.96","11,131,068.52","11,825,460.61","11,356,970.21","12,631,945.21","12,913,794.65","15,755,667.85","7,756,571.02","-9,315,533.49","-23,042,209.50","-29,117,550.81","-41,966,356.82","-46,958,767.94","-45,319,273.04","-45,526,313.94","-36,681,319.68","-18,000,270.06","-16,992,879.68","2,116,044.21","12,261,128.03","24,828,955.61","21,707,603.91","26,512,548.52","35,093,032.55","21,403,869.63","16,893,387.57","24,723,626.50","23,817,581.98","24,395,762.60","9,041,233.34","24,089,081.51","43,102,519.29","40,523,478.31","32,128,072.60","34,169,059.88","46,371,607.77","35,734,764.86","36,744,046.35","34,853,379.33","50,167,775.02","38,879,868.72","40,016,750.16"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,195,693.15","7,733,910.42","10,141,547.17","13,251,003.88","15,984,120.08","16,041,886.37","5,178,796.61","13,465,976.24","21,382,168.07","26,125,318.96","13,741,592.64","6,596,030.24","6,178,485.82",,"4,129,312.56","5,388,483.80"
应付利息,,,,,,,,,,,,,,,,,,,,,"163,232.33",,,,,,,,,,,,,,,,,,,,"106,125.89",
应收股利,,,,"2,094,384.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000.00","58,000.00",,,,,
应付股利,,,,,,,,,,,"25,387,300.20","1,887,300.20",,,,,,,"12,343,494.00",,,,,,,,,,,,,,,,,,,,,,,
存货,"60,047,052.06","52,482,163.82","52,428,399.55",,"50,616,321.74","46,996,750.31","54,633,640.67","70,738,735.40","62,256,207.34","85,000,331.97","139,432,799.71","172,058,430.44","146,672,123.42","158,099,129.12","163,221,679.06","155,310,901.62","169,218,918.68","179,687,587.34","187,484,278.62","179,797,789.44","246,619,885.04","254,795,827.62","272,158,912.22","299,702,930.55","296,551,102.41","335,827,979.22","351,623,349.05","388,545,931.74","365,185,680.13","334,637,862.96","332,005,162.20","321,053,072.48","385,777,201.17","420,043,315.78","438,645,120.22","629,844,602.79","654,017,797.83","735,674,724.29","803,229,162.24","736,860,189.36","667,198,889.53","666,091,214.44"
其他应付款,"398,032.25","281,298.88","126,403.63","156,827.26","983,756.69","430,846.68","2,183,529.79","5,234,009.15","1,454,028.81","289,862.33","2,015,518.53","4,168,037.74","5,219,315.11","5,901,774.18","5,207,312.83","3,804,241.86","1,253,360.32","1,245,274.35","1,307,268.85","1,548,821.56","131,062,525.35","141,296,463.96","128,471,785.90","128,092,631.08","127,859,145.81","152,324,666.09","146,584,258.54","147,906,678.04","54,386,074.45","52,480,870.83","15,157,049.48","38,152,360.74","19,534,503.77","23,798,311.44","23,728,149.76","29,619,680.97","35,532,061.41","26,419,048.91","23,151,561.79","23,204,979.31","18,868,068.27","16,886,011.97"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,"21,795,500.00",,,,,,,,,,,,,,,,,"9,832,419.30","7,649,338.78","8,061,872.72","8,001,419.58","5,932,031.10","6,170,574.87","5,512,934.38","5,727,696.59","6,275,602.57","3,631,748.22","2,646,381.21",,,,,,
