科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"77,800,328.76","79,428,644.17","107,147,576.24","348,871,832.22","245,685,055.33","154,496,569.30","186,055,540.27","129,375,150.31","192,355,016.67","175,872,530.90","215,992,350.18","174,657,817.57","164,176,029.17","196,937,814.37","657,123,509.00","419,730,179.58","506,001,074.97","364,600,064.83","418,286,543.47","393,351,410.28","438,726,413.28","342,832,087.17","411,544,985.12","247,736,340.48","286,017,613.33","209,357,263.21","256,733,578.36","233,654,332.03","451,183,324.53","339,096,013.00","352,848,026.76","1,347,923,014.37","793,255,872.40","567,715,214.72","1,008,349,682.83","950,294,736.12","1,248,207,198.83","1,196,410,497.60","1,136,233,832.45"
短期借款,"183,690,777.25","166,200,000.00","172,900,000.00","263,700,000.00","147,800,000.00","132,800,000.00","266,600,000.00","284,800,000.00","360,800,000.00","421,000,000.00","461,000,000.00","486,600,000.00","463,600,000.00","418,800,000.00","421,800,000.00","142,000,000.00","231,000,000.00","150,000,000.00","218,000,000.00","278,000,000.00","420,000,000.00","410,000,000.00","575,000,000.00","440,000,000.00","340,000,000.00","232,000,000.00","252,000,000.00","609,748,718.16","635,000,000.00","685,000,000.00","650,000,000.00","584,583,554.00","120,000,000.00","500,000.00","440,000,000.00","488,250,000.00","480,000,000.00","746,500,000.00","652,500,000.00"
交易性金融资产,"334,040.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,041,990.49","13,416,416.00","5,332,674.38","7,344,507.00","11,208,700.00","16,915,389.71","10,813,400.09","8,904,640.00","21,592,718.90","36,082,243.21","18,506,260.00","18,096,692.42","69,224,178.71","46,892,582.41","51,017,695.55","61,117,358.08","59,190,578.47","78,223,286.36","32,488,670.36","53,654,190.09","83,798,338.95","72,669,589.77","77,416,343.57","78,365,234.29","57,925,594.08","78,537,529.15","82,361,503.09","80,195,811.54","83,353,029.86","84,449,642.84","78,202,290.82","39,996,479.39","52,409,905.10","72,997,001.34","67,363,631.78","81,621,930.74","79,548,329.06","73,380,830.96","71,584,374.75"
应付票据,"45,290,000.00","75,593,010.00","102,416,240.60","84,903,428.40","68,322,755.80","49,263,063.00","27,580,633.00","49,521,120.00","75,910,000.00","47,900,000.00","117,250,000.00","120,230,000.00","197,520,660.99","204,493,060.99","216,863,388.38","222,020,000.00","250,274,000.00","262,454,000.00","246,570,000.00","277,294,236.66","198,230,000.00","154,000,000.00","84,875,768.80","91,298,211.30","102,567,210.00","95,287,520.00","90,660,575.73","87,929,497.76","69,576,551.71","53,809,742.76","60,451,118.64","97,591,926.78","93,981,175.09","72,745,623.62","93,358,889.15","99,658,615.35","85,025,110.82","60,158,056.30","78,989,850.50"
应收账款,"96,780,164.73","100,442,336.43","128,689,867.94","135,051,767.95","129,778,355.52","144,506,396.16","207,560,161.59","263,721,677.31","285,757,698.47","287,937,721.33","368,648,255.65","445,293,258.51","406,596,870.67","448,066,178.23","583,469,651.41","598,157,305.16","632,493,016.11","553,966,739.13","639,565,609.50","660,238,634.00","687,642,459.39","695,818,275.56","740,261,898.71","700,459,714.80","683,977,250.76","602,097,206.13","598,533,234.54","1,052,044,926.82","1,060,570,242.36","1,033,953,822.28","1,006,225,224.01","1,063,322,611.78","1,033,162,394.04","975,984,653.16","1,096,361,552.45","1,105,143,764.80","868,317,381.41","843,883,046.56","910,226,210.51"
应付账款,"86,350,080.69","66,626,531.48","72,009,426.87","63,772,582.11","96,117,854.57","95,017,744.11","99,302,125.95","94,885,887.13","89,302,034.86","93,943,204.88","130,734,974.34","151,897,413.42","101,940,260.37","116,199,566.49","126,959,708.65","116,886,776.83","114,858,239.36","104,711,995.90","129,620,320.06","129,983,040.42","148,251,284.19","146,449,205.69","153,762,839.86","135,329,330.65","114,685,436.35","121,574,947.96","143,331,631.27","326,270,179.48","339,792,717.84","317,862,933.93","321,230,898.09","308,827,811.32","369,912,790.52","286,735,348.29","286,136,511.51","312,324,716.98","307,887,133.80","341,191,692.52","387,697,867.41"
预付款项,"34,870,885.40","22,603,175.76","21,298,440.56","37,581,763.25","26,474,990.93","47,643,939.22","30,249,847.22","20,681,086.63","18,916,987.51","39,630,454.79","43,149,932.72","33,694,702.26","21,981,879.06","20,230,006.03","17,995,649.48","19,602,288.75","34,882,189.40","39,701,713.60","37,938,746.38","47,728,224.54","22,172,698.53","23,167,511.13","20,103,502.97","20,025,106.95","11,406,326.79","6,542,621.69","13,150,162.85","21,310,215.96","24,889,896.78","43,423,438.35","41,651,821.10","54,484,831.99","25,732,163.27","26,295,687.90","30,790,344.21","108,687,632.81","23,682,860.58","87,250,116.06","48,078,244.92"
预收款项,"68,699,506.62","71,791,372.97","89,355,351.59","74,442,669.00","77,609,240.30","77,713,467.65","78,902,091.73","83,723,512.69","123,792,332.73","109,957,829.83","86,483,896.14","92,071,776.43","55,696,805.51","63,227,082.08","50,008,975.12","46,320,295.26","43,435,799.42","54,963,189.04","45,395,338.53","47,916,139.11","34,084,132.15","42,043,469.85","40,799,647.57","36,921,633.44","48,885,852.53","56,969,250.49","71,649,934.72","398,048,031.24","400,808,939.86","372,862,295.04","368,378,362.71","412,542,324.44","346,315,542.65","363,084,452.05","334,999,932.55","355,500,582.38","197,397,775.69","209,835,441.56","181,694,062.46"
