科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"77,319,719.23","71,416,784.08","79,274,258.24","61,008,185.80","306,601,625.92","310,779,820.83","254,365,106.57","248,741,573.54","222,757,561.01","192,657,606.17","169,225,810.65","124,503,471.90","100,042,868.18","73,676,865.61","44,170,652.44","60,431,243.94","87,225,118.72","85,087,906.40","149,319,802.13","174,600,122.67"
短期借款,"307,000,000.00","337,000,000.00","363,789,015.48","356,652,771.10","386,674,190.52","370,000,000.00","377,000,000.00","377,000,000.00","347,000,000.00","237,000,000.00","237,000,000.00","177,000,000.00","181,978,451.51","129,997,787.41","139,902,044.31","189,978,100.76","170,000,000.00","150,000,000.00","209,930,847.72","259,926,830.03"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"24,540,998.31","56,611,400.00","121,703,924.46","153,101,968.43","113,369,208.33","138,607,115.63","89,579,531.20","105,300,611.97","91,946,687.53","66,439,319.91","24,569,192.91","34,844,108.14","33,413,791.20","67,878,649.22","29,823,977.11","28,434,014.50","46,397,723.35","61,990,881.83","35,902,460.00","15,880,615.00"
应付票据,"31,233,792.00","3,800,000.00","9,070,604.26","20,000,000.00",,"27,652,497.35","27,652,497.35","40,473,193.86","49,751,093.86","72,129,247.01","84,918,919.70","60,305,503.70","43,506,446.50","22,638,140.00","33,975,758.00","33,187,673.42","33,332,969.42","71,297,900.00","130,536,333.00","131,515,393.00"
应收账款,"237,396,457.55","214,377,524.48","297,349,622.02","270,509,260.13","320,689,424.88","259,298,095.43","245,487,172.28","293,353,473.66","275,997,083.00","399,975,515.89","378,167,867.37","354,145,034.14","328,398,071.70","254,550,179.92","267,277,897.95","276,328,398.36","253,854,094.15","273,632,423.03","228,201,790.68","247,184,186.05"
应付账款,"172,862,841.90","191,793,671.37","214,945,596.57","203,565,712.68","201,273,248.65","227,816,515.58","226,801,774.04","247,104,432.89","260,960,736.22","239,905,486.14","229,647,340.22","249,104,604.13","276,705,642.63","236,670,035.70","194,486,042.66","192,114,347.15","168,785,727.44","126,826,398.08","132,622,665.92","165,604,957.25"
预付款项,"38,242,464.22","30,775,363.76","19,357,660.47","59,108,382.03","37,870,693.43","25,584,679.47","32,541,870.15","29,110,543.45","23,013,629.11","7,848,666.25","16,189,248.20","18,287,032.72","22,471,051.00","15,047,337.67","20,997,169.12","23,066,434.22","37,424,292.75","55,633,601.13","69,046,114.23","82,871,371.94"
预收款项,"234,250,588.54","151,086,535.59","109,536,231.69","130,486,364.06","137,848,135.62","135,112,814.17","170,595,895.14","100,594,730.96","81,899,667.25","79,987,365.60","80,579,092.98","133,960,289.33","140,124,731.00","124,085,121.89","113,378,812.59","72,602,920.86","175,815,697.40","192,367,461.69","289,591,034.46","277,689,880.73"
