科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"65,750,267.12","94,111,032.60","112,473,764.06","54,471,711.45","62,135,477.25","155,372,594.87","514,688,172.78","520,349,338.24","499,614,534.39","668,122,667.51","480,429,480.14","466,837,908.03","463,105,514.06","707,643,998.87","448,731,037.36","396,185,651.09","350,040,454.54","632,652,423.17","406,518,369.72","345,531,302.34","608,857,997.64","782,109,902.83","472,020,570.01","450,251,388.86","402,148,033.18","870,387,398.16","457,744,246.36","343,507,113.85","412,143,117.14","898,819,411.37","619,631,342.18","464,299,652.76","586,091,968.77"
短期借款,"89,322,158.99","146,611,611.24","156,759,928.55","189,690,000.00","192,000,000.00","161,300,000.00","70,000,000.00","106,671,700.00","91,377,040.00","74,072,832.00","78,476,576.00","87,774,264.54","134,296,700.51","126,216,334.73","167,457,056.27","163,445,545.50","212,126,710.13","192,820,924.60","344,410,742.12","455,288,592.37","466,079,197.09","269,666,931.51","389,893,198.23","465,639,146.12","475,754,454.96","337,545,995.57","483,768,531.82","559,418,927.63","517,151,870.38","398,829,444.45","518,126,805.48","650,561,326.71","673,250,914.69"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,789,447.00","370,000.00","3,567,869.20","7,136,892.77","7,705,146.13","11,382,689.02","10,975,942.52","21,957,047.30","31,060,056.66","37,654,830.79","11,223,792.92","10,903,422.46","33,873,584.51","36,202,374.34","27,223,510.60","29,693,384.48","29,665,687.48","33,426,996.60","33,762,238.71","86,232,904.87","93,320,272.56","138,364,268.82","123,322,321.30","127,256,655.60","107,234,862.47","275,048,927.05","173,224,966.36","289,610,726.79","77,359,508.52","319,388,976.97","275,150,862.22","355,362,030.53","321,641,557.16"
应付票据,"5,684,461.46","9,995,213.84","18,168,372.77","25,199,143.50","44,072,209.76","56,433,144.80","39,470,907.61","27,253,064.26","43,010,656.82","98,287,634.52","32,794,526.92","56,986,261.72","110,866,182.07","251,677,105.57","190,927,249.88","161,631,622.69","165,893,874.75","255,344,265.43","185,365,179.08","161,751,113.42","179,845,683.59","346,368,175.99","267,867,534.26","216,449,601.57","258,482,851.25","657,695,475.65","496,280,786.26","266,132,339.06","369,201,740.43","724,100,229.80","626,565,280.45","428,546,906.55","502,993,247.81"
应收账款,"191,143,878.85","321,519,926.35","397,904,034.30","389,547,199.41","426,945,459.90","406,935,643.00","469,781,535.82","512,033,642.87","487,360,898.05","424,493,415.86","492,425,748.06","534,072,048.22","598,452,378.20","544,291,069.46","695,656,406.06","712,988,688.91","713,087,001.15","692,865,745.10","830,471,040.57","864,215,990.60","952,732,078.86","895,910,980.05","995,986,464.95","980,717,330.21","1,030,093,921.04","1,011,155,187.16","1,304,906,360.58","1,187,961,437.47","1,299,424,496.92","1,070,207,612.17","1,220,132,764.42","1,173,000,408.75","1,250,660,675.10"
应付账款,"119,877,768.68","183,556,599.56","222,751,992.08","208,459,635.56","177,489,687.13","218,158,698.64","231,462,529.18","258,259,106.08","236,201,644.16","262,728,574.18","231,060,619.45","272,763,637.87","291,983,595.01","292,965,724.53","282,230,410.52","349,936,118.80","371,022,076.19","395,873,641.33","388,766,200.38","414,484,286.06","470,900,948.62","633,473,364.23","521,393,218.25","467,308,542.44","500,642,791.84","684,523,143.76","672,752,404.23","640,577,882.26","607,134,254.13","700,992,503.43","627,098,420.08","664,153,125.31","706,177,606.88"
预付款项,"8,165,926.90","18,035,410.15","19,555,513.16","34,932,017.31","54,962,942.39","25,071,666.24","39,078,574.75","40,686,969.76","39,800,632.44","46,567,654.02","59,145,589.40","30,852,682.12","59,403,166.63","35,649,613.12","61,053,636.52","51,126,657.48","95,552,916.33","40,162,242.39","97,680,285.30","65,967,125.95","74,182,618.01","38,326,293.43","76,929,824.34","61,178,000.71","63,554,656.09","48,788,356.37","123,664,519.07","94,412,385.62","108,139,514.23","58,987,617.86","105,267,089.36","147,665,040.36","104,916,935.38"
预收款项,"6,375,940.68","4,062,990.97","7,736,693.91","11,488,053.01","22,413,790.46","18,169,413.45","19,483,631.00","18,762,279.32","33,279,094.57","22,566,547.31","12,052,808.69","12,006,337.91","30,640,023.97","15,657,151.18","26,730,753.77","16,265,706.43","29,350,386.44","30,990,790.89","33,938,236.07","33,003,826.10","40,460,922.42","23,036,331.93","22,027,315.76","21,349,047.95","21,607,758.91","26,502,448.40","29,659,300.38","19,996,774.40","38,697,557.83","39,163,961.25","58,427,922.62","61,458,783.28","108,923,728.36"
