科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"261,057,949.57","268,499,036.59","301,303,063.67",,"142,009,618.81","220,142,457.30","315,900,019.39","66,845,620.18","142,069,169.45","213,960,661.00","342,334,485.34","70,883,808.20","176,707,163.79","280,323,393.11","424,330,664.36","109,222,070.72","255,226,432.70","381,256,566.09","572,995,755.93","121,757,559.03"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"176,057.08",,,,,,,,,,,,,,,,,187.50
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"4,583,800.00","211,200.00","211,200.00","1,417,050.00","1,468,900.00",
收到其他与经营活动有关的现金,"6,592,783.15","3,802,752.44","6,840,737.77",,"2,040,241.45","3,999,111.19","10,288,359.12","2,086,855.71","2,519,987.89","3,352,817.63","3,723,987.34","606,052.53","1,446,309.20","1,603,882.45","3,222,887.82","851,204.77","1,979,397.60","7,433,004.50","17,160,648.95","1,243,403.15"
投资活动现金流出小计,"47,318,807.42","52,739,802.15","47,963,065.61",,"32,073,677.94","49,309,632.28","80,772,408.93","224,606,028.73","275,860,785.98","298,766,251.70","330,670,597.00","56,334,577.58","131,409,933.78","184,363,357.23","212,746,183.39","85,529,250.74","289,011,918.98","426,498,829.72","548,653,206.06","90,347,993.65"
经营活动现金流入小计,"267,650,732.72","272,301,789.03","308,319,858.52",,"144,049,860.26","224,141,568.49","326,188,378.51","68,932,475.89","144,589,157.34","217,313,478.63","346,058,472.68","71,489,860.73","178,153,472.99","281,927,275.56","427,553,552.18","110,073,275.49","257,205,830.30","388,689,570.59","590,156,404.88","123,001,149.68"
投资活动产生的现金流量净额,"-47,318,807.42","-52,707,802.15","-47,927,965.61",,"-32,073,677.94","-49,309,632.28","-75,581,054.53","-105,997,289.01","-132,167,977.76","-143,906,477.73","-148,339,835.37","-26,135,961.26","-45,525,173.94","-36,310,441.25","-34,150,214.94","-11,187,637.24","-74,256,124.66","-115,440,108.27","-152,877,652.00","-39,822,269.70"
购买商品、接受劳务支付的现金,"116,977,046.75","129,373,082.77","127,284,295.73",,"75,268,023.76","108,568,972.15","138,455,877.88","31,198,687.04","66,650,336.20","109,548,572.32","152,234,778.83","41,217,955.73","88,788,795.27","156,518,146.37","215,594,465.77","65,459,075.49","159,012,892.47","227,989,111.46","324,868,734.55","91,227,832.98"
吸收投资收到的现金,,,,,"236,598,200.00","236,598,200.00","255,598,200.00",,,,,,,,"2,700,000.00",,"1,800,000.00","1,800,000.00","24,085,750.00","2,250,000.00"
支付给职工以及为职工支付的现金,"59,814,531.69","63,790,346.52","65,100,742.53",,"37,356,651.36","53,524,543.02","69,616,825.29","22,468,835.42","38,376,198.04","54,841,256.14","73,235,011.15","20,228,758.86","39,489,366.88","59,237,412.91","80,197,298.78","27,451,314.63","54,013,437.02","82,458,666.47","108,739,373.94","34,261,496.92"
取得借款收到的现金,"102,230,160.40","97,970,759.49","130,465,924.71",,"32,000,000.00","32,000,000.00","32,000,000.00",,,,,,,,,"23,000,000.00","43,000,000.00","59,000,000.00","82,416,760.00","35,704,200.00"
支付的各项税费,"17,962,297.54","22,087,950.79","19,908,772.08",,"11,853,444.72","16,880,667.88","23,091,668.37","5,759,004.20","11,151,471.51","15,080,234.38","20,509,329.55","4,594,819.96","9,370,335.08","13,835,281.31","19,458,562.60","8,912,621.28","15,233,277.48","21,348,679.18","28,002,960.30","4,263,123.68"
收到其他与筹资活动有关的现金,"2,960,000.00","2,127,500.00",,,,,,,,,,,,"55,668.57",,"1,000,000.00","1,000,000.00","1,000,000.00",,
支付其他与经营活动有关的现金,"29,568,798.71","25,593,653.04","27,129,516.69",,"15,880,410.08","24,349,107.27","32,143,816.16","10,254,143.61","18,920,097.14","27,006,733.64","38,775,932.06","12,157,598.53","21,380,233.27","34,469,564.92","50,041,124.45","17,249,390.86","33,970,468.76","52,537,217.20","69,658,562.85","21,514,275.38"
筹资活动现金流入小计,"105,190,160.40","100,098,259.49","130,465,924.71",,"268,598,200.00","268,598,200.00","287,598,200.00",,,,,,,"55,668.57","2,700,000.00","24,000,000.00","45,800,000.00","61,800,000.00","106,502,510.00","37,954,200.00"
经营活动现金流出小计,"224,322,674.69","240,845,033.12","239,423,327.03",,"140,358,529.92","203,323,290.32","263,308,187.70","69,680,670.27","135,098,102.89","206,476,796.48","284,755,051.59","78,199,133.08","159,028,730.50","264,060,405.51","365,291,451.60","119,072,402.26","262,230,075.73","384,333,674.31","531,269,631.64","151,266,728.96"
偿还债务支付的现金,"77,330,160.40","93,650,759.49","130,965,924.71",,"95,000,000.00","105,000,000.00","105,000,000.00",,,,,,,,,,,,"17,601,761.24","23,000,000.00"
经营活动产生的现金流量净额,"43,328,058.03","31,456,755.91","68,896,531.49","-19,013,000.00","3,691,330.34","20,818,278.17","62,880,190.81","-748,194.38","9,491,054.45","10,836,682.15","61,303,421.09","-6,709,272.35","19,124,742.49","17,866,870.05","62,262,100.58","-8,999,126.77","-5,024,245.43","4,355,896.28","58,886,773.24","-28,265,579.28"
分配股利、利润或偿还利息支付的现金,"9,123,731.97","3,969,064.12","10,690,697.93",,"1,619,616.60","1,642,283.27","1,565,746.86","15,872,000.00","15,872,000.00","15,872,000.00","15,872,000.00",,"15,872,000.00","15,872,000.00","15,872,000.00",,"16,193,398.33","16,822,255.21",,"1,016,896.04"
收回投资收到的现金,,,,,,,"5,000,000.00","118,540,000.00","143,540,000.00","154,540,000.00","172,540,000.00","30,000,000.00","83,050,000.00","144,115,016.00","174,050,000.00","74,000,000.00","214,050,000.00","310,050,000.00","394,050,000.00","50,000,000.00"
支付其他与筹资活动有关的现金,"1,725,000.00","310,000.00","230,000.00",,"4,523,697.40","4,523,697.40","23,271,769.36",,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,"15,969.78","68,739.72","145,808.22","273,773.97","674,361.63","198,616.32","1,686,859.84","2,779,999.98","3,029,647.93","222,081.50","461,522.32","556,288.95","653,320.64","71,342.45"
筹资活动现金流出小计,"88,178,892.37","97,929,823.61","141,886,622.64",,"101,143,314.00","111,165,980.67","129,837,516.22","15,872,000.00","15,872,000.00","15,872,000.00","15,872,000.00",,"15,872,000.00","15,872,000.00","15,872,000.00",,"16,193,398.33","16,822,255.21","17,601,761.24","24,016,896.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"32,000.00","35,100.00",,,,"15,384.62",,"7,000.00","46,000.00","8,416,400.00",,"27,000.00","37,000.00","36,281.55",,,,"165,419.42",
筹资活动产生的现金流量净额,"17,011,268.03","2,168,435.88","-11,420,697.93",,"167,454,886.00","157,432,219.33","157,760,683.78","-15,872,000.00","-15,872,000.00","-15,872,000.00","-15,872,000.00",,"-15,872,000.00","-15,816,331.43","-13,172,000.00","24,000,000.00","29,606,601.67","44,977,744.79","88,900,748.76","13,937,303.96"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,"185,006.97",,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,"160,000.00",,,,"700,000.00",,"1,120,900.00","1,120,900.00","1,295,032.00","119,532.00","244,272.00","452,432.50","906,814.00","454,381.50"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
