科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"117,119,229.10","122,023,289.73","198,669,990.31","260,458,033.01","165,706,302.91","150,995,434.59","182,698,251.22","300,317,305.91","276,001,959.42","292,428,359.35","291,514,429.34","352,311,314.97","358,657,081.74","377,499,389.05","347,027,796.41","410,851,037.62","398,829,290.52","363,372,950.11","363,912,486.07","362,867,036.41","309,738,228.01","237,060,233.35","247,974,044.11","359,432,426.74","313,162,486.08","217,192,087.87","104,482,124.80","218,080,722.60","310,317,966.46","95,785,272.54","52,918,447.47","218,738,913.06","52,740,328.57","69,961,120.38","99,414,461.62","155,092,162.65","846,240,120.70","165,159,435.20","96,661,962.25","359,308,286.66","245,416,329.79","264,788,728.15","205,262,784.99","289,704,100.97"
短期借款,,,"50,000,000.00","50,000,000.00",,"29,000,000.00","29,000,000.00","29,000,000.00",,,,,,,,,,,,,,,,"700,000.00",,,,,,"140,000,000.00","310,000,000.00","312,000,000.00","200,000,000.00","250,000,000.00","250,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,031,380.00","40,505,244.11",,,,,,,"203,920,279.56","221,891,480.67","20,000,000.00","170,000,000.00","360,958,748.38"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"558,000.00","100,000.00","826,815.50","961,612.00",,,,,,,,,,"567,005.00",,"3,406,615.00","5,669,918.06","4,812,542.06","73,012.80","147,772.80","877,772.80","800,886.80","6,557,394.30","8,716,119.48","6,700,000.00","4,735,699.48","9,720,000.00","5,230,612.00","220,000.00","520,605.62","311,500.00",,"1,438,700.00","2,150,000.00",,"2,161,360.00",,"100,000.00","1,072,000.00","1,677,456.00","50,000.00","474,000.00",,
应付票据,"7,585,207.33","9,790,077.79","13,476,965.49","25,131,570.17","10,825,892.84","13,281,892.12","29,010,609.25","13,065,272.27","10,141,720.59","8,200,311.59","8,384,846.00","1,343,610.00","6,688,832.00","7,323,830.50","11,619,167.00","11,145,823.20","23,000,974.58","1,166,833.60",,"19,036,104.00","16,232,854.00","3,768,026.60","26,614,333.60","17,701,635.00","11,983,689.80","15,749,996.00","10,471,470.65","1,846,038.00","19,058,019.20","4,049,839.20","3,077,840.00","14,065,961.70","3,203,290.00","90,850.00","105,000.00","13,506,879.96","8,245,681.47","11,120,981.00","9,168,900.00","30,154,721.20","61,463,049.05","40,536,982.19","10,964,185.19",
应收账款,"178,465,021.20","177,009,625.94","185,313,603.79","192,541,858.79","133,462,449.78","160,112,023.65","158,981,491.18","155,369,982.30","151,370,912.23","150,118,510.42","173,629,916.12","142,622,000.27","102,906,441.35","110,696,818.78","131,556,785.78","149,949,897.80","141,836,863.86","157,520,647.72","170,221,690.72","219,346,724.98","213,235,581.34","237,372,792.54","235,052,794.98","270,291,660.20","295,155,138.30","292,678,370.85","267,477,059.15","263,435,395.12","283,855,042.68","276,587,605.41","320,156,085.07","366,812,961.91","419,200,845.82","421,553,542.58","419,172,004.49","386,475,359.46","391,307,940.79","422,432,896.57","484,121,890.03","519,350,540.60","472,966,675.47","468,138,188.01","531,008,515.65","454,134,155.99"
应付账款,"106,071,420.50","98,048,412.05","97,063,245.93","78,326,115.71","75,386,912.44","46,212,797.07","49,383,733.63","109,091,978.80","116,169,039.45","89,717,891.17","117,951,662.01","139,573,149.94","143,264,293.65","152,192,824.48","176,645,395.03","186,732,222.06","183,732,119.85","175,691,459.11","186,389,373.19","286,300,202.14","244,316,321.87","246,832,732.59","268,944,660.64","374,899,447.21","357,176,893.73","329,125,432.29","321,056,967.55","394,225,950.23","403,677,734.69","403,365,413.06","442,666,264.15","561,521,392.29","577,322,739.88","496,212,024.13","548,396,556.97","603,593,651.48","541,233,547.67","474,451,605.16","541,252,610.31","810,560,651.66","616,603,319.71","487,096,481.41","500,195,111.53","533,288,600.41"
预付款项,"47,142,687.56","65,060,162.58","77,989,158.52","43,751,497.91","50,231,380.25","31,552,922.75","44,614,062.63","36,963,808.97","41,621,011.15","54,374,176.79","60,881,565.38","42,017,055.62","49,411,953.49","42,683,379.96","50,496,311.50","27,912,535.81","39,753,287.92","30,492,161.98","35,354,720.88","38,098,019.24","31,657,359.82","37,989,242.64","44,305,958.65","41,810,500.71","71,338,759.39","49,303,256.57","62,635,849.21","33,005,335.80","47,294,226.56","47,288,257.37","50,350,266.16","36,533,299.09","41,578,739.17","40,976,410.57","30,932,712.28","24,216,725.53","24,548,316.79","24,246,025.74","23,053,372.41","20,687,416.22","22,530,853.48","27,808,615.85","25,285,764.43","17,931,493.75"
预收款项,"54,657,850.61","60,223,604.38","93,569,805.85","88,274,215.40","84,947,893.57","100,177,834.32","125,067,801.38","90,355,419.73","105,363,778.76","120,027,325.97","125,039,343.20","108,135,015.87","88,542,792.62","85,029,950.59","89,131,392.79","71,645,742.87","70,753,335.46","60,877,698.95","57,955,648.72","60,134,301.54","62,232,234.70","61,128,519.32","72,296,656.97","100,328,846.33","97,560,849.15","76,959,221.44","100,589,103.41","144,733,099.04","118,766,846.19","93,254,791.85","95,711,602.72","137,631,535.67","105,545,813.82","109,289,122.74","94,671,197.10","91,154,879.53","84,808,172.71","77,436,967.36","79,293,546.43","51,693,873.23","48,620,899.99","52,994,176.62","64,753,727.31","31,194,247.54"
其他应收款,"60,151,671.98","38,029,669.39","28,034,667.95","22,450,719.74","12,467,817.73","20,206,670.04","43,419,679.48","12,411,632.80","15,722,696.09","18,342,920.65","40,396,490.47","18,667,586.68","28,661,303.53","28,501,184.39","32,779,774.17","24,784,487.97","18,992,570.29","26,002,348.39","35,864,501.98","26,514,975.44","28,441,526.03","35,071,602.26","53,990,999.02","42,167,320.88","34,054,374.11","43,340,850.64","48,224,152.47","44,229,639.89","47,558,935.53","52,510,838.60","62,242,466.99","57,981,995.69","51,689,420.18","58,020,763.14","62,611,415.73","55,226,171.38","68,072,979.12","62,724,197.72","70,833,129.35","61,724,946.04","72,049,371.52","71,164,251.68","81,473,362.60","70,455,298.63"
应付职工薪酬,"24,628,625.08","25,196,572.66","25,459,667.65","8,063,085.91","4,419,753.13","4,741,580.16","4,803,783.89","8,643,752.44","8,854,621.12","8,395,542.48","7,062,099.18","11,558,938.39","12,276,477.19","12,399,032.33","10,123,776.26","9,692,280.46","8,617,869.82","8,177,322.67","7,777,455.85","10,096,005.52","14,229,720.73","13,540,113.41","14,615,809.08","18,950,435.11","19,234,060.58","12,988,494.31","13,880,923.65","20,860,390.93","19,658,300.73","15,990,654.86","17,127,565.75","29,867,052.79","29,531,484.82","21,979,619.11","22,973,912.34","39,832,272.52","36,760,697.26","28,495,223.81","29,931,398.27","47,589,753.04","49,182,603.02","43,913,677.18","37,699,966.84","58,049,719.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
