科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"25,146,025.10","32,950,859.43","60,793,803.52","109,380,577.34","1,457,181,259.67","1,156,368,461.65","796,866,245.30","717,033,729.85","643,825,311.44","688,522,914.23","234,439,444.06","605,586,283.40","495,703,158.13","531,158,977.30","150,294,784.44","337,965,069.22","324,762,983.05","445,839,679.59","467,597,708.99","538,591,694.31","517,569,462.45","505,879,275.13","390,479,658.69","157,177,965.94","564,415,685.25","585,196,593.15","472,965,998.70","441,159,909.21","490,380,032.28","710,416,909.41","427,119,724.79","376,631,933.12","344,878,222.88"
短期借款,"20,000,000.00",,,,,,,,,,"39,000,000.00","39,000,000.00","31,000,000.00",,"249,000,000.00","407,000,000.00","390,000,000.00","390,000,000.00","389,000,000.00","439,000,000.00","439,000,000.00","439,000,000.00","439,000,000.00","410,000,000.00","443,000,000.00","746,989,497.67","611,989,497.67","622,000,000.00","662,000,000.00","812,000,000.00","1,042,000,000.00","1,417,000,000.00","1,313,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,287,560.57","10,604,993.82","20,576,290.08","7,546,108.50","26,553,225.31","18,126,016.64","55,393,688.14","114,285,835.83","182,246,541.77","188,826,388.62","112,668,929.10","190,041,874.63","295,892,062.82","269,628,049.42","155,762,929.04","48,085,591.19","52,970,777.80","140,410,001.97","38,709,954.21","86,002,411.38","100,223,036.03","61,145,369.57","77,353,815.07","151,058,578.67","185,407,820.85","201,561,061.76","128,530,902.64","155,163,573.19","75,098,818.76","89,229,810.90","88,469,296.71","93,712,549.21","98,506,514.71"
应付票据,"13,000,000.00",,,,,,,,,,,,,,"56,862,497.07","53,073,100.00","68,222,489.00","85,524,831.69","67,052,342.69","47,750,000.00","49,550,734.49","60,744,734.49","73,745,767.70","88,551,768.00","92,176,287.00","97,974,987.04","84,143,413.04","87,844,713.00","59,589,360.40","62,304,846.84","124,627,990.66","188,895,318.61","149,938,439.02"
应收账款,"69,394,520.22","66,857,537.89","63,229,579.14","76,538,028.39","75,285,476.90","74,216,634.12","91,922,041.02","90,689,939.55","100,929,420.59","113,384,172.35","200,835,010.64","201,850,071.86","240,118,917.01","225,879,981.09","321,436,012.64","402,719,281.60","345,896,381.78","275,789,517.33","334,616,930.06","329,013,195.19","387,755,847.85","353,630,238.13","511,943,089.49","424,728,698.23","371,080,037.54","325,375,043.55","429,932,025.95","338,128,295.84","319,358,377.61","323,072,085.42","441,370,879.78","360,854,458.72","280,025,688.58"
应付账款,"75,859,972.15","48,529,618.76","50,767,856.20","54,966,845.18","40,564,767.54","86,119,487.40","58,095,593.71","85,195,436.43","66,864,344.99","121,395,484.10","140,018,288.17","124,090,044.22","165,335,761.36","151,534,027.03","204,218,567.03","262,921,010.70","206,734,864.76","252,275,124.30","235,772,358.18","219,051,133.59","322,997,071.55","310,894,304.48","348,289,045.03","210,898,096.84","222,177,258.09","277,589,186.24","355,421,589.42","274,660,357.79","257,193,687.48","401,091,325.81","331,672,537.58","267,256,037.79","311,005,420.09"
预付款项,"11,007,879.08","21,305,781.77","8,630,571.18","38,367,137.63","40,258,689.51","73,611,440.08","71,628,968.77","60,345,021.24","73,238,989.64","29,023,072.99","121,258,128.16","110,610,623.41","113,648,737.16","94,603,229.26","183,932,380.52","180,348,349.72","159,157,958.10","101,356,972.60","147,659,234.47","92,593,072.87","116,796,549.44","119,291,604.71","133,641,363.97","157,211,876.43","158,306,004.95","102,571,057.81","104,016,023.24","132,720,082.08","119,394,838.93","47,189,213.31","108,865,273.65","137,440,796.27","140,960,902.02"
预收款项,"3,886,611.05","1,674,536.66","1,798,262.45","1,990,391.20","2,853,569.83","1,759,779.75","1,920,790.11","2,724,543.91","11,738,321.04","22,686,239.05","8,691,822.18","7,245,886.74","5,207,887.05","26,765,964.43","22,339,410.87","22,393,681.00","16,349,188.56","29,426,254.30","10,669,327.07","7,239,766.55","3,798,538.86","3,781,217.61","5,259,344.83","9,778,091.24","7,234,202.92","15,800,885.34","18,718,976.57","49,616,661.26","81,875,518.54","64,192,833.63","138,423,282.91","129,953,372.47","115,345,161.12"
