科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"903,441,912.15","1,567,098,727.21","1,304,263,864.56","354,939,068.47","645,253,363.98","1,008,506,101.59","1,453,122,178.92","318,917,291.62","579,478,340.01","900,328,296.21","1,684,258,370.59","618,244,641.85","1,440,527,719.71","2,266,983,763.70","3,104,406,048.18","775,268,574.08","1,668,817,358.97","2,539,830,516.88","3,507,527,393.62","800,081,421.11","1,724,691,110.14","2,845,038,118.96","3,786,361,272.45","878,619,654.07","2,046,426,666.78","3,473,096,028.72","5,153,126,944.32","1,467,586,646.52","2,945,762,235.28","4,922,072,799.21","7,141,421,743.25","1,878,569,360.35","3,719,241,271.80","6,353,609,806.58","8,636,812,561.29","1,886,088,414.05","4,129,964,481.70"
二、营业利润,"55,643,386.05","148,705,025.94","179,247,129.81","23,389,457.48","32,156,653.64","51,193,580.49","83,107,821.44","19,394,791.63","18,598,997.08","37,072,716.42","112,618,879.68","35,635,740.89","83,596,596.53","139,973,257.81","203,624,868.05","37,398,494.84","75,034,479.15","130,964,136.88","177,373,260.03","53,060,875.03","92,655,317.34","140,255,174.17","127,926,747.66","24,561,211.22","90,571,604.02","112,275,760.68","112,645,343.16","49,494,910.28","98,675,624.82","180,632,789.78","284,397,950.78","40,266,615.22","51,499,243.41","290,540,486.53","412,469,892.05","133,132,688.00","273,876,207.14"
减:营业成本,"698,423,271.03","1,204,813,524.24","940,781,007.47","278,156,176.73","522,041,511.85","828,004,725.61","1,196,905,869.30","265,240,160.16","487,142,401.08","741,145,532.09","1,372,033,892.82","523,399,724.71","1,221,122,578.47","1,917,012,248.27","2,627,859,467.67","666,219,746.82","1,441,274,044.42","2,173,464,376.67","2,979,080,713.89","696,270,197.89","1,477,769,270.84","2,433,623,652.66","3,240,387,863.34","752,088,412.04","1,717,356,105.64","2,965,560,987.40","4,375,333,711.90","1,227,952,395.40","2,476,739,370.97","4,144,844,022.42","5,882,354,075.57","1,610,629,465.56","3,222,628,369.47","5,404,790,123.32","7,363,781,921.11","1,630,825,399.02","3,529,031,046.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,488,901.93","8,553,261.99","5,838,561.33","979,177.11","1,609,259.97","2,013,526.70","3,335,355.88","899,363.66","2,206,441.44","2,506,279.28","4,337,840.64","906,408.85","3,321,722.59","5,348,279.12","7,737,579.59","1,313,540.99","2,776,265.18","5,073,861.97","9,321,517.49","2,434,506.65","4,304,144.01","5,571,163.20","8,941,506.93","4,231,186.14","8,804,796.56","18,390,737.15","39,114,222.56","31,798,304.17","68,003,062.19","114,879,594.93","208,282,414.45","58,258,911.33","114,003,464.49","188,926,224.74","261,961,099.91","52,367,932.23","116,028,290.99"
营业外收入,"5,428,602.69","3,599,420.04","11,353,312.33","124,166.37","3,817,944.09","5,169,281.60","14,236,251.58","2,953,200.00","3,144,196.02","4,305,525.76","7,466,668.97","1,199,244.69","2,382,743.52","3,814,556.28","5,835,874.62","7,849,977.57","13,901,781.39","15,296,701.01","29,045,704.09","8,075,062.19","11,811,867.85","17,420,178.27","20,318,248.59","4,993,795.83","11,465,378.81","89,546,131.60","206,533,012.05","45,352,859.44","117,456,819.12","195,592,625.14","235,891,003.61","88,051,628.68","194,917,132.00","145,858,455.50","10,805,606.84","667,573.31","1,758,000.47"
销售费用,"71,974,084.38","107,721,677.36","96,876,545.41","24,696,544.03","46,942,571.44","70,072,958.30","99,404,666.73","22,250,527.37","46,875,897.19","71,046,570.61","104,812,508.91","34,158,201.90","71,310,433.82","112,815,373.99","134,093,930.08","31,625,700.81","70,260,527.66","108,841,814.31","149,480,636.06","28,732,213.34","79,081,538.49","133,409,118.61","182,518,489.60","35,735,892.00","104,849,786.19","180,183,296.76","286,653,324.50","67,851,823.89","127,762,024.58","216,630,872.69","369,052,781.29","78,692,934.07","143,948,207.14","271,106,653.33","427,250,939.18","71,072,893.51","175,621,947.13"
减:营业外支出,"2,432,056.18","9,039,919.05","3,719,417.28","-311,633.90","1,371,399.30","2,069,373.99","3,340,231.91","650,389.59","1,055,719.05","1,675,589.25","3,083,582.79","1,001,838.47","2,557,797.25","3,819,508.92","5,995,427.45","1,278,833.27","2,775,003.56","3,648,336.14","5,479,716.47","1,075,390.29","2,541,378.14","4,212,002.74","6,064,387.36","901,345.50","2,390,957.88","4,309,349.67","10,933,276.02","2,337,387.22","3,463,862.56","5,646,204.25","10,416,957.83","3,988,465.50","5,444,603.24","6,847,166.71","5,621,993.52","1,094,827.70","3,806,958.22"
管理费用,"29,257,573.60","49,423,149.66","62,895,716.92","16,533,926.38","35,541,369.65","53,540,040.70","74,914,294.07","15,718,608.67","33,653,826.07","56,743,054.71","92,881,814.86","26,795,240.12","56,823,578.83","85,772,504.00","120,310,533.22","29,446,454.26","60,610,477.46","94,870,626.60","149,717,658.90","33,117,433.08","68,849,759.84","107,335,519.75","160,493,121.98","41,412,798.61","83,547,581.64","138,581,541.10","230,862,093.36","55,340,071.23","113,860,602.72","188,262,051.08","286,772,180.56","69,762,497.70","146,138,994.25","233,738,614.84","337,808,031.75","89,838,050.36","179,356,163.58"
其中:非流动资产处置净损失,"653,088.66","6,697,029.85","1,324,810.95",,"1,051,853.05","1,065,780.64","1,067,417.89",,,,,,"57,570.95",,"275,389.23","14,082.34","14,082.34","70,915.54","214,805.86",,"229,605.13","236,093.90","240,612.61",430.69,"16,730.17","16,730.17","3,618,683.73",,"25,411.16","384,386.75","3,703,848.07","1,916,620.73","2,168,571.59","2,169,372.35",,,
