科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"28,670,621.14","43,823,306.01","21,679,824.32","4,414,181.36","1,730,888.54","-3,565,859.70","-8,104,059.64","-6,494,146.51","-10,358,635.75","-14,452,096.75","-14,837,063.02","-3,564,475.44","-1,182,527.17","629,977.71","4,866,728.38","3,286,264.81","9,957,861.01","14,181,560.56","28,587,563.06","3,996,717.98","11,177,300.52","25,140,128.18","40,723,359.82","15,202,587.53","30,665,346.68","43,619,850.27","72,485,007.97","31,251,329.60","47,882,931.90","60,301,600.59","78,020,968.40","22,030,404.62","43,434,987.08","80,447,648.98","119,674,586.69","38,722,533.61","49,173,831.86"
三、利润总额,"58,639,932.56","143,264,526.93","186,881,024.86","23,825,257.75","34,603,198.43","54,293,488.10","94,003,841.11","21,697,602.04","20,687,474.05","39,702,652.93","117,001,965.86","35,833,147.11","83,421,542.80","139,968,305.17","203,465,315.22","43,969,639.14","86,161,256.98","142,612,501.75","200,939,247.65","60,060,546.93","101,925,807.05","153,463,349.70","142,180,608.89","28,653,661.55","99,646,024.95","197,512,542.61","308,245,079.19","92,510,382.50","212,668,581.38","370,579,210.67","509,871,996.56","124,329,778.40","240,971,772.17","429,551,775.32","417,653,505.37","132,705,433.61","271,827,249.39"
资产减值损失,"16,931,254.66","4,515,306.80","-3,054,920.70","6,769,605.38","5,231,108.89","7,247,129.49","3,558,231.14","1,907,986.64","1,359,412.90","6,266,239.85","15,012,166.28","913,800.82","6,646,447.75","6,576,564.80","7,877,165.65","5,978,371.55","9,720,637.09","13,251,072.89","16,110,108.13","-16,564,595.86","-7,184,102.52","-35,889.83","12,406,740.43","4,008,294.78","9,164,754.73","13,017,164.04","34,566,549.55","3,897,811.95","12,838,618.10","16,521,867.72","25,958,911.66","-6,312,854.11","-11,262,025.87","-2,140,243.84","-864,209.23","5,338,642.13","19,640,724.28"
减:所得税,"11,351,333.42","26,892,011.07","26,086,868.54","1,316,061.25","1,980,022.73","3,716,536.56","12,373,066.49","3,622,460.63","3,893,366.72","10,618,521.54","30,419,137.91","8,002,978.09","17,541,996.05","28,890,417.27","45,087,490.01","7,458,553.02","18,425,015.42","30,984,822.43","49,649,273.80","10,395,653.93","19,478,221.82","30,989,684.66","39,331,193.41","5,604,218.35","15,325,954.15","24,082,441.17","28,945,989.37","13,455,544.33","25,293,467.87","30,573,691.93","32,622,941.68","-1,307,107.56","11,001,542.84","13,748,304.03","-891,728.90",,"1,835,834.97"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,"-2,745,700.00","2,735,100.00","2,745,700.00","2,745,700.00","2,745,700.00",,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"1,947,180.64","456,524.79",,,,,,,,,"2,601,669.58",,"1,111,111.11","1,144,442.00","1,964,224.46",,"816,933.00","816,933.00","2,144,063.94","965,927.00","1,962,118.38","260,747.78","-10,217,742.69","-4,114,371.75","-4,212,391.32","-4,212,391.32","-4,212,391.32",,,,"-6,582,460.54","-5,241,385.96","-8,850,031.83","-10,235,313.32","-248,945.97","-5,969,485.06","-11,528,764.63"
四、净利润,"47,288,599.14","116,372,515.86","160,794,156.32","22,509,196.50","32,623,175.70","50,576,951.54","81,630,774.62","18,075,141.41","16,794,107.33","29,084,131.39","86,582,827.95","27,830,169.02","65,879,546.75","111,077,887.90","158,377,825.21","36,511,086.12","67,736,241.56","111,627,679.32","151,289,973.85","49,664,893.00","82,447,585.23","122,473,665.04","102,849,415.48","23,049,443.20","84,320,070.80","173,430,101.44","279,299,089.82","79,054,838.17","187,375,113.51","340,005,518.74","477,249,054.88","125,636,885.96","229,970,229.33","415,803,471.29","418,545,234.27","132,705,433.61","269,991,414.42"
其中:对联营企业和合营企业的投资权益,"685,587.80","1,226,055.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,585,335.87","-5,241,385.96","-8,850,031.83","-10,235,313.32","-190,501.79","-5,969,485.06","-11,528,764.63"
归属于母公司所有者的净利润,"47,135,440.24","116,372,515.86","160,794,156.32","22,509,196.50","32,623,175.70","50,576,951.54","81,637,800.65","18,075,141.41","16,794,107.33","29,084,131.39","71,298,394.81","21,673,783.54","50,514,075.76","87,356,496.16","126,089,128.56","28,229,157.49","55,696,766.41","91,781,846.13","130,132,779.60","46,346,735.12","76,043,572.03","111,057,431.64","105,601,798.68","27,511,247.77","80,337,181.82","140,663,906.95","203,302,908.29","60,496,726.10","153,862,926.95","246,328,621.08","329,343,377.00","65,919,275.33","155,940,247.02","366,523,615.25","380,886,623.42","134,958,502.67","301,130,534.91"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"153,158.90",,,,,,"-7,026.03",,,,"15,284,433.14","6,156,385.48","15,365,470.99","23,721,391.74","32,288,696.65","8,281,928.63","12,039,475.15","19,845,833.19","21,157,194.25","3,318,157.88","6,404,013.20","11,416,233.40","-2,752,383.20","-4,461,804.57","3,982,888.98","32,766,194.49","75,996,181.53","18,558,112.07","33,512,186.56","93,676,897.66","147,905,677.88","59,717,610.63","74,029,982.31","49,279,856.04","37,658,610.85","-2,253,069.06","-31,139,120.49"
