科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,188,634.54","5,932,874.91","1,275,970.88","99,340.45","465,219.22","3,085.20","-2,907,516.13","-191,929.10","-6,738,257.15","-8,595,875.94","-9,808,213.21","-3,064,395.07","-2,845,721.10","-5,176,643.84","-6,013,223.22","-2,349,614.89","-2,975,027.45","-5,359,072.71","-3,008,974.96","1,925,459.20","8,762,208.01","23,794,723.08","30,863,134.72","7,997,351.80","18,634,189.06","24,103,650.45","31,147,374.91","5,603,372.83","7,974,251.65","17,376,474.12","22,429,953.65","5,493,975.13","13,399,434.55","27,981,035.69","44,673,503.58","22,999,146.80","48,232,230.75"
三、利润总额,"43,061,160.11","46,378,679.17","79,119,918.04","18,063,744.55","37,893,383.37","63,479,947.17","86,619,490.94","12,484,051.25","25,318,136.35","53,355,105.83","77,466,656.79","13,602,351.61","24,768,766.71","57,858,441.08","110,794,363.39","31,586,159.24","65,213,179.47","110,316,185.50","152,130,399.12","36,105,587.52","28,705,011.46","37,238,144.54","84,525,201.45","-71,761,417.50","-169,120,438.24","-206,489,814.58","-501,474,856.56","52,457,454.22","105,161,328.07","145,546,262.41","212,252,282.04","168,190,337.06","350,588,790.72","488,026,554.03","549,419,625.16","26,632,980.65","70,365,669.75"
资产减值损失,"-509,205.46","2,289,618.87","948,027.22","572,266.21","1,855,312.66","2,931,060.30","3,895,972.54","-18,144.22","3,195,352.14","3,328,684.12","6,156,827.02","-2,723,991.84","-827,810.01","1,109,060.69","6,972,927.93","-8,096,090.57","985,552.33","-411,073.35","5,137,026.25","3,447,726.36","15,072,746.76","10,544,074.66","36,224,282.75","-4,975,799.94","-6,290,842.53","8,493,619.48","222,171,554.21","1,338,373.64","5,118,740.80","2,046,747.95","54,111,127.36","12,840,052.84","24,027,239.19","7,463,080.20","97,655,858.53","-15,698,182.75","23,577,676.52"
减:所得税,"5,343,122.51","5,841,364.37","9,244,887.29","3,010,036.82","5,342,797.58","8,328,491.50","11,357,033.42","1,880,619.07","4,947,218.64","8,984,782.94","12,369,973.10","2,108,423.41","3,239,676.14","7,319,031.48","13,945,008.34","5,033,515.58","9,773,422.10","16,349,259.13","24,762,786.42","8,188,248.44","5,574,928.32","7,007,379.33","11,288,616.84","1,957,355.74","261,451.37","-743,037.08","-29,931,792.79","23,981,361.43","54,756,430.63","65,730,981.11","80,804,610.29","20,461,533.26","47,873,451.28","70,176,840.38","88,881,060.79","20,118,530.52","46,112,271.10"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,773,484.69","2,773,484.69","2,773,484.69"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"10,674.25",,,,,,,,,,,,,,,,,,,,,,,,,,"-30,373.23","553,409.98","929,835.42","1,215,815.68","2,167,937.16","-396,934.34","393,688.77","4,960,926.85","25,998,842.47","230,405.20","-8,278,546.22"
四、净利润,"37,718,037.60","40,537,314.80","69,875,030.75","15,053,707.73","32,550,585.79","55,151,455.67","75,262,457.52","10,603,432.18","20,370,917.71","44,370,322.89","65,096,683.69","11,493,928.20","21,529,090.57","50,539,409.60","96,849,355.05","26,552,643.66","55,439,757.37","93,966,926.37","127,367,612.70","27,917,339.08","23,130,083.14","30,230,765.21","73,236,584.61","-73,718,773.24","-169,381,889.61","-205,746,777.50","-471,543,063.77","28,476,092.79","50,404,897.44","79,815,281.30","131,447,671.75","147,728,803.80","302,715,339.44","417,849,713.65","460,538,564.37","6,514,450.13","24,253,398.65"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,188,005.81",,"130,129.64","4,388,251.97","14,958,596.54","2,626,507.37","-6,865,759.07"
归属于母公司所有者的净利润,"37,718,037.60","40,537,314.80","69,875,030.75","15,053,707.73","32,550,585.79","55,151,455.67","75,262,457.52","10,603,432.18","20,370,917.71","44,370,322.89","65,096,683.69","11,493,928.20","21,529,090.57","50,539,409.60","96,849,355.05","26,552,643.66","55,439,757.37","93,966,926.37","127,500,066.75","28,043,640.42","23,625,334.00","31,009,015.54","74,346,810.51","-73,509,955.97","-168,853,447.79","-204,811,438.89","-470,501,953.21","28,470,908.96","50,398,593.51","79,808,977.37","131,441,367.82","147,728,803.80","302,715,339.44","418,221,690.58","460,798,922.23","7,144,449.30","26,036,829.07"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,"-132,454.05","-126,301.34","-495,250.86","-778,250.33","-1,110,225.90","-208,817.27","-528,441.82","-935,338.61","-1,041,110.56","5,183.83","6,303.93","6,303.93","6,303.93",,,"-371,976.93","-260,357.86","-629,999.17","-1,783,430.42"
