科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"252,216,533.34","536,832,376.62","719,213,821.16","186,951,010.70","394,243,710.57","650,284,787.22","959,932,088.81","249,872,504.53","517,866,482.31","903,287,802.66","1,341,674,441.09","331,531,233.75","825,587,650.36","1,359,073,626.44","2,029,377,190.62","603,159,090.16","1,492,049,598.35","2,404,862,645.72","3,278,007,699.68","759,666,188.64","1,810,078,112.13","2,808,493,888.86","3,980,510,949.48","807,652,285.27","1,409,226,592.65","2,421,817,373.25","3,566,693,240.69","1,226,712,433.20","2,400,033,027.77","3,539,317,911.44","5,136,245,299.75","1,632,246,142.35","3,165,540,759.14","4,667,093,990.08","6,421,723,025.91","1,274,600,711.12","3,016,724,924.26"
二、营业利润,"41,930,046.51","45,613,250.80","76,323,406.23","17,935,187.14","32,908,868.77","57,730,440.62","80,733,770.06","11,871,798.56","24,293,166.07","52,134,334.33","74,924,593.67","13,552,663.31","25,108,600.60","54,881,899.51","104,242,528.04","30,465,872.15","64,281,066.02","112,825,727.72","160,959,819.08","35,711,657.07","29,841,805.58","40,993,584.87","79,275,756.56","-73,449,050.66","-170,386,083.36","-219,090,882.09","-523,803,346.75","41,333,162.76","90,560,867.72","110,113,768.93","164,726,046.14","128,548,650.57","350,503,192.54","493,842,973.82","549,028,015.94","26,687,840.32","69,753,006.97"
减:营业成本,"177,062,237.29","411,671,538.23","547,750,482.49","141,891,475.45","304,281,422.37","498,347,545.57","738,340,310.62","194,701,168.72","401,280,982.17","711,718,733.68","1,075,551,812.31","270,594,573.45","691,289,758.73","1,130,035,319.50","1,660,962,958.25","501,607,172.21","1,246,972,941.60","1,996,159,822.36","2,712,887,541.02","597,087,953.69","1,501,254,564.96","2,315,818,555.23","3,248,983,472.40","718,363,694.99","1,254,921,847.14","2,117,599,459.57","3,112,461,262.34","976,943,667.34","1,855,954,522.59","2,751,608,611.14","3,943,506,034.42","1,253,062,787.97","2,298,571,927.76","3,393,214,238.13","4,715,566,998.38","1,046,456,391.64","2,468,031,708.05"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"240,329.33","463,071.15","515,478.97","186,951.01","318,788.09","424,544.39","732,569.04","2,230,698.78","3,434,321.21","4,712,406.12","6,739,617.44","2,144,381.35","4,011,443.60","6,688,234.53","8,967,259.11","3,452,609.98","6,902,669.93","13,697,888.34","17,599,843.40","3,279,505.77","6,909,968.99","11,997,149.54","17,940,104.37","6,167,135.95","7,439,710.34","10,222,401.73","13,080,242.35","4,339,825.21","7,061,608.66","11,274,443.84","22,120,529.59","6,842,401.84","14,121,096.19","20,478,921.15","29,015,462.89","3,853,736.59","11,233,102.84"
营业外收入,"1,136,730.60","798,589.85","2,934,829.15","281,689.72","5,153,243.41","5,904,855.94","6,151,625.29","640,423.67","1,302,873.15","1,507,869.43","3,106,039.47","351,830.17","761,390.67","4,528,094.06","8,608,863.89","1,466,598.37","1,971,336.12","3,165,599.52","4,550,491.76","1,222,867.71","2,816,536.11","5,232,727.17","15,085,653.89","3,939,097.03","7,190,103.31","19,296,259.71","31,093,363.40","20,962,619.24","30,207,891.68","57,682,286.88","67,264,042.14","39,940,838.15","1,854,247.81","2,118,378.07","2,642,735.16","22,464.62","742,311.90"
销售费用,"8,719,431.97","15,994,571.58","16,127,352.84","3,683,928.04","8,405,750.35","14,653,018.32","21,239,022.85","6,469,013.47","13,935,972.29","20,997,791.31","28,997,981.24","8,913,096.62","17,752,911.48","28,304,750.63","44,252,030.88","14,200,534.52","32,127,669.50","51,181,532.96","76,052,356.66","28,897,150.25","62,475,253.82","96,692,355.86","136,320,706.23","33,905,514.11","69,322,829.24","105,342,153.86","149,584,470.08","35,759,586.59","78,871,981.57","128,773,634.35","192,667,521.40","52,967,839.39","129,403,229.57","216,294,698.79","265,295,619.45","52,994,467.60","119,617,128.87"
减:营业外支出,"5,617.00","33,161.48","138,317.34","153,132.31","168,728.81","155,349.39","265,904.41","28,170.98","277,902.87","287,097.93","563,976.35","302,141.87","1,101,224.56","1,551,552.49","2,057,028.54","346,311.28","1,039,222.67","5,675,141.74","13,379,911.72","828,937.26","3,953,330.23","8,988,167.50","9,836,209.00","2,251,463.87","5,924,458.19","6,695,192.20","8,764,873.21","9,838,327.78","15,607,431.33","22,249,793.40","19,737,806.24","299,151.66","1,768,649.63","7,934,797.86","2,251,125.94","77,324.29","129,649.12"
管理费用,"23,595,733.41","54,867,451.08","76,273,102.53","22,581,862.40","46,008,349.11","76,195,092.82","117,897,959.83","34,809,898.32","78,464,945.58","118,991,729.04","159,111,822.62","42,114,905.93","91,098,467.06","143,231,005.42","209,992,709.63","63,878,606.76","143,754,726.42","236,767,820.40","308,380,088.23","89,316,736.30","185,761,564.01","308,653,445.62","430,903,492.45","119,643,439.02","235,584,942.76","375,146,970.25","562,021,310.32","161,947,854.81","355,420,890.20","519,340,046.79","738,852,024.35","172,093,500.27","412,433,273.10","631,924,423.79","885,647,005.82","161,218,331.22","324,677,815.30"
其中:非流动资产处置净损失,,,,,,,,,"237,526.94","237,526.94",,,"99,630.25","263,390.02","241,488.71",,,,"9,865,164.42",,"2,937,811.96",,"4,858,582.69",,"3,743,781.47","4,592,958.56","5,879,318.80","8,658,017.44","13,472,539.74","16,103,182.57","18,057,945.92","272,183.68","272,183.68","6,048,878.87",,,
