科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"77,431,803.18","118,148,698.92","59,386,107.59","98,256,615.84","140,566,951.02","28,749,990.63","63,728,924.34","109,866,663.64","171,212,623.05","39,257,531.43","95,102,846.10","158,606,874.02","255,314,267.27","55,229,549.19","125,341,466.72","199,330,526.33","320,895,222.22","57,160,012.60","151,471,956.82","266,329,787.91","421,184,370.57","87,689,428.95","193,649,204.64","311,400,940.03","476,596,114.71","140,087,778.22","301,035,883.20","488,272,254.94","702,442,233.67","199,795,760.33","334,422,917.09","483,850,415.49","669,633,694.76","191,639,600.16","428,766,789.98","587,125,542.53","780,415,167.34","150,086,402.12","307,267,208.77","471,805,483.59","712,486,285.16","192,489,635.97"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"687,724.46","687,724.46","687,724.46","687,724.46",,"2,000,000.00","10,892,511.91","8,892,511.91",,,,,,,"15,876,828.54",,,,"17,082,301.54","66,833,934.49",,,,,,,,,,,,,
收到的税费返还,,,"47,259.68","47,259.68","47,259.68",,,,"95,490.27",,,,,,"5,014,000.91","5,285,814.75","6,726,314.63","406,980.43","796,220.26","2,050,788.98","2,090,136.54","113,165.09","256,314.36","709,201.20","1,361,063.05","729,427.57","771,228.63","1,089,448.55","1,370,536.61","1,712,975.51","2,258,027.89","3,338,044.34","4,423,916.91","1,049,005.48","1,068,527.86","3,387,800.90","4,469,684.31","2,637,269.63","3,507,906.54","7,424,704.75","8,130,039.35","1,484,382.63"
支付其他与投资活动有关的现金,,,,,,,"1,331,483.54","325,586.94",,,,,,"1,710,659.00","1,434,434.00",,,,,,,,,,,,,"4,000,000.00",,,,,,,,,,"42,480,000.00","37,980,000.00","37,980,000.00",,
收到其他与经营活动有关的现金,"2,471,066.72","12,378,565.03","2,904,460.83","3,561,648.32","8,234,145.27","1,394,227.13","2,264,329.66","7,672,053.73","14,539,197.29","7,416,083.23","10,328,035.16","13,569,735.10","15,916,972.16","6,206,098.17","11,364,404.04","17,198,035.64","22,066,899.84","3,074,092.99","5,161,382.62","29,666,491.75","36,264,281.22","3,512,524.24","9,615,591.17","10,071,434.48","18,456,062.09","4,099,369.09","9,893,633.40","9,768,194.01","21,201,016.25","2,898,997.80","8,180,176.02","13,491,887.12","36,295,151.37","6,108,843.50","28,707,702.54","50,383,766.50","205,992,482.26","7,145,958.11","15,328,815.54","25,812,506.57","40,691,442.44","14,203,394.84"
投资活动现金流出小计,"10,068,340.30","33,908,328.69","32,993,387.05","47,442,026.38","64,572,805.37","17,300,890.25","28,035,225.84","44,673,976.71","70,862,178.44","17,925,025.37","39,784,518.67","59,625,456.30","88,729,455.35","17,132,517.43","34,214,300.70","48,698,950.11","64,353,797.61","115,314,784.62","270,275,614.55","335,195,615.69","389,008,827.64","94,593,402.66","166,737,846.43","418,176,742.29","370,691,610.90","30,237,654.94","52,893,478.77","146,866,592.86","219,002,771.14","8,672,786.15","20,676,955.21","39,060,307.39","43,845,387.86","19,594,283.51","30,854,529.95","67,092,694.05","113,359,175.34","55,190,318.05","62,855,137.22","77,170,420.85","54,893,705.91","11,967,546.97"
经营活动现金流入小计,"79,902,869.90","130,527,263.95","62,337,828.10","101,865,523.84","148,848,355.97","30,144,217.76","65,993,254.00","117,538,717.37","185,847,310.61","46,673,614.66","105,430,881.26","172,176,609.12","271,231,239.43","61,435,647.36","141,719,871.67","221,814,376.72","349,688,436.69","60,641,086.02","157,429,559.70","298,047,068.64","459,538,788.33","91,315,118.28","203,521,110.17","322,181,575.71","496,413,239.85","144,916,574.88","311,700,745.23","499,129,897.50","725,013,786.53","204,407,733.64","344,861,121.00","500,680,346.95","710,352,763.04","198,797,449.14","458,543,020.38","640,897,109.93","990,877,333.91","159,869,629.86","326,103,930.85","505,042,694.91","761,307,766.95","208,177,413.44"
投资活动产生的现金流量净额,"-9,911,333.90","-33,892,114.76","-32,993,387.05","-47,442,026.38","-64,572,805.37","-17,300,490.25","-27,697,529.42","-40,630,651.36","-70,859,178.44","-17,871,342.92","-39,730,836.22","-59,571,773.85","-88,674,772.90","-17,132,517.43","-34,214,260.70","-48,698,910.11","-64,346,454.29","-115,314,784.62","-71,493,895.60","-97,104,724.69","-72,108,525.95","-17,228,892.75","-85,838,965.75","-236,169,439.94","-204,132,226.20","-28,737,654.94","-49,190,978.77","-143,162,025.75","-202,102,210.16","1,328,083.85","-10,676,085.21","-29,059,437.39","-32,653,463.06","-19,594,283.51","-30,853,649.95","-67,091,814.05","-104,887,748.77","-54,020,362.42","-48,644,397.39","-60,610,373.04","-37,008,450.08","-2,497,986.04"
购买商品、接受劳务支付的现金,"40,199,122.40","58,286,648.71","24,099,163.43","45,007,409.38","59,809,780.71","25,573,320.50","40,326,728.53","77,055,669.29","90,890,045.63","36,300,781.41","63,247,107.68","104,795,471.57","131,895,379.22","45,028,925.83","84,105,055.54","136,861,107.49","174,649,112.36","57,278,679.97","129,678,163.09","195,567,195.17","266,763,917.97","71,391,787.43","134,061,978.72","219,729,119.67","424,962,472.31","175,084,203.28","275,995,308.98","389,392,448.86","501,684,659.98","111,789,506.96","241,777,215.84","320,981,820.03","421,888,670.46","174,281,722.26","313,573,162.48","394,702,134.90","533,369,122.67","87,563,792.86","167,449,320.43","242,547,334.74","319,144,808.32","74,804,484.67"
吸收投资收到的现金,"25,000,000.00",,"18,480,000.00","18,480,000.00","471,980,000.00",,,,,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,"30,000,000.00","30,003,799.24","30,000,000.00",,,"47,500,000.00","47,500,000.00",,,,,"137,317.50","272,725.50","642,725.50","1,943,236.50",,,,,
