科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"288,082,657.00","460,988,740.00","402,928,373.00","477,415,486.00","1,638,650,423.00","1,660,285,808.00","1,739,589,041.00","1,752,050,578.00","1,917,233,813.00","1,719,076,509.00","1,835,943,084.00","1,732,870,040.00","1,782,091,884.00","1,816,150,176.00","1,314,877,009.00","865,253,362.00","831,474,717.00","613,661,247.00","415,541,613.00","363,870,846.00","437,586,995.00","216,892,245.00","249,342,274.00","227,300,709.00","271,833,223.00","271,507,810.00","295,346,818.00","441,633,398.00","361,118,270.00","315,879,125.00","345,776,093.00","551,077,669.00","549,916,116.00","416,427,629.00","492,120,457.00"
短期借款,"524,161,677.00","380,114,188.00","162,893,206.00","177,513,738.00","175,161,900.00","150,679,279.00","222,130,031.00","335,537,246.00","409,568,085.00","240,480,212.00","338,342,681.00","304,139,567.00","373,940,095.00","313,589,553.00","304,328,270.00","306,578,812.00","29,578,043.00","59,609,968.00","123,547,255.00","287,266,177.00","382,777,577.00","303,925,085.00","292,431,132.00","323,869,530.00","363,543,400.00","363,728,817.00","477,025,391.00","561,299,415.00","356,274,519.00","228,718,258.00","210,402,110.00","603,499,774.00","559,618,398.00","555,420,058.00","476,006,598.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,"2,541,552.00","1,122,088.00","1,172,215.00","1,968,429.00","2,048,448.00","2,183,814.00","2,601,311.00","2,691,220.00","2,504,974.00","2,282,535.00",,
交易性金融负债,"8,602,663.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"39,001,326.00","11,600,695.00","31,105,491.00","37,074,285.00","54,923,948.00","35,694,001.00","49,212,793.00","43,309,168.00","41,207,651.00","101,245,626.00","158,483,728.00","167,018,596.00","158,478,170.00","94,799,707.00","120,838,035.00","75,099,746.00","73,592,572.00","52,191,178.00","47,252,857.00","61,630,442.00","39,187,824.00","32,022,296.00","74,258,358.00","62,981,142.00","96,547,715.00","23,138,988.00","74,833,851.00","49,207,467.00","65,215,106.00","53,260,717.00","100,028,712.00","96,665,569.00","139,988,475.00","121,011,337.00","169,106,693.00"
应付票据,"6,183,706.00","3,575,490.00","1,523,587.00",,"731,685.00",,,,,,"38,171,577.00","51,201,325.00","32,855,831.00","61,809,181.00","57,914,186.00","36,012,137.00","37,955,044.00","30,721,057.00","24,894,940.00","23,078,108.00","42,058,270.00","14,587,719.00","18,025,177.00","19,964,032.00","2,000,000.00","24,652,110.00","25,021,114.00","27,890,261.00","18,374,659.00","27,927,152.00","30,482,816.00","23,600,898.00","28,158,562.00","38,360,722.00","36,405,700.00"
应收账款,"635,852,477.00","508,076,031.00","632,325,925.00","726,457,206.00","761,024,173.00","722,105,389.00","768,521,276.00","868,026,050.00","774,462,032.00","645,274,938.00","659,803,119.00","792,991,308.00","846,560,171.00","752,111,351.00","780,845,439.00","816,698,395.00","841,668,661.00","656,535,431.00","742,863,460.00","829,002,312.00","896,802,111.00","726,698,679.00","755,836,155.00","767,316,341.00","826,514,751.00","800,671,081.00","867,792,205.00","866,887,198.00","812,351,396.00","833,590,665.00","968,647,472.00","1,078,903,941.00","1,118,851,475.00","1,231,679,618.00","1,181,997,181.00"
应付账款,"721,948,667.00","399,855,726.00","481,584,100.00","546,922,105.00","537,538,219.00","578,661,558.00","626,700,240.00","675,858,562.00","639,122,628.00","530,068,480.00","522,033,002.00","609,996,865.00","647,942,671.00","552,014,036.00","603,601,201.00","641,198,594.00","681,853,618.00","752,060,852.00","777,300,556.00","844,248,024.00","839,761,781.00","770,798,591.00","806,493,668.00","720,990,846.00","843,824,062.00","853,033,720.00","824,330,180.00","796,731,148.00","802,421,613.00","887,184,922.00","901,179,685.00","894,337,780.00","957,935,866.00","1,014,928,322.00","1,051,150,043.00"
预付款项,"5,154,674.00","3,586,667.00","5,926,192.00","4,340,291.00","5,152,690.00","7,110,672.00","7,917,128.00","10,079,691.00","10,457,473.00","5,789,656.00","4,786,424.00","10,615,105.00","24,349,990.00","6,653,066.00","3,797,108.00","12,747,524.00","12,881,867.00","8,069,373.00","6,910,457.00","4,051,173.00","39,587,287.00","7,448,084.00","6,034,248.00","22,390,667.00","9,851,232.00","10,678,780.00","15,776,224.00","15,654,588.00","15,498,860.00","13,378,739.00","12,607,218.00","14,406,825.00","7,943,175.00","11,215,149.00","10,285,490.00"
预收款项,"4,226,310.00","3,728,434.00","10,975,677.00","5,045,526.00","7,819,943.00","1,658,587.00","4,170,686.00","10,922,105.00","8,334,809.00","15,400,592.00","11,464,025.00","6,153,584.00","6,759,443.00","24,325,187.00","13,425,957.00","6,281,649.00","10,081,391.00","11,354,494.00","8,327,924.00","7,929,728.00","43,000,043.00","9,564,227.00","8,766,757.00","9,334,786.00","15,817,022.00","4,430,737.00","13,259,751.00","10,169,664.00","9,349,111.00","10,611,098.00","14,800,648.00","11,617,480.00","14,694,825.00","11,833,197.00","16,913,156.00"
