科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"546,122,670.34","556,259,679.98","527,034,375.28","126,307,097.42","354,277,939.30","608,469,905.84","964,395,544.97","254,165,990.84","508,375,035.84","755,710,371.95","1,001,896,125.51","95,692,426.18","248,606,676.30","379,795,539.25","664,648,706.42","155,709,108.79","315,334,246.31","522,482,568.24","875,262,382.84","145,029,775.95","366,615,023.31","565,166,983.21","866,489,994.81","136,047,618.16","313,174,738.26","483,351,760.05","787,286,011.57","212,324,652.81","426,820,819.37","818,829,888.03","1,492,350,266.59","458,290,265.59","909,194,235.57","1,438,619,693.11","2,124,420,496.18","528,312,912.11","1,340,443,720.21","2,099,066,989.01","3,053,656,087.92","652,095,553.70"
取得子公司及其他营业单位支付的现金净额,"2,446,260.82",,,,,,,,,,"21,777,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"1,267,371.70","1,964,439.27","5,798,068.65","17,048.93","17,048.93","287,846.75","287,846.75","165,292.53","165,292.53","165,292.53","261,216.61","5,168.19","5,168.19","5,685.95","5,685.95","56,482.10","51,229.35","73,513.29","87,054.00","9,954.03","9,954.03","9,954.03","56,812.74",,,"239,733.09","160,324.85",,,"2,897,270.32","64,919.51",,,,,,,,"40,977,480.37",
支付其他与投资活动有关的现金,"971,186.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"33,144,167.73","35,629,510.03","140,217,389.92","5,952,941.51","23,732,035.92","167,822,041.54","227,430,610.77","8,664,588.13","14,632,807.81","90,618,994.84","195,908,944.76","10,963,348.00","54,511,982.31","122,498,270.31","118,580,665.69","34,761,197.23","69,330,040.72","128,713,565.81","131,470,235.03","8,088,360.89","50,800,657.09","70,927,276.53","107,363,169.16","4,164,549.62","7,427,665.71","40,609,159.62","70,449,702.04","65,534,613.71","69,824,036.14","401,787,926.06","468,077,389.38","11,714,905.13","229,515,963.70","285,436,217.24","454,173,277.41","35,936,647.35","304,397,048.34","571,442,770.72","554,719,588.13","156,990,678.48"
投资活动现金流出小计,"32,310,421.84","65,051,270.78","97,356,188.03","36,241,590.77","53,971,214.35","169,515,971.78","230,348,457.13","60,133,632.78","82,648,070.59","138,240,375.38","251,278,247.95","45,913,392.94","102,521,115.15","170,645,338.22","374,077,789.89","31,067,433.75","69,864,613.86","98,117,253.34","167,590,701.23","39,479,018.28","89,901,128.08","123,400,840.04","195,834,577.00","16,969,042.24","22,951,814.28","42,841,273.11","67,004,913.54","17,433,109.75","24,126,361.60","41,930,113.42","178,397,802.93","35,018,649.94","75,972,379.02","170,040,773.55","232,257,437.44","121,402,114.54","143,018,916.48","216,847,707.21","244,352,333.82","72,466,352.93"
经营活动现金流入小计,"580,534,209.77","593,853,629.28","673,049,833.85","132,277,087.86","378,027,024.15","776,579,794.13","1,192,114,002.49","262,995,871.50","523,173,136.18","846,494,659.32","1,198,066,286.88","106,660,942.37","303,123,826.80","502,299,495.51","783,235,058.06","190,526,788.12","384,715,516.38","651,269,647.34","1,006,819,671.87","153,128,090.87","417,425,634.43","636,104,213.77","973,909,976.71","140,212,167.78","320,602,403.97","524,200,652.76","857,896,038.46","277,859,266.52","496,644,855.51","1,223,515,084.41","1,960,492,575.48","470,005,170.72","1,138,710,199.27","1,724,055,910.35","2,578,593,773.59","564,249,559.46","1,644,840,768.55","2,670,509,759.73","3,649,353,156.42","809,086,232.18"
投资活动产生的现金流量净额,"-30,383,921.84","-64,806,771.24","-85,334,230.59","-36,240,590.77","-53,927,809.22","-169,468,075.80","-230,240,130.04","-60,058,524.40","-82,436,582.55","-138,027,259.99","-250,702,789.25","-45,877,730.21","-102,485,266.95","-170,568,420.02","-373,869,801.69","-31,067,433.75","-66,416,206.30","-94,663,545.78","-164,121,085.12","-37,468,081.01","-87,888,790.81","-121,367,502.77","-193,801,199.73","-16,968,033.69","-22,888,150.50","-42,772,809.33","-66,935,727.41","-17,432,409.75","-23,991,548.87","-41,347,163.69","-177,808,462.72","-35,017,216.18","-75,858,637.58","-169,897,882.11","-232,091,126.00","-121,397,379.03","-142,961,999.09","-216,632,034.82","-243,925,178.94","-72,466,352.93"
购买商品、接受劳务支付的现金,"307,413,829.42","333,382,318.45","318,130,341.83","91,231,047.75","245,742,090.44","422,038,224.20","614,581,752.42","239,221,739.30","457,677,213.25","610,906,669.20","801,259,296.77","81,071,105.04","163,198,880.98","279,866,114.63","358,456,856.14","101,422,721.78","240,650,497.94","384,166,337.77","576,001,978.49","107,363,522.28","227,513,073.71","298,618,645.36","455,007,506.04","52,060,201.52","156,296,189.60","266,755,414.40","442,415,659.51","106,061,479.41","250,483,991.30","761,989,501.96","1,303,819,257.65","230,852,379.85","718,679,769.67","1,275,112,877.03","1,676,042,114.53","501,059,999.17","1,098,620,299.29","1,758,418,540.44","2,503,803,970.42","685,056,917.40"
吸收投资收到的现金,"750,000.00",,,"525,648,960.00","525,648,960.00","525,648,960.00","525,648,960.00",,,,,,,"606,580,800.00","608,627,600.00",,,,,,,,,"490,000.00","490,000.00","490,000.00","490,000.00",,,"916,620,200.00","916,620,200.00",,,,,,,,,
支付给职工以及为职工支付的现金,"96,553,464.87","109,733,215.36","133,004,810.49","46,886,734.27","80,891,137.73","120,515,584.41","162,523,136.64","56,263,808.35","98,576,494.55","154,104,096.89","216,132,795.26","74,184,773.89","125,780,008.83","181,162,194.53","239,412,681.53","83,140,784.46","141,180,322.68","203,055,964.03","271,622,676.44","91,490,770.64","149,826,736.59","211,985,631.75","266,436,401.27","94,581,743.68","156,723,400.17","222,257,411.58","293,375,456.65","108,723,319.82","180,406,700.53","368,705,531.33","482,829,389.32","178,374,288.07","314,778,377.13","438,521,284.92","583,937,858.38","228,963,412.49","391,252,985.35","590,020,458.24","791,609,122.06","318,782,776.72"
取得借款收到的现金,"70,000,000.00","109,000,000.00","325,000,000.00",,"5,000,000.00","10,800,000.00","11,000,000.00",,"10,010,000.00","10,010,000.00","10,010,000.00","7,000,000.00","26,910,000.00","91,810,000.00","91,910,000.00","17,210,000.00","17,210,000.00","37,210,000.00","117,010,000.00","60,110,000.00","110,260,000.00","125,260,000.00","205,010,000.00","75,210,000.00","179,420,000.00","248,944,863.86","376,584,863.86","133,446,176.10","262,529,838.69","342,529,838.69","519,419,838.69","115,110,000.00","346,088,481.83","544,571,123.83","796,877,469.46","397,401,410.60","578,051,370.60","769,252,346.47","938,227,420.84","222,900,000.00"
支付的各项税费,"35,852,890.58","43,702,674.77","50,991,670.32","14,970,289.73","29,977,251.16","40,710,912.29","52,883,370.06","16,281,761.58","35,386,318.28","51,930,733.64","75,729,509.99","32,379,392.71","55,947,884.98","80,543,033.49","99,454,221.13","13,336,637.24","29,449,824.49","49,780,830.78","66,425,753.80","13,684,731.98","26,412,421.87","41,301,746.71","64,693,032.71","16,576,979.25","38,564,500.19","58,622,485.36","50,158,604.36","38,492,693.42","67,152,612.34","97,499,459.67","118,167,855.65","19,683,820.87","48,706,102.03","82,113,484.18","110,888,206.04","29,154,568.36","64,953,153.85","100,314,505.94","135,664,900.97","25,929,566.54"
收到其他与筹资活动有关的现金,,,,,,,"465,400.00",,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"72,237,121.06","66,184,690.59","93,590,817.79","25,396,941.20","44,266,580.58","63,876,517.06","101,539,046.58","29,809,373.08","61,087,265.37","88,763,390.87","132,583,290.51","25,585,294.88","48,738,951.65","135,247,606.13","107,755,711.49","26,849,118.04","49,275,927.42","101,751,355.27","118,916,723.36","26,861,111.78","50,366,135.93","87,159,507.64","94,939,784.93","26,027,895.44","51,538,868.62","75,072,473.54","115,501,259.61","36,100,709.84","67,867,901.52","145,959,785.09","257,094,516.28","46,110,319.56","57,383,827.24","137,400,518.07","176,104,915.39","60,528,926.83","122,763,840.74","168,262,880.95","238,722,764.09","33,175,860.19"
筹资活动现金流入小计,"70,750,000.00","109,000,000.00","325,000,000.00","525,648,960.00","530,648,960.00","536,448,960.00","537,114,360.00",,"10,010,000.00","10,010,000.00","10,010,000.00","7,000,000.00","26,910,000.00","698,390,800.00","700,537,600.00","17,210,000.00","17,210,000.00","37,210,000.00","117,010,000.00","60,110,000.00","110,260,000.00","125,260,000.00","205,010,000.00","75,700,000.00","179,910,000.00","249,434,863.86","377,074,863.86","133,446,176.10","262,529,838.69","1,259,150,038.69","1,536,040,038.69","115,110,000.00","346,088,481.83","544,571,123.83","796,877,469.46","397,401,410.60","578,051,370.60","769,252,346.47","938,227,420.84","222,900,000.00"
经营活动现金流出小计,"512,057,305.93","553,002,899.17","595,717,640.43","178,485,012.95","400,877,059.91","647,141,237.96","931,527,305.70","341,576,682.31","652,727,291.45","905,704,890.60","1,225,704,892.53","213,220,566.52","393,665,726.44","676,818,948.78","805,079,470.29","224,749,261.52","460,556,572.53","738,754,487.85","1,032,967,132.09","239,400,136.68","454,118,368.10","639,065,531.46","881,076,724.95","189,246,819.89","403,122,958.58","622,707,784.88","901,450,980.13","289,378,202.49","565,911,205.69","1,374,154,278.05","2,161,911,018.90","475,020,808.35","1,139,548,076.07","1,933,148,164.20","2,546,973,094.34","819,706,906.85","1,677,590,279.23","2,617,016,385.57","3,669,800,757.54","1,062,945,120.85"
偿还债务支付的现金,"62,000,000.00","90,000,000.00","183,500,000.00","500,000.00","500,000.00","500,000.00","500,000.00",,"11,000,000.00","15,800,000.00","10,000,000.00",,"10,010,000.00","10,010,000.00","125,010,000.00","47,010,000.00","57,010,000.00","91,910,000.00","206,910,000.00","66,910,000.00","66,910,000.00","86,910,000.00","127,010,000.00","90,210,000.00","135,360,000.00","145,010,000.00","232,910,000.00","113,170,000.00","159,520,000.00","229,044,863.86","420,684,863.86","213,446,176.10","329,519,838.69","359,519,838.69","465,172,025.83","258,339,920.08","379,167,876.50","423,539,069.77","603,676,932.01","306,335,104.83"
经营活动产生的现金流量净额,"68,476,903.84","40,850,730.11","77,332,193.42","-46,207,925.09","-22,850,035.76","129,438,556.17","260,586,696.79","-78,580,810.81","-129,554,155.27","-59,210,231.28","-27,638,605.65","-106,559,624.15","-90,541,899.64","-174,519,453.27","-21,844,412.23","-34,222,473.40","-75,841,056.15","-87,484,840.51","-26,147,460.22","-86,272,045.81","-36,692,733.67","-2,961,317.69","92,833,251.76","-49,034,652.11","-82,520,554.61","-98,507,132.12","-43,554,941.67","-11,518,935.97","-69,266,350.18","-150,639,193.64","-201,418,443.42","-5,015,637.63","-837,876.80","-209,092,253.85","31,620,679.25","-255,457,347.39","-32,749,510.68","53,493,374.16","-20,447,601.12","-253,858,888.67"
分配股利、利润或偿还利息支付的现金,"15,716,396.91","9,775,374.88","19,900,113.23","3,856,690.95","9,336,062.27","12,094,802.54","12,191,982.83","6,579,123.51","6,847,305.55","16,481,065.81","19,640,914.69","5,229,899.65","19,893,310.04","23,106,249.72","27,430,182.92","5,039,774.21","30,363,114.86","32,431,014.04","45,306,599.83","1,393,513.67","5,448,249.44","22,633,120.19","27,348,416.64","2,712,299.19","15,718,759.31","21,178,599.30","19,263,348.57","8,609,501.57","27,696,607.55","42,579,363.49","48,632,304.97","6,993,704.54","23,872,364.07","45,699,597.12","61,612,627.21","21,119,574.92","41,360,748.39","67,494,375.11","83,136,248.20","21,673,022.51"
收回投资收到的现金,,"74,068.15",,,,,,,,,"333,183.22",,,,,,,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,"132,100.63",,"6,433,286.95","6,433,286.95","6,433,286.95","2,941,577.90",,,,"54,311,858.32",,,"536,372.03","1,306,372.03",,,,"200,000.00",,,,,,,,,,,,"100,000,000.00",,"169,900.00",,"5,876,658.24","1,841,656.87","1,817,799.09","1,817,799.09","1,897,821.46",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"9,501.37","9,501.37","9,501.37","9,501.37",,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"77,716,396.91","99,907,475.51","203,400,113.23","10,789,977.90","16,269,349.22","19,028,089.49","15,633,560.73","6,579,123.51","17,847,305.55","32,281,065.81","83,952,773.01","5,229,899.65","29,903,310.04","33,652,621.75","153,746,554.95","52,049,774.21","87,373,114.86","124,341,014.04","252,416,599.83","68,303,513.67","72,358,249.44","109,543,120.19","154,358,416.64","92,922,299.19","151,078,759.31","166,188,599.30","252,173,348.57","121,779,501.57","187,216,607.55","271,624,227.35","569,317,168.83","220,439,880.64","353,562,102.76","405,219,435.81","532,661,311.28","281,301,151.87","422,346,423.98","492,851,243.97","688,711,001.67","328,008,127.34"
