科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,384,512,844.90","2,827,055,520.68","4,285,999,215.80","5,887,670,703.25","2,010,455,404.35","4,476,119,219.26","6,814,109,110.93","10,236,294,148.54","2,894,085,826.84","5,382,133,804.85","8,530,634,827.08","25,434,062,571.68","7,120,720,001.31","14,704,544,928.48","21,809,366,806.60","31,574,876,038.82","8,816,799,807.44","19,831,361,997.47","25,979,365,895.81","42,981,161,488.79","7,833,866,063.16","16,605,308,872.67","23,887,522,657.84","35,100,194,412.23","7,285,546,980.35","14,828,353,019.88","21,514,877,565.71","28,912,029,161.67","5,199,124,839.92","8,773,929,886.42","12,709,795,746.17","21,291,075,331.81","4,071,000,616.81","6,413,300,980.69","9,744,003,598.77","15,451,147,217.38","2,187,743,957.01","4,892,000,207.82","7,779,323,806.44","12,878,097,390.96","3,737,187,587.09","8,818,772,986.75","13,961,969,037.09","19,132,376,143.82","4,884,501,032.73"
取得子公司及其他营业单位支付的现金净额,,"25,000,000.00","25,000,000.00","59,080,270.13","1,125,309.00","1,153,433.00","-11,887,166.95","-11,887,166.95",,,,"107,301,657.91","85,220,000.00","317,022,641.16","409,632,342.21","512,389,001.87","4,000,000.00","1,203,960,398.51","1,617,690,129.65","1,003,172,385.14",,,"456,078,267.67","175,083,699.62",,,,,,,,"13,875,979.68",,,,,,,,,,,,"16,831,026.60",
收到的税费返还,"4,160,896.03","5,786,403.65","7,940,544.30","33,093,706.32","624,694.04","11,329,276.84","19,225,017.02","30,657,840.37","1,595,057.84","11,913,106.92","19,481,686.85","35,482,596.33","1,595,341.02","3,154,007.97","24,953,975.12","39,837,330.87","7,615,402.36","23,760,813.17","43,420,210.50","57,870,294.78","8,378,148.03","22,027,444.60","29,364,314.01","49,892,338.97","1,756,356.36","1,756,356.36","13,947,455.42","34,688,329.28","4,787,291.97","19,872,643.79","10,758,153.57","22,928,070.40",,"1,486,131.70","1,788,164.10","3,690,506.68","346,348.44","703,551.75","770,622.79","2,924,889.98",,"683,084.64","683,084.64","741,994.78",
支付其他与投资活动有关的现金,,,,"818,071.91",,,,,,"73,416,390.37","150,862,450.82","32,051,512.84","400,992,749.00",,,"1,561,742.92",,,"700,000,000.00","1,824,947,439.14","500,000,000.00","6,343,500.00","13,180,400.00","449,379,517.96","12,797,168.02","390,797,168.02","14,049,888.36","16,945,270.48","18,623,593.77",,,,,"2,523,811.96","2,597,605.29","14,762,564.65","33,211,861.52","101,310,986.83","131,798,355.44",,,,,,
收到其他与经营活动有关的现金,"17,305,185.03","26,595,434.31","26,615,517.29","27,062,927.88","6,761,788.00","4,496,782.03","79,245,242.78","106,653,288.24","28,187,119.24","57,613,571.05","79,345,694.78","358,460,580.77","22,686,739.63","104,671,814.05","147,574,783.40","945,182,823.00","170,106,937.02","225,260,719.85","246,738,691.69","615,121,525.92","216,283,440.89","259,428,262.18","393,709,462.49","669,675,381.70","148,945,881.41","409,581,157.27","478,955,720.66","968,374,701.15","22,076,408.56","211,797,945.23","195,918,133.27","558,072,231.45","19,614,443.31","299,470,973.55","351,744,210.74","802,596,062.57","16,863,388.24","77,268,400.85","92,840,392.75","386,559,109.39","14,531,973.72","71,613,474.64","148,745,631.96","514,999,983.56","9,765,009.75"
投资活动现金流出小计,"262,013,315.49","431,955,785.96","527,860,556.64","1,020,011,425.81","417,603,718.88","1,085,299,093.78","1,792,776,157.13","2,216,761,568.63","395,093,048.94","1,109,276,252.82","1,602,310,491.79","3,826,532,285.72","1,158,182,701.53","1,645,506,219.86","2,537,894,698.22","4,171,885,506.53","549,015,232.59","1,796,851,177.92","3,810,349,248.19","6,044,648,935.39","1,336,459,982.18","1,507,003,601.33","2,201,468,508.09","4,009,415,210.72","2,449,303,026.32","3,163,115,328.84","3,828,357,015.64","5,775,486,882.28","571,552,635.51","766,135,063.23","1,196,330,609.03","2,934,856,265.63","257,100,639.43","438,250,486.03","678,868,723.37","2,347,940,130.86","757,324,194.82","2,799,523,682.22","4,841,790,628.75","9,109,680,353.95","730,559,907.94","859,081,125.29","2,513,428,746.58","4,983,837,703.91","3,454,597,869.40"
经营活动现金流入小计,"1,405,978,925.96","2,859,437,358.64","4,320,555,277.39","5,947,827,337.45","2,017,841,886.39","4,491,945,278.13","6,912,579,370.73","10,373,605,277.15","2,923,868,003.92","5,451,660,482.82","8,629,462,208.71","25,828,005,748.78","7,145,002,081.96","14,812,370,750.50","21,981,895,565.12","32,559,896,192.69","8,994,522,146.82","20,080,383,530.49","26,269,524,798.00","43,654,153,309.49","8,058,527,652.08","16,886,764,579.45","24,310,596,434.34","35,819,762,132.90","7,436,249,218.12","15,239,690,533.51","22,007,780,741.79","29,915,092,192.10","5,225,988,540.45","9,005,600,475.44","12,916,472,033.01","21,872,075,633.66","4,090,615,060.12","6,714,258,085.94","10,097,535,973.61","16,257,433,786.63","2,204,953,693.69","4,969,972,160.42","7,872,934,821.98","13,267,581,390.33","3,751,719,560.81","8,891,069,546.03","14,111,397,753.69","19,648,118,122.16","4,894,266,042.48"
投资活动产生的现金流量净额,"-261,429,055.29","-430,493,178.91","-524,977,139.32","-1,014,747,165.53","-415,722,927.75","-1,067,176,499.69","-1,784,926,544.75","-2,183,441,845.84","-391,764,695.09","-1,099,893,592.34","-1,589,565,671.19","-3,680,376,425.86","-1,154,463,829.29","-1,555,699,319.33","-2,430,665,420.02","-4,100,378,993.39","-540,045,103.75","-1,774,554,508.70","-3,720,606,169.69","-5,980,464,849.73","-1,294,539,245.56","-1,422,973,220.00","-2,049,051,111.73","-2,640,957,473.76","-2,386,458,509.32","-3,074,160,541.73","-3,723,813,518.63","-5,657,707,582.44","-560,272,684.77","-741,682,221.84","-1,164,555,714.55","-2,891,102,745.01","-75,000,735.01","-34,023,937.66","-265,322,650.59","846,005,584.58","-746,737,427.95","-68,905,176.51","-1,218,970,234.14","-1,894,551,579.09","-496,306,792.97","-582,052,824.33","-1,836,818,206.34","-2,601,068,113.80","-1,467,629,712.00"
购买商品、接受劳务支付的现金,"472,840,866.01","1,039,992,071.68","1,628,427,160.29","2,006,906,367.90","588,450,019.61","1,428,578,998.40","2,446,367,661.28","3,641,589,517.73","924,096,600.80","2,120,980,957.01","3,621,445,042.61","12,587,620,483.37","4,289,574,724.73","9,464,543,421.54","13,621,212,773.16","17,131,573,618.46","6,282,201,392.20","14,410,517,724.01","16,349,515,355.87","26,642,761,765.81","3,699,860,025.24","8,344,558,275.54","11,932,523,656.03","18,663,209,657.28","3,359,102,132.88","7,432,769,242.20","10,895,061,216.89","13,093,621,519.32","2,630,874,722.76","3,916,677,808.11","5,496,751,164.13","10,675,596,937.68","2,879,507,944.95","4,070,569,016.32","5,850,898,143.87","8,073,396,123.45","1,372,360,860.08","3,028,220,032.85","4,775,246,512.92","7,765,829,018.20","2,396,765,444.00","4,465,719,555.62","6,361,550,852.01","7,763,068,553.50","2,741,450,475.63"
吸收投资收到的现金,,,"350,000,000.00","416,000,000.00","116,000,000.00","273,000,000.00","339,000,000.00","371,279,087.04",,,"24,484.03",,,,,,,,,"148,893,593.77",,,,,,,,,"2,800,000.00","2,800,000.00","3,093,547,769.94","3,093,595,713.34",,,,,,,,,,,,,
