科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"441,213,450.03","818,277,329.61","1,134,375,886.04","187,240,612.08","563,938,506.41","897,964,291.52","1,197,729,408.61","288,005,897.89","625,254,296.97","959,169,808.81","1,530,330,828.71","425,843,599.52","965,686,882.20","1,491,921,686.30","2,074,899,165.33","552,364,208.71","942,755,885.28","1,508,499,335.95","2,145,300,389.84","622,484,329.95","1,063,467,626.25","1,639,961,557.27","2,409,492,285.24","627,302,841.80","1,424,398,738.23","2,284,795,595.76","3,655,684,634.62","948,328,844.92","1,732,017,472.77","2,637,913,926.55","3,814,075,841.42","913,757,382.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"97,768,219.61","106,000,750.26",,,,"212,966,076.86",,"23,594.93","23,594.93","23,594.93",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,"1,000.33","1,000.33",,,"382,564.20","2,336,264.92","243,708.01","101,936.40","624,320.61","1,233,628.38","375,600.00","495,502.61","516,306.26","585,318.70","118,703.15","30,058.92"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"2,516,300.00","8,327,107.06","16,391,447.31","8,077,978.80","8,077,978.80","8,677,978.80","11,329,378.65","20,000,000.00","22,000,000.00","89,122,222.83","126,115,177.94","1,290,280.12","23,405,195.99","64,389,667.50","148,085,298.11","79,463,375.90","98,068,952.65","119,202,160.87","134,965,796.60","31,359,651.46"
收到其他与经营活动有关的现金,"10,858,070.47","36,504,181.62","2,435,932.81","899,331.12","943,699.00","2,596,277.82","17,111,038.64","17,161,539.50","22,944,065.09","33,943,668.91","42,279,975.07","160,770,893.39","167,901,310.73","178,412,919.80","167,834,209.69","5,751,135.09","12,842,916.68","27,621,207.58","43,805,653.35","17,051,506.53","30,673,688.89","92,271,430.36","128,764,931.80","32,817,750.81","83,716,299.40","109,714,768.36","231,881,681.12","61,317,655.69","74,518,734.60","87,714,827.31","158,528,643.08","45,410,255.80"
投资活动现金流出小计,"5,779,942.00","19,600,979.50","10,128,175.50","507,100.00","47,280,990.00","130,747,770.00","146,770,148.16","14,038,936.17","89,329,142.56","96,917,064.16","157,279,272.66","53,125,744.64","101,896,561.68","314,585,516.03","324,877,386.30","19,341,140.16","31,442,966.14","155,552,036.29","191,050,499.23","22,374,962.15","55,184,760.43","136,576,127.27","388,594,721.77","170,246,122.46","143,750,982.64","298,015,144.56","522,715,982.35","81,901,011.84","112,288,322.74","139,291,028.35","174,368,368.02","43,839,261.03"
经营活动现金流入小计,"452,071,520.50","854,781,511.23","1,136,811,818.85","188,139,943.20","564,882,205.41","900,560,569.34","1,214,840,447.25","305,167,437.39","648,198,362.06","993,113,477.72","1,572,610,803.78","586,614,492.91","1,133,588,192.93","1,670,334,606.10","2,242,733,375.02","558,115,343.80","955,599,802.29","1,536,121,543.86","2,189,106,043.19","639,535,836.48","1,094,523,879.34","1,734,569,252.55","2,538,500,925.05","660,222,529.01","1,508,739,358.24","2,395,743,992.50","3,887,941,915.74","1,010,142,003.22","1,807,052,513.63","2,726,214,072.56","3,972,723,187.65","959,197,697.51"
投资活动产生的现金流量净额,"-5,779,942.00","-18,069,777.91","-7,871,785.00","-507,100.00","-47,280,990.00","-130,747,770.00","-146,770,148.16","-14,038,936.17","-86,740,320.17","-94,328,241.77","-154,679,736.89","-53,115,744.64","-101,788,095.92","-299,269,034.87","-323,074,162.98","-18,398,127.13","-9,895,142.21","-128,117,074.42","-135,101,179.85","-21,662,904.82","-49,485,904.41","-118,956,197.97","-377,421,444.93","-169,600,455.59","-136,554,475.17","-240,161,495.77","-451,466,199.52","-67,512,502.18","-71,568,473.08","-34,093,239.10","-17,804,768.47","-30,254,383.53"
购买商品、接受劳务支付的现金,"374,326,777.76","610,054,472.55","864,276,621.61","243,406,505.52","572,473,577.42","870,702,866.90","1,141,241,349.50","449,785,223.72","599,157,700.09","1,100,730,958.02","1,360,208,965.39","675,013,103.13","961,154,583.96","1,704,451,089.01","1,921,017,539.85","921,233,851.39","1,098,192,372.46","1,837,851,570.75","2,026,033,005.83","648,006,493.01","956,692,691.70","1,475,253,592.23","1,939,196,879.91","744,115,287.80","1,391,120,399.22","2,085,304,933.98","2,854,647,385.63","1,132,440,705.63","1,692,551,946.45","2,427,469,150.05","3,114,290,657.44","846,421,945.83"
吸收投资收到的现金,"500,000.00","18,057,600.00",,"1,269,088,000.00","1,269,088,000.00","1,269,088,000.00","1,269,088,000.00",,,,,,,,"1,062,220,435.00",,"32,928,200.00","150,586,489.75","150,786,489.75","10,220,478.72","10,220,478.72","14,473,210.92","49,071,714.44",,"110,020,000.00","110,020,000.00","110,020,000.00",,,,"1,802.61",
