科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"45,587,311.56","96,123,874.35","77,003,899.26","38,074,325.96","839,817,852.78","656,236,634.97","593,557,119.96","419,000,919.18","493,695,483.16","410,084,139.94","404,081,218.57","416,609,710.93","888,730,388.26","445,925,945.95","797,803,672.59","702,906,471.25","1,119,685,753.25","862,015,388.37","938,664,338.06","869,841,378.40","3,490,517,690.63","2,925,599,992.97","2,680,151,295.73","2,393,647,014.87","3,202,542,547.34","2,100,806,341.67","2,412,025,600.30","1,857,239,906.17","2,655,374,114.34","1,740,214,767.02","2,316,272,353.82","2,008,072,232.53","2,788,562,138.17","1,780,937,012.80","3,092,864,539.50","2,355,165,131.32","3,403,192,777.95"
短期借款,"15,000,000.00","48,000,000.00","46,000,000.00","76,000,000.00","101,000,000.00",,"40,000,000.00","40,000,000.00","60,000,000.00","150,000,000.00","356,160,000.00","587,660,000.00","682,585,115.43","732,585,115.43","956,425,115.43","974,925,115.43","1,344,000,000.00","1,355,000,000.00","1,802,000,000.00","2,342,180,000.00","1,969,190,000.00","1,952,890,000.00","1,793,100,000.00","1,466,120,000.00","1,150,440,100.00","768,240,100.00","431,000,000.00","476,000,000.00","2,005,650,000.00","1,651,950,000.00","1,310,850,000.00","1,486,000,000.00","1,236,446,752.51","1,152,869,371.00","1,943,725,371.00","2,186,584,823.84","2,231,482,030.24"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"1,000,000.00","1,200,000.00","30,200,000.00","2,600,000.00","400,000.00","3,500,000.00","18,300,000.00","5,720,000.00","45,720,000.00","64,740,000.00","9,740,000.00","9,740,000.00","900,000.00","60,992,100.00","60,242,100.00","54,202,000.00","65,249,100.00","372,544,351.12","362,417,367.62","81,723,764.55","87,126,345.72","80,087,992.93","30,093,202.02","6,390,960.00","5,348,262.50","126,647,530.03"
应付票据,,,,,,,,,,,,,,,"102,486,306.82","412,099,886.44","705,840,394.49","867,037,350.71","916,909,567.77","907,803,831.62","993,375,983.59","1,155,772,346.23","1,031,123,694.33","818,406,219.94","951,163,844.73","1,031,431,610.63","870,740,811.32","654,184,385.01","742,791,359.61","1,067,629,241.82","1,089,228,711.94","1,047,559,283.08","1,290,746,591.17","1,072,004,517.64","1,103,689,172.37","1,949,810,613.93","2,660,849,854.18"
应收账款,"84,891,181.64","113,960,593.67","152,372,444.52","172,045,468.68","196,324,313.20","198,370,929.98","312,677,787.28","392,639,028.33","488,715,475.11","502,395,237.09","747,203,661.86","1,009,706,409.19","1,264,861,167.26","1,227,696,657.97","1,204,450,141.20","1,334,510,794.24","1,727,423,850.62","1,745,548,335.07","2,098,118,671.30","2,323,198,271.18","3,154,253,515.14","3,065,265,654.98","3,338,315,729.28","3,696,456,751.23","3,369,568,307.37","3,613,599,734.22","3,522,807,009.06","3,226,941,193.40","3,789,479,267.29","3,876,080,504.53","3,852,281,113.41","3,998,280,468.21","5,123,746,526.10","5,122,631,495.09","5,754,568,014.49","6,297,686,989.20","7,470,625,325.68"
应付账款,"94,785,537.58","140,716,609.02","178,732,266.94","160,979,840.01","199,855,966.32","148,750,811.63","322,873,515.64","329,711,235.67","448,894,320.84","290,864,722.68","627,467,571.23","655,681,047.19","858,177,072.85","613,124,085.54","1,022,645,698.19","1,104,940,647.63","1,421,001,972.74","1,302,682,445.82","1,848,650,770.75","1,780,001,586.65","2,241,516,675.73","1,793,565,241.64","2,227,773,300.32","2,310,053,338.62","2,432,575,001.76","1,925,826,720.92","2,545,359,512.61","2,903,540,801.30","3,461,614,373.71","3,068,002,976.07","3,785,158,170.61","4,297,929,698.56","4,914,033,385.57","4,858,115,995.38","5,901,966,190.40","6,756,333,346.28","8,610,129,227.91"
预付款项,"46,000.00","5,000.00","6,000.00",,,"135,950.01","4,902,305.02","1,793,022.94","1,348,612.51","9,706,524.53","7,118,731.87","6,350,803.21","8,155,149.75","99,647,988.55","103,319,708.85","115,940,237.74","119,233,284.21","128,863,834.80","120,424,053.11","349,998,583.24","23,204,121.83","22,369,141.71","22,221,554.06","41,402,296.39","22,344,638.19","44,529,913.44","33,242,846.94","44,120,353.91","69,064,053.16","85,141,663.61","62,699,970.30","60,241,435.36","45,772,343.36","109,804,826.30","122,681,860.65","99,814,679.50","77,121,035.82"
预收款项,"14,243.28","14,243.28","2,904,345.70","4,119,382.20","842,448.38","3,497,481.46","12,640,234.63","9,060,000.00","19,952,025.00","24,155,028.00","15,374,022.00","3,660,822.00","3,084,070.00","865,890.00","415,890.00","503,390.00","96,400.00","87,500.00","96,400.00","578,900.00","745,100.00","855,100.00","3,493,254.51","4,243,215.51","2,956,269.51","3,576,269.51","3,279,969.51","2,893,955.51","297,162,079.45","346,099,649.38","350,899,585.33","341,798,595.00","1,047,789,652.31","1,243,040,756.51","1,376,161,963.02","2,126,563,026.14","2,598,143,014.12"
其他应收款,"13,316,053.07","18,739,532.06","19,296,694.29","37,110,216.47","26,599,329.66","23,357,284.07","32,725,607.56","39,946,861.35","43,523,593.38","45,455,866.50","69,171,023.73","56,622,794.59","26,022,633.13","46,294,486.41","54,306,783.09","62,700,849.79","50,123,741.21","78,935,798.51","65,653,108.80","104,522,050.35","77,134,724.81","130,832,902.21","107,451,650.63","167,811,009.11","186,924,843.02","216,489,510.02","204,935,391.36","552,300,341.72","473,019,219.33","614,675,265.51","565,883,870.41","595,494,146.30","387,526,291.96","495,809,268.06","550,686,636.60","411,582,797.26","347,754,932.83"
应付职工薪酬,"5,830,074.86","2,665,744.15","5,230,406.45","2,807,875.28","3,421,920.69","3,711,914.84","4,346,070.12","5,230,043.08","8,700,376.97","8,856,293.59","11,097,409.03","13,305,578.75","25,400,773.15","10,239,354.48","10,090,449.89","13,836,942.50","19,245,491.92","13,211,574.40","21,063,939.77","24,627,989.07","21,781,366.40","27,581,083.20","25,110,318.08","21,635,303.23","28,498,841.09","29,788,044.72","26,906,730.10","30,371,387.65","34,883,131.25","34,769,790.85","27,851,862.17","29,788,455.76","40,034,284.32","41,089,045.95","60,053,713.27","63,357,090.19","85,357,014.42"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"13,120,711.59","22,845,251.13","23,116,168.97","24,912,369.47","27,697,182.81","25,357,163.83","49,716,480.18","71,611,753.80","95,079,368.72","90,935,566.85","151,460,914.49","176,924,447.77","241,182,138.84","243,807,361.31","207,556,309.03","266,833,821.48","293,760,938.35","294,233,104.31","274,061,569.21","328,679,543.64","422,397,715.52","407,357,479.95","359,166,386.87","376,044,208.34","381,149,709.86","325,389,853.26","363,539,019.92","390,352,189.93","449,304,321.63","392,278,108.90","449,486,751.19","511,781,806.38","334,486,164.71","233,170,305.97","244,159,913.91","186,524,153.57","397,993,239.24"
应收利息,,,,,,,,"1,315,899.84",,,,,,,,,,,,,,"385,260.59","3,177,565.48","9,986,088.30","12,703,742.66","8,262,154.99","3,551,657.95","7,191,387.53","3,381,606.84","2,705,180.17","865,150.40","671,545.77","1,107,951.41","1,282,500.00","1,782,805.56","33,222.22",
应付利息,,,,,"149,642.50",,"56,050.00",,,,,,"2,767,230.22","2,767,230.22","14,779,165.57","15,059,614.96","12,533,465.28","19,251,252.78","3,137,497.22","4,807,744.11","10,494,797.55","19,310,968.48","23,991,147.73","20,047,822.22","38,512,080.95","73,104,724.27","115,851,392.05","88,270,005.81","69,367,978.02","115,845,757.44","114,227,236.62","111,180,919.34","93,845,986.57","150,041,205.26","114,161,678.22","123,937,137.67","145,435,823.11"
应收股利,,,"2,971,566.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,878,768.71"
应付股利,,"3,558,130.00",,,,,,,,,"8,457,425.05",,,,"3,288,125.76",,,,"31,799,111.33",,,,"48,247,086.60",,,,"38,202,890.06",,"8,715,764.41",,"60,522,716.82","32,231,846.40",,,"80,320,812.18",,
存货,"95,885,084.55","157,440,233.64","215,628,964.70","252,356,719.72","325,709,445.07","335,636,339.23","590,712,916.17","774,387,076.56","850,546,705.81","869,919,993.86","1,416,549,902.00","1,566,996,784.25","1,624,181,137.25","1,729,586,179.71","2,723,202,403.04","3,303,573,578.80","3,562,416,551.51","3,793,115,193.72","4,520,366,270.43","4,978,572,011.10","4,686,634,523.82","4,921,243,307.10","5,487,141,054.27","5,685,821,429.89","5,534,760,657.84","5,335,249,975.77","6,511,950,548.82","7,312,428,424.72","7,039,905,717.87","6,821,210,025.43","7,697,619,131.74","8,761,905,681.09","8,782,717,265.10","8,791,467,285.26","9,319,528,426.80","11,346,211,444.87","12,432,886,591.16"
其他应付款,"11,904,559.51","14,066,232.83","20,377,201.97","15,148,807.37","19,904,151.91","3,302,632.17","3,047,803.05","3,085,739.17","1,876,762.22","15,573,746.40","3,254,130.79","5,637,300.92","7,917,434.98","7,956,025.68","5,582,905.92","6,163,166.78","9,350,543.34","10,799,025.42","5,042,940.10","10,134,310.81","62,595,437.13","16,126,866.84","27,317,240.65","25,313,628.37","75,496,459.46","42,782,724.95","53,111,197.35","56,398,457.77","901,057,395.89","754,996,281.93","415,821,006.86","420,100,013.92","582,525,920.07","729,546,300.76","199,005,886.98","502,891,906.83","481,735,624.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"7,650,321.24","5,898,939.84","7,530,581.32","10,715,348.86","13,809,074.43","13,168,590.90","12,460,749.60","11,172,924.65","15,193,755.93","15,533,928.49","13,438,398.23","13,336,763.51","23,762,368.57"
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"124,000,000.00","124,000,000.00","124,000,000.00","100,000,000.00","566,500,891.40","499,088,428.18","499,675,964.96","499,675,964.96","1,196,634,496.83","1,197,209,021.70","1,030,506,614.39","527,180,192.72","588,606,734.85"
其他流动资产,"45,500.00",,,,,"19,697.81",,,,,,,"567,916.67","3,767,916.67",,,,,,,,,,,,,,,"16,463,254.35","16,064,353.53","54,080,357.94","40,570,941.56","77,879,799.65","34,913,239.39","57,765,303.33","110,745,880.04","126,892,519.73"
其他流动负债,,,,,,,,,,,,,"250,625,382.88","250,000,000.00","500,000,000.00","500,000,000.00","250,000,000.00","250,000,000.00",,"250,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","750,000,000.00","500,075,000.00","500,075,000.00","1,000,075,000.00","1,100,075,000.00","1,149,959,000.00","1,100,000,000.00","600,000,000.00",,"169,427,011.98","162,354,207.21","1,192,981,431.53","1,983,275,746.42","3,493,515,889.27"
流动资产合计,"239,771,130.82","386,269,233.72","467,279,569.32","499,586,730.83","1,388,450,940.71","1,213,756,836.07","1,534,575,735.99","1,629,082,808.20","1,877,829,869.97","1,837,561,761.92","2,644,124,538.03","3,057,286,502.17","3,813,718,392.32","3,583,119,175.26","4,885,682,708.77","5,520,031,931.82","6,582,383,180.80","6,626,778,550.47","7,748,946,441.70","8,671,852,294.27","11,496,484,576.23","11,075,436,259.56","11,648,198,849.45","11,996,024,589.79","12,397,487,157.66","11,385,078,669.95","12,750,245,635.75","13,076,186,056.31","14,433,040,658.73","13,531,677,718.32","14,643,886,462.17","15,563,535,721.19","17,302,594,064.61","16,382,472,757.41","18,919,706,945.16","20,639,925,170.42","24,010,761,850.48"
流动负债合计,"140,655,126.82","231,866,210.41","276,360,390.03","283,968,274.33","352,871,312.61","184,620,003.93","432,680,153.62","458,698,771.72","634,502,853.75","580,385,357.52","1,173,271,472.59","1,442,869,196.63","2,071,739,218.35","1,861,345,062.66","2,823,269,966.61","3,294,362,585.22","4,055,829,206.12","4,112,302,253.44","4,902,761,796.15","5,648,813,905.90","6,222,097,075.92","5,873,459,086.34","6,039,322,429.09","5,791,863,736.23","5,684,867,307.36","4,824,215,048.26","5,572,066,522.92","5,802,086,182.98","9,687,006,295.37","9,030,660,234.57","8,703,722,006.50","8,778,046,583.40","10,905,970,246.04","10,839,440,727.38","13,246,732,747.27","16,406,458,037.59","21,293,248,451.59"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000.00","11,000,000.00","143,068,893.35","137,352,226.68","137,354,607.64","137,354,607.64","134,902,884.25","134,902,884.25","468,644,267.29","468,644,267.29","468,644,267.29"
长期借款,,,,,,,,,,,,,,,,,,,,,"124,000,000.00","124,000,000.00","224,000,000.00","224,000,000.00","170,000,000.00","170,000,000.00","150,000,000.00","150,000,000.00","68,000,000.00",,"400,000,000.00","696,000,000.00","852,626,702.67","857,126,702.67","206,926,499.00","206,926,499.00","200,125,722.30"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"499,871,627.58","509,479,745.45","519,087,863.32","1,035,291,666.67","1,490,783,819.59","1,491,901,645.24","1,990,001,982.62","1,991,172,573.41","1,494,137,374.24","1,494,923,340.04","2,487,030,524.09","3,082,832,875.63","2,736,030,284.62","2,737,654,405.68","2,735,780,880.36","2,737,692,450.09","2,185,779,721.04"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,333,429.37","30,713,429.37","32,939,229.37","32,939,229.37","31,081,303.95"
长期应付款,,"318,098.94","253,332.16","219,741.57","185,319.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"5,924,751.75","4,616,955.40","2,221,245.06","4,726,815.16","5,663,559.15","7,405,655.37","8,085,191.04","6,648,178.59","9,886,772.55","2,534,755.83","3,332,318.56","2,702,650.58","2,772,418.55","1,861,051.19","2,476,332.30","687,315.41","2,777,227.92","1,043,661.67","1,937,648.54","2,684,326.15","3,064,414.34","3,110,743.78","5,420,495.06","3,983,644.20","3,359,942.40","34,246,813.27","32,293,279.71","32,399,872.51","45,288,571.43","74,655,358.26","92,388,461.03","93,906,888.03","168,365,646.89","260,021,788.61","261,626,211.59","319,293,419.80","134,282,376.78"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"18,177,568.79","18,980,102.11","19,021,375.06","20,170,599.98","19,941,127.10","18,785,759.97","20,509,655.41","21,947,218.19","23,761,249.66","25,509,881.63","30,267,528.89","37,373,669.01","39,385,206.13","40,009,987.18","41,781,373.66","42,895,709.73","44,199,624.91","43,019,603.22","44,123,687.95","44,296,036.50","44,429,802.92","43,775,257.66","46,200,986.56","45,024,832.48","43,347,098.94","40,906,712.84","40,114,108.56","481,941,802.26","851,761,131.24","850,700,465.69","835,235,053.05","825,543,339.97","883,251,712.65","989,751,447.32","872,905,747.99","934,040,526.99","929,785,737.50"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,317,773.93","39,704,845.81","39,381,134.06","39,086,359.35","55,447,237.63","54,680,809.19","34,968,285.48","34,443,185.89","33,284,639.80"
在建工程,,,,,,,,,,,,,,,,,,,,,"312,202,094.02","314,176,616.13","319,134,893.32","330,649,905.24","385,450,006.70","417,791,730.31","434,306,298.26",,"1,491,037.42","3,325,183.89","5,291,583.57","6,691,405.40","41,058,528.32","64,254,621.82","41,204,261.42","66,986,224.22","168,273,567.89"
其他非流动负债,,,,,,,,,,,,,"640,000.00","640,000.00","480,000.00","480,000.00","320,000.00","320,000.00","320,000.00","320,000.00",,,,,,,,,,,,,,,"3,288,864.83",,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"318,098.94","253,332.16","219,741.57","185,319.56",,,,,,,,"640,000.00","640,000.00","480,000.00","480,000.00","320,000.00","320,000.00","320,000.00","320,000.00","623,871,627.58","633,479,745.45","743,087,863.32","1,259,291,666.67","1,660,783,819.59","1,661,901,645.24","2,140,001,982.62","2,142,243,073.41","1,608,097,003.93","1,540,147,411.36","2,931,898,253.41","3,823,283,199.99","3,661,848,813.48","3,667,862,352.91","2,999,218,970.87","3,002,543,522.71","2,450,917,295.82"
固定资产清理,,,,,,"-777,584.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"140,655,126.82","232,184,309.35","276,613,722.19","284,188,015.90","353,056,632.17","184,620,003.93","432,680,153.62","458,698,771.72","634,502,853.75","580,385,357.52","1,173,271,472.59","1,442,869,196.63","2,072,379,218.35","1,861,985,062.66","2,823,749,966.61","3,294,842,585.22","4,056,149,206.12","4,112,622,253.44","4,903,081,796.15","5,649,133,905.90","6,845,968,703.50","6,506,938,831.79","6,782,410,292.41","7,051,155,402.90","7,345,651,126.95","6,486,116,693.50","7,712,068,505.54","7,944,329,256.39","11,295,103,299.30","10,570,807,645.93","11,635,620,259.91","12,601,329,783.39","14,567,819,059.52","14,507,303,080.29","16,245,951,718.14","19,409,001,560.30","23,744,165,747.41"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"35,581,300.00","35,581,300.00","35,581,300.00","35,581,300.00","50,081,300.00","75,121,950.00","75,121,950.00","150,243,900.00","150,243,900.00","150,243,900.00","150,243,900.00","150,243,900.00","150,243,900.00","150,243,900.00","301,351,296.00","301,351,296.00","301,351,296.00","301,351,296.00","606,032,846.00","606,032,846.00","669,256,846.00","669,256,846.00","1,003,885,269.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","1,008,711,947.00","2,521,779,867.00","2,677,360,406.00","2,677,360,406.00","2,681,155,280.00","2,681,155,280.00","2,682,778,484.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,368,982.46","1,368,982.46","1,368,982.46","1,368,982.46","787,907,503.29","762,866,853.29","762,866,853.29","687,744,903.29","687,744,903.29","706,613,066.92","734,915,312.37","763,217,557.82","818,082,277.16","834,917,102.15","756,677,046.14","756,677,046.14","777,143,764.27","777,143,764.27","542,705,683.77","542,705,683.77","2,044,485,396.86","2,044,485,396.86","1,715,403,414.80","1,762,173,921.80","1,712,429,016.09","1,712,429,016.09","1,712,429,016.09","1,712,429,016.09","1,726,271,695.45","1,726,271,695.45","1,726,271,695.45","213,203,775.45","1,757,534,545.45","1,757,534,545.45","1,766,252,485.96","1,771,419,710.33","1,783,939,740.16"
