科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"442,267,579.85","590,809,639.32","534,579,326.94","142,895,204.11","366,429,236.32","560,244,023.26","846,384,178.60","165,531,945.33","314,465,105.73","470,732,244.73","668,483,895.89","143,270,069.38","311,043,124.37","481,437,131.63","626,123,524.65","113,952,463.77","301,492,081.82","455,834,873.29","629,954,045.63","121,663,534.96","298,437,143.98","470,268,748.39","624,997,969.67","155,705,168.41","341,041,017.77","558,939,488.52","860,422,734.73","228,753,822.00","552,974,441.97","907,641,245.74","1,334,546,618.99","313,874,683.98","834,877,290.88","1,435,887,522.97","2,157,906,138.76","670,934,486.48"
二、营业利润,"17,854,911.12","39,076,894.26","43,552,084.41","8,351,218.17","19,489,131.49","25,430,767.19","38,035,985.42","4,603,157.11","2,298,784.56","180,960.68","-2,271,021.60","-3,105,059.77","1,416,336.26","5,241,652.68","3,406,233.73","-2,540,304.56","1,599,518.92","3,382,025.35","2,322,728.37","-3,473,798.51","-6,341,549.43","-10,726,910.06","-43,621,790.00","-5,816,900.30","-2,259,930.08","-918,677.88","5,630,252.28","14,057,632.63","35,104,495.79","62,514,133.64","94,550,894.52","21,008,244.78","169,754,303.56","209,225,235.96","293,557,403.76","45,811,364.72"
减:营业成本,"405,967,297.02","506,776,681.55","460,376,641.13","124,799,493.15","327,957,761.90","509,591,702.65","767,199,368.32","151,744,877.12","289,728,399.57","439,196,777.90","630,379,323.16","136,958,299.27","293,344,454.31","451,654,341.99","587,567,213.60","109,125,312.27","283,343,604.21","426,854,583.10","592,201,352.85","117,573,823.18","285,350,312.18","446,369,850.64","605,902,831.01","149,660,236.50","329,180,275.28","529,437,811.10","788,662,293.80","193,066,367.56","470,741,377.78","760,468,892.44","1,108,146,949.51","255,010,823.19","687,084,020.05","1,186,365,661.45","1,757,667,174.91","575,617,907.26"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,16.50,"116,012.19","333,955.10","24,097.52","76,514.17","228,955.89","256,957.10","281,077.29","599,054.52","1,036,432.80","1,131,747.69","18,273.68","116,299.39","283,634.53","491,812.67","7,692.81","188,588.87","255,242.36","435,391.85","32,147.36","181,129.57","314,201.77","601,967.58","142,348.11","288,260.38","528,886.89","1,326,784.51","271,934.02","864,911.57","1,233,517.50","4,012,813.39","3,388,685.10","5,450,320.80","7,640,980.96","14,165,148.36","3,242,414.42"
营业外收入,"420,624.13","1,906,463.30","2,852,750.00","65,759.49","75,580.00","510,945.24","2,098,469.41","194,185.00","424,963.00","578,076.93","1,277,593.47","75,765.35","1,220,509.27","1,554,700.45","13,997,258.52","11,555.15","1,340,560.83","2,406,837.83","8,268,887.52","1,463,741.40","8,671,142.33","11,421,271.51","14,959,439.69","1,885,902.36","3,500,777.42","4,810,817.34","8,637,604.57","2,637,830.42","4,282,267.11","6,556,385.28","17,552,044.42","1,935,150.81","5,465,089.38","10,121,436.31","1,653,210.57","93,347.23"
销售费用,"5,836,108.81","6,928,872.97","8,266,777.95","1,957,732.78","4,970,775.39","6,553,596.63","9,342,681.33","2,538,064.77","5,721,233.67","7,962,726.96","10,224,092.64","2,392,301.91","4,796,013.55","6,851,974.51","8,721,412.20","1,889,999.72","3,872,838.21","5,844,870.22","8,486,028.53","1,570,906.24","3,824,755.09","6,068,540.78","9,357,656.60","1,835,370.43","4,475,947.93","7,713,168.35","15,134,559.66","5,546,065.81","10,802,871.52","16,284,834.51","24,815,748.39","7,436,902.40","15,963,931.86","22,606,106.65","40,491,979.94","6,033,059.27"
减:营业外支出,,"322,564.76","2,695.00",,,,"112,214.47",,,"1,300.00","1,800.00",200.00,"3,412.79","115,997.33","662,725.62",,"117,260.59","118,230.59","119,318.56",,,"8,000.00","40,197.97",,"3,902.61","10,902.61","14,541.50","4,059.23","154,824.73","175,720.25","3,555,294.31","11,095.85","45,295.02","52,025.32","27,600.00","5,400.00"
管理费用,"6,288,512.57","18,834,414.81","15,206,668.17","4,369,243.29","9,425,870.16","13,756,663.21","26,713,059.53","6,235,516.21","12,774,407.00","19,857,761.77","29,654,420.20","7,830,360.59","15,187,787.54","23,239,835.49","31,465,412.22","6,866,726.48","14,799,458.95","22,601,017.47","29,173,175.25","5,994,758.01","15,020,569.41","26,231,483.92","45,834,979.96","9,507,868.65","20,542,488.38","32,409,166.18","62,464,015.69","17,288,125.31","36,252,148.05","69,312,571.80","110,577,860.04","24,094,783.63","57,478,093.45","99,649,340.83","151,330,778.68","29,672,061.20"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,"112,344.54",,,,970.00,,,,"24,727.97",,"3,902.61","3,902.61","3,941.50",359.23,359.23,"15,191.45","3,385,765.51","2,095.85","27,295.02","29,525.32",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,821,241.14","13,336,427.32","8,312,894.53","2,671,396.45","3,535,417.61","2,977,662.73","2,855,077.63","-354,685.70","557,981.19","257,679.92","-1,367,941.35","-873,063.79","-3,174,756.82","-4,667,096.69","-5,017,581.07","-677,041.66","-532,780.03","-846,853.41","-676,157.13","213,629.07","617,451.71","859,596.37","1,194,946.17","222,057.35","666,271.53","-735,007.45","-1,531,659.99","372,372.90","1,235,650.20","2,573,685.07","-2,095,726.73","4,553,087.07","9,594,647.57","17,917,687.22","27,121,954.94","13,143,884.61"
三、利润总额,"18,275,535.25","40,660,792.80","46,402,139.41","8,416,977.66","19,564,711.49","25,941,712.43","40,022,240.36","4,797,342.11","2,723,747.56","757,737.61","-995,228.13","-3,029,494.42","2,633,432.74","6,680,355.80","16,740,766.63","-2,528,749.41","2,822,819.16","5,670,632.59","10,472,297.33","-2,010,057.11","2,329,592.90","686,361.45","-28,702,548.28","-3,930,997.94","1,236,944.73","3,881,236.85","14,253,315.35","16,691,403.82","39,231,938.17","68,894,798.67","108,547,644.63","22,932,299.74","175,174,097.92","219,294,646.95","295,183,014.33","45,899,311.95"
